         Sample#               E               M           <eps>             <m>             C_V        Suscept.
           43200              -8              -4        -1.99528        0.998426       0.0376886      0.00471231
           43300              -8              -4        -1.99529         0.99843       0.0376017      0.00470145
           43400              -8              -4         -1.9953        0.998433       0.0375153      0.00469064
           43500              -8              -4        -1.99531        0.998437       0.0374293      0.00467988
           43600              -8              -4        -1.99532         0.99844       0.0373436      0.00466917
           43700              -8              -4        -1.99533        0.998444       0.0372584      0.00465851
           43800              -8              -4        -1.99534        0.998447       0.0371735      0.00464789
           43900              -8              -4        -1.99535        0.998451        0.037089      0.00463733
           44000              -8              -4        -1.99536        0.998455       0.0370049      0.00462681
           44100              -8              -4        -1.99537        0.998458       0.0369212      0.00461634
           44200              -8              -4        -1.99538        0.998462       0.0368379      0.00460592
           44300              -8              -4         -1.9954        0.998465       0.0367549      0.00459554
           44400              -8              -4        -1.99541        0.998468       0.0366723      0.00458521
           44500              -8              -4        -1.99542        0.998472       0.0365901      0.00457493
           44600              -8              -4        -1.99543        0.998475       0.0365082      0.00456469
           44700              -8              -4        -1.99544        0.998479       0.0364268       0.0045545
           44800              -8              -4        -1.99545        0.998482       0.0363456      0.00454436
           44900              -8              -4        -1.99546        0.998486       0.0362649      0.00453426
           45000              -8              -4        -1.99547        0.998489       0.0361845       0.0045242
           45100              -8              -4        -1.99548        0.998492       0.0361044      0.00451419
           45200              -8              -4        -1.99549        0.998496       0.0360247      0.00450422
           45300              -8              -4         -1.9955        0.998499       0.0359454       0.0044943
           45400              -8              -4        -1.99551        0.998502       0.0358664      0.00448442
           45500              -8              -4        -1.99552        0.998505       0.0357877      0.00447458
           45600              -8              -4        -1.99553        0.998509       0.0357094      0.00446479
           45700              -8              -4        -1.99554        0.998512       0.0356315      0.00445504
           45800              -8              -4        -1.99555        0.998515       0.0355538      0.00444533
           45900              -8              -4        -1.99556        0.998519       0.0354765      0.00443567
           46000              -8              -4        -1.99557        0.998522       0.0353996      0.00442604
           46100              -8              -4        -1.99557        0.998525        0.035323      0.00441646
           46200              -8              -4        -1.99558        0.998528       0.0352467      0.00440692
           46300              -8              -4        -1.99559        0.998531       0.0351707      0.00439742
           46400              -8              -4         -1.9956        0.998534       0.0350951      0.00438796
           46500               0               0        -1.99557        0.998516       0.0353624      0.00446431
           46600              -8              -4        -1.99558        0.998519       0.0352866      0.00445475
           46700              -8              -4        -1.99559        0.998522       0.0352112      0.00444523
           46800              -8              -4         -1.9956        0.998526       0.0351362      0.00443575
           46900              -8              -4        -1.99561        0.998529       0.0350614      0.00442631
           47000              -8              -4        -1.99562        0.998532        0.034987      0.00441691
           47100              -8              -4        -1.99563        0.998535       0.0349129      0.00440755
           47200              -8              -4        -1.99564        0.998538       0.0348391      0.00439823
           47300              -8              -4        -1.99564        0.998541       0.0347656      0.00438895
           47400              -8              -4        -1.99565        0.998544       0.0346924      0.00437971
           47500              -8              -4        -1.99566        0.998547       0.0346195      0.00437051
           47600              -8              -4        -1.99567         0.99855       0.0345469      0.00436134
           47700              -8              -4        -1.99564        0.998532       0.0348086      0.00443583
           47800              -8              -4        -1.99565        0.998536        0.034736      0.00442657
           47900              -8              -4        -1.99566        0.998539       0.0346636      0.00441734
           48000              -8              -4        -1.99567        0.998542       0.0345916      0.00440816
           48100              -8              -4        -1.99568        0.998545       0.0345198      0.00439901
           48200              -8              -4        -1.99568        0.998548       0.0344483       0.0043899
           48300              -8              -4        -1.99569        0.998551       0.0343772      0.00438083
           48400              -8              -4         -1.9957        0.998554       0.0343063       0.0043718
           48500              -8              -4        -1.99571        0.998557       0.0342357       0.0043628
           48600              -8              -4        -1.99572         0.99856       0.0341654      0.00435384
           48700              -8              -4        -1.99573        0.998563       0.0340954      0.00434492
           48800              -8              -4        -1.99574        0.998566       0.0340257      0.00433603
           48900              -8              -4        -1.99575        0.998569       0.0339563      0.00432718
           49000              -8              -4        -1.99571        0.998561       0.0342122      0.00433866
           49100              -8              -4        -1.99572        0.998564       0.0341427      0.00432984
           49200              -8              -4        -1.99573        0.998567       0.0340735      0.00432106
           49300              -8              -4        -1.99574         0.99857       0.0340045      0.00431231
           49400              -8              -4        -1.99575        0.998573       0.0339358      0.00430359
           49500              -8              -4        -1.99576        0.998576       0.0338674      0.00429492
           49600              -8              -4        -1.99577        0.998579       0.0337993      0.00428627
           49700              -8              -4        -1.99577        0.998581       0.0337314      0.00427767
           49800              -8              -4        -1.99578        0.998584       0.0336638      0.00426909
           49900              -8               4        -1.99567        0.998537       0.0345543      0.00444034
           50000              -8               4        -1.99568         0.99854       0.0344854      0.00443147
           50100              -8               4        -1.99569        0.998543       0.0344167      0.00442265
           50200              -8               4         -1.9957        0.998546       0.0343483      0.00441385
           50300              -8               4        -1.99571        0.998549       0.0342801      0.00440509
           50400              -8               4        -1.99571        0.998552       0.0342122      0.00439637
           50500              -8               4        -1.99572        0.998554       0.0341446      0.00438768
           50600              -8               4        -1.99573        0.998557       0.0340773      0.00437903
           50700              -8               4        -1.99574         0.99856       0.0340102      0.00437041
           50800              -8               4        -1.99575        0.998563       0.0339434      0.00436182
           50900              -8               4        -1.99576        0.998566       0.0338769      0.00435327
           51000              -8               4        -1.99576        0.998569       0.0338106      0.00434475
           51100              -8               4        -1.99577        0.998571       0.0337446      0.00433626
           51200              -8               4        -1.99578        0.998574       0.0336788      0.00432781
           51300              -8               4        -1.99579        0.998577       0.0336133      0.00431939
           51400              -8               4         -1.9958         0.99858        0.033548        0.004311
           51500              -8               4        -1.99581        0.998583        0.033483      0.00430264
           51600              -8               4        -1.99581        0.998585       0.0334183      0.00429432
           51700              -8               4        -1.99574        0.998559       0.0339701      0.00438241
           51800              -8               4        -1.99575        0.998562       0.0339047      0.00437397
           51900              -8               4        -1.99576        0.998565       0.0338395      0.00436555
           52000              -8               4        -1.99565        0.998519       0.0346937      0.00452969
           52100              -8               4        -1.99566        0.998522       0.0346272      0.00452101
           52200              -8               4        -1.99567        0.998525        0.034561      0.00451237
           52300              -8               4        -1.99568        0.998528       0.0344951      0.00450376
           52400              -8               4        -1.99569        0.998531       0.0344294      0.00449518
           52500              -8               4         -1.9957        0.998533        0.034364      0.00448663
           52600              -8               4         -1.9957        0.998536       0.0342988      0.00447812
           52700              -8               4        -1.99571        0.998539       0.0342338      0.00446964
           52800              -8               4        -1.99572        0.998542       0.0341691      0.00446119
           52900              -8               4        -1.99573        0.998544       0.0341047      0.00445277
           53000              -8               4        -1.99574        0.998547       0.0340405      0.00444439
           53100              -8               4        -1.99574         0.99855       0.0339765      0.00443603
           53200              -8               4        -1.99575        0.998553       0.0339128      0.00442771
           53300              -8               4        -1.99576        0.998555       0.0338493      0.00441942
           53400              -8               4        -1.99569        0.998539       0.0343827      0.00444839
           53500              -8               4         -1.9957        0.998542       0.0343186       0.0044401
           53600              -8               4        -1.99571        0.998545       0.0342547      0.00443183
           53700              -8               4        -1.99572        0.998547       0.0341911      0.00442359
           53800              -8               4        -1.99572         0.99855       0.0341276      0.00441538
           53900              -8               4        -1.99573        0.998553       0.0340645      0.00440721
           54000              -8               4        -1.99574        0.998556       0.0340015      0.00439906
           54100              -8               4        -1.99575        0.998558       0.0339388      0.00439095
           54200              -8               4        -1.99576        0.998561       0.0338763      0.00438286
           54300              -8               4        -1.99576        0.998564       0.0338141       0.0043748
           54400              -8              -4        -1.99574        0.998548       0.0340449      0.00444009
           54500              -8              -4        -1.99574         0.99855       0.0339826      0.00443196
           54600              -8              -4        -1.99575        0.998553       0.0339205      0.00442386
           54700              -8              -4        -1.99576        0.998556       0.0338586      0.00441579
           54800              -8              -4        -1.99573        0.998549       0.0340876      0.00442589
           54900              -8              -4        -1.99574        0.998552       0.0340257      0.00441784
           55000              -8              -4        -1.99575        0.998555        0.033964      0.00440982
           55100              -8              -4        -1.99575        0.998557       0.0339024      0.00440184
           55200              -8              -4        -1.99576         0.99856       0.0338412      0.00439388
           55300              -8               4        -1.99573        0.998553       0.0340682      0.00440393
           55400              -8               4        -1.99574        0.998556       0.0340068      0.00439599
           55500              -8               4        -1.99575        0.998559       0.0339457      0.00438809
           55600              -8               4        -1.99576        0.998561       0.0338848      0.00438021
           55700              -8               4        -1.99576        0.998564       0.0338241      0.00437236
           55800              -8               4        -1.99577        0.998566       0.0337636      0.00436454
           55900              -8               4        -1.99578        0.998569       0.0337033      0.00435674
           56000              -8               4        -1.99579        0.998571       0.0336432      0.00434898
           56100              -8               4        -1.99579        0.998574       0.0335834      0.00434124
           56200              -8               4         -1.9958        0.998577       0.0335238      0.00433353
           56300              -8               4        -1.99581        0.998579       0.0334644      0.00432585
           56400              -8               4        -1.99582        0.998582       0.0334051      0.00431819
           56500              -8               4        -1.99582        0.998584       0.0333461      0.00431056
           56600              -8               4        -1.99583        0.998587       0.0332873      0.00430296
           56700              -8               4        -1.99584        0.998589       0.0332288      0.00429539
           56800              -8               4        -1.99574        0.998548       0.0340119      0.00444579
           56900              -8               4        -1.99575         0.99855       0.0339522      0.00443799
           57000              -8               4        -1.99575        0.998553       0.0338928      0.00443022
           57100              -8               4        -1.99576        0.998555       0.0338336      0.00442247
           57200              -8               4        -1.99577        0.998558       0.0337746      0.00441476
           57300              -8               4        -1.99578         0.99856       0.0337157      0.00440707
           57400              -8               4        -1.99578        0.998563       0.0336571       0.0043994
           57500              -8               4        -1.99579        0.998565       0.0335987      0.00439177
           57600              -8              -4        -1.99576         0.99855       0.0338171       0.0044534
           57700              -8              -4        -1.99577        0.998553       0.0337586       0.0044457
           57800              -8              -4        -1.99578        0.998555       0.0337003      0.00443802
           57900              -8              -4        -1.99579        0.998558       0.0336423      0.00443037
           58000              -8              -4        -1.99579         0.99856       0.0335844      0.00442274
           58100              -8              -4         -1.9958        0.998563       0.0335267      0.00441515
           58200              -8              -4        -1.99581        0.998565       0.0334692      0.00440757
           58300              -8              -4        -1.99581        0.998568       0.0334119      0.00440003
           58400              -8              -4        -1.99575        0.998545       0.0339005      0.00447783
           58500              -8              -4        -1.99576        0.998547       0.0338426      0.00447019
           58600              -8              -4        -1.99577        0.998549        0.033785      0.00446257
           58700              -8              -4        -1.99578        0.998552       0.0337276      0.00445499
           58800              -8              -4        -1.99578        0.998554       0.0336703      0.00444742
           58900              -8              -4        -1.99579        0.998557       0.0336133      0.00443989
           59000              -8              -4         -1.9958        0.998559       0.0335564      0.00443238
           59100              -8              -4         -1.9958        0.998562       0.0334998      0.00442489
           59200              -8              -4        -1.99581        0.998564       0.0334433      0.00441743
           59300              -8              -4        -1.99582        0.998567        0.033387      0.00440999
           59400              -8              -4        -1.99582        0.998569       0.0333309      0.00440258
           59500              -8               4        -1.99576        0.998546       0.0338106      0.00447894
           59600              -8              -4        -1.99567        0.998515       0.0345559      0.00457172
           59700              -8              -4        -1.99568        0.998518       0.0344982      0.00456407
           59800              -8              -4        -1.99569         0.99852       0.0344406      0.00455646
           59900              -8              -4        -1.99569        0.998523       0.0343832      0.00454886
           60000              -8              -4         -1.9957        0.998525        0.034326       0.0045413
           60100              -8              -4        -1.99571        0.998527        0.034269      0.00453376
           60200              -8              -4        -1.99571         0.99853       0.0342122      0.00452624
           60300              -8              -4        -1.99566        0.998507        0.034684      0.00460137
           60400              -8              -4        -1.99566         0.99851       0.0346267      0.00459377
           60500              -8              -4        -1.99567        0.998512       0.0345696      0.00458619
           60600              -8              -4        -1.99568        0.998515       0.0345127      0.00457864
           60700              -8              -4        -1.99568        0.998517        0.034456      0.00457111
           60800              -8              -4        -1.99569         0.99852       0.0343994       0.0045636
           60900              -8              -4         -1.9957        0.998522        0.034343      0.00455612
           61000              -8              -4         -1.9957        0.998525       0.0342869      0.00454867
           61100              -8              -4        -1.99571        0.998527       0.0342309      0.00454124
           61200              -8              -4        -1.99565        0.998513       0.0346957      0.00456632
           61300              -8              -4        -1.99566        0.998515       0.0346392      0.00455888
           61400              -8              -4        -1.99567        0.998518       0.0345829      0.00455147
           61500              -8              -4        -1.99567         0.99852       0.0345268      0.00454409
           61600              -8              -4        -1.99568        0.998523       0.0344709      0.00453673
           61700              -8              -4        -1.99569        0.998525       0.0344151      0.00452939
           61800              -8              -4         -1.9957        0.998528       0.0343596      0.00452207
           61900              -8              -4         -1.9957         0.99853       0.0343042      0.00451478
           62000              -8              -4        -1.99571        0.998532        0.034249      0.00450751
           62100              -8              -4        -1.99572        0.998535       0.0341939      0.00450027
           62200              -8              -4        -1.99572        0.998537       0.0341391      0.00449305
           62300              -8              -4        -1.99573        0.998539       0.0340844      0.00448585
           62400              -8              -4        -1.99574        0.998542       0.0340299      0.00447867
           62500              -8              -4        -1.99574        0.998544       0.0339755      0.00447152
           62600              -8               4        -1.99572        0.998538       0.0341759      0.00448027
           62700              -8               4        -1.99573        0.998541       0.0341215      0.00447314
           62800              -8               4        -1.99573        0.998543       0.0340673      0.00446603
           62900              -8               4        -1.99574        0.998545       0.0340132      0.00445894
           63000              -8               4        -1.99575        0.998548       0.0339594      0.00445188
           63100              -8               4        -1.99575         0.99855       0.0339057      0.00444484
           63200              -8               4        -1.99576        0.998552       0.0338521      0.00443782
           63300              -8               4        -1.99577        0.998555       0.0337988      0.00443082
           63400              -8               4        -1.99577        0.998557       0.0337456      0.00442385
           63500              -8               4        -1.99578        0.998559       0.0336925      0.00441689
           63600              -8               4        -1.99579        0.998561       0.0336397      0.00440996
           63700              -8               4        -1.99579        0.998564        0.033587      0.00440305
           63800              -8               4         -1.9958        0.998566       0.0335344      0.00439616
           63900              -8               4        -1.99581        0.998568       0.0334821      0.00438929
           64000              -8               4        -1.99581         0.99857       0.0334299      0.00438245
           64100              -8               4        -1.99582        0.998573       0.0333778      0.00437562
           64200              -8               4        -1.99583        0.998575       0.0333259      0.00436882
           64300              -8               4        -1.99583        0.998577       0.0332742      0.00436204
           64400              -8              -4        -1.99578        0.998556       0.0337175      0.00443265
           64500              -8              -4        -1.99578        0.998558       0.0336653      0.00442579
           64600              -8              -4        -1.99579         0.99856       0.0336133      0.00441895
           64700              -8              -4        -1.99577        0.998547       0.0338077      0.00447378
           64800              -8              -4        -1.99577        0.998549       0.0337556      0.00446689
           64900              -8              -4        -1.99572        0.998529       0.0341947      0.00453679
           65000              -8              -4        -1.99572        0.998531       0.0341422      0.00452983
           65100              -8              -4        -1.99573        0.998533       0.0340899      0.00452288
           65200              -8              -4        -1.99574        0.998535       0.0340377      0.00451596
           65300              -8              -4        -1.99574        0.998538       0.0339857      0.00450906
           65400              -8              -4        -1.99575         0.99854       0.0339338      0.00450217
           65500              -8              -4        -1.99576        0.998542       0.0338821      0.00449531
           65600              -8              -4        -1.99576        0.998544       0.0338306      0.00448847
           65700              -8              -4        -1.99577        0.998546       0.0337792      0.00448166
           65800              -8              -4        -1.99578        0.998549        0.033728      0.00447486
           65900              -8              -4        -1.99578        0.998551       0.0336769      0.00446808
           66000              -8              -4        -1.99579        0.998553        0.033626      0.00446132
           66100              -8               4        -1.99567        0.998517       0.0345393      0.00456004
           66200              -8               4        -1.99568         0.99852       0.0344873      0.00455317
           66300              -8               4        -1.99569        0.998522       0.0344354      0.00454631
           66400              -8               4        -1.99563        0.998509       0.0348635      0.00456942
           66500              -8               4        -1.99564        0.998511       0.0348111      0.00456256
           66600              -8               4        -1.99565        0.998514        0.034759      0.00455573
           66700              -8               4        -1.99565        0.998516        0.034707      0.00454891
           66800              -8               4        -1.99554        0.998481        0.035609      0.00464645
           66900              -8               4        -1.99555        0.998483       0.0355559      0.00463952
           67000              -8               4        -1.99555        0.998485        0.035503      0.00463261
           67100              -8               4        -1.99556        0.998487       0.0354502      0.00462572
           67200              -8               4        -1.99557         0.99849       0.0353975      0.00461885
           67300              -8               4        -1.99557        0.998492       0.0353451        0.004612
           67400              -8               4        -1.99558        0.998494       0.0352927      0.00460517
           67500              -8               4        -1.99559        0.998496       0.0352406      0.00459836
           67600              -8               4        -1.99559        0.998499       0.0351885      0.00459157
           67700              -8               4         -1.9956        0.998501       0.0351367      0.00458481
           67800              -8               4         -1.9956        0.998503        0.035085      0.00457806
           67900              -8               4        -1.99558         0.99849        0.035268      0.00463006
           68000              -8               4        -1.99559        0.998493       0.0352163      0.00462326
           68100              -8               4        -1.99559        0.998495       0.0351647      0.00461649
           68200              -8               4         -1.9956        0.998497       0.0351132      0.00460973
           68300              -8               4        -1.99561        0.998499       0.0350619        0.004603
           68400              -8               4        -1.99561        0.998501       0.0350108      0.00459628
           68500              -8               4        -1.99562        0.998504       0.0349598      0.00458958
           68600              -8               4        -1.99563        0.998506       0.0349089      0.00458291
           68700              -8               4        -1.99563        0.998508       0.0348582      0.00457625
           68800              -8               4        -1.99561        0.998503       0.0350392      0.00458406
           68900              -8               4        -1.99562        0.998505       0.0349885      0.00457742
           69000              -8              -4        -1.99559          0.9985       0.0351687       0.0045852
           69100              -8              -4         -1.9956        0.998502       0.0351179      0.00457858
           69200              -8              -4        -1.99561        0.998504       0.0350673      0.00457198
           69300              -8              -4        -1.99561        0.998506       0.0350168      0.00456539
           69400              -8              -4        -1.99562        0.998509       0.0349665      0.00455883
           69500              -8              -4        -1.99563        0.998511       0.0349163      0.00455228
           69600              -8              -4        -1.99563        0.998513       0.0348662      0.00454575
           69700              -8              -4        -1.99564        0.998515       0.0348163      0.00453924
           69800              -8              -4        -1.99562         0.99851       0.0349948      0.00454699
           69900              -8              -4        -1.99562        0.998512       0.0349448       0.0045405
           70000              -8              -4        -1.99563        0.998514        0.034895      0.00453403
           70100              -8              -4        -1.99563        0.998516       0.0348453      0.00452757
           70200              -8              -4        -1.99564        0.998519       0.0347958      0.00452114
           70300              -8              -4        -1.99565        0.998521       0.0347464      0.00451472
           70400              -8              -4        -1.99565        0.998523       0.0346972      0.00450832
           70500              -8              -4        -1.99566        0.998525        0.034648      0.00450193
           70600              -8              -4        -1.99567        0.998527       0.0345991      0.00449557
           70700              -8              -4        -1.99567        0.998529       0.0345502      0.00448922
           70800              -8              -4        -1.99568        0.998531       0.0345016      0.00448289
           70900              -8              -4        -1.99568        0.998533        0.034453      0.00447658
           71000              -8              -4        -1.99569        0.998535       0.0344046      0.00447029
           71100              -8              -4         -1.9957        0.998537       0.0343563      0.00446402
           71200              -8              -4         -1.9957        0.998539       0.0343081      0.00445776
           71300              -8              -4        -1.99571        0.998541       0.0342601      0.00445152
           71400              -8              -4        -1.99569        0.998536       0.0344354      0.00445922
           71500              -8              -4        -1.99561        0.998503       0.0350557      0.00457845
           71600              -8              -4        -1.99561        0.998506       0.0350069      0.00457207
           71700              -8              -4        -1.99562        0.998508       0.0349582      0.00456571
           71800              -8              -4        -1.99563         0.99851       0.0349096      0.00455936
           71900              -8              -4        -1.99563        0.998512       0.0348611      0.00455303
           72000              -8              -4        -1.99553        0.998479       0.0356978      0.00464353
           72100              -8              -4        -1.99553        0.998481       0.0356484       0.0046371
           72200              -8              -4        -1.99551        0.998476       0.0358197      0.00464445
           72300              -8               4        -1.99549        0.998465       0.0359906       0.0046932
           72400              -8               4        -1.99547         0.99846        0.036161      0.00470046
           72500              -8               4        -1.99548        0.998462       0.0361112      0.00469399
           72600              -8               4        -1.99548        0.998464       0.0360616      0.00468753
           72700              -8               4        -1.99549        0.998466       0.0360121       0.0046811
           72800              -8               4        -1.99549        0.998468       0.0359628      0.00467468
           72900              -8               4         -1.9955        0.998471       0.0359135      0.00466828
           73000              -8               4        -1.99551        0.998473       0.0358645       0.0046619
           73100              -8               4        -1.99551        0.998475       0.0358155      0.00465554
           73200              -8               4        -1.99552        0.998477       0.0357667      0.00464919
           73300              -8               4        -1.99553        0.998479        0.035718      0.00464286
           73400              -8               4         -1.9955        0.998474       0.0358864      0.00465009
           73500              -8               4        -1.99551        0.998476       0.0358377      0.00464377
           73600              -8               4        -1.99552        0.998478       0.0357892      0.00463748
           73700              -8               4        -1.99552         0.99848       0.0357407       0.0046312
           73800              -8               4        -1.99553        0.998482       0.0356924      0.00462493
           73900              -8               4        -1.99553        0.998484       0.0356442      0.00461869
           74000              -8               4        -1.99554        0.998486       0.0355961      0.00461246
           74100              -8               4        -1.99555        0.998489       0.0355482      0.00460625
           74200              -8               4        -1.99555        0.998491       0.0355004      0.00460005
           74300              -8               4        -1.99556        0.998493       0.0354527      0.00459387
           74400              -8               4        -1.99556        0.998495       0.0354052      0.00458771
           74500              -8               4        -1.99557        0.998497       0.0353578      0.00458156
           74600              -8               4        -1.99558        0.998499       0.0353105      0.00457543
           74700              -8               4        -1.99558        0.998501       0.0352633      0.00456932
           74800              -8               4        -1.99559        0.998503       0.0352163      0.00456322
           74900              -8               4        -1.99559        0.998505       0.0351693      0.00455714
           75000              -8               4         -1.9956        0.998507       0.0351226      0.00455108
           75100              -8               4        -1.99561        0.998509       0.0350759      0.00454503
           75200              -8               4        -1.99561        0.998511       0.0350294        0.004539
           75300              -8               4        -1.99562        0.998513       0.0349829      0.00453298
           75400              -8               4        -1.99562        0.998515       0.0349366      0.00452698
           75500              -8               4        -1.99563        0.998517       0.0348905        0.004521
           75600              -8               4        -1.99563        0.998519       0.0348444      0.00451503
           75700              -8               4        -1.99564         0.99852       0.0347985      0.00450908
           75800              -8               4        -1.99565        0.998522       0.0347527      0.00450314
           75900              -8               4        -1.99565        0.998524        0.034707      0.00449722
           76000              -8               4        -1.99566        0.998526       0.0346614      0.00449131
           76100              -8               4        -1.99566        0.998528        0.034616      0.00448542
           76200              -8               4        -1.99567         0.99853       0.0345706      0.00447955
           76300              -8               4        -1.99567        0.998532       0.0345254      0.00447369
           76400              -8               4        -1.99568        0.998534       0.0344803      0.00446784
           76500              -8               4        -1.99569        0.998536       0.0344354      0.00446201
           76600              -8               4        -1.99569        0.998538       0.0343905       0.0044562
           76700              -8               4         -1.9957         0.99854       0.0343458       0.0044504
           76800              -8               4         -1.9957        0.998542       0.0343011      0.00444462
           76900              -8               4        -1.99571        0.998544       0.0342566      0.00443885
           77000              -8               4        -1.99571        0.998545       0.0342122       0.0044331
           77100              -8               4        -1.99572        0.998547        0.034168      0.00442736
           77200              -8               4        -1.99573        0.998549       0.0341238      0.00442163
           77300              -8               4        -1.99573        0.998551       0.0340798      0.00441592
           77400              -8               4        -1.99574        0.998553       0.0340358      0.00441023
           77500              -8               4        -1.99574        0.998555        0.033992      0.00440455
           77600              -8               4        -1.99575        0.998557       0.0339483      0.00439888
           77700              -8               4        -1.99575        0.998559       0.0339047      0.00439323
           77800              -8               4        -1.99576         0.99856       0.0338612       0.0043876
           77900              -8               4        -1.99574        0.998556       0.0340223      0.00439474
           78000              -8              -4        -1.99569        0.998545       0.0343873      0.00441461
           78100              -8              -4         -1.9957        0.998547       0.0343434      0.00440897
           78200              -8              -4         -1.9957        0.998549       0.0342996      0.00440334
           78300              -8              -4        -1.99571         0.99855       0.0342558      0.00439773
           78400              -8               4        -1.99569        0.998546       0.0344154      0.00440481
           78500              -8               4        -1.99569        0.998548       0.0343717      0.00439921
           78600              -8               4         -1.9957         0.99855       0.0343281      0.00439362
           78700              -8               4        -1.99571        0.998551       0.0342845      0.00438805
           78800              -8               4        -1.99571        0.998553       0.0342411      0.00438249
           78900              -8               4        -1.99572        0.998555       0.0341978      0.00437695
           79000              -8               4        -1.99572        0.998557       0.0341546      0.00437142
           79100              -8               4        -1.99573        0.998559       0.0341115       0.0043659
           79200              -8               4        -1.99573        0.998561       0.0340686       0.0043604
           79300              -8               4        -1.99574        0.998562       0.0340257      0.00435491
           79400              -8               4        -1.99574        0.998564       0.0339829      0.00434944
           79500              -8               4        -1.99575        0.998566       0.0339403      0.00434398
           79600              -8               4        -1.99575        0.998568       0.0338977      0.00433853
           79700              -8               4        -1.99576         0.99857       0.0338553       0.0043331
           79800              -8               4        -1.99576        0.998571        0.033813      0.00432768
           79900              -8               4        -1.99577        0.998573       0.0337707      0.00432227
           80000              -8               4        -1.99578        0.998575       0.0337286      0.00431688
           80100              -8               4        -1.99578        0.998577       0.0336866       0.0043115
           80200              -8               4        -1.99579        0.998579       0.0336447      0.00430613
           80300              -8               4        -1.99579         0.99858       0.0336029      0.00430078
           80400              -8               4         -1.9958        0.998582       0.0335611      0.00429544
           80500              -8               4         -1.9958        0.998584       0.0335195      0.00429011
           80600              -8               4        -1.99581        0.998586        0.033478       0.0042848
           80700              -8               4        -1.99581        0.998587       0.0334366       0.0042795
           80800              -8               4        -1.99582        0.998589       0.0333954      0.00427422
           80900              -8               4        -1.99582        0.998591       0.0333542      0.00426894
           81000              -8               4        -1.99583        0.998593       0.0333131      0.00426368
           81100              -8               4        -1.99583        0.998594       0.0332721      0.00425843
           81200              -8               4        -1.99584        0.998596       0.0332312       0.0042532
           81300              -8               4        -1.99584        0.998598       0.0331904      0.00424798
           81400              -8               4        -1.99585          0.9986       0.0331497      0.00424277
           81500              -8               4        -1.99585        0.998601       0.0331091      0.00423757
           81600              -8               4        -1.99586        0.998603       0.0330686      0.00423239
           81700              -8               4        -1.99586        0.998605       0.0330282      0.00422722
           81800              -8               4        -1.99587        0.998606       0.0329879      0.00422206
           81900              -8               4        -1.99587        0.998608       0.0329477      0.00421691
           82000              -8               4        -1.99588         0.99861       0.0329076      0.00421178
           82100              -8               4        -1.99588        0.998611       0.0328676      0.00420666
           82200              -8               4        -1.99589        0.998613       0.0328277      0.00420155
           82300              -8               4        -1.99589        0.998615       0.0327879      0.00419646
           82400              -8               4        -1.99585        0.998598        0.033135      0.00425185
           82500              -8               4        -1.99585          0.9986       0.0330949      0.00424671
           82600              -8               4        -1.99586        0.998602       0.0330549      0.00424157
           82700              -8               4        -1.99586        0.998603        0.033015      0.00423645
           82800              -8               4         -1.9958        0.998581       0.0335525      0.00430354
           82900               0               0        -1.99575        0.998565       0.0338965      0.00435846
           83000              -8              -4        -1.99576        0.998566       0.0338558      0.00435322
           83100              -8              -4        -1.99576        0.998568       0.0338151      0.00434799
           83200              -8              -4        -1.99577         0.99857       0.0337746      0.00434278
           83300              -8              -4        -1.99577        0.998571       0.0337341      0.00433758
           83400              -8              -4        -1.99578        0.998573       0.0336937      0.00433238
           83500              -8              -4        -1.99578        0.998575       0.0336535      0.00432721
           83600              -8              -4        -1.99579        0.998577       0.0336133      0.00432204
           83700              -8              -4        -1.99579        0.998578       0.0335732      0.00431688
           83800              -8              -4         -1.9958         0.99858       0.0335332      0.00431174
           83900              -8              -4         -1.9958        0.998582       0.0334934      0.00430661
           84000              -8              -4        -1.99581        0.998583       0.0334536       0.0043015
           84100              -8              -4        -1.99581        0.998585       0.0334139      0.00429639
           84200              -8              -4        -1.99582        0.998587       0.0333743       0.0042913
           84300              -8              -4        -1.99582        0.998588       0.0333348      0.00428622
           84400              -8              -4        -1.99583         0.99859       0.0332954      0.00428115
           84500              -8              -4        -1.99579         0.99858       0.0336331      0.00429963
           84600              -8              -4        -1.99579        0.998582       0.0335935      0.00429455
           84700              -8              -4         -1.9958        0.998583       0.0335539      0.00428949
           84800              -8              -4         -1.9958        0.998585       0.0335144      0.00428444
           84900              -8              -4        -1.99581        0.998587        0.033475      0.00427941
           85000              -8              -4        -1.99581        0.998588       0.0334357      0.00427438
           85100              -8              -4        -1.99582         0.99859       0.0333965      0.00426937
           85200              -8               4        -1.99577        0.998574       0.0337314      0.00432285
           85300              -8               4        -1.99578        0.998576       0.0336919      0.00431779
           85400              -8               4        -1.99578        0.998577       0.0336526      0.00431275
           85500              -8               4        -1.99579        0.998579       0.0336133      0.00430771
           85600              -8               4        -1.99579        0.998581       0.0335741      0.00430269
           85700              -8               4         -1.9958        0.998582        0.033535      0.00429768
           85800              -8               4         -1.9958        0.998584        0.033496      0.00429268
           85900              -8               4        -1.99581        0.998586       0.0334571      0.00428769
           86000              -8               4        -1.99581        0.998587       0.0334183      0.00428271
           86100              -8               4        -1.99582        0.998589       0.0333795      0.00427775
           86200              -8               4        -1.99582         0.99859       0.0333409       0.0042728
