             x_1            v_x1             x_2            v_x2
  4.59361484e+01 -2.41935305e+02 -3.57067106e+02 -3.63248599e+02
  4.34555541e+01 -2.54172593e+02 -3.60683451e+02 -3.59994471e+02
  4.08529266e+01 -2.66340874e+02 -3.64266478e+02 -3.56585249e+02
  3.81289882e+01 -2.78433683e+02 -3.67814645e+02 -3.53022724e+02
  3.52845259e+01 -2.90444594e+02 -3.71326428e+02 -3.49308769e+02
  3.23203906e+01 -3.02367223e+02 -3.74800322e+02 -3.45445337e+02
  2.92374969e+01 -3.14195236e+02 -3.78234843e+02 -3.41434460e+02
  2.60368223e+01 -3.25922346e+02 -3.81628527e+02 -3.37278248e+02
  2.27194071e+01 -3.37542322e+02 -3.84979931e+02 -3.32978888e+02
  1.92863536e+01 -3.49048987e+02 -3.88287635e+02 -3.28538644e+02
  1.57388255e+01 -3.60436227e+02 -3.91550242e+02 -3.23959853e+02
  1.20780473e+01 -3.71697989e+02 -3.94766378e+02 -3.19244927e+02
  8.30530390e+00 -3.82828288e+02 -3.97934695e+02 -3.14396349e+02
  4.42193950e+00 -3.93821208e+02 -4.01053868e+02 -3.09416675e+02
  4.29357179e-01 -4.04670905e+02 -4.04122600e+02 -3.04308527e+02
 -3.67098194e+00 -4.15371612e+02 -4.07139619e+02 -2.99074597e+02
 -7.87755945e+00 -4.25917642e+02 -4.10103682e+02 -2.93717645e+02
 -1.21888005e+01 -4.36303387e+02 -4.13013572e+02 -2.88240494e+02
 -1.66030745e+01 -4.46523326e+02 -4.15868101e+02 -2.82646032e+02
 -2.11186962e+01 -4.56572027e+02 -4.18666111e+02 -2.76937209e+02
 -2.57339264e+01 -4.66444145e+02 -4.21406474e+02 -2.71117035e+02
 -3.04469729e+01 -4.76134432e+02 -4.24088091e+02 -2.65188580e+02
 -3.52559917e+01 -4.85637736e+02 -4.26709895e+02 -2.59154971e+02
 -4.01590875e+01 -4.94949003e+02 -4.29270850e+02 -2.53019390e+02
 -4.51543151e+01 -5.04063280e+02 -4.31769954e+02 -2.46785073e+02
 -5.02396803e+01 -5.12975721e+02 -4.34206234e+02 -2.40455311e+02
 -5.54131409e+01 -5.21681585e+02 -4.36578753e+02 -2.34033442e+02
 -6.06726079e+01 -5.30176241e+02 -4.38886607e+02 -2.27522856e+02
 -6.60159466e+01 -5.38455171e+02 -4.41128926e+02 -2.20926987e+02
 -7.14409776e+01 -5.46513970e+02 -4.43304874e+02 -2.14249316e+02
 -7.69454779e+01 -5.54348349e+02 -4.45413651e+02 -2.07493368e+02
 -8.25271826e+01 -5.61954141e+02 -4.47454492e+02 -2.00662707e+02
 -8.81837853e+01 -5.69327298e+02 -4.49426668e+02 -1.93760939e+02
 -9.39129399e+01 -5.76463894e+02 -4.51329486e+02 -1.86791707e+02
 -9.97122619e+01 -5.83360132e+02 -4.53162290e+02 -1.79758689e+02
 -1.05579329e+02 -5.90012340e+02 -4.54924460e+02 -1.72665598e+02
 -1.11511683e+02 -5.96416976e+02 -4.56615414e+02 -1.65516177e+02
 -1.17506832e+02 -6.02570628e+02 -4.58234608e+02 -1.58314201e+02
 -1.23562248e+02 -6.08470020e+02 -4.59781535e+02 -1.51063472e+02
 -1.29675374e+02 -6.14112008e+02 -4.61255728e+02 -1.43767817e+02
 -1.35843621e+02 -6.19493586e+02 -4.62656755e+02 -1.36431088e+02
 -1.42064368e+02 -6.24611885e+02 -4.63984225e+02 -1.29057157e+02
 -1.48334972e+02 -6.29464177e+02 -4.65237787e+02 -1.21649919e+02
 -1.54652757e+02 -6.34047874e+02 -4.66417126e+02 -1.14213283e+02
 -1.61015025e+02 -6.38360530e+02 -4.67521968e+02 -1.06751176e+02
 -1.67419056e+02 -6.42399844e+02 -4.68552077e+02 -9.92675367e+01
 -1.73862104e+02 -6.46163659e+02 -4.69507260e+02 -9.17663167e+01
 -1.80341404e+02 -6.49649965e+02 -4.70387358e+02 -8.42514761e+01
 -1.86854172e+02 -6.52856898e+02 -4.71192257e+02 -7.67269822e+01
 -1.93397605e+02 -6.55782742e+02 -4.71921879e+02 -6.91968077e+01
 -1.99968885e+02 -6.58425932e+02 -4.72576187e+02 -6.16649280e+01
 -2.06565177e+02 -6.60785050e+02 -4.73155185e+02 -5.41353195e+01
 -2.13183634e+02 -6.62858832e+02 -4.73658915e+02 -4.66119574e+01
 -2.19821399e+02 -6.64646162e+02 -4.74087458e+02 -3.90988133e+01
 -2.26475600e+02 -6.66146078e+02 -4.74440938e+02 -3.15998536e+01
 -2.33143359e+02 -6.67357770e+02 -4.74719516e+02 -2.41190370e+01
 -2.39821792e+02 -6.68280580e+02 -4.74923393e+02 -1.66603127e+01
 -2.46508006e+02 -6.68914003e+02 -4.75052809e+02 -9.22761796e+00
 -2.53199106e+02 -6.69257690e+02 -4.75108045e+02 -1.82487624e+00
 -2.59892194e+02 -6.69311443e+02 -4.75089419e+02  5.54400490e+00
 -2.66584369e+02 -6.69075218e+02 -4.74997291e+02  1.28751359e+01
 -2.73272732e+02 -6.68549127e+02 -4.74832055e+02  2.01646472e+01
 -2.79954386e+02 -6.67733432e+02 -4.74594149e+02  2.74086916e+01
 -2.86626436e+02 -6.66628551e+02 -4.74284046e+02  3.46034457e+01
 -2.93285995e+02 -6.65235056e+02 -4.73902257e+02  4.17451125e+01
 -2.99930178e+02 -6.63553670e+02 -4.73449333e+02  4.88299233e+01
 -3.06556111e+02 -6.61585269e+02 -4.72925861e+02  5.58541394e+01
 -3.13160930e+02 -6.59330884e+02 -4.72332465e+02  6.28140542e+01
 -3.19741780e+02 -6.56791693e+02 -4.71669806e+02  6.97059956e+01
 -3.26295819e+02 -6.53969029e+02 -4.70938583e+02  7.65263274e+01
 -3.32820220e+02 -6.50864373e+02 -4.70139530e+02  8.32714513e+01
 -3.39312172e+02 -6.47479356e+02 -4.69273417e+02  8.99378090e+01
 -3.45768879e+02 -6.43815758e+02 -4.68341049e+02  9.65218843e+01
 -3.52187565e+02 -6.39875508e+02 -4.67343265e+02  1.03020204e+02
 -3.58565473e+02 -6.35660678e+02 -4.66280942e+02  1.09429342e+02
 -3.64899870e+02 -6.31173490e+02 -4.65154987e+02  1.15745917e+02
 -3.71188043e+02 -6.26416307e+02 -4.63966343e+02  1.21966599e+02
 -3.77427305e+02 -6.21391637e+02 -4.62715986e+02  1.28088108e+02
 -3.83614993e+02 -6.16102129e+02 -4.61404922e+02  1.34107218e+02
 -3.89748474e+02 -6.10550573e+02 -4.60034193e+02  1.40020754e+02
 -3.95825141e+02 -6.04739897e+02 -4.58604869e+02  1.45825601e+02
 -4.01842418e+02 -5.98673168e+02 -4.57118054e+02  1.51518699e+02
 -4.07797761e+02 -5.92353587e+02 -4.55574878e+02  1.57097049e+02
 -4.13688658e+02 -5.85784490e+02 -4.53976505e+02  1.62557711e+02
 -4.19512631e+02 -5.78969345e+02 -4.52324126e+02  1.67897810e+02
 -4.25267237e+02 -5.71911751e+02 -4.50618960e+02  1.73114533e+02
 -4.30950070e+02 -5.64615435e+02 -4.48862255e+02  1.78205133e+02
 -4.36558763e+02 -5.57084251e+02 -4.47055287e+02  1.83166930e+02
 -4.42090985e+02 -5.49322176e+02 -4.45199355e+02  1.87997312e+02
 -4.47544450e+02 -5.41333312e+02 -4.43295787e+02  1.92693738e+02
 -4.52916910e+02 -5.33121880e+02 -4.41345935e+02  1.97253738e+02
 -4.58206160e+02 -5.24692218e+02 -4.39351175e+02  2.01674911e+02
 -4.63410041e+02 -5.16048781e+02 -4.37312907e+02  2.05954935e+02
 -4.68526438e+02 -5.07196136e+02 -4.35232554e+02  2.10091559e+02
 -4.73553282e+02 -4.98138963e+02 -4.33111561e+02  2.14082610e+02
 -4.78488552e+02 -4.88882049e+02 -4.30951394e+02  2.17925991e+02
 -4.83330274e+02 -4.79430287e+02 -4.28753540e+02  2.21619684e+02
 -4.88076525e+02 -4.69788673e+02 -4.26519506e+02  2.25161751e+02
 -4.92725431e+02 -4.59962305e+02 -4.24250817e+02  2.28550334e+02
 -4.97275172e+02 -4.49956376e+02 -4.21949017e+02  2.31783656e+02
 -5.01723978e+02 -4.39776179e+02 -4.19615667e+02  2.34860022e+02
 -5.06070133e+02 -4.29427095e+02 -4.17252345e+02  2.37777823e+02
 -5.10311975e+02 -4.18914596e+02 -4.14860644e+02  2.40535530e+02
 -5.14447899e+02 -4.08244241e+02 -4.12442173e+02  2.43131703e+02
 -5.18476353e+02 -3.97421672e+02 -4.09998553e+02  2.45564986e+02
 -5.22395844e+02 -3.86452612e+02 -4.07531421e+02  2.47834107e+02
 -5.26204936e+02 -3.75342863e+02 -4.05042422e+02  2.49937886e+02
 -5.29902252e+02 -3.64098299e+02 -4.02533218e+02  2.51875228e+02
 -5.33486472e+02 -3.52724866e+02 -4.00005476e+02  2.53645125e+02
 -5.36956339e+02 -3.41228581e+02 -3.97460876e+02  2.55246661e+02
 -5.40310655e+02 -3.29615523e+02 -3.94901107e+02  2.56679006e+02
 -5.43548281e+02 -3.17891834e+02 -3.92327863e+02  2.57941424e+02
 -5.46668143e+02 -3.06063714e+02 -3.89742847e+02  2.59033265e+02
 -5.49669228e+02 -2.94137420e+02 -3.87147768e+02  2.59953972e+02
 -5.52550585e+02 -2.82119259e+02 -3.84544339e+02  2.60703078e+02
 -5.55311328e+02 -2.70015588e+02 -3.81934280e+02  2.61280206e+02
 -5.57950633e+02 -2.57832809e+02 -3.79319310e+02  2.61685073e+02
 -5.60467742e+02 -2.45577365e+02 -3.76701153e+02  2.61917486e+02
 -5.62861960e+02 -2.33255739e+02 -3.74081535e+02  2.61977342e+02
 -5.65132658e+02 -2.20874449e+02 -3.71462181e+02  2.61864632e+02
 -5.67279272e+02 -2.08440042e+02 -3.68844817e+02  2.61579436e+02
 -5.69301304e+02 -1.95959096e+02 -3.66231167e+02  2.61121929e+02
 -5.71198321e+02 -1.83438213e+02 -3.63622952e+02  2.60492375e+02
 -5.72969957e+02 -1.70884015e+02 -3.61021892e+02  2.59691130e+02
 -5.74615912e+02 -1.58303143e+02 -3.58429701e+02  2.58718639e+02
 -5.76135953e+02 -1.45702250e+02 -3.55848088e+02  2.57575442e+02
 -5.77529913e+02 -1.33088003e+02 -3.53278759e+02  2.56262167e+02
 -5.78797691e+02 -1.20467072e+02 -3.50723409e+02  2.54779532e+02
 -5.79939254e+02 -1.07846133e+02 -3.48183730e+02  2.53128346e+02
 -5.80954636e+02 -9.52318620e+01 -3.45661401e+02  2.51309506e+02
 -5.81843936e+02 -8.26309303e+01 -3.43158095e+02  2.49324000e+02
 -5.82607321e+02 -7.00500024e+01 -3.40675473e+02  2.47172904e+02
 -5.83245025e+02 -5.74957325e+01 -3.38215185e+02  2.44857380e+02
 -5.83757347e+02 -4.49747601e+01 -3.35778870e+02  2.42378679e+02
 -5.84144653e+02 -3.24937073e+01 -3.33368151e+02  2.39738138e+02
 -5.84407376e+02 -2.00591747e+01 -3.30984642e+02  2.36937181e+02
 -5.84546013e+02 -7.67773845e+00 -3.28629937e+02  2.33977314e+02
 -5.84561129e+02  4.64405378e+00 -3.26305620e+02  2.30860132e+02
 -5.84453353e+02  1.68996859e+01 -3.24013254e+02  2.27587309e+02
 -5.84223378e+02  2.90826772e+01 -3.21754387e+02  2.24160605e+02
 -5.83871963e+02  4.11865852e+01 -3.19530548e+02  2.20581860e+02
 -5.83399931e+02  5.32050097e+01 -3.17343250e+02  2.16852994e+02
 -5.82808169e+02  6.51315960e+01 -3.15193982e+02  2.12976009e+02
 -5.82097626e+02  7.69600379e+01 -3.13084216e+02  2.08952983e+02
 -5.81269316e+02  8.86840816e+01 -3.11015402e+02  2.04786074e+02
 -5.80324313e+02  1.00297529e+02 -3.08988967e+02  2.00477513e+02
 -5.79263755e+02  1.11794239e+02 -3.07006316e+02  1.96029611e+02
 -5.78088838e+02  1.23168135e+02 -3.05068831e+02  1.91444748e+02
 -5.76800822e+02  1.34413205e+02 -3.03177870e+02  1.86725380e+02
 -5.75401023e+02  1.45523504e+02 -3.01334764e+02  1.81874034e+02
 -5.73890820e+02  1.56493160e+02 -2.99540820e+02  1.76893305e+02
 -5.72271648e+02  1.67316374e+02 -2.97797320e+02  1.71785858e+02
 -5.70545000e+02  1.77987428e+02 -2.96105517e+02  1.66554426e+02
 -5.68712426e+02  1.88500680e+02 -2.94466636e+02  1.61201808e+02
 -5.66775531e+02  1.98850577e+02 -2.92881875e+02  1.55730864e+02
 -5.64735977e+02  2.09031648e+02 -2.91352403e+02  1.50144521e+02
 -5.62595479e+02  2.19038516e+02 -2.89879359e+02  1.44445766e+02
 -5.60355805e+02  2.28865893e+02 -2.88463852e+02  1.38637643e+02
 -5.58018776e+02  2.38508587e+02 -2.87106960e+02  1.32723258e+02
 -5.55586266e+02  2.47961506e+02 -2.85809731e+02  1.26705771e+02
 -5.53060196e+02  2.57219657e+02 -2.84573178e+02  1.20588398e+02
 -5.50442538e+02  2.66278151e+02 -2.83398285e+02  1.14374406e+02
 -5.47735314e+02  2.75132203e+02 -2.82286001e+02  1.08067115e+02
 -5.44940591e+02  2.83777140e+02 -2.81237242e+02  1.01669896e+02
 -5.42060484e+02  2.92208398e+02 -2.80252891e+02  9.51861633e+01
 -5.39097150e+02  3.00421527e+02 -2.79333796e+02  8.86193814e+01
 -5.36052795e+02  3.08412191e+02 -2.78480769e+02  8.19730567e+01
 -5.32929662e+02  3.16176175e+02 -2.77694588e+02  7.52507385e+01
 -5.29730040e+02  3.23709382e+02 -2.76975996e+02  6.84560163e+01
 -5.26456257e+02  3.31007839e+02 -2.76325697e+02  6.15925181e+01
 -5.23110679e+02  3.38067696e+02 -2.75744362e+02  5.46639083e+01
 -5.19695711e+02  3.44885232e+02 -2.75232624e+02  4.76738860e+01
 -5.16213794e+02  3.51456852e+02 -2.74791077e+02  4.06261829e+01
 -5.12667405e+02  3.57779094e+02 -2.74420280e+02  3.35245613e+01
 -5.09059055e+02  3.63848625e+02 -2.74120753e+02  2.63728122e+01
 -5.05391286e+02  3.69662251e+02 -2.73892978e+02  1.91747531e+01
 -5.01666673e+02  3.75216908e+02 -2.73737399e+02  1.19342262e+01
 -4.97887821e+02  3.80509675e+02 -2.73654422e+02  4.65509618e+00
 -4.94057362e+02  3.85537766e+02 -2.73644413e+02 -2.65875160e+00
 -4.90177956e+02  3.90298538e+02 -2.73707700e+02 -1.00034135e+01
 -4.86252290e+02  3.94789488e+02 -2.73844571e+02 -1.73749694e+01
 -4.82283074e+02  3.99008258e+02 -2.74055276e+02 -2.47694849e+01
 -4.78273040e+02  4.02952632e+02 -2.74340024e+02 -3.21830134e+01
 -4.74224943e+02  4.06620542e+02 -2.74698986e+02 -3.96115983e+01
 -4.70141557e+02  4.10010066e+02 -2.75132293e+02 -4.70512746e+01
 -4.66025675e+02  4.13119430e+02 -2.75640035e+02 -5.44980719e+01
 -4.61880108e+02  4.15947007e+02 -2.76222265e+02 -6.19480155e+01
 -4.57707680e+02  4.18491321e+02 -2.76878993e+02 -6.93971294e+01
 -4.53511230e+02  4.20751048e+02 -2.77610191e+02 -7.68414377e+01
 -4.49293611e+02  4.22725011e+02 -2.78415792e+02 -8.42769672e+01
 -4.45057686e+02  4.24412188e+02 -2.79295688e+02 -9.16997492e+01
 -4.40806326e+02  4.25811707e+02 -2.80249732e+02 -9.91058218e+01
 -4.36542413e+02  4.26922852e+02 -2.81277736e+02 -1.06491232e+02
 -4.32268832e+02  4.27745055e+02 -2.82379474e+02 -1.13852037e+02
 -4.27988476e+02  4.28277906e+02 -2.83554681e+02 -1.21184309e+02
 -4.23704240e+02  4.28521147e+02 -2.84803052e+02 -1.28484133e+02
 -4.19419019e+02  4.28474671e+02 -2.86124243e+02 -1.35747612e+02
 -4.15135712e+02  4.28138530e+02 -2.87517870e+02 -1.42970869e+02
 -4.10857214e+02  4.27512925e+02 -2.88983513e+02 -1.50150048e+02
 -4.06586417e+02  4.26598213e+02 -2.90520712e+02 -1.57281315e+02
 -4.02326211e+02  4.25394904e+02 -2.92128967e+02 -1.64360862e+02
 -3.98079479e+02  4.23903661e+02 -2.93807744e+02 -1.71384911e+02
 -3.93849095e+02  4.22125300e+02 -2.95556468e+02 -1.78349709e+02
 -3.89637927e+02  4.20060789e+02 -2.97374528e+02 -1.85251537e+02
 -3.85448830e+02  4.17711248e+02 -2.99261277e+02 -1.92086711e+02
 -3.81284648e+02  4.15077950e+02 -3.01216028e+02 -1.98851578e+02
 -3.77148212e+02  4.12162315e+02 -3.03238062e+02 -2.05542525e+02
 -3.73042337e+02  4.08965916e+02 -3.05326620e+02 -2.12155979e+02
 -3.68969824e+02  4.05490474e+02 -3.07480911e+02 -2.18688405e+02
 -3.64933452e+02  4.01737857e+02 -3.09700107e+02 -2.25136314e+02
 -3.60935984e+02  3.97710081e+02 -3.11983344e+02 -2.31496261e+02
 -3.56980160e+02  3.93409309e+02 -3.14329727e+02 -2.37764846e+02
 -3.53068700e+02  3.88837848e+02 -3.16738325e+02 -2.43938719e+02
 -3.49204297e+02  3.83998149e+02 -3.19208175e+02 -2.50014580e+02
 -3.45389622e+02  3.78892803e+02 -3.21738279e+02 -2.55989182e+02
 -3.41627318e+02  3.73524546e+02 -3.24327610e+02 -2.61859328e+02
 -3.37919998e+02  3.67896250e+02 -3.26975107e+02 -2.67621880e+02
 -3.34270250e+02  3.62010928e+02 -3.29679679e+02 -2.73273757e+02
 -3.30680626e+02  3.55871728e+02 -3.32440203e+02 -2.78811934e+02
 -3.27153650e+02  3.49481931e+02 -3.35255529e+02 -2.84233449e+02
 -3.23691811e+02  3.42844954e+02 -3.38124474e+02 -2.89535400e+02
 -3.20297563e+02  3.35964344e+02 -3.41045829e+02 -2.94714949e+02
 -3.16973324e+02  3.28843777e+02 -3.44018356e+02 -2.99769324e+02
 -3.13721475e+02  3.21487056e+02 -3.47040789e+02 -3.04695817e+02
 -3.10544357e+02  3.13898111e+02 -3.50111837e+02 -3.09491791e+02
 -3.07444274e+02  3.06080993e+02 -3.53230181e+02 -3.14154674e+02
 -3.04423484e+02  2.98039875e+02 -3.56394478e+02 -3.18681969e+02
 -3.01484208e+02  2.89779051e+02 -3.59603360e+02 -3.23071248e+02
 -2.98628621e+02  2.81302929e+02 -3.62855435e+02 -3.27320157e+02
 -2.95858852e+02  2.72616031e+02 -3.66149288e+02 -3.31426416e+02
 -2.93176987e+02  2.63722994e+02 -3.69483481e+02 -3.35387822e+02
 -2.90585064e+02  2.54628560e+02 -3.72856555e+02 -3.39202248e+02
 -2.88085071e+02  2.45337582e+02 -3.76267029e+02 -3.42867644e+02
 -2.85678951e+02  2.35855015e+02 -3.79713404e+02 -3.46382041e+02
 -2.83368593e+02  2.26185916e+02 -3.83194160e+02 -3.49743547e+02
 -2.81155837e+02  2.16335442e+02 -3.86707759e+02 -3.52950355e+02
 -2.79042471e+02  2.06308845e+02 -3.90252646e+02 -3.56000737e+02
 -2.77030230e+02  1.96111472e+02 -3.93827247e+02 -3.58893049e+02
 -2.75120793e+02  1.85748758e+02 -3.97429975e+02 -3.61625731e+02
 -2.73315787e+02  1.75226230e+02 -4.01059225e+02 -3.64197307e+02
 -2.71616782e+02  1.64549495e+02 -4.04713379e+02 -3.66606388e+02
 -2.70025292e+02  1.53724246e+02 -4.08390806e+02 -3.68851670e+02
 -2.68542773e+02  1.42756252e+02 -4.12089862e+02 -3.70931934e+02
 -2.67170624e+02  1.31651360e+02 -4.15808891e+02 -3.72846052e+02
 -2.65910183e+02  1.20415488e+02 -4.19546226e+02 -3.74592982e+02
 -2.64762731e+02  1.09054623e+02 -4.23300190e+02 -3.76171772e+02
 -2.63729487e+02  9.75748212e+01 -4.27069098e+02 -3.77581557e+02
 -2.62811610e+02  8.59821996e+01 -4.30851256e+02 -3.78821564e+02
 -2.62010198e+02  7.42829358e+01 -4.34644961e+02 -3.79891108e+02
 -2.61326286e+02  6.24832641e+01 -4.38448508e+02 -3.80789597e+02
 -2.60760847e+02  5.05894719e+01 -4.42260181e+02 -3.81516526e+02
 -2.60314789e+02  3.86078969e+01 -4.46078265e+02 -3.82071485e+02
 -2.59988960e+02  2.65449233e+01 -4.49901037e+02 -3.82454152e+02
 -2.59784141e+02  1.44069783e+01 -4.53726773e+02 -3.82664297e+02
 -2.59701049e+02  2.20052943e+00 -4.57553747e+02 -3.82701784e+02
 -2.59740337e+02 -1.00679198e+01 -4.61380233e+02 -3.82566566e+02
 -2.59902592e+02 -2.23918326e+01 -4.65204503e+02 -3.82258687e+02
 -2.60188337e+02 -3.47646431e+01 -4.69024831e+02 -3.81778286e+02
 -2.60598026e+02 -4.71797589e+01 -4.72839494e+02 -3.81125589e+02
 -2.61132051e+02 -5.96305656e+01 -4.76646770e+02 -3.80300917e+02
 -2.61790734e+02 -7.21104294e+01 -4.80444941e+02 -3.79304680e+02
 -2.62574334e+02 -8.46127012e+01 -4.84232293e+02 -3.78137381e+02
 -2.63483041e+02 -9.71307201e+01 -4.88007120e+02 -3.76799612e+02
 -2.64516979e+02 -1.09657816e+02 -4.91767720e+02 -3.75292056e+02
 -2.65676205e+02 -1.22187316e+02 -4.95512398e+02 -3.73615486e+02
 -2.66960711e+02 -1.34712543e+02 -4.99239469e+02 -3.71770764e+02
 -2.68370419e+02 -1.47226824e+02 -5.02947256e+02 -3.69758842e+02
 -2.69905189e+02 -1.59723491e+02 -5.06634092e+02 -3.67580761e+02
 -2.71564808e+02 -1.72195885e+02 -5.10298321e+02 -3.65237649e+02
 -2.73349003e+02 -1.84637362e+02 -5.13938299e+02 -3.62730722e+02
 -2.75257430e+02 -1.97041291e+02 -5.17552393e+02 -3.60061283e+02
 -2.77289682e+02 -2.09401063e+02 -5.21138987e+02 -3.57230722e+02
 -2.79445283e+02 -2.21710093e+02 -5.24696476e+02 -3.54240513e+02
 -2.81723693e+02 -2.33961820e+02 -5.28223270e+02 -3.51092214e+02
 -2.84124306e+02 -2.46149716e+02 -5.31717798e+02 -3.47787470e+02
 -2.86646452e+02 -2.58267285e+02 -5.35178504e+02 -3.44328005e+02
 -2.89289396e+02 -2.70308070e+02 -5.38603849e+02 -3.40715629e+02
 -2.92052337e+02 -2.82265654e+02 -5.41992313e+02 -3.36952230e+02
 -2.94934410e+02 -2.94133663e+02 -5.45342397e+02 -3.33039777e+02
 -2.97934690e+02 -3.05905771e+02 -5.48652619e+02 -3.28980319e+02
 -3.01052185e+02 -3.17575704e+02 -5.51921520e+02 -3.24775981e+02
 -3.04285843e+02 -3.29137241e+02 -5.55147663e+02 -3.20428968e+02
 -3.07634548e+02 -3.40584219e+02 -5.58329631e+02 -3.15941557e+02
 -3.11097125e+02 -3.51910534e+02 -5.61466034e+02 -3.11316101e+02
 -3.14672337e+02 -3.63110149e+02 -5.64555501e+02 -3.06555027e+02
 -3.18358886e+02 -3.74177091e+02 -5.67596690e+02 -3.01660834e+02
 -3.22155416e+02 -3.85105459e+02 -5.70588283e+02 -2.96636089e+02
 -3.26060514e+02 -3.95889427e+02 -5.73528986e+02 -2.91483431e+02
 -3.30072704e+02 -4.06523241e+02 -5.76417534e+02 -2.86205567e+02
 -3.34190459e+02 -4.17001231e+02 -5.79252689e+02 -2.80805267e+02
 -3.38412191e+02 -4.27317808e+02 -5.82033241e+02 -2.75285369e+02
 -3.42736259e+02 -4.37467468e+02 -5.84758007e+02 -2.69648774e+02
 -3.47160966e+02 -4.47444796e+02 -5.87425837e+02 -2.63898444e+02
 -3.51684562e+02 -4.57244468e+02 -5.90035607e+02 -2.58037402e+02
 -3.56305246e+02 -4.66861256e+02 -5.92586226e+02 -2.52068729e+02
 -3.61021161e+02 -4.76290025e+02 -5.95076634e+02 -2.45995565e+02
 -3.65830403e+02 -4.85525745e+02 -5.97505800e+02 -2.39821102e+02
 -3.70731016e+02 -4.94563483e+02 -5.99872729e+02 -2.33548588e+02
 -3.75720996e+02 -5.03398414e+02 -6.02176456e+02 -2.27181324e+02
 -3.80798292e+02 -5.12025821e+02 -6.04416050e+02 -2.20722658e+02
 -3.85960805e+02 -5.20441096e+02 -6.06590616e+02 -2.14175989e+02
 -3.91206392e+02 -5.28639742e+02 -6.08699288e+02 -2.07544762e+02
 -3.96532864e+02 -5.36617379e+02 -6.10741241e+02 -2.00832467e+02
 -4.01937989e+02 -5.44369744e+02 -6.12715679e+02 -1.94042636e+02
 -4.07419494e+02 -5.51892692e+02 -6.14621847e+02 -1.87178844e+02
 -4.12975064e+02 -5.59182201e+02 -6.16459022e+02 -1.80244703e+02
 -4.18602347e+02 -5.66234373e+02 -6.18226519e+02 -1.73243864e+02
 -4.24298948e+02 -5.73045434e+02 -6.19923689e+02 -1.66180012e+02
 -4.30062439e+02 -5.79611739e+02 -6.21549921e+02 -1.59056866e+02
 -4.35890355e+02 -5.85929774e+02 -6.23104641e+02 -1.51878177e+02
 -4.41780196e+02 -5.91996154e+02 -6.24587312e+02 -1.44647725e+02
 -4.47729429e+02 -5.97807630e+02 -6.25997436e+02 -1.37369317e+02
 -4.53735488e+02 -6.03361087e+02 -6.27334551e+02 -1.30046786e+02
 -4.59795780e+02 -6.08653545e+02 -6.28598237e+02 -1.22683988e+02
 -4.65907680e+02 -6.13682166e+02 -6.29788110e+02 -1.15284800e+02
 -4.72068535e+02 -6.18444250e+02 -6.30903825e+02 -1.07853120e+02
 -4.78275668e+02 -6.22937238e+02 -6.31945077e+02 -1.00392860e+02
 -4.84526375e+02 -6.27158713e+02 -6.32911600e+02 -9.29079509e+01
 -4.90817929e+02 -6.31106405e+02 -6.33803167e+02 -8.54023339e+01
