             z_1            v_z1             z_2            v_z2
 -1.98026990e+03 -5.36358532e+02  7.80301844e+02 -2.01062604e+02
 -2.02910004e+03 -6.03275142e+02  7.36061551e+02 -1.30126969e+02
 -2.06816276e+03 -6.44207578e+02  6.88278100e+02 -5.51822956e+01
 -2.09727002e+03 -6.56953389e+02  6.37181508e+02  1.98333742e+01
 -2.11628170e+03 -6.40737854e+02  5.83017734e+02  9.09182881e+01
 -2.12510630e+03 -5.98505623e+02  5.26047508e+02  1.56469053e+02
 -2.12370133e+03 -5.28514999e+02  4.66545064e+02  2.09115111e+02
 -2.11207355e+03 -4.36288148e+02  4.04796829e+02  2.47966232e+02
 -2.09027894e+03 -3.26685135e+02  3.41100038e+02  2.71025199e+02
 -2.05842242e+03 -2.05462630e+02  2.75761309e+02  2.77108674e+02
 -2.01665732e+03 -7.89873900e+01  2.09095160e+02  2.65927194e+02
 -1.96518470e+03  4.60977951e+01  1.41422502e+02  2.38102654e+02
 -1.90425232e+03  1.63224423e+02  7.30690895e+01  1.95135962e+02
 -1.83415350e+03  2.66245013e+02  4.36395433e+00  1.39327934e+02
 -1.75522566e+03  3.49757697e+02 -6.43621778e+01  7.36578505e+01
 -1.66784876e+03  4.09391446e+02 -1.32778480e+02  1.62616272e+00
 -1.57244338e+03  4.42036858e+02 -2.00555616e+02 -7.29303222e+01
 -1.46946879e+03  4.46010265e+02 -2.67367326e+02 -1.46040984e+02
 -1.35942067e+03  4.21142459e+02 -3.32891995e+02 -2.13810904e+02
 -1.24282877e+03  3.68787047e+02 -3.96814201e+02 -2.72625998e+02
 -1.12025434e+03  2.91746487e+02 -4.58826232e+02 -3.19341433e+02
 -9.92287428e+02  1.94107161e+02 -5.18629559e+02 -3.51430802e+02
 -8.59544087e+02  8.05743623e+01 -5.75936254e+02 -3.66670371e+02
 -7.22663471e+02 -4.11733720e+01 -6.30470286e+02 -3.65859370e+02
 -5.82306443e+02 -1.66211239e+02 -6.81967184e+02 -3.47456339e+02
 -4.39146674e+02 -2.87487489e+02 -7.30181020e+02 -3.12801332e+02
 -2.93871047e+02 -3.98519013e+02 -7.74881951e+02 -2.63721988e+02
 -1.47180541e+02 -4.93382760e+02 -8.15853130e+02 -2.02787995e+02
  2.18557248e-01 -5.67000091e+02 -8.52897171e+02 -1.33203847e+02
  1.47616666e+02 -6.15274027e+02 -8.85835704e+02 -5.87705805e+01
  2.94304236e+02 -6.38173124e+02 -9.14510151e+02  1.91824665e+01
  4.39575149e+02 -6.29990775e+02 -9.38782472e+02  9.21254910e+01
  5.82730111e+02 -5.93127798e+02 -9.58535819e+02  1.58259917e+02
  7.23080015e+02 -5.29518339e+02 -9.73675102e+02  2.14166074e+02
  8.59949259e+02 -4.42477903e+02 -9.84127442e+02  2.56933979e+02
  9.92678998e+02 -3.36554568e+02 -9.89842523e+02  2.84343329e+02
  1.12063031e+03 -2.17292078e+02 -9.90792834e+02  2.94984057e+02
  1.24318728e+03 -9.09378001e+01 -9.86973797e+02  2.88331531e+02
  1.35975996e+03  3.58869863e+01 -9.78403796e+02  2.64774488e+02
  1.46978720e+03  1.56536694e+02 -9.65124083e+02  2.25594586e+02
  1.57273937e+03  2.64692353e+02 -9.47198582e+02  1.72898752e+02
  1.66812089e+03  3.54695299e+02 -9.24713580e+02  1.09507942e+02
  1.75547262e+03  4.21845982e+02 -8.97777313e+02  3.88081821e+01
  1.83437407e+03  4.62652104e+02 -8.66519442e+02 -3.54282075e+01
  1.90444546e+03  4.75012980e+02 -8.31090432e+02 -1.09241774e+02
  1.96534946e+03  4.58330402e+02 -7.91660828e+02 -1.78694978e+02
  2.01679292e+03  4.13540229e+02 -7.48420430e+02 -2.40080165e+02
  2.05852819e+03  3.43063128e+02 -7.01577383e+02 -2.90115552e+02
  2.09035438e+03  2.50676782e+02 -6.51357175e+02 -3.26118623e+02
  2.11211828e+03  1.41315569e+02 -5.98001550e+02 -3.46147005e+02
  2.12371514e+03  2.08070684e+01 -5.41767344e+02 -3.49098172e+02
  2.12508913e+03 -1.04443995e+02 -4.82925251e+02 -3.34759405e+02
  2.11623363e+03 -2.27813443e+02 -4.21758517e+02 -3.03799602e+02
  2.09719128e+03 -3.42784806e+02 -3.58561580e+02 -2.57756648e+02
  2.06805374e+03 -4.43081715e+02 -2.93638649e+02 -1.99167965e+02
  2.02896126e+03 -5.23214323e+02 -2.27302244e+02 -1.31221573e+02
  1.98010202e+03 -5.78953519e+02 -1.59871686e+02 -5.74034451e+01
  1.92171123e+03 -6.07343314e+02 -9.16715646e+01  1.84756180e+01
  1.85406995e+03 -6.06841174e+02 -2.30301743e+01  9.24654609e+01
  1.77750378e+03 -5.77418845e+02  4.57220664e+01  1.60704547e+02
  1.69238131e+03 -5.20571405e+02  1.14254205e+02  2.19631449e+02
  1.59911227e+03 -4.39240698e+02  1.82236348e+02  2.66175335e+02
  1.49814563e+03 -3.37660774e+02  2.49341249e+02  2.97918939e+02
  1.38996743e+03 -2.21134566e+02  3.15245882e+02  3.13226523e+02
  1.27509841e+03 -9.57539571e+01  3.79632998e+02  3.11330381e+02
  1.15409151e+03  3.19218953e+01  4.42192647e+02  2.92371437e+02
  1.02752925e+03  1.55212931e+02  5.02623668e+02  2.57391827e+02
  8.96020888e+02  2.67670948e+02  5.60635125e+02  2.08279895e+02
  7.60199592e+02  3.63420103e+02  6.15947649e+02  1.47670492e+02
  6.20719929e+02  4.37467140e+02  6.68294214e+02  7.88059053e+01
  4.78245499e+02  4.85964898e+02  7.17430650e+02  5.36481609e+00
  3.33460993e+02  5.06414986e+02  7.63121566e+02 -6.87314992e+01
  1.87070917e+02  4.97798435e+02  8.05139459e+02 -1.39524977e+02
  3.97802031e+01  4.60626695e+02  8.43281811e+02 -2.03227011e+02
 -1.07702071e+02  3.96913584e+02  8.77364950e+02 -2.56417508e+02
 -2.54665947e+02  3.10081079e+02  9.07224783e+02 -2.96237685e+02
 -4.00403975e+02  2.04789300e+02  9.32717562e+02 -3.20551775e+02
 -5.44214610e+02  8.66787305e+01  9.53720563e+02 -3.28048179e+02
 -6.85405589e+02 -3.79392177e+01  9.70132681e+02 -3.18297203e+02
 -8.23297263e+02 -1.62413937e+02  9.81874908e+02 -2.91775363e+02
 -9.57225862e+02 -2.80103068e+02  9.88890720e+02 -2.49844032e+02
 -1.08654670e+03 -3.84720944e+02  9.91146343e+02 -1.94679908e+02
 -1.21063725e+03 -4.70671449e+02  9.88630918e+02 -1.29159178e+02
 -1.32890021e+03 -5.33346193e+02  9.81356551e+02 -5.67030036e+01
 -1.44076627e+03 -5.69368075e+02  9.69358260e+02  1.89033350e+01
 -1.54569696e+03 -5.76768195e+02  9.52693799e+02  9.37088974e+01
 -1.64318717e+03 -5.55088980e+02  9.31443384e+02  1.63804880e+02
 -1.73276762e+03 -5.05408198e+02  9.05709309e+02  2.25530894e+02
 -1.81400709e+03 -4.30282118e+02  8.75615449e+02  2.75668356e+02
 -1.88651452e+03 -3.33610595e+02  8.41306664e+02  3.11610556e+02
 -1.94994089e+03 -2.20431176e+02  8.02948107e+02  3.31500385e+02
 -2.00398088e+03 -9.66530914e+01  7.60724424e+02  3.34328453e+02
 -2.04837436e+03  3.12547941e+01  7.14838864e+02  3.19986424e+02
 -2.08290764e+03  1.56605586e+02  6.65512306e+02  2.89272763e+02
 -2.10741448e+03  2.72847448e+02  6.12982193e+02  2.43850632e+02
 -2.12177691e+03  3.73909456e+02  5.57501388e+02  1.86160202e+02
 -2.12592581e+03  4.54521672e+02  4.99336956e+02  1.19290326e+02
 -2.11984119e+03  5.10490430e+02  4.38768883e+02  4.68184256e+01
 -2.10355235e+03  5.38849028e+02  3.76088725e+02 -2.73076711e+01
 -2.07713769e+03  5.38232253e+02  3.11598203e+02 -9.91960816e+01
 -2.04072438e+03  5.08833912e+02  2.45607754e+02 -1.65101865e+02
 -1.99448769e+03  4.52224295e+02  1.78435036e+02 -2.21452513e+02
 -1.93865019e+03  3.71457072e+02  1.10403396e+02 -2.65226477e+02
 -1.87348066e+03  2.70867931e+02  4.18403184e+01 -2.94072672e+02
 -1.79929281e+03  1.55848739e+02 -2.69241561e+01 -3.06437809e+02
 -1.71644376e+03  3.28201212e+01 -9.55590162e+01 -3.01905778e+02
 -1.62533233e+03 -9.16954808e+01 -1.63733874e+02 -2.80631800e+02
 -1.52639708e+03 -2.11341041e+02 -2.31120555e+02 -2.43411479e+02
 -1.42011427e+03 -3.19700911e+02 -2.97394678e+02 -1.92198568e+02
 -1.30699552e+03 -4.10978321e+02 -3.62237216e+02 -1.29663134e+02
 -1.18758535e+03 -4.80281430e+02 -4.25336028e+02 -5.90706404e+01
 -1.06245857e+03 -5.23880227e+02 -4.86387361e+02  1.58890429e+01
 -9.32217553e+02 -5.39402975e+02 -5.45097301e+02  9.12959580e+01
 -7.97489306e+02 -5.25961041e+02 -6.01183151e+02  1.63206649e+02
 -6.58922771e+02 -4.84195611e+02 -6.54374536e+02  2.27862200e+02
 -5.18022406e+02 -4.16243762e+02 -7.03577963e+02  2.81886690e+02
 -3.75465507e+02 -3.25625600e+02 -7.48557536e+02  3.22465481e+02
 -2.31100612e+02 -2.17058381e+02 -7.89934424e+02  3.47493889e+02
 -8.56230933e+01 -9.62074066e+01 -8.27509003e+02  3.55688364e+02
  6.02666736e+01  3.06131252e+01 -8.61100310e+02  3.46654323e+02
  2.05866388e+02  1.56773478e+02 -8.90546611e+02  3.20907095e+02
  3.50475163e+02  2.75678154e+02 -9.15706144e+02  2.79845058e+02
  4.93396889e+02  3.81112302e+02 -9.36457791e+02  2.25677694e+02
  6.33943582e+02  4.67518532e+02 -9.52701652e+02  1.61360304e+02
  7.71438691e+02  5.30426850e+02 -9.64359533e+02  9.03014790e+01
  9.05220358e+02  5.66644963e+02 -9.71375312e+02  1.62288395e+01
  1.03464460e+03  5.74308217e+02 -9.73715216e+02 -5.68891880e+01
  1.15908840e+03  5.53077012e+02 -9.71367981e+02 -1.25151911e+02
  1.27795274e+03  5.04139358e+02 -9.64344903e+02 -1.84917017e+02
  1.39066543e+03  4.30146864e+02 -9.52679789e+02 -2.32991680e+02
  1.49668392e+03  3.35074425e+02 -9.36428790e+02 -2.66800930e+02
  1.59549787e+03  2.24010240e+02 -9.15670134e+02 -2.84523611e+02
  1.68663161e+03  1.02887234e+02 -8.90503744e+02 -2.85188713e+02
  1.76964646e+03 -2.18296131e+01 -8.61050763e+02 -2.68727348e+02
  1.84414281e+03 -1.43480633e+02 -8.27452968e+02 -2.35980459e+02
  1.90976206e+03 -2.55240588e+02 -7.89872089e+02 -1.88977030e+02
  1.96618834e+03 -3.51163470e+02 -7.48489026e+02 -1.30142600e+02
  2.01315003e+03 -4.26456446e+02 -7.03502985e+02 -6.22112518e+01
  2.05042108e+03 -4.77063488e+02 -6.55130513e+02  1.12492749e+01
  2.07782206e+03 -5.00244328e+02 -6.03604461e+02  8.63907433e+01
  2.09522110e+03 -4.94709153e+02 -5.49172857e+02  1.59277625e+02
  2.10253442e+03 -4.60685496e+02 -4.92097719e+02  2.26093713e+02
  2.09972683e+03 -3.99905901e+02 -4.32653787e+02  2.83343341e+02
  2.08681184e+03 -3.15516333e+02 -3.71127205e+02  3.28035913e+02
  2.06385162e+03 -2.11910044e+02 -3.07814143e+02  3.57843846e+02
  2.03095669e+03 -9.44956356e+01 -2.43019370e+02  3.71225585e+02
  1.98828541e+03  3.05883012e+01 -1.77054787e+02  3.67507294e+02
  1.93604317e+03  1.56796060e+02 -1.10237926e+02  3.46919756e+02
  1.87448146e+03  2.77501487e+02 -4.28904245e+01  3.10605214e+02
  1.80389661e+03  3.86434496e+02  2.46635291e+01  2.60470471e+02
  1.72462839e+03  4.77932521e+02  9.20987502e+01  1.99165861e+02
  1.63705839e+03  5.47187440e+02  1.59090626e+02  1.29997402e+02
  1.54160813e+03  5.90600250e+02  2.25316676e+02  5.66514404e+01
  1.43873709e+03  6.05938519e+02  2.90458107e+02 -1.69674271e+01
  1.32894046e+03  5.92452683e+02  3.54201344e+02 -8.69409791e+01
  1.21274678e+03  5.50915308e+02  4.16239538e+02 -1.49543991e+02
  1.09071537e+03  4.83580174e+02  4.76274045e+02 -2.01440878e+02
  9.63433683e+02  3.94063189e+02  5.34015851e+02 -2.39861818e+02
  8.31514480e+02  2.87151390e+02  5.89186937e+02 -2.62749014e+02
  6.95593025e+02  1.68550114e+02  6.41521479e+02 -2.68865379e+02
  5.56329432e+02  4.45817338e+01  6.90761724e+02 -2.57859941e+02
  4.14392818e+02 -7.81480430e+01  7.36671899e+02 -2.30286590e+02
  2.70460325e+02 -1.93098579e+02  7.79037099e+02 -1.87575301e+02
  1.25225691e+02 -2.94138608e+02  8.17652502e+02 -1.31957757e+02
 -2.06118421e+01 -3.75862364e+02  8.52332094e+02 -6.63571763e+01
 -1.66350215e+02 -4.47922873e+02  8.82908894e+02  1.98138622e+01
 -3.11287870e+02 -5.06478080e+02  9.09235697e+02  1.22050189e+02
 -4.54727114e+02 -5.34356860e+02  9.31185760e+02  2.20955070e+02
 -5.95977469e+02 -5.30020093e+02  9.48653419e+02  3.11318820e+02
 -7.34358998e+02 -4.93637562e+02  9.61554584e+02  3.88389553e+02
 -8.69205574e+02 -4.27072985e+02  9.69827150e+02  4.48118137e+02
 -9.99868088e+02 -3.33784937e+02  9.73431295e+02  4.87371389e+02
 -1.12571757e+03 -2.18644193e+02  9.72349666e+02  5.04097549e+02
 -1.24614822e+03 -8.76771209e+01  9.66587470e+02  4.97435269e+02
 -1.36058033e+03  5.22467305e+01  9.56172444e+02  4.67764957e+02
 -1.46846305e+03  1.94004431e+02  9.41154720e+02  4.16461687e+02
 -1.56927707e+03  3.30177410e+02  9.21606589e+02  3.46241012e+02
 -1.66253711e+03  4.53419809e+02  8.97622148e+02  2.61038988e+02
 -1.74779423e+03  5.57273140e+02  8.69316852e+02  1.65377586e+02
 -1.82463805e+03  6.36305034e+02  8.36826951e+02  6.43282079e+01
 -1.89269866e+03  6.86394023e+02  8.00308842e+02 -3.67540376e+01
 -1.95164844e+03  7.04946864e+02  7.59938311e+02 -1.32512832e+02
 -2.00120361e+03  6.91035404e+02  7.15909688e+02 -2.17873442e+02
 -2.04112565e+03  6.45445542e+02  6.68434913e+02 -2.88310697e+02
 -2.07122238e+03  5.70635693e+02  6.17742515e+02 -3.40087952e+02
 -2.09134891e+03  4.70606906e+02  5.64076509e+02 -3.70454407e+02
 -2.10140838e+03  3.50691501e+02  5.07695226e+02 -3.77790337e+02
 -2.10135236e+03  2.17271381e+02  4.48870069e+02 -3.61692577e+02
 -2.09118111e+03  7.74409305e+01  3.87884202e+02 -3.22995776e+02
 -2.07094360e+03 -6.13675055e+01  3.25031192e+02 -2.63728473e+02
 -2.04073724e+03 -1.91775457e+02  2.60613593e+02 -1.87006674e+02
 -2.00070745e+03 -3.06847041e+02  1.94941491e+02 -9.68702492e+01
 -1.95104690e+03 -4.00455606e+02  1.28331011e+02  1.93075062e+00
 -1.89199466e+03 -4.67608233e+02  6.11027956e+01  1.04187889e+02
 -1.82383498e+03 -5.04702087e+02 -6.41954073e+00  2.04502081e+02
 -1.74689595e+03 -5.07164844e+02 -7.39109656e+01  2.95018872e+02
 -1.66154795e+03 -4.74879503e+02 -1.41046595e+02  3.71026602e+02
 -1.56820181e+03 -4.12101674e+02 -2.07503259e+02  4.31116340e+02
 -1.46730687e+03 -3.22090093e+02 -2.72961052e+02  4.72111567e+02
 -1.35934881e+03 -2.09847567e+02 -3.37104878e+02  4.92148984e+02
 -1.24484732e+03 -8.11959264e+01 -3.99625961e+02  4.90116087e+02
 -1.12435358e+03  5.74264303e+01 -4.60223334e+02  4.65814933e+02
 -9.98447631e+02  1.98702969e+02 -5.18605277e+02  4.20574189e+02
 -8.67735592e+02  3.35207609e+02 -5.74490709e+02  3.56796783e+02
 -7.32846832e+02  4.59768531e+02 -6.27610451e+02  2.77861376e+02
 -5.94432152e+02  5.65844752e+02 -6.77707315e+02  1.87946112e+02
 -4.53155134e+02  6.47871135e+02 -7.24542849e+02  9.18083915e+01
 -3.09694041e+02  7.01552165e+02 -7.67893402e+02 -5.46625488e+00
 -1.64741864e+02  7.24088754e+02 -8.07547884e+02 -9.87327015e+01
 -1.89965492e+01  7.14326030e+02 -8.43315217e+02 -1.83057932e+02
  1.26840276e+02  6.72814303e+02 -8.75023171e+02 -2.53981542e+02
  2.72066577e+02  6.01779946e+02 -9.02519090e+02 -3.07751272e+02
  4.15983266e+02  5.05007725e+02 -9.25670605e+02 -3.41521091e+02
  5.57897569e+02  3.87640710e+02 -9.44366265e+02 -3.53501316e+02
  6.97126352e+02  2.55908165e+02 -9.58516069e+02 -3.43052643e+02
  8.32999408e+02  1.16795306e+02 -9.68051901e+02 -3.10718674e+02
  9.64862686e+02 -2.23283338e+01 -9.72927858e+02 -2.58194482e+02
  1.09208144e+03 -1.54099079e+02 -9.73120465e+02 -1.88236137e+02
  1.21404327e+03 -2.71525517e+02 -9.68628795e+02 -1.04537637e+02
  1.33016111e+03 -3.68335089e+02 -9.59474468e+02 -1.15584770e+01
  1.43987598e+03 -4.39369335e+02 -9.45701549e+02  8.57758489e+01
  1.54265977e+03 -4.80861555e+02 -9.27376336e+02  1.82339200e+02
  1.63801770e+03 -4.90603121e+02 -9.04587040e+02  2.73042899e+02
  1.72549074e+03 -4.68056278e+02 -8.77443362e+02  3.53100642e+02
  1.80465784e+03 -4.14385779e+02 -8.46075961e+02  4.18284511e+02
  1.87513791e+03 -3.32400975e+02 -8.10635829e+02  4.65151875e+02
  1.93659168e+03 -2.26409736e+02 -7.71293566e+02  4.91229495e+02
  1.98872333e+03 -1.01989782e+02 -7.28238549e+02  4.95142997e+02
  2.03128191e+03  3.43078828e+01 -6.81678034e+02  4.76687463e+02
  2.06406257e+03  1.75305288e+02 -6.31836147e+02  4.36837919e+02
  2.08690750e+03  3.13576195e+02 -5.78952810e+02  3.77698235e+02
  2.09970674e+03  4.41837982e+02 -5.23282587e+02  3.02390328e+02
  2.10239868e+03  5.53336101e+02 -4.65093457e+02  2.14889447e+02
  2.09497037e+03  6.42200726e+02 -4.04665522e+02  1.19814301e+02
  2.07745754e+03  7.03756714e+02 -3.42289665e+02  2.21831725e+01
  2.04994452e+03  7.34770484e+02 -2.78266143e+02 -7.28510920e+01
  2.01256374e+03  7.33620761e+02 -2.12903143e+02 -1.60273192e+02
  1.96549513e+03  7.00384143e+02 -1.46515304e+02 -2.35470196e+02
  1.90896528e+03  6.36830931e+02 -7.94221952e+01 -2.94475048e+02
  1.84324630e+03  5.46331254e+02 -1.19467821e+01 -3.34175705e+02
  1.76865453e+03  4.33675633e+02  5.55861295e+01 -3.52478057e+02
  1.68554905e+03  3.04813274e+02  1.22851456e+02 -3.48407818e+02
  1.59432989e+03  1.66387318e+02  1.89525403e+02 -3.22011434e+02
  1.49543617e+03  2.72077895e+01  2.55287020e+02 -2.76177434e+02
  1.38934392e+03 -1.07628854e+02  3.19819748e+02 -2.11068707e+02
  1.27656384e+03 -2.30069537e+02  3.82812941e+02 -1.31053249e+02
  1.15763884e+03 -3.33591670e+02  4.43963360e+02 -4.04116828e+01
  1.03314140e+03 -4.12674761e+02  5.02976627e+02  5.60159584e+01
  9.03670841e+02 -4.62439276e+02  5.59568633e+02  1.52433146e+02
  7.69850515e+02 -4.82123755e+02  6.13466848e+02  2.45612413e+02
  6.32325234e+02 -4.69288034e+02  6.64411179e+02  3.29228818e+02
  4.91740024e+02 -4.24841475e+02  7.12173370e+02  3.99093344e+02
  3.48770551e+02 -3.51142915e+02  7.56524576e+02  4.51522120e+02
  2.04121749e+02 -2.52084090e+02  7.97234579e+02  4.83738979e+02
  5.84902182e+01 -1.32894788e+02  8.34107107e+02  4.94032779e+02
 -8.74229435e+01  1.31862860e-01  8.66964592e+02  4.81849261e+02
 -2.32915327e+02  1.39971530e+02  8.95648838e+02  4.47820554e+02
 -3.77286564e+02  2.79239561e+02  9.20021754e+02  3.93731889e+02
 -5.19841690e+02  4.10580914e+02  9.39966008e+02  3.22427389e+02
 -6.59894485e+02  5.27058543e+02  9.55385589e+02  2.37659924e+02
 -7.96770777e+02  6.22519725e+02  9.66206268e+02  1.43892957e+02
 -9.29811684e+02  6.91920965e+02  9.72375956e+02  4.60648398e+01
 -1.05837679e+03  7.31594330e+02  9.73864952e+02 -5.06719540e+01
 -1.18184722e+03  7.39441082e+02  9.70666088e+02 -1.41222878e+02
 -1.29962863e+03  7.15042322e+02  9.62794759e+02 -2.20820176e+02
 -1.41115406e+03  6.59680390e+02  9.50288856e+02 -2.85273959e+02
 -1.51588666e+03  5.76267022e+02  9.33208578e+02 -3.31189375e+02
 -1.61332227e+03  4.69122402e+02  9.11636142e+02 -3.56078731e+02
 -1.70299188e+03  3.44487429e+02  8.85675392e+02 -3.59233313e+02
 -1.78446385e+03  2.08069370e+02  8.55451292e+02 -3.39636068e+02
 -1.85734599e+03  6.74122688e+01  8.21109333e+02 -2.98687148e+02
 -1.92128747e+03 -7.00505663e+01  7.82814825e+02 -2.38580876e+02
 -1.97598051e+03 -1.97066084e+02  7.40752106e+02 -1.62512909e+02
 -2.02116182e+03 -3.06935504e+02  6.95123651e+02 -7.45205035e+01
 -2.05661392e+03 -3.93866600e+02  6.46149101e+02  2.07292032e+01
 -2.08216615e+03 -4.53278773e+02  5.94064203e+02  1.18184859e+02
 -2.09769551e+03 -4.82042844e+02  5.39119678e+02  2.12675555e+02
 -2.10312725e+03 -4.78631020e+02  4.81580011e+02  2.99168629e+02
 -2.09843523e+03 -4.41837819e+02  4.21722180e+02  3.71675707e+02
 -2.08364203e+03 -3.76606874e+02  3.59834320e+02  4.29332111e+02
 -2.05881885e+03 -2.84779286e+02  2.96214340e+02  4.67451977e+02
 -2.02408519e+03 -1.71278213e+02  2.31168486e+02  4.84057570e+02
 -1.97960825e+03 -4.21219892e+01  1.65009869e+02  4.78256861e+02
 -1.92560213e+03  9.58482438e+01  9.80569554e+01  4.50336130e+02
 -1.86232679e+03  2.35326231e+02  3.06320354e+01  4.01748461e+02
 -1.79008683e+03  3.68925770e+02 -3.69403281e+01  3.35037709e+02
 -1.70922997e+03  4.89570582e+02 -1.04334862e+02  2.53704369e+02
 -1.62014545e+03  5.90867933e+02 -1.71227150e+02  1.62020814e+02
 -1.52326209e+03  6.67446170e+02 -2.37295190e+02  6.48057412e+01
 -1.41904627e+03  7.15238278e+02 -3.02220950e+02 -3.28301801e+01
 -1.30799963e+03  7.31696266e+02 -3.65691891e+02 -1.25753811e+02
 -1.19065675e+03  7.15923898e+02 -4.27402477e+02 -2.09078802e+02
 -1.06758248e+03  6.68706773e+02 -4.87055637e+02 -2.78406407e+02
 -9.39369292e+02  5.92580645e+02 -5.44364188e+02 -3.30167600e+02
 -8.06634450e+02  4.91541111e+02 -5.99052183e+02 -3.61655181e+02
 -6.70017246e+02  3.70829641e+02 -6.50856023e+02 -3.71163799e+02
 -5.30222389e+02  2.36818052e+02 -6.99479260e+02 -3.58241310e+02
 -3.87921799e+02  9.65597177e+01 -7.44688845e+02 -3.23600374e+02
 -2.43753139e+02 -4.25652350e+01 -7.86314480e+02 -2.69098531e+02
 -9.84109356e+01 -1.73237820e+02 -8.24155248e+02 -1.97641960e+02
  4.74050775e+01 -2.88586322e+02 -8.58028891e+02 -1.13032402e+02
  1.92992952e+02 -3.82549066e+02 -8.87772316e+02 -1.97665143e+01
  3.37651856e+02 -4.50194463e+02 -9.13242329e+02  7.72015269e+01
  4.80685440e+02 -4.87981346e+02 -9.34316315e+02  1.72721566e+02
  6.21405180e+02 -4.93945736e+02 -9.50892826e+02  2.61719220e+02
  7.59133692e+02 -4.67803730e+02 -9.62892062e+02  3.39463051e+02
  8.93207993e+02 -4.10961977e+02 -9.70256262e+02  4.01809941e+02
  1.02298269e+03 -3.26375170e+02 -9.72949973e+02  4.45355695e+02
  1.14783309e+03 -2.19347085e+02 -9.70960229e+02  4.68571929e+02
  1.26715821e+03 -9.42958387e+01 -9.64296605e+02  4.68932167e+02
  1.38038364e+03  4.15994891e+01 -9.52991178e+02  4.46925240e+02
  1.48696436e+03  1.81107079e+02 -9.37098367e+02  4.03700406e+02
  1.58638732e+03  3.16817551e+02 -9.16694674e+02  3.41513419e+02
  1.67817393e+03  4.41523724e+02 -8.91878317e+02  2.63618964e+02
  1.76188237e+03  5.48599468e+02 -8.62768752e+02  1.74100546e+02
  1.83710967e+03  6.32348910e+02 -8.29506104e+02  7.76555857e+01
  1.90349374e+03  6.88305789e+02 -7.92250488e+02 -2.06512112e+01
  1.96071501e+03  7.13460553e+02 -7.51181239e+02 -1.15646543e+02
  2.00849803e+03  7.06114377e+02 -7.06496053e+02 -2.02016801e+02
  2.04661280e+03  6.67443602e+02 -6.58410029e+02 -2.76063425e+02
  2.07487585e+03  5.98874999e+02 -6.07154637e+02 -3.33335606e+02
  2.09315113e+03  5.04067563e+02 -5.52976605e+02 -3.70922509e+02
  2.10135065e+03  3.87991459e+02 -4.96136728e+02 -3.86879174e+02
  2.09943497e+03  2.56734340e+02 -4.36908614e+02 -3.80398053e+02
  2.08741329e+03  1.17184005e+02 -3.75577370e+02 -3.51855809e+02
