             x_1             y_1             z_1             x_2             y_2             z_2
  4.82948174e+01 -1.23555197e+03  1.67062076e+03 -3.53419767e+02 -7.78492385e+02  1.30668785e+02
  4.59369549e+01 -1.24070748e+03  1.66145539e+03 -3.57067912e+02 -7.76850679e+02  1.37484250e+02
  4.34564015e+01 -1.24583463e+03  1.65221002e+03 -3.60684298e+02 -7.75140215e+02  1.44293094e+02
  4.08538147e+01 -1.25093057e+03  1.64288509e+03 -3.64267366e+02 -7.73361736e+02  1.51094989e+02
  3.81299168e+01 -1.25599251e+03  1.63348104e+03 -3.67815574e+02 -7.71516020e+02  1.57889608e+02
  3.52854947e+01 -1.26101765e+03  1.62399832e+03 -3.71327397e+02 -7.69603879e+02  1.64676624e+02
  3.23213993e+01 -1.26600323e+03  1.61443741e+03 -3.74801331e+02 -7.67626163e+02  1.71455709e+02
  2.92385450e+01 -1.27094649e+03  1.60479875e+03 -3.78235891e+02 -7.65583754e+02  1.78226537e+02
  2.60379094e+01 -1.27584470e+03  1.59508281e+03 -3.81629614e+02 -7.63477569e+02  1.84988783e+02
  2.27205327e+01 -1.28069516e+03  1.58529005e+03 -3.84981056e+02 -7.61308557e+02  1.91742120e+02
  1.92875170e+01 -1.28549519e+03  1.57542096e+03 -3.88288798e+02 -7.59077701e+02  1.98486223e+02
  1.57400261e+01 -1.29024213e+03  1.56547600e+03 -3.91551443e+02 -7.56786017e+02  2.05220768e+02
  1.20792845e+01 -1.29493336e+03  1.55545565e+03 -3.94767615e+02 -7.54434553e+02  2.11945430e+02
  8.30657687e+00 -1.29956627e+03  1.54536040e+03 -3.97935968e+02 -7.52024386e+02  2.18659886e+02
  4.42324747e+00 -1.30413830e+03  1.53519073e+03 -4.01055176e+02 -7.49556627e+02  2.25363812e+02
  4.30699318e-01 -1.30864691e+03  1.52494713e+03 -4.04123942e+02 -7.47032414e+02  2.32056884e+02
 -3.66960649e+00 -1.31308960e+03  1.51463010e+03 -4.07140995e+02 -7.44452918e+02  2.38738782e+02
 -7.87615160e+00 -1.31746390e+03  1.50424013e+03 -4.10105090e+02 -7.41819336e+02  2.45409183e+02
 -1.21873611e+01 -1.32176737e+03  1.49377772e+03 -4.13015011e+02 -7.39132894e+02  2.52067765e+02
 -1.66016046e+01 -1.32599762e+03  1.48324337e+03 -4.15869571e+02 -7.36394847e+02  2.58714209e+02
 -2.11171968e+01 -1.33015229e+03  1.47263760e+03 -4.18667610e+02 -7.33606475e+02  2.65348194e+02
 -2.57323985e+01 -1.33422906e+03  1.46196092e+03 -4.21408002e+02 -7.30769087e+02  2.71969401e+02
 -3.04454176e+01 -1.33822564e+03  1.45121383e+03 -4.24089646e+02 -7.27884015e+02  2.78577511e+02
 -3.52544100e+01 -1.34213981e+03  1.44039686e+03 -4.26711477e+02 -7.24952617e+02  2.85172205e+02
 -4.01574805e+01 -1.34596937e+03  1.42951053e+03 -4.29272457e+02 -7.21976276e+02  2.91753166e+02
 -4.51526839e+01 -1.34971217e+03  1.41855535e+03 -4.31771585e+02 -7.18956397e+02  2.98320077e+02
 -5.02380259e+01 -1.35336610e+03  1.40753187e+03 -4.34207888e+02 -7.15894408e+02  3.04872622e+02
 -5.54114645e+01 -1.35692912e+03  1.39644060e+03 -4.36580429e+02 -7.12791760e+02  3.11410486e+02
 -6.06709106e+01 -1.36039919e+03  1.38528209e+03 -4.38888304e+02 -7.09649924e+02  3.17933353e+02
 -6.60142294e+01 -1.36377438e+03  1.37405687e+03 -4.41130643e+02 -7.06470393e+02  3.24440909e+02
 -7.14392416e+01 -1.36705275e+03  1.36276547e+03 -4.43306610e+02 -7.03254677e+02  3.30932841e+02
 -7.69437243e+01 -1.37023246e+03  1.35140846e+03 -4.45415405e+02 -7.00004307e+02  3.37408837e+02
 -8.25254123e+01 -1.37331169e+03  1.33998637e+03 -4.47456262e+02 -6.96720832e+02  3.43868584e+02
 -8.81819995e+01 -1.37628868e+03  1.32849974e+03 -4.49428454e+02 -6.93405818e+02  3.50311771e+02
 -9.39111397e+01 -1.37916174e+03  1.31694915e+03 -4.51331286e+02 -6.90060845e+02  3.56738088e+02
 -9.97104481e+01 -1.38192921e+03  1.30533513e+03 -4.53164103e+02 -6.86687512e+02  3.63147226e+02
 -1.05577503e+02 -1.38458949e+03  1.29365826e+03 -4.54926286e+02 -6.83287431e+02  3.69538876e+02
 -1.11509846e+02 -1.38714106e+03  1.28191909e+03 -4.56617252e+02 -6.79862228e+02  3.75912730e+02
 -1.17504983e+02 -1.38958242e+03  1.27011819e+03 -4.58236456e+02 -6.76413542e+02  3.82268481e+02
 -1.23560390e+02 -1.39191217e+03  1.25825612e+03 -4.59783394e+02 -6.72943023e+02  3.88605823e+02
 -1.29673507e+02 -1.39412892e+03  1.24633346e+03 -4.61257595e+02 -6.69452334e+02  3.94924451e+02
 -1.35841745e+02 -1.39623138e+03  1.23435079e+03 -4.62658630e+02 -6.65943148e+02  4.01224061e+02
 -1.42062485e+02 -1.39821831e+03  1.22230867e+03 -4.63986109e+02 -6.62417146e+02  4.07504349e+02
 -1.48333081e+02 -1.40008851e+03  1.21020770e+03 -4.65239677e+02 -6.58876020e+02  4.13765013e+02
 -1.54650860e+02 -1.40184087e+03  1.19804844e+03 -4.66419022e+02 -6.55321467e+02  4.20005751e+02
 -1.61013123e+02 -1.40347432e+03  1.18583149e+03 -4.67523870e+02 -6.51755192e+02  4.26226262e+02
 -1.67417148e+02 -1.40498787e+03  1.17355744e+03 -4.68553986e+02 -6.48178906e+02  4.32426248e+02
 -1.73860190e+02 -1.40638057e+03  1.16122688e+03 -4.69509174e+02 -6.44594324e+02  4.38605409e+02
 -1.80339485e+02 -1.40765156e+03  1.14884039e+03 -4.70389278e+02 -6.41003168e+02  4.44763448e+02
 -1.86852247e+02 -1.40880003e+03  1.13639858e+03 -4.71194182e+02 -6.37407159e+02  4.50900069e+02
 -1.93395675e+02 -1.40982522e+03  1.12390205e+03 -4.71923809e+02 -6.33808022e+02  4.57014975e+02
 -1.99966949e+02 -1.41072647e+03  1.11135140e+03 -4.72578123e+02 -6.30207484e+02  4.63107872e+02
 -2.06563235e+02 -1.41150316e+03  1.09874723e+03 -4.73157127e+02 -6.26607272e+02  4.69178468e+02
 -2.13181685e+02 -1.41215474e+03  1.08609015e+03 -4.73660864e+02 -6.23009112e+02  4.75226469e+02
 -2.19819442e+02 -1.41268072e+03  1.07338077e+03 -4.74089415e+02 -6.19414729e+02  4.81251583e+02
 -2.26473634e+02 -1.41308069e+03  1.06061970e+03 -4.74442904e+02 -6.15825844e+02  4.87253522e+02
 -2.33141383e+02 -1.41335429e+03  1.04780756e+03 -4.74721492e+02 -6.12244178e+02  4.93231996e+02
 -2.39819804e+02 -1.41350124e+03  1.03494496e+03 -4.74925380e+02 -6.08671445e+02  4.99186717e+02
 -2.46506005e+02 -1.41352133e+03  1.02203252e+03 -4.75054810e+02 -6.05109354e+02  5.05117397e+02
 -2.53197089e+02 -1.41341439e+03  1.00907087e+03 -4.75110062e+02 -6.01559610e+02  5.11023752e+02
 -2.59890158e+02 -1.41318035e+03  9.96060620e+02 -4.75091455e+02 -5.98023910e+02  5.16905497e+02
 -2.66582312e+02 -1.41281919e+03  9.83002411e+02 -4.74999347e+02 -5.94503942e+02  5.22762348e+02
 -2.73270650e+02 -1.41233095e+03  9.69896865e+02 -4.74834137e+02 -5.91001386e+02  5.28594024e+02
 -2.79952276e+02 -1.41171575e+03  9.56744615e+02 -4.74596259e+02 -5.87517914e+02  5.34400243e+02
 -2.86624294e+02 -1.41097377e+03  9.43546294e+02 -4.74286188e+02 -5.84055186e+02  5.40180726e+02
 -2.93283814e+02 -1.41010526e+03  9.30302537e+02 -4.73904438e+02 -5.80614850e+02  5.45935193e+02
 -2.99927953e+02 -1.40911053e+03  9.17013983e+02 -4.73451557e+02 -5.77198543e+02  5.51663369e+02
 -3.06553837e+02 -1.40798997e+03  9.03681272e+02 -4.72928135e+02 -5.73807888e+02  5.57364976e+02
 -3.13158598e+02 -1.40674402e+03  8.90305046e+02 -4.72334797e+02 -5.70444495e+02  5.63039740e+02
 -3.19739381e+02 -1.40537320e+03  8.76885950e+02 -4.71672205e+02 -5.67109958e+02  5.68687387e+02
 -3.26293345e+02 -1.40387808e+03  8.63424630e+02 -4.70941058e+02 -5.63805856e+02  5.74307645e+02
 -3.32817659e+02 -1.40225930e+03  8.49921735e+02 -4.70142091e+02 -5.60533752e+02  5.79900243e+02
 -3.39309511e+02 -1.40051759e+03  8.36377916e+02 -4.69276078e+02 -5.57295190e+02  5.85464911e+02
 -3.45766104e+02 -1.39865370e+03  8.22793825e+02 -4.68343823e+02 -5.54091698e+02  5.91001380e+02
 -3.52184659e+02 -1.39666848e+03  8.09170118e+02 -4.67346171e+02 -5.50924782e+02  5.96509383e+02
 -3.58562418e+02 -1.39456283e+03  7.95507451e+02 -4.66283998e+02 -5.47795932e+02  6.01988654e+02
 -3.64896641e+02 -1.39233771e+03  7.81806485e+02 -4.65158216e+02 -5.44706613e+02  6.07438926e+02
 -3.71184614e+02 -1.38999415e+03  7.68067880e+02 -4.63969772e+02 -5.41658273e+02  6.12859937e+02
 -3.77423643e+02 -1.38753325e+03  7.54292301e+02 -4.62719647e+02 -5.38652334e+02  6.18251422e+02
 -3.83611061e+02 -1.38495614e+03  7.40480416e+02 -4.61408854e+02 -5.35690197e+02  6.23613117e+02
 -3.89744225e+02 -1.38226405e+03  7.26632893e+02 -4.60038442e+02 -5.32773240e+02  6.28944761e+02
 -3.95820517e+02 -1.37945825e+03  7.12750410e+02 -4.58609494e+02 -5.29902814e+02  6.34246085e+02
 -4.01837346e+02 -1.37654007e+03  6.98833650e+02 -4.57123126e+02 -5.27080247e+02  6.39516821e+02
 -4.07792147e+02 -1.37351090e+03  6.84883315e+02 -4.55580492e+02 -5.24306839e+02  6.44756683e+02
 -4.13682376e+02 -1.37037219e+03  6.70900155e+02 -4.53982787e+02 -5.21583864e+02  6.49965340e+02
 -4.19505505e+02 -1.36712546e+03  6.56885191e+02 -4.52331251e+02 -5.18912567e+02  6.55142193e+02
 -4.25259008e+02 -1.36377227e+03  6.42896042e+02 -4.50627189e+02 -5.16294166e+02  6.60230049e+02
 -4.30940316e+02 -1.36031424e+03  6.28932411e+02 -4.48872010e+02 -5.13729844e+02  6.65229634e+02
 -4.36546684e+02 -1.35675308e+03  6.14937785e+02 -4.47067366e+02 -5.11220752e+02  6.70197893e+02
 -4.42074487e+02 -1.35309052e+03  6.00913357e+02 -4.45215853e+02 -5.08767992e+02  6.75134066e+02
 -4.47504416e+02 -1.34932856e+03  5.86859904e+02 -4.43335821e+02 -5.06372473e+02  6.80037816e+02
 -4.52845776e+02 -1.34546952e+03  5.72778138e+02 -4.41417068e+02 -5.04034771e+02  6.84908869e+02
 -4.58115272e+02 -1.34151509e+03  5.58668756e+02 -4.39442064e+02 -5.01756120e+02  6.89746974e+02
 -4.63301276e+02 -1.33746708e+03  5.44532447e+02 -4.37421673e+02 -4.99537657e+02  6.94551887e+02
 -4.68400617e+02 -1.33332745e+03  5.30369898e+02 -4.35358376e+02 -4.97380389e+02  6.99323371e+02
 -4.73410895e+02 -1.32909820e+03  5.16181794e+02 -4.33253948e+02 -4.95285275e+02  7.04061192e+02
 -4.78329949e+02 -1.32478142e+03  5.01968823e+02 -4.31109998e+02 -4.93253235e+02  7.08765120e+02
 -4.83155732e+02 -1.32037921e+03  4.87731669e+02 -4.28928082e+02 -4.91285155e+02  7.13434925e+02
 -4.87886282e+02 -1.31589373e+03  4.73471021e+02 -4.26709749e+02 -4.89381880e+02  7.18070382e+02
 -4.92519702e+02 -1.31132721e+03  4.59187566e+02 -4.24456546e+02 -4.87544225e+02  7.22671266e+02
 -4.97054159e+02 -1.30668189e+03  4.44881994e+02 -4.22170030e+02 -4.85772965e+02  7.27237354e+02
 -5.01487876e+02 -1.30196005e+03  4.30554993e+02 -4.19851769e+02 -4.84068842e+02  7.31768426e+02
 -5.05819134e+02 -1.29716404e+03  4.16207254e+02 -4.17503344e+02 -4.82432559e+02  7.36264263e+02
 -5.10046272e+02 -1.29229623e+03  4.01839468e+02 -4.15126348e+02 -4.80864785e+02  7.40724649e+02
 -5.14167684e+02 -1.28735902e+03  3.87452329e+02 -4.12722388e+02 -4.79366150e+02  7.45149367e+02
 -5.18181822e+02 -1.28235486e+03  3.73046528e+02 -4.10293084e+02 -4.77937247e+02  7.49538205e+02
 -5.22087198e+02 -1.27728623e+03  3.58622761e+02 -4.07840066e+02 -4.76578634e+02  7.53890951e+02
 -5.25882378e+02 -1.27215565e+03  3.44181721e+02 -4.05364980e+02 -4.75290828e+02  7.58207394e+02
 -5.29565992e+02 -1.26696566e+03  3.29724105e+02 -4.02869478e+02 -4.74074310e+02  7.62487328e+02
 -5.33136724e+02 -1.26171883e+03  3.15250609e+02 -4.00355225e+02 -4.72929523e+02  7.66730546e+02
 -5.36593322e+02 -1.25641779e+03  3.00761930e+02 -3.97823894e+02 -4.71856870e+02  7.70936842e+02
 -5.39934593e+02 -1.25106515e+03  2.86258765e+02 -3.95277168e+02 -4.70856715e+02  7.75106015e+02
 -5.43159407e+02 -1.24566358e+03  2.71741814e+02 -3.92716737e+02 -4.69929387e+02  7.79237864e+02
 -5.46266694e+02 -1.24021578e+03  2.57211776e+02 -3.90144296e+02 -4.69075171e+02  7.83332189e+02
 -5.49255446e+02 -1.23472444e+03  2.42669350e+02 -3.87561550e+02 -4.68294316e+02  7.87388793e+02
 -5.52124719e+02 -1.22919231e+03  2.28115238e+02 -3.84970206e+02 -4.67587030e+02  7.91407481e+02
 -5.54873632e+02 -1.22362214e+03  2.13550138e+02 -3.82371976e+02 -4.66953484e+02  7.95388060e+02
 -5.57501368e+02 -1.21801670e+03  1.98974754e+02 -3.79768575e+02 -4.66393806e+02  7.99330336e+02
 -5.60007175e+02 -1.21237878e+03  1.84389788e+02 -3.77161720e+02 -4.65908087e+02  8.03234122e+02
 -5.62390362e+02 -1.20671119e+03  1.69795941e+02 -3.74553133e+02 -4.65496379e+02  8.07099227e+02
 -5.64650308e+02 -1.20101676e+03  1.55193916e+02 -3.71944532e+02 -4.65158692e+02  8.10925468e+02
 -5.66786453e+02 -1.19529832e+03  1.40584417e+02 -3.69337637e+02 -4.64894997e+02  8.14712658e+02
 -5.68798304e+02 -1.18955873e+03  1.25968147e+02 -3.66734166e+02 -4.64705226e+02  8.18460615e+02
 -5.70685436e+02 -1.18380083e+03  1.11345811e+02 -3.64135837e+02 -4.64589273e+02  8.22169160e+02
 -5.72447486e+02 -1.17802751e+03  9.67181113e+01 -3.61544363e+02 -4.64546988e+02  8.25838113e+02
 -5.74084160e+02 -1.17224164e+03  8.20857538e+01 -3.58961453e+02 -4.64578187e+02  8.29467297e+02
 -5.75595230e+02 -1.16644609e+03  6.74494428e+01 -3.56388812e+02 -4.64682643e+02  8.33056539e+02
 -5.76980533e+02 -1.16064376e+03  5.28098831e+01 -3.53828139e+02 -4.64860090e+02  8.36605665e+02
 -5.78239973e+02 -1.15483754e+03  3.81677796e+01 -3.51281127e+02 -4.65110224e+02  8.40114503e+02
 -5.79373524e+02 -1.14903032e+03  2.35238377e+01 -3.48749460e+02 -4.65432702e+02  8.43582886e+02
 -5.80381220e+02 -1.14322498e+03  8.87876237e+00 -3.46234817e+02 -4.65827143e+02  8.47010646e+02
 -5.81263169e+02 -1.13742443e+03 -5.76674101e+00 -3.43738863e+02 -4.66293125e+02  8.50397618e+02
 -5.82019539e+02 -1.13163153e+03 -2.04119672e+01 -3.41263256e+02 -4.66830190e+02  8.53743638e+02
 -5.82650568e+02 -1.12584919e+03 -3.50562108e+01 -3.38809642e+02 -4.67437841e+02  8.57048547e+02
 -5.83156561e+02 -1.12008026e+03 -4.96987668e+01 -3.36379656e+02 -4.68115543e+02  8.60312183e+02
 -5.83537886e+02 -1.11432763e+03 -6.43389299e+01 -3.33974918e+02 -4.68862725e+02  8.63534391e+02
 -5.83794979e+02 -1.10859413e+03 -7.89759951e+01 -3.31597038e+02 -4.69678777e+02  8.66715015e+02
 -5.83928343e+02 -1.10288264e+03 -9.36092575e+01 -3.29247608e+02 -4.70563052e+02  8.69853903e+02
 -5.83938543e+02 -1.09719597e+03 -1.08238012e+02 -3.26928207e+02 -4.71514868e+02  8.72950902e+02
 -5.83826211e+02 -1.09153695e+03 -1.22861556e+02 -3.24640396e+02 -4.72533506e+02  8.76005863e+02
 -5.83592044e+02 -1.08590839e+03 -1.37479182e+02 -3.22385720e+02 -4.73618211e+02  8.79018640e+02
 -5.83236805e+02 -1.08031308e+03 -1.52090189e+02 -3.20165707e+02 -4.74768193e+02  8.81989088e+02
 -5.82761317e+02 -1.07475378e+03 -1.66693872e+02 -3.17981864e+02 -4.75982626e+02  8.84917062e+02
 -5.82166469e+02 -1.06923324e+03 -1.81289528e+02 -3.15835682e+02 -4.77260652e+02  8.87802424e+02
 -5.81453214e+02 -1.06375420e+03 -1.95876455e+02 -3.13728629e+02 -4.78601377e+02  8.90645032e+02
 -5.80622567e+02 -1.05831937e+03 -2.10453949e+02 -3.11662152e+02 -4.80003872e+02  8.93444751e+02
 -5.79675603e+02 -1.05293142e+03 -2.25021308e+02 -3.09637678e+02 -4.81467178e+02  8.96201446e+02
 -5.78613460e+02 -1.04759302e+03 -2.39577832e+02 -3.07656611e+02 -4.82990301e+02  8.98914983e+02
 -5.77437339e+02 -1.04230679e+03 -2.54122819e+02 -3.05720330e+02 -4.84572217e+02  9.01585233e+02
 -5.76148498e+02 -1.03707534e+03 -2.68655569e+02 -3.03830193e+02 -4.86211868e+02  9.04212066e+02
 -5.74748256e+02 -1.03190123e+03 -2.83175381e+02 -3.01987531e+02 -4.87908167e+02  9.06795357e+02
 -5.73237991e+02 -1.02678702e+03 -2.97681558e+02 -3.00193649e+02 -4.89659996e+02  9.09334980e+02
 -5.71619139e+02 -1.02173520e+03 -3.12173399e+02 -2.98449829e+02 -4.91466207e+02  9.11830814e+02
 -5.69893193e+02 -1.01674826e+03 -3.26650208e+02 -2.96757324e+02 -4.93325623e+02  9.14282737e+02
 -5.68061703e+02 -1.01182863e+03 -3.41111287e+02 -2.95117358e+02 -4.95237038e+02  9.16690633e+02
 -5.66126274e+02 -1.00697872e+03 -3.55555939e+02 -2.93531131e+02 -4.97199219e+02  9.19054385e+02
 -5.64088568e+02 -1.00220089e+03 -3.69983470e+02 -2.91999811e+02 -4.99210905e+02  9.21373880e+02
 -5.61950300e+02 -9.97497473e+02 -3.84393184e+02 -2.90524538e+02 -5.01270808e+02  9.23649005e+02
 -5.59713236e+02 -9.92870755e+02 -3.98784387e+02 -2.89106421e+02 -5.03377616e+02  9.25879651e+02
 -5.57379197e+02 -9.88322979e+02 -4.13156387e+02 -2.87746540e+02 -5.05529989e+02  9.28065710e+02
 -5.54950054e+02 -9.83856350e+02 -4.27508491e+02 -2.86445943e+02 -5.07726564e+02  9.30207078e+02
 -5.52427728e+02 -9.79473026e+02 -4.41840008e+02 -2.85205645e+02 -5.09965955e+02  9.32303652e+02
 -5.49814191e+02 -9.75175123e+02 -4.56150248e+02 -2.84026632e+02 -5.12246752e+02  9.34355329e+02
 -5.47111462e+02 -9.70964709e+02 -4.70438522e+02 -2.82909853e+02 -5.14567521e+02  9.36362012e+02
 -5.44321605e+02 -9.66843805e+02 -4.84704142e+02 -2.81856228e+02 -5.16926811e+02  9.38323604e+02
 -5.41446734e+02 -9.62814384e+02 -4.98946420e+02 -2.80866641e+02 -5.19323145e+02  9.40240010e+02
 -5.38489004e+02 -9.58878372e+02 -5.13164672e+02 -2.79941942e+02 -5.21755030e+02  9.42111138e+02
 -5.35450618e+02 -9.55037641e+02 -5.27358211e+02 -2.79082946e+02 -5.24220952e+02  9.43936898e+02
 -5.32333817e+02 -9.51294015e+02 -5.41526356e+02 -2.78290433e+02 -5.26719378e+02  9.45717203e+02
 -5.29140886e+02 -9.47649263e+02 -5.55668423e+02 -2.77565150e+02 -5.29248759e+02  9.47451965e+02
 -5.25874151e+02 -9.44105104e+02 -5.69783731e+02 -2.76907803e+02 -5.31807528e+02  9.49141102e+02
 -5.22535974e+02 -9.40663201e+02 -5.83871601e+02 -2.76319067e+02 -5.34394103e+02  9.50784533e+02
 -5.19128758e+02 -9.37325163e+02 -5.97931355e+02 -2.75799577e+02 -5.37006887e+02  9.52382178e+02
 -5.15654939e+02 -9.34092542e+02 -6.11962314e+02 -2.75349932e+02 -5.39644267e+02  9.53933960e+02
 -5.12116991e+02 -9.30966834e+02 -6.25963804e+02 -2.74970694e+02 -5.42304618e+02  9.55439805e+02
 -5.08517421e+02 -9.27949478e+02 -6.39935151e+02 -2.74662387e+02 -5.44986303e+02  9.56899640e+02
 -5.04858767e+02 -9.25041855e+02 -6.53875681e+02 -2.74425497e+02 -5.47687673e+02  9.58313395e+02
 -5.01143600e+02 -9.22245286e+02 -6.67784723e+02 -2.74260472e+02 -5.50407067e+02  9.59681001e+02
 -4.97374519e+02 -9.19561035e+02 -6.81661607e+02 -2.74167723e+02 -5.53142816e+02  9.61002393e+02
 -4.93554155e+02 -9.16990302e+02 -6.95505666e+02 -2.74147620e+02 -5.55893240e+02  9.62277507e+02
 -4.89685160e+02 -9.14534229e+02 -7.09316232e+02 -2.74200496e+02 -5.58656652e+02  9.63506283e+02
 -4.85770218e+02 -9.12193896e+02 -7.23092640e+02 -2.74326643e+02 -5.61431358e+02  9.64688659e+02
 -4.81812033e+02 -9.09970320e+02 -7.36834227e+02 -2.74526317e+02 -5.64215658e+02  9.65824581e+02
 -4.77813332e+02 -9.07864456e+02 -7.50540332e+02 -2.74799732e+02 -5.67007845e+02  9.66913992e+02
 -4.73776865e+02 -9.05877195e+02 -7.64210294e+02 -2.75147064e+02 -5.69806208e+02  9.67956841e+02
 -4.69705402e+02 -9.04009367e+02 -7.77843454e+02 -2.75568448e+02 -5.72609034e+02  9.68953077e+02
 -4.65601729e+02 -9.02261736e+02 -7.91439157e+02 -2.76063982e+02 -5.75414606e+02  9.69902653e+02
 -4.61468650e+02 -9.00635000e+02 -8.04996748e+02 -2.76633722e+02 -5.78221204e+02  9.70805522e+02
 -4.57308986e+02 -8.99129796e+02 -8.18515573e+02 -2.77277686e+02 -5.81027110e+02  9.71661641e+02
 -4.53125570e+02 -8.97746693e+02 -8.31994982e+02 -2.77995851e+02 -5.83830603e+02  9.72470969e+02
 -4.48921248e+02 -8.96486195e+02 -8.45434326e+02 -2.78788155e+02 -5.86629966e+02  9.73233467e+02
 -4.44698877e+02 -8.95348742e+02 -8.58832957e+02 -2.79654497e+02 -5.89423481e+02  9.73949098e+02
 -4.40461324e+02 -8.94334706e+02 -8.72190230e+02 -2.80594734e+02 -5.92209436e+02  9.74617828e+02
 -4.36211461e+02 -8.93444394e+02 -8.85505502e+02 -2.81608687e+02 -5.94986118e+02  9.75239624e+02
 -4.31952171e+02 -8.92678046e+02 -8.98778133e+02 -2.82696135e+02 -5.97751824e+02  9.75814457e+02
 -4.27686339e+02 -8.92035836e+02 -9.12007481e+02 -2.83856819e+02 -6.00504852e+02  9.76342299e+02
 -4.23416853e+02 -8.91517872e+02 -9.25192912e+02 -2.85090439e+02 -6.03243510e+02  9.76823124e+02
 -4.19146604e+02 -8.91124194e+02 -9.38333789e+02 -2.86396658e+02 -6.05966110e+02  9.77256909e+02
 -4.14878484e+02 -8.90854776e+02 -9.51429479e+02 -2.87775098e+02 -6.08670976e+02  9.77643634e+02
 -4.10615382e+02 -8.90709526e+02 -9.64479353e+02 -2.89225345e+02 -6.11356437e+02  9.77983280e+02
 -4.06360184e+02 -8.90688286e+02 -9.77482782e+02 -2.90746944e+02 -6.14020834e+02  9.78275830e+02
 -4.02115776e+02 -8.90790828e+02 -9.90439139e+02 -2.92339403e+02 -6.16662521e+02  9.78521271e+02
 -3.97885033e+02 -8.91016863e+02 -1.00334780e+03 -2.94002190e+02 -6.19279860e+02  9.78719589e+02
 -3.93670827e+02 -8.91366031e+02 -1.01620815e+03 -2.95734736e+02 -6.21871227e+02  9.78870777e+02
 -3.89476019e+02 -8.91837908e+02 -1.02901955e+03 -2.97536436e+02 -6.24435013e+02  9.78974827e+02
 -3.85303462e+02 -8.92432005e+02 -1.04178141e+03 -2.99406644e+02 -6.26969622e+02  9.79031733e+02
 -3.81155997e+02 -8.93147765e+02 -1.05449310e+03 -3.01344679e+02 -6.29473473e+02  9.79041493e+02
 -3.77036453e+02 -8.93984568e+02 -1.06715400e+03 -3.03349820e+02 -6.31945002e+02  9.79004107e+02
