               t             x_1             y_1             z_1            v_x1            v_y1            v_z1
  3.60000000e-01 -7.23703452e+00 -1.53381563e+02  1.82614804e+03 -3.69563149e+02 -3.69563149e+02 -3.69563149e+02
  3.70000000e-01 -1.10106623e+01 -1.56528349e+02  1.82282381e+03 -3.77362783e+02 -3.77362783e+02 -3.77362783e+02
  3.80000000e-01 -1.48603238e+01 -1.59588042e+02  1.81941181e+03 -3.84966140e+02 -3.84966140e+02 -3.84966140e+02
  3.90000000e-01 -1.87840144e+01 -1.62558885e+02  1.81591219e+03 -3.92369065e+02 -3.92369065e+02 -3.92369065e+02
  4.00000000e-01 -2.27796894e+01 -1.65439168e+02  1.81232512e+03 -3.99567504e+02 -3.99567504e+02 -3.99567504e+02
  4.10000000e-01 -2.68452646e+01 -1.68227226e+02  1.80865078e+03 -4.06557512e+02 -4.06557512e+02 -4.06557512e+02
  4.20000000e-01 -3.09786171e+01 -1.70921444e+02  1.80488934e+03 -4.13335250e+02 -4.13335250e+02 -4.13335250e+02
  4.30000000e-01 -3.51775870e+01 -1.73520254e+02  1.80104098e+03 -4.19896990e+02 -4.19896990e+02 -4.19896990e+02
  4.40000000e-01 -3.94399781e+01 -1.76022139e+02  1.79710590e+03 -4.26239118e+02 -4.26239118e+02 -4.26239118e+02
  4.50000000e-01 -4.37635595e+01 -1.78425632e+02  1.79308427e+03 -4.32358132e+02 -4.32358132e+02 -4.32358132e+02
  4.60000000e-01 -4.81460660e+01 -1.80729318e+02  1.78897629e+03 -4.38250649e+02 -4.38250649e+02 -4.38250649e+02
  4.70000000e-01 -5.25852000e+01 -1.82931833e+02  1.78478216e+03 -4.43913401e+02 -4.43913401e+02 -4.43913401e+02
  4.80000000e-01 -5.70786324e+01 -1.85031868e+02  1.78050209e+03 -4.49343243e+02 -4.49343243e+02 -4.49343243e+02
  4.90000000e-01 -6.16240039e+01 -1.87028164e+02  1.77613627e+03 -4.54537150e+02 -4.54537150e+02 -4.54537150e+02
  5.00000000e-01 -6.62189261e+01 -1.88919520e+02  1.77168492e+03 -4.59492221e+02 -4.59492221e+02 -4.59492221e+02
  5.10000000e-01 -7.08609829e+01 -1.90704788e+02  1.76714826e+03 -4.64205679e+02 -4.64205679e+02 -4.64205679e+02
  5.20000000e-01 -7.55477317e+01 -1.92382877e+02  1.76252649e+03 -4.68674876e+02 -4.68674876e+02 -4.68674876e+02
  5.30000000e-01 -8.02767046e+01 -1.93952749e+02  1.75781985e+03 -4.72897289e+02 -4.72897289e+02 -4.72897289e+02
  5.40000000e-01 -8.50454098e+01 -1.95413428e+02  1.75302856e+03 -4.76870527e+02 -4.76870527e+02 -4.76870527e+02
  5.50000000e-01 -8.98513331e+01 -1.96763990e+02  1.74815285e+03 -4.80592327e+02 -4.80592327e+02 -4.80592327e+02
  5.60000000e-01 -9.46919387e+01 -1.98003573e+02  1.74319295e+03 -4.84060562e+02 -4.84060562e+02 -4.84060562e+02
  5.70000000e-01 -9.95646711e+01 -1.99131371e+02  1.73814911e+03 -4.87273235e+02 -4.87273235e+02 -4.87273235e+02
  5.80000000e-01 -1.04466956e+02 -2.00146637e+02  1.73302157e+03 -4.90228485e+02 -4.90228485e+02 -4.90228485e+02
  5.90000000e-01 -1.09396202e+02 -2.01048686e+02  1.72781057e+03 -4.92924585e+02 -4.92924585e+02 -4.92924585e+02
  6.00000000e-01 -1.14349801e+02 -2.01836889e+02  1.72251637e+03 -4.95359947e+02 -4.95359947e+02 -4.95359947e+02
  6.10000000e-01 -1.19325132e+02 -2.02510678e+02  1.71713922e+03 -4.97533117e+02 -4.97533117e+02 -4.97533117e+02
  6.20000000e-01 -1.24319560e+02 -2.03069548e+02  1.71167938e+03 -4.99442782e+02 -4.99442782e+02 -4.99442782e+02
  6.30000000e-01 -1.29330438e+02 -2.03513050e+02  1.70613711e+03 -5.01087768e+02 -5.01087768e+02 -5.01087768e+02
  6.40000000e-01 -1.34355108e+02 -2.03840801e+02  1.70051267e+03 -5.02467038e+02 -5.02467038e+02 -5.02467038e+02
  6.50000000e-01 -1.39390905e+02 -2.04052476e+02  1.69480635e+03 -5.03579699e+02 -5.03579699e+02 -5.03579699e+02
  6.60000000e-01 -1.44435155e+02 -2.04147812e+02  1.68901842e+03 -5.04424997e+02 -5.04424997e+02 -5.04424997e+02
  6.70000000e-01 -1.49485178e+02 -2.04126607e+02  1.68314914e+03 -5.05002318e+02 -5.05002318e+02 -5.05002318e+02
  6.80000000e-01 -1.54538290e+02 -2.03988723e+02  1.67719881e+03 -5.05311193e+02 -5.05311193e+02 -5.05311193e+02
  6.90000000e-01 -1.59591803e+02 -2.03734081e+02  1.67116772e+03 -5.05351292e+02 -5.05351292e+02 -5.05351292e+02
  7.00000000e-01 -1.64643028e+02 -2.03362666e+02  1.66505615e+03 -5.05122431e+02 -5.05122431e+02 -5.05122431e+02
  7.10000000e-01 -1.69689273e+02 -2.02874524e+02  1.65886439e+03 -5.04624565e+02 -5.04624565e+02 -5.04624565e+02
  7.20000000e-01 -1.74727851e+02 -2.02269764e+02  1.65259276e+03 -5.03857793e+02 -5.03857793e+02 -5.03857793e+02
  7.30000000e-01 -1.79756075e+02 -2.01548554e+02  1.64624153e+03 -5.02822358e+02 -5.02822358e+02 -5.02822358e+02
  7.40000000e-01 -1.84771261e+02 -2.00711127e+02  1.63981104e+03 -5.01518643e+02 -5.01518643e+02 -5.01518643e+02
  7.50000000e-01 -1.89770733e+02 -1.99757777e+02  1.63330157e+03 -4.99947176e+02 -4.99947176e+02 -4.99947176e+02
  7.60000000e-01 -1.94751819e+02 -1.98688860e+02  1.62671345e+03 -4.98108627e+02 -4.98108627e+02 -4.98108627e+02
  7.70000000e-01 -1.99711857e+02 -1.97504792e+02  1.62004700e+03 -4.96003807e+02 -4.96003807e+02 -4.96003807e+02
  7.80000000e-01 -2.04648194e+02 -1.96206051e+02  1.61330253e+03 -4.93633668e+02 -4.93633668e+02 -4.93633668e+02
  7.90000000e-01 -2.09558187e+02 -1.94793177e+02  1.60648037e+03 -4.90999307e+02 -4.90999307e+02 -4.90999307e+02
  8.00000000e-01 -2.14439207e+02 -1.93266770e+02  1.59958085e+03 -4.88101958e+02 -4.88101958e+02 -4.88101958e+02
  8.10000000e-01 -2.19288637e+02 -1.91627492e+02  1.59260430e+03 -4.84942996e+02 -4.84942996e+02 -4.84942996e+02
  8.20000000e-01 -2.24103876e+02 -1.89876062e+02  1.58555105e+03 -4.81523937e+02 -4.81523937e+02 -4.81523937e+02
  8.30000000e-01 -2.28882340e+02 -1.88013263e+02  1.57842146e+03 -4.77846436e+02 -4.77846436e+02 -4.77846436e+02
  8.40000000e-01 -2.33621463e+02 -1.86039935e+02  1.57121585e+03 -4.73912283e+02 -4.73912283e+02 -4.73912283e+02
  8.50000000e-01 -2.38318697e+02 -1.83956977e+02  1.56393457e+03 -4.69723408e+02 -4.69723408e+02 -4.69723408e+02
  8.60000000e-01 -2.42971516e+02 -1.81765349e+02  1.55657799e+03 -4.65281878e+02 -4.65281878e+02 -4.65281878e+02
  8.70000000e-01 -2.47577415e+02 -1.79466066e+02  1.54914644e+03 -4.60589892e+02 -4.60589892e+02 -4.60589892e+02
  8.80000000e-01 -2.52133913e+02 -1.77060203e+02  1.54164030e+03 -4.55649787e+02 -4.55649787e+02 -4.55649787e+02
  8.90000000e-01 -2.56638553e+02 -1.74548892e+02  1.53405991e+03 -4.50464028e+02 -4.50464028e+02 -4.50464028e+02
  9.00000000e-01 -2.61088905e+02 -1.71933321e+02  1.52640566e+03 -4.45035217e+02 -4.45035217e+02 -4.45035217e+02
  9.10000000e-01 -2.65482566e+02 -1.69214734e+02  1.51867789e+03 -4.39366084e+02 -4.39366084e+02 -4.39366084e+02
  9.20000000e-01 -2.69817161e+02 -1.66394431e+02  1.51087699e+03 -4.33459487e+02 -4.33459487e+02 -4.33459487e+02
  9.30000000e-01 -2.74090345e+02 -1.63473765e+02  1.50300334e+03 -4.27318414e+02 -4.27318414e+02 -4.27318414e+02
  9.40000000e-01 -2.78299805e+02 -1.60454146e+02  1.49505730e+03 -4.20945978e+02 -4.20945978e+02 -4.20945978e+02
  9.50000000e-01 -2.82443259e+02 -1.57337034e+02  1.48703927e+03 -4.14345415e+02 -4.14345415e+02 -4.14345415e+02
  9.60000000e-01 -2.86518460e+02 -1.54123945e+02  1.47894963e+03 -4.07520088e+02 -4.07520088e+02 -4.07520088e+02
  9.70000000e-01 -2.90523195e+02 -1.50816443e+02  1.47078877e+03 -4.00473476e+02 -4.00473476e+02 -4.00473476e+02
  9.80000000e-01 -2.94455286e+02 -1.47416147e+02  1.46255708e+03 -3.93209182e+02 -3.93209182e+02 -3.93209182e+02
  9.90000000e-01 -2.98312596e+02 -1.43924724e+02  1.45425496e+03 -3.85730923e+02 -3.85730923e+02 -3.85730923e+02
  1.00000000e+00 -3.02093021e+02 -1.40343889e+02  1.44588281e+03 -3.78042535e+02 -3.78042535e+02 -3.78042535e+02
  1.01000000e+00 -3.05794501e+02 -1.36675408e+02  1.43744103e+03 -3.70147965e+02 -3.70147965e+02 -3.70147965e+02
  1.02000000e+00 -3.09415013e+02 -1.32921093e+02  1.42893003e+03 -3.62051272e+02 -3.62051272e+02 -3.62051272e+02
  1.03000000e+00 -3.12952580e+02 -1.29082805e+02  1.42035021e+03 -3.53756627e+02 -3.53756627e+02 -3.53756627e+02
  1.04000000e+00 -3.16405263e+02 -1.25162446e+02  1.41170200e+03 -3.45268306e+02 -3.45268306e+02 -3.45268306e+02
  1.05000000e+00 -3.19771170e+02 -1.21161968e+02  1.40298581e+03 -3.36590690e+02 -3.36590690e+02 -3.36590690e+02
  1.06000000e+00 -3.23048452e+02 -1.17083362e+02  1.39420205e+03 -3.27728265e+02 -3.27728265e+02 -3.27728265e+02
  1.07000000e+00 -3.26235308e+02 -1.12928665e+02  1.38535116e+03 -3.18685616e+02 -3.18685616e+02 -3.18685616e+02
  1.08000000e+00 -3.29329983e+02 -1.08699953e+02  1.37643355e+03 -3.09467427e+02 -3.09467427e+02 -3.09467427e+02
  1.09000000e+00 -3.32330768e+02 -1.04399346e+02  1.36744966e+03 -3.00078478e+02 -3.00078478e+02 -3.00078478e+02
  1.10000000e+00 -3.35236004e+02 -1.00028998e+02  1.35839992e+03 -2.90523642e+02 -2.90523642e+02 -2.90523642e+02
  1.11000000e+00 -3.38044083e+02 -9.55911075e+01  1.34928476e+03 -2.80807882e+02 -2.80807882e+02 -2.80807882e+02
  1.12000000e+00 -3.40753445e+02 -9.10879051e+01  1.34010462e+03 -2.70936251e+02 -2.70936251e+02 -2.70936251e+02
  1.13000000e+00 -3.43362584e+02 -8.65216597e+01  1.33085996e+03 -2.60913887e+02 -2.60913887e+02 -2.60913887e+02
  1.14000000e+00 -3.45870044e+02 -8.18946747e+01  1.32155120e+03 -2.50746009e+02 -2.50746009e+02 -2.50746009e+02
  1.15000000e+00 -3.48274423e+02 -7.72092867e+01  1.31217880e+03 -2.40437920e+02 -2.40437920e+02 -2.40437920e+02
  1.16000000e+00 -3.50574373e+02 -7.24678651e+01  1.30274321e+03 -2.29994997e+02 -2.29994997e+02 -2.29994997e+02
  1.17000000e+00 -3.52768600e+02 -6.76728100e+01  1.29324489e+03 -2.19422694e+02 -2.19422694e+02 -2.19422694e+02
  1.18000000e+00 -3.54855866e+02 -6.28265517e+01  1.28368429e+03 -2.08726536e+02 -2.08726536e+02 -2.08726536e+02
  1.19000000e+00 -3.56834987e+02 -5.79315488e+01  1.27406187e+03 -1.97912115e+02 -1.97912115e+02 -1.97912115e+02
  1.20000000e+00 -3.58704838e+02 -5.29902874e+01  1.26437810e+03 -1.86985093e+02 -1.86985093e+02 -1.86985093e+02
  1.21000000e+00 -3.60464350e+02 -4.80052796e+01  1.25463344e+03 -1.75951192e+02 -1.75951192e+02 -1.75951192e+02
  1.22000000e+00 -3.62112512e+02 -4.29790621e+01  1.24482836e+03 -1.64816194e+02 -1.64816194e+02 -1.64816194e+02
  1.23000000e+00 -3.63648371e+02 -3.79141948e+01  1.23496334e+03 -1.53585939e+02 -1.53585939e+02 -1.53585939e+02
  1.24000000e+00 -3.65071034e+02 -3.28132600e+01  1.22503885e+03 -1.42266322e+02 -1.42266322e+02 -1.42266322e+02
  1.25000000e+00 -3.66379667e+02 -2.76788603e+01  1.21505536e+03 -1.30863287e+02 -1.30863287e+02 -1.30863287e+02
  1.26000000e+00 -3.67573495e+02 -2.25136177e+01  1.20501336e+03 -1.19382825e+02 -1.19382825e+02 -1.19382825e+02
  1.27000000e+00 -3.68651805e+02 -1.73201722e+01  1.19491333e+03 -1.07830975e+02 -1.07830975e+02 -1.07830975e+02
  1.28000000e+00 -3.69613943e+02 -1.21011801e+01  1.18475576e+03 -9.62138132e+01 -9.62138132e+01 -9.62138132e+01
  1.29000000e+00 -3.70459318e+02 -6.85931295e+00  1.17454114e+03 -8.45374572e+01 -8.45374572e+01 -8.45374572e+01
  1.30000000e+00 -3.71187398e+02 -1.59725600e+00  1.16426995e+03 -7.28080582e+01 -7.28080582e+01 -7.28080582e+01
  1.31000000e+00 -3.71797716e+02  3.68229324e+00  1.15394270e+03 -6.10317991e+01 -6.10317991e+01 -6.10317991e+01
  1.32000000e+00 -3.72289865e+02  8.97662642e+00  1.14355988e+03 -4.92148915e+01 -4.92148915e+01 -4.92148915e+01
  1.33000000e+00 -3.72663501e+02  1.42830257e+01  1.13312199e+03 -3.73635721e+01 -3.73635721e+01 -3.73635721e+01
  1.34000000e+00 -3.72918342e+02  1.95987653e+01  1.12262953e+03 -2.54840995e+01 -2.54840995e+01 -2.54840995e+01
  1.35000000e+00 -3.73054170e+02  2.49211129e+01  1.11208301e+03 -1.35827508e+01 -1.35827508e+01 -1.35827508e+01
  1.36000000e+00 -3.73070828e+02  3.02473311e+01  1.10148294e+03 -1.66581838e+00 -1.66581838e+00 -1.66581838e+00
  1.37000000e+00 -3.72968224e+02  3.55746786e+01  1.09082982e+03  1.02603933e+01  1.02603933e+01  1.02603933e+01
  1.38000000e+00 -3.72746328e+02  4.09004121e+01  1.08012418e+03  2.21895714e+01  2.21895714e+01  2.21895714e+01
  1.39000000e+00 -3.72405174e+02  4.62217877e+01  1.06936652e+03  3.41153978e+01  3.41153978e+01  3.41153978e+01
  1.40000000e+00 -3.71944859e+02  5.15360619e+01  1.05855736e+03  4.60315524e+01  4.60315524e+01  4.60315524e+01
  1.41000000e+00 -3.71365541e+02  5.68404934e+01  1.04769723e+03  5.79317165e+01  5.79317165e+01  5.79317165e+01
  1.42000000e+00 -3.70667446e+02  6.21323448e+01  1.03678664e+03  6.98095764e+01  6.98095764e+01  6.98095764e+01
  1.43000000e+00 -3.69850857e+02  6.74088833e+01  1.02582613e+03  8.16588265e+01  8.16588265e+01  8.16588265e+01
  1.44000000e+00 -3.68916126e+02  7.26673831e+01  1.01481622e+03  9.34731727e+01  9.34731727e+01  9.34731727e+01
  1.45000000e+00 -3.67863662e+02  7.79051261e+01  1.00375743e+03  1.05246336e+02  1.05246336e+02  1.05246336e+02
  1.46000000e+00 -3.66693942e+02  8.31194036e+01  9.92650315e+02  1.16972054e+02  1.16972054e+02  1.16972054e+02
  1.47000000e+00 -3.65407501e+02  8.83075179e+01  9.81495393e+02  1.28644089e+02  1.28644089e+02  1.28644089e+02
  1.48000000e+00 -3.64004939e+02  9.34667835e+01  9.70293206e+02  1.40256226e+02  1.40256226e+02  1.40256226e+02
  1.49000000e+00 -3.62486916e+02  9.85945286e+01  9.59044294e+02  1.51802277e+02  1.51802277e+02  1.51802277e+02
  1.50000000e+00 -3.60854155e+02  1.03688097e+02  9.47749198e+02  1.63276089e+02  1.63276089e+02  1.63276089e+02
  1.51000000e+00 -3.59107440e+02  1.08744848e+02  9.36408461e+02  1.74671540e+02  1.74671540e+02  1.74671540e+02
  1.52000000e+00 -3.57247614e+02  1.13762159e+02  9.25022632e+02  1.85982548e+02  1.85982548e+02  1.85982548e+02
  1.53000000e+00 -3.55275583e+02  1.18737429e+02  9.13592256e+02  1.97203073e+02  1.97203073e+02  1.97203073e+02
  1.54000000e+00 -3.53192312e+02  1.23668076e+02  9.02117886e+02  2.08327118e+02  2.08327118e+02  2.08327118e+02
  1.55000000e+00 -3.50998825e+02  1.28551539e+02  8.90600073e+02  2.19348734e+02  2.19348734e+02  2.19348734e+02
  1.56000000e+00 -3.48696205e+02  1.33385282e+02  8.79039372e+02  2.30262022e+02  2.30262022e+02  2.30262022e+02
  1.57000000e+00 -3.46285593e+02  1.38166794e+02  8.67436340e+02  2.41061140e+02  2.41061140e+02  2.41061140e+02
  1.58000000e+00 -3.43768190e+02  1.42893591e+02  8.55791536e+02  2.51740300e+02  2.51740300e+02  2.51740300e+02
  1.59000000e+00 -3.41145252e+02  1.47563213e+02  8.44105520e+02  2.62293776e+02  2.62293776e+02  2.62293776e+02
  1.60000000e+00 -3.38418093e+02  1.52173234e+02  8.32378856e+02  2.72715905e+02  2.72715905e+02  2.72715905e+02
  1.61000000e+00 -3.35588082e+02  1.56721254e+02  8.20612107e+02  2.83001090e+02  2.83001090e+02  2.83001090e+02
  1.62000000e+00 -3.32656644e+02  1.61204906e+02  8.08805841e+02  2.93143804e+02  2.93143804e+02  2.93143804e+02
  1.63000000e+00 -3.29625259e+02  1.65621857e+02  7.96960626e+02  3.03138591e+02  3.03138591e+02  3.03138591e+02
  1.64000000e+00 -3.26495458e+02  1.69969806e+02  7.85077032e+02  3.12980073e+02  3.12980073e+02  3.12980073e+02
  1.65000000e+00 -3.23268828e+02  1.74246487e+02  7.73155632e+02  3.22662947e+02  3.22662947e+02  3.22662947e+02
  1.66000000e+00 -3.19947008e+02  1.78449673e+02  7.61197000e+02  3.32181993e+02  3.32181993e+02  3.32181993e+02
  1.67000000e+00 -3.16531688e+02  1.82577173e+02  7.49201712e+02  3.41532075e+02  3.41532075e+02  3.41532075e+02
  1.68000000e+00 -3.13024606e+02  1.86626835e+02  7.37170345e+02  3.50708142e+02  3.50708142e+02  3.50708142e+02
  1.69000000e+00 -3.09427554e+02  1.90596547e+02  7.25103479e+02  3.59705235e+02  3.59705235e+02  3.59705235e+02
  1.70000000e+00 -3.05742369e+02  1.94484238e+02  7.13001695e+02  3.68518485e+02  3.68518485e+02  3.68518485e+02
  1.71000000e+00 -3.01970938e+02  1.98287879e+02  7.00865575e+02  3.77143118e+02  3.77143118e+02  3.77143118e+02
  1.72000000e+00 -2.98115193e+02  2.02005487e+02  6.88695705e+02  3.85574457e+02  3.85574457e+02  3.85574457e+02
  1.73000000e+00 -2.94177114e+02  2.05635119e+02  6.76492669e+02  3.93807927e+02  3.93807927e+02  3.93807927e+02
  1.74000000e+00 -2.90158723e+02  2.09174882e+02  6.64257056e+02  4.01839052e+02  4.01839052e+02  4.01839052e+02
  1.75000000e+00 -2.86062089e+02  2.12622926e+02  6.51989455e+02  4.09663464e+02  4.09663464e+02  4.09663464e+02
  1.76000000e+00 -2.81889320e+02  2.15977450e+02  6.39690457e+02  4.17276899e+02  4.17276899e+02  4.17276899e+02
  1.77000000e+00 -2.77642568e+02  2.19236703e+02  6.27360654e+02  4.24675205e+02  4.24675205e+02  4.24675205e+02
  1.78000000e+00 -2.73324024e+02  2.22398981e+02  6.15000640e+02  4.31854340e+02  4.31854340e+02  4.31854340e+02
  1.79000000e+00 -2.68935921e+02  2.25462632e+02  6.02611010e+02  4.38810378e+02  4.38810378e+02  4.38810378e+02
  1.80000000e+00 -2.64480526e+02  2.28426055e+02  5.90192360e+02  4.45539506e+02  4.45539506e+02  4.45539506e+02
  1.81000000e+00 -2.59960145e+02  2.31287700e+02  5.77745289e+02  4.52038032e+02  4.52038032e+02  4.52038032e+02
  1.82000000e+00 -2.55377121e+02  2.34046073e+02  5.65270396e+02  4.58302382e+02  4.58302382e+02  4.58302382e+02
  1.83000000e+00 -2.50733830e+02  2.36699730e+02  5.52768282e+02  4.64329106e+02  4.64329106e+02  4.64329106e+02
  1.84000000e+00 -2.46032682e+02  2.39247286e+02  5.40239548e+02  4.70114877e+02  4.70114877e+02  4.70114877e+02
  1.85000000e+00 -2.41276117e+02  2.41687407e+02  5.27684799e+02  4.75656495e+02  4.75656495e+02  4.75656495e+02
  1.86000000e+00 -2.36466608e+02  2.44018820e+02  5.15104638e+02  4.80950886e+02  4.80950886e+02  4.80950886e+02
  1.87000000e+00 -2.31606657e+02  2.46240304e+02  5.02499672e+02  4.85995106e+02  4.85995106e+02  4.85995106e+02
  1.88000000e+00 -2.26698793e+02  2.48350699e+02  4.89870508e+02  4.90786342e+02  4.90786342e+02  4.90786342e+02
  1.89000000e+00 -2.21745574e+02  2.50348902e+02  4.77217754e+02  4.95321915e+02  4.95321915e+02  4.95321915e+02
  1.90000000e+00 -2.16749581e+02  2.52233869e+02  4.64542018e+02  4.99599277e+02  4.99599277e+02  4.99599277e+02
  1.91000000e+00 -2.11713421e+02  2.54004615e+02  4.51843912e+02  5.03616019e+02  5.03616019e+02  5.03616019e+02
  1.92000000e+00 -2.06639723e+02  2.55660217e+02  4.39124047e+02  5.07369867e+02  5.07369867e+02  5.07369867e+02
  1.93000000e+00 -2.01531136e+02  2.57199810e+02  4.26383035e+02  5.10858684e+02  5.10858684e+02  5.10858684e+02
  1.94000000e+00 -1.96390331e+02  2.58622590e+02  4.13621491e+02  5.14080475e+02  5.14080475e+02  5.14080475e+02
  1.95000000e+00 -1.91219997e+02  2.59927818e+02  4.00840028e+02  5.17033384e+02  5.17033384e+02  5.17033384e+02
  1.96000000e+00 -1.86022840e+02  2.61114812e+02  3.88039262e+02  5.19715696e+02  5.19715696e+02  5.19715696e+02
  1.97000000e+00 -1.80801582e+02  2.62182956e+02  3.75219810e+02  5.22125840e+02  5.22125840e+02  5.22125840e+02
  1.98000000e+00 -1.75558958e+02  2.63131695e+02  3.62382288e+02  5.24262387e+02  5.24262387e+02  5.24262387e+02
  1.99000000e+00 -1.70297717e+02  2.63960538e+02  3.49527316e+02  5.26124054e+02  5.26124054e+02  5.26124054e+02
  2.00000000e+00 -1.65020620e+02  2.64669056e+02  3.36655512e+02  5.27709702e+02  5.27709702e+02  5.27709702e+02
  2.01000000e+00 -1.59730437e+02  2.65256884e+02  3.23767496e+02  5.29018338e+02  5.29018338e+02  5.29018338e+02
  2.02000000e+00 -1.54429946e+02  2.65723723e+02  3.10863888e+02  5.30049114e+02  5.30049114e+02  5.30049114e+02
  2.03000000e+00 -1.49121932e+02  2.66069333e+02  2.97945310e+02  5.30801332e+02  5.30801332e+02  5.30801332e+02
  2.04000000e+00 -1.43809188e+02  2.66293544e+02  2.85012385e+02  5.31274439e+02  5.31274439e+02  5.31274439e+02
  2.05000000e+00 -1.38494508e+02  2.66396246e+02  2.72065734e+02  5.31468030e+02  5.31468030e+02  5.31468030e+02
