             z_1            v_z1             z_2            v_z2
 -2.09355496e+03  4.12432776e+02  3.48771192e+02 -8.99213418e+01
 -2.06283793e+03  4.17845552e+02  2.83595135e+02 -1.63176464e+02
 -2.02219106e+03  3.94561695e+02  2.17053944e+02 -2.31551032e+02
 -1.97181002e+03  3.43814128e+02  1.49467925e+02 -2.91420963e+02
 -1.91193733e+03  2.68286961e+02  8.11624156e+01 -3.39610937e+02
 -1.84286120e+03  1.71973725e+02  1.24662172e+01 -3.73562094e+02
 -1.76491412e+03  5.99664556e+01 -5.62899895e+01 -3.91467185e+02
 -1.67847133e+03 -6.18132377e+01 -1.24775234e+02 -3.92366013e+02
 -1.58394891e+03 -1.86926918e+02 -1.92659851e+02 -3.76196145e+02
 -1.48180188e+03 -3.08759360e+02 -2.59617067e+02 -3.43796215e+02
 -1.37252194e+03 -4.20867926e+02 -3.25324569e+02 -2.96861625e+02
 -1.25663513e+03 -5.17322827e+02 -3.89466065e+02 -2.37855009e+02
 -1.13469927e+03 -5.93020296e+02 -4.51732797e+02 -1.69876170e+02
 -1.00730135e+03 -6.43952138e+02 -5.11825034e+02 -9.64983701e+01
 -8.75054604e+02 -6.67417415e+02 -5.69453512e+02 -2.15796121e+01
 -7.38595629e+02 -6.62165092e+02 -6.24340824e+02  5.09411132e+01
 -5.98581294e+02 -6.28460108e+02 -6.76222763e+02  1.17251859e+02
 -4.55685584e+02 -5.68069380e+02 -7.24849585e+02  1.73869044e+02
 -3.10596352e+02 -4.84168486e+02 -7.69987216e+02  2.17821428e+02
 -1.64012009e+02 -3.81173947e+02 -8.11418378e+02  2.46807036e+02
 -1.66381664e+01 -2.64509976e+02 -8.48943635e+02  2.59314725e+02
  1.30815767e+02 -1.40322000e+02 -8.82382353e+02  2.54703996e+02
  2.77639995e+02 -1.51521020e+01 -9.11573569e+02  2.33238808e+02
  4.23127755e+02  1.04406492e+02 -9.36376765e+02  1.96073644e+02
  5.66578714e+02  2.12057625e+02 -9.56672548e+02  1.45192525e+02
  7.07302347e+02  3.02134730e+02 -9.72363219e+02  8.33042288e+01
  8.44621256e+02  3.69900097e+02 -9.83373249e+02  1.36992213e+01
  9.77874432e+02  4.11795087e+02 -9.89649639e+02 -5.99241264e+01
  1.10642044e+03  4.25628075e+02 -9.91162178e+02 -1.33654868e+02
  1.22964049e+03  4.10690188e+02 -9.87903583e+02 -2.03576034e+02
  1.34694146e+03  3.67792740e+02 -9.79889540e+02 -2.65971508e+02
  1.45775869e+03  2.99224379e+02 -9.67158628e+02 -3.17522288e+02
  1.56155874e+03  2.08630207e+02 -9.49772128e+02 -3.55481777e+02
  1.65784195e+03  1.00819265e+02 -9.27813733e+02 -3.77820844e+02
  1.74614485e+03 -1.84894545e+01 -9.01389143e+02 -3.83334992e+02
  1.82604237e+03 -1.42969058e+02 -8.70625559e+02 -3.71707970e+02
  1.89714992e+03 -2.66018899e+02 -8.35671067e+02 -3.43528479e+02
  1.95912520e+03 -3.81113185e+02 -7.96693924e+02 -3.00259079e+02
  2.01166989e+03 -4.82145634e+02 -7.53881756e+02 -2.44158950e+02
  2.05453106e+03 -5.63751975e+02 -7.07440646e+02 -1.78164574e+02
  2.08750238e+03 -6.21593251e+02 -6.57594146e+02 -1.05734653e+02
  2.11042514e+03 -6.52584979e+02 -6.04582201e+02 -3.06674405e+01
  2.12318900e+03 -6.55060058e+02 -5.48659994e+02  4.30998532e+01
  2.12573251e+03 -6.28856808e+02 -4.90096716e+02  1.11698999e+02
  2.11804344e+03 -5.75327516e+02 -4.29174271e+02  1.71535042e+02
  2.10015879e+03 -4.97267011e+02 -3.66185921e+02  2.19476159e+02
  2.07216467e+03 -3.98765065e+02 -3.01434871e+02  2.53019059e+02
  2.03419581e+03 -2.84990391e+02 -2.35232811e+02  2.70421187e+02
  1.98643500e+03 -1.61917674e+02 -1.67898417e+02  2.70792750e+02
  1.92911213e+03 -3.60120182e+01 -9.97558142e+01  2.54143704e+02
  1.86250314e+03  8.61124903e+01 -3.11330196e+01  2.21383228e+02
  1.78692867e+03  1.98042097e+02  3.76396391e+01  1.74271694e+02
  1.70275250e+03  2.93902108e+02  1.06231113e+02  1.15327697e+02
  1.61037983e+03  3.68667152e+02  1.74311224e+02  4.76950296e+01
  1.51025532e+03  4.18426581e+02  2.41552258e+02 -2.50233561e+01
  1.40286093e+03  4.40590998e+02  3.07630537e+02 -9.89556396e+01
  1.28871362e+03  4.34029012e+02  3.72227983e+02 -1.70165620e+02
  1.16836286e+03  3.99126978e+02  4.35033644e+02 -2.34860607e+02
  1.04238799e+03  3.37768586e+02  4.95745194e+02 -2.89591729e+02
  9.11395394e+02  2.53235370e+02  5.54070387e+02 -3.31436083e+02
  7.76015639e+02  1.50033392e+02  6.09728465e+02 -3.58151108e+02
  6.36900397e+02  3.36552470e+01  6.62451508e+02 -3.68293025e+02
  4.94719323e+02 -8.97100215e+01  7.11985725e+02 -3.61293090e+02
  3.50156830e+02 -2.13503798e+02  7.58092673e+02 -3.37487634e+02
  2.03908797e+02 -3.31144286e+02  8.00550409e+02 -2.98100301e+02
  5.66792134e+01 -4.36374118e+02  8.39154555e+02 -2.45177424e+02
 -9.08232055e+01 -5.23590841e+02  8.73719283e+02 -1.81479954e+02
 -2.37888431e+02 -5.88142802e+02  9.04078210e+02 -1.10337647e+02
 -3.83808538e+02 -6.26574824e+02  9.30085198e+02 -3.54732053e+01
 -5.27881115e+02 -6.36810687e+02  9.51615058e+02  3.91943246e+01
 -6.69412644e+02 -6.18262790e+02  9.68564151e+02  1.09756531e+02
 -8.07721837e+02 -5.71863177e+02  9.80850891e+02  1.72522049e+02
 -9.42142919e+02 -5.00014323e+02  9.88416133e+02  2.24211514e+02
 -1.07202883e+03 -4.06462245e+02  9.91223460e+02  2.62130750e+02
 -1.19675434e+03 -2.96098671e+02  9.89259359e+02  2.84313055e+02
 -1.31571907e+03 -1.74702685e+02  9.82533285e+02  2.89623063e+02
 -1.42835035e+03 -4.86355215e+01  9.71077615e+02  2.77816706e+02
 -1.53410601e+03  7.54953952e+01  9.54947491e+02  2.49554090e+02
 -1.63247699e+03  1.91185406e+02  9.34220561e+02  2.06364637e+02
 -1.72298975e+03  2.92376149e+02  9.08996596e+02  1.50566295e+02
 -1.80520860e+03  3.73775516e+02  8.79397016e+02  8.51431178e+01
 -1.87873776e+03  4.31137142e+02  8.45564305e+02  1.35876611e+01
 -1.94322329e+03  4.61484663e+02  8.07661321e+02 -6.02834805e+01
 -1.99835477e+03  4.63268902e+02  7.65870518e+02 -1.32531245e+02
 -2.04386681e+03  4.36449678e+02  7.20393063e+02 -1.99302146e+02
 -2.07954035e+03  3.82497919e+02  6.71447869e+02 -2.57031789e+02
 -2.10520365e+03  3.04317964e+02  6.19270543e+02 -3.02633132e+02
 -2.12073319e+03  2.06094172e+02  5.64112250e+02 -3.33659518e+02
 -2.12605420e+03  9.30699146e+01  5.06238504e+02 -3.48433903e+02
 -2.12114108e+03 -2.87293487e+01  4.45927890e+02 -3.46137423e+02
 -2.10601748e+03 -1.52814309e+02  3.83470724e+02 -3.26852648e+02
 -2.08075619e+03 -2.72574540e+02  3.19167654e+02 -2.91559224e+02
 -2.04547881e+03 -3.81627622e+02  2.53328215e+02 -2.42082131e+02
 -2.00035517e+03 -4.74156234e+02  1.86269336e+02 -1.80995310e+02
 -1.94560246e+03 -5.45215385e+02  1.18313818e+02 -1.11485717e+02
 -1.88148425e+03 -5.90993591e+02  4.97887746e+01 -3.71850186e+01
 -1.80830919e+03 -6.09014171e+02 -1.89759354e+01  3.80222104e+01
 -1.72642952e+03 -5.98266057e+02 -8.76493012e+01  1.10203642e+02
 -1.63623938e+03 -5.59257193e+02 -1.55900752e+02  1.75586870e+02
 -1.53817291e+03 -4.93987716e+02 -2.23401746e+02  2.30758644e+02
 -1.43270217e+03 -4.05844323e+02 -2.89827357e+02  2.72845125e+02
 -1.32033487e+03 -2.99421407e+02 -3.54857834e+02  2.99663665e+02
 -1.20161191e+03 -1.80278420e+02 -4.18180139e+02  3.09838068e+02
 -1.07710478e+03 -5.46462583e+01 -4.79489461e+02  3.02871272e+02
 -9.47412814e+02  7.09018086e+01 -5.38490676e+02  2.79171593e+02
 -8.13160312e+02  1.89797290e+02 -5.94899772e+02  2.40031149e+02
 -6.74993520e+02  2.95823376e+02 -6.48445213e+02  1.87557622e+02
 -5.33577529e+02  3.83443259e+02 -6.98869250e+02  1.24562927e+02
 -3.89593069e+02  4.48092551e+02 -7.45929156e+02  5.44147042e+01
 -2.43733234e+02  4.86420329e+02 -7.89398401e+02 -1.91415446e+01
 -9.67001475e+01  4.96466111e+02 -8.29067739e+02 -9.21802772e+01
  5.07984223e+01  4.77763376e+02 -8.64746214e+02 -1.60803237e+02
  1.98052465e+02  4.31364201e+02 -8.96262080e+02 -2.21345341e+02
  3.44353147e+02  3.59783680e+02 -9.23463632e+02 -2.70568246e+02
  4.88996224e+02  2.66867088e+02 -9.46219930e+02 -3.05831388e+02
  6.31285432e+02  1.57586784e+02 -9.64421432e+02 -3.25231437e+02
  7.70535837e+02  3.77795939e+01 -9.77980522e+02 -3.27702827e+02
  9.06077132e+02 -8.61614619e+01 -9.86831931e+02 -3.13074031e+02
  1.03725687e+03 -2.07624819e+02 -9.90933051e+02 -2.82076628e+02
  1.16344358e+03 -3.20129555e+02 -9.90264141e+02 -2.36306661e+02
  1.28402986e+03 -4.17667682e+02 -9.84828421e+02 -1.78140353e+02
  1.39843523e+03 -4.95021453e+02 -9.74652057e+02 -1.10608611e+02
  1.50610899e+03 -5.48038941e+02 -9.59784034e+02 -3.72369534e+01
  1.60653282e+03 -5.73853318e+02 -9.40295922e+02  3.81406808e+01
  1.69922333e+03 -5.71034272e+02 -9.16281530e+02  1.11584412e+02
  1.78373434e+03 -5.39663550e+02 -8.87856457e+02  1.79256499e+02
  1.85965902e+03 -4.81330641e+02 -8.55157531e+02  2.37624014e+02
  1.92663190e+03 -3.99048842e+02 -8.18342154e+02  2.83645430e+02
  1.98433061e+03 -2.97096111e+02 -7.77587543e+02  3.14931249e+02
  2.03247739e+03 -1.80789138e+02 -7.33089879e+02  3.29870191e+02
  2.07084049e+03 -5.62025614e+01 -6.85063358e+02  3.27714289e+02
  2.09923523e+03  7.01518575e+01 -6.33739164e+02  3.08618386e+02
  2.11752493e+03  1.91669135e+02 -5.79364355e+02  2.73631948e+02
  2.12562156e+03  3.01999891e+02 -5.22200675e+02  2.24643633e+02
  2.12348613e+03  3.95385678e+02 -4.62523290e+02  1.64281539e+02
  2.11112893e+03  4.66963098e+02 -4.00619468e+02  9.57743968e+01
  2.08860945e+03  5.13020643e+02 -3.36787194e+02  2.27810415e+01
  2.05603607e+03  5.31194709e+02 -2.71333736e+02 -5.08028265e+01
  2.01356560e+03  5.20594414e+02 -2.04574165e+02 -1.21050395e+02
  1.96140248e+03  4.81848638e+02 -1.36829841e+02 -1.84211134e+02
  1.89979781e+03  4.17072800e+02 -6.84268629e+01 -2.36908878e+02
  1.82904812e+03  3.29757123e+02  3.05500143e-01 -2.76320141e+02
  1.74949400e+03  2.24582294e+02  6.90363925e+01 -3.00323235e+02
  1.66151837e+03  1.07172247e+02  1.37434966e+02 -3.07610328e+02
  1.56554474e+03 -1.62028691e+01  2.05171972e+02 -2.97756519e+02
  1.46203508e+03 -1.38957844e+02  2.71921347e+02 -2.71242283e+02
  1.35148766e+03 -2.54540208e+02  3.37361780e+02 -2.29428095e+02
  1.23443461e+03 -3.56776301e+02  4.01178263e+02 -1.74482581e+02
  1.11143940e+03 -4.40197329e+02  4.63063604e+02 -1.09267988e+02
  9.83094084e+02 -5.00328203e+02  5.22719907e+02 -3.71890212e+01
  8.50016468e+02 -5.33923887e+02  5.79860006e+02  3.79869673e+01
  7.12847150e+02 -5.39140787e+02  6.34208847e+02  1.12328945e+02
  5.72246416e+02 -5.15634123e+02  6.85504812e+02  1.81949807e+02
  4.28891075e+02 -4.64576141e+02  7.33500980e+02  2.43211663e+02
  2.83471191e+02 -3.88594211e+02  7.77966312e+02  2.92917963e+02
  1.36686769e+02 -2.91632064e+02  8.18686766e+02  3.28482319e+02
 -1.07556184e+01 -1.78741520e+02  8.55466328e+02  3.48065088e+02
 -1.58146232e+02 -5.58156811e+01  8.88127952e+02  3.50670530e+02
 -3.04775580e+02  7.07222927e+01  9.16514416e+02  3.36199393e+02
 -4.49937837e+02  1.94258413e+02  9.40489078e+02  3.05454142e+02
 -5.92934240e+02  3.08337165e+02  9.59936530e+02  2.60096576e+02
 -7.33076449e+02  4.07002436e+02  9.74763160e+02  2.02560059e+02
 -8.69689865e+02  4.85112077e+02  9.84897595e+02  1.35920992e+02
 -1.00211688e+03  5.38609465e+02  9.90291054e+02  6.37363375e+01
 -1.12972002e+03  5.64737743e+02  9.90917572e+02 -1.01442456e+01
 -1.25188506e+03  5.62185404e+02  9.86774135e+02 -8.17817197e+01
 -1.36802394e+03  5.31155553e+02  9.77880687e+02 -1.47355709e+02
 -1.47757758e+03  4.73355165e+02  9.64280039e+02 -2.03366273e+02
 -1.58001865e+03  3.91904924e+02  9.46037660e+02 -2.46818750e+02
 -1.67485402e+03  2.91174397e+02  9.23241363e+02 -2.75381927e+02
 -1.76162719e+03  1.76551253e+02  8.96000881e+02 -2.87511156e+02
 -1.83992046e+03  5.41567081e+01  8.64447342e+02 -2.82529937e+02
 -1.90935694e+03 -6.94777670e+01  8.28732634e+02 -2.60665650e+02
 -1.96960240e+03 -1.87755407e+02  7.89028676e+02 -2.23037546e+02
 -2.02036684e+03 -2.94362558e+02  7.45526590e+02 -1.71597640e+02
 -2.06140588e+03 -3.83602135e+02  6.98435781e+02 -1.09027617e+02
 -2.09252199e+03 -4.50694510e+02  6.47982929e+02 -3.85972062e+01
 -2.11356537e+03 -4.92029946e+02  5.94410897e+02  3.60085045e+01
 -2.12443473e+03 -5.05359251e+02  5.37977564e+02  1.10883687e+02
 -2.12507776e+03 -4.89912564e+02  4.78954582e+02  1.82108052e+02
 -2.11549135e+03 -4.46440026e+02  4.17626069e+02  2.45953891e+02
 -2.09572165e+03 -3.77172158e+02  3.54287238e+02  2.99082947e+02
 -2.06586383e+03 -2.85702069e+02  2.89242985e+02  3.38722713e+02
 -2.02606161e+03 -1.76795693e+02  2.22806409e+02  3.62812858e+02
 -1.97650659e+03 -5.61400853e+01  1.55297316e+02  3.70114031e+02
 -1.91743730e+03  6.99569246e+01  8.70406717e+01  3.60273316e+02
 -1.84913810e+03  1.94899869e+02  1.83650422e+01  3.33842860e+02
 -1.77193774e+03  3.12153968e+02 -5.03989906e+01  2.92250710e+02
 -1.68620785e+03  4.15590244e+02 -1.18920419e+02  2.37725386e+02
 -1.59236110e+03  4.99809215e+02 -1.86869403e+02  1.73178179e+02
 -1.49084925e+03  5.60426049e+02 -2.53918858e+02  1.02049391e+02
 -1.38216093e+03  5.94302133e+02 -3.19746030e+02  2.81266354e+01
 -1.26681933e+03  5.99710830e+02 -3.84034048e+02 -4.46552070e+01
 -1.14537968e+03  5.76428656e+02 -4.46473451e+02 -1.12421806e+02
 -1.01842654e+03  5.25747075e+02 -5.06763675e+02 -1.71564004e+02
 -8.86571031e+02  4.50404281e+02 -5.64614504e+02 -2.18928430e+02
 -7.50447854e+02  3.54440573e+02 -6.19747461e+02 -2.51984047e+02
 -6.10712265e+02  2.42984965e+02 -6.71897155e+02 -2.68955824e+02
 -4.68036905e+02  1.21984294e+02 -7.20812554e+02 -2.68918485e+02
 -3.23108568e+02 -2.11086477e+00 -7.66258196e+02 -2.51845378e+02
 -1.76624891e+02 -1.22686885e+02 -8.08015319e+02 -2.18609883e+02
 -2.92909988e+01 -2.33316383e+02 -8.45882918e+02 -1.70939288e+02
  1.18183890e+02 -3.28097683e+02 -8.79678711e+02 -1.11323566e+02
  2.65089880e+02 -4.01966506e+02 -9.09240017e+02 -4.28838682e+01
  4.10719812e+02 -4.50963446e+02 -9.34424536e+02  3.07923094e+01
  5.54372673e+02 -4.72443076e+02 -9.55111038e+02  1.05840596e+02
  6.95356963e+02 -4.65213676e+02 -9.71199946e+02  1.78323835e+02
  8.32994031e+02 -4.29600167e+02 -9.82613813e+02  2.44440016e+02
  9.66621335e+02 -3.67426961e+02 -9.89297695e+02  3.00723073e+02
  1.09559564e+03 -2.81921603e+02 -9.91219419e+02  3.44225935e+02
  1.21929610e+03 -1.77544323e+02 -9.88369735e+02  3.72676165e+02
  1.33712726e+03 -5.97524704e+01 -9.80762360e+02  3.84595980e+02
  1.44852193e+03  6.52876983e+01 -9.68433912e+02  3.79380285e+02
  1.55294388e+03  1.91026683e+02 -9.51443739e+02  3.57328632e+02
  1.64989047e+03  3.10877635e+02 -9.29873623e+02  3.19629391e+02
  1.73889501e+03  4.18564232e+02 -9.03827398e+02  2.68296986e+02
  1.81952909e+03  5.08452143e+02 -8.73430441e+02  2.06065501e+02
  1.89140453e+03  5.75846594e+02 -8.38829074e+02  1.36244279e+02
  1.95417537e+03  6.17240307e+02 -8.00189856e+02  6.25431357e+01
  2.00753945e+03  6.30498728e+02 -7.57698783e+02 -1.11235664e+01
  2.05123988e+03  6.14972748e+02 -7.11560394e+02 -8.08436585e+01
  2.08506631e+03  5.71532980e+02 -6.61996785e+02 -1.42913782e+02
  2.10885590e+03  5.02523767e+02 -6.09246538e+02 -1.94034978e+02
  2.12249415e+03  4.11639362e+02 -5.53563576e+02 -2.31486921e+02
  2.12591540e+03  3.03728813e+02 -4.95215938e+02 -2.53271590e+02
  2.11910318e+03  1.84539854e+02 -4.34484492e+02 -2.58218791e+02
  2.10209028e+03  6.04153449e+01 -3.71661579e+02 -2.46047960e+02
  2.07495861e+03 -6.20417289e+01 -3.07049607e+02 -2.17382983e+02
  2.03783876e+03 -1.76316990e+02 -2.40959598e+02 -1.73719244e+02
  1.99090941e+03 -2.76328724e+02 -1.73709688e+02 -1.17344650e+02
  1.93439648e+03 -3.56749079e+02 -1.05623597e+02 -5.12187972e+01
  1.86857198e+03 -4.13285454e+02 -3.70290672e+01  2.11833350e+01
  1.79375279e+03 -4.42907214e+02  3.17437081e+01  9.60549105e+01
  1.71029905e+03 -4.44005743e+02  1.00363679e+02  1.69458288e+02
  1.61861249e+03 -4.16479413e+02  1.68500532e+02  2.37532981e+02
  1.51913445e+03 -3.61738945e+02  2.35826278e+02  2.96699545e+02
  1.41234380e+03 -2.82632910e+02  3.02016833e+02  3.43848614e+02
  1.29875457e+03 -1.83297285e+02  3.66753576e+02  3.76505121e+02
  1.17891357e+03 -6.89370163e+01  4.29724887e+02  3.92959008e+02
  1.05339766e+03  5.44488653e+01  4.90627642e+02  3.92355542e+02
  9.22811032e+02  1.80384078e+02  5.49168674e+02  3.74740448e+02
  7.87782293e+02  3.02257121e+02  6.05066186e+02  3.41057496e+02
  6.48961426e+02  4.13670447e+02  6.58051106e+02  2.93098647e+02
  5.07016670e+02  5.08778339e+02  7.07868381e+02  2.33409419e+02
  3.62631301e+02  5.82595636e+02  7.54278208e+02  1.65154437e+02
  2.16500342e+02  6.31261015e+02  7.97057184e+02  9.19502977e+01
  6.93272207e+01  6.52240914e+02  8.35999385e+02  1.76745643e+01
 -7.81796188e+01  6.44463333e+02  8.70917356e+02 -5.37390286e+01
 -2.25310127e+02  6.08374441e+02  9.01643014e+02 -1.18508329e+02
 -3.71356065e+02  5.45915010e+02  9.28028455e+02 -1.73202520e+02
 -5.15614415e+02  4.60417905e+02  9.49946668e+02 -2.14923310e+02
 -6.57390764e+02  3.56432054e+02  9.67292146e+02 -2.41458010e+02
 -7.96002648e+02  2.39482204e+02  9.79981393e+02 -2.51396385e+02
 -9.30782832e+02  1.15777124e+02  9.87953328e+02 -2.44205139e+02
 -1.06108253e+03 -8.11830316e+00  9.91169577e+02 -2.20256079e+02
 -1.18627452e+03 -1.25629803e+02  9.89614656e+02 -1.80806474e+02
 -1.30575617e+03 -2.30520925e+02  9.83296052e+02 -1.27932656e+02
 -1.41895233e+03 -3.17222415e+02  9.72244179e+02 -6.44203601e+01
 -1.52531812e+03 -3.81126348e+02  9.56512239e+02  6.38240300e+00
 -1.62434152e+03 -4.18829498e+02  9.36175959e+02  8.07421674e+01
 -1.71554587e+03 -4.28313068e+02  9.11333232e+02  1.54737191e+02
 -1.79849214e+03 -4.09049314e+02  8.82103642e+02  2.24464575e+02
 -1.87278104e+03 -3.62029419e+02  8.48627892e+02  2.86246396e+02
 -1.93805499e+03 -2.89711141e+02  8.11067123e+02  3.36823942e+02
 -1.99399977e+03 -1.95889010e+02  7.69602139e+02  3.73529822e+02
 -2.04034608e+03 -8.54939265e+01  7.24432541e+02  3.94428837e+02
 -2.07687083e+03  3.56672587e+01  6.75775760e+02  3.98420182e+02
 -2.10339820e+03  1.61218426e+02  6.23866013e+02  3.85295585e+02
 -2.11980049e+03  2.84550931e+02  5.68953178e+02  3.55750302e+02
 -2.12599874e+03  3.99172631e+02  5.11301587e+02  3.11346396e+02
 -2.12196313e+03  4.99050758e+02  4.51188757e+02  2.54430237e+02
 -2.10771308e+03  5.78930525e+02  3.88904050e+02  1.88008580e+02
 -2.08331718e+03  6.34612652e+02  3.24747285e+02  1.15589765e+02
 -2.04889287e+03  6.63175135e+02  2.59027293e+02  4.09984275e+01
 -2.00460585e+03  6.63127572e+02  1.92060427e+02 -3.18264951e+01
 -1.95066931e+03  6.34489864e+02  1.24169044e+02 -9.90397945e+01
 -1.88734289e+03  5.78791162e+02  5.56799528e+01 -1.57093071e+02
 -1.81493140e+03  4.98989104e+02 -1.30771640e+01 -2.02922136e+02
 -1.73378343e+03  3.99313603e+02 -8.17713315e+01 -2.34108845e+02
 -1.64428958e+03  2.85043445e+02 -1.50071878e+02 -2.49008802e+02
 -1.54688066e+03  1.62227497e+02 -2.17650028e+02 -2.46838210e+02
 -1.44202555e+03  3.73652351e+01 -2.84180480e+02 -2.27715262e+02
 -1.33022901e+03 -8.29365163e+01 -3.49342980e+02 -1.92653895e+02
 -1.21202917e+03 -1.92312518e+02 -4.12823856e+02 -1.43510239e+02
 -1.08799502e+03 -2.84975288e+02 -4.74317532e+02 -8.28845878e+01
 -9.58723611e+02 -3.56020765e+02 -5.33527997e+02 -1.39840617e+01
 -8.24837220e+02 -4.01687301e+02 -5.90170231e+02  5.95467716e+01
 -6.86980330e+02 -4.19554334e+02 -6.43971577e+02  1.33818383e+02
 -5.45816541e+02 -4.08670224e+02 -6.94673053e+02  2.04901703e+02
 -4.02025367e+02 -3.69602507e+02 -7.42030599e+02  2.69035632e+02
 -2.56298975e+02 -3.04407923e+02 -7.85816249e+02  3.22825679e+02
 -1.09338842e+02 -2.16523787e+02 -8.25819235e+02  3.63423237e+02
  3.81476119e+01 -1.10586450e+02 -8.61846996e+02  3.88676027e+02
  1.85450435e+02  7.81356562e+00 -8.93726104e+02  3.97241769e+02
  3.31860561e+02  1.32426824e+02 -9.21303105e+02  3.88659074e+02
  4.76673216e+02  2.56675035e+02 -9.44445252e+02  3.63371804e+02
  6.19191322e+02  3.73998475e+02 -9.63041145e+02  3.22705639e+02
  7.58728841e+02  4.78202434e+02 -9.77001271e+02  2.68798054e+02
  8.94614085e+02  5.63784377e+02 -9.86258430e+02  2.04485433e+02
  1.02619295e+03  6.26224557e+02 -9.90768061e+02  1.33153270e+02
  1.15283205e+03  6.62224711e+02 -9.90508456e+02  5.85573678e+01
  1.27392179e+03  6.69882259e+02 -9.85480865e+02 -1.53745218e+01
  1.38887929e+03  6.48790777e+02 -9.75709488e+02 -8.47501331e+01
  1.49715117e+03  6.00061462e+02 -9.61241363e+02 -1.45918253e+02
  1.59821625e+03  5.26264444e+02 -9.42146134e+02 -1.95661550e+02
  1.69158804e+03  4.31293040e+02 -9.18515719e+02 -2.31366496e+02
  1.77681707e+03  3.20158138e+02 -8.90463867e+02 -2.51161390e+02
  1.85349308e+03  1.98723546e+02 -8.58125612e+02 -2.54015207e+02
  1.92124698e+03  7.33963030e+01 -8.21656618e+02 -2.39792050e+02
  1.97975261e+03 -4.92116998e+01 -7.81232436e+02 -2.09258318e+02
  2.02872836e+03 -1.62632920e+02 -7.37047654e+02 -1.64042235e+02
  2.06793847e+03 -2.60885738e+02 -6.89314965e+02 -1.06547842e+02
  2.09719420e+03 -3.38790363e+02 -6.38264137e+02 -3.98280400e+01
  2.11635471e+03 -3.92242399e+02 -5.84140912e+02  3.25766589e+01
  2.12532778e+03 -4.18429609e+02 -5.27205823e+02  1.06825116e+02
  2.12407021e+03 -4.15980435e+02 -4.67732936e+02  1.78978435e+02
  2.11258805e+03 -3.85036429e+02 -4.06008535e+02  2.45207993e+02
  2.09093658e+03 -3.27244780e+02 -3.42329740e+02  3.01997645e+02
  2.05922002e+03 -2.45671304e+02 -2.77003081e+02  3.46329426e+02
  2.01759105e+03 -1.44638534e+02 -2.10343020e+02  3.75842944e+02
  1.96625004e+03 -2.94974178e+01 -1.42670435e+02  3.88960039e+02
  1.90544415e+03  9.36552848e+01 -7.43110815e+01  3.84968134e+02
  1.83546606e+03  2.18298999e+02 -5.59401852e+00  3.64057869e+02
  1.75665264e+03  3.37833715e+02  6.31499721e+01  3.27313034e+02
  1.66938327e+03  4.45928560e+02  1.31589979e+02  2.76653327e+02
  1.57407802e+03  5.36856156e+02  1.99396555e+02  2.14732970e+02
  1.47119567e+03  6.05795107e+02  2.66243300e+02  1.44800534e+02
  1.36123147e+03  6.49084635e+02  3.31808436e+02  7.05273646e+01
  1.24471473e+03  6.64417917e+02  3.95776354e+02 -4.18631087e+00
  1.12220635e+03  6.50963920e+02  4.57839133e+02 -7.54173663e+01
  9.94296027e+02  6.09411285e+02  5.17698022e+02 -1.39426971e+02
  8.61599487e+02  5.41931964e+02  5.75064882e+02 -1.92858047e+02
  7.24755487e+02  4.52066503e+02  6.29663565e+02 -2.32912567e+02
  5.84422749e+02  3.44537057e+02  6.81231253e+02 -2.57499325e+02
  4.41276790e+02  2.24997993e+02  7.29519714e+02 -2.65344374e+02
  2.96006668e+02  9.97372644e+01  7.74296504e+02 -2.56058308e+02
  1.49311667e+02 -2.46556796e+01  8.15346081e+02 -2.30156819e+02
  1.89792722e+00 -1.41637905e+02  8.52470847e+02 -1.89033461e+02
 -1.45524948e+02 -2.45058546e+02  8.85492095e+02 -1.34886041e+02
 -2.92247313e+02 -3.29483653e+02  9.14250872e+02 -7.06005467e+01
 -4.37562894e+02 -3.90483174e+02  9.38608741e+02  4.01282528e-01
 -5.80772189e+02 -4.24864919e+02  9.58448453e+02  7.43426728e+01
 -7.21185836e+02 -4.30843142e+02  9.73674504e+02  1.47291285e+02
 -8.58127927e+02 -4.08132851e+02  9.84213602e+02  2.15366900e+02
 -9.90939268e+02 -3.57964852e+02  9.90015016e+02  2.74946350e+02
 -1.11898055e+03 -2.83020736e+02  9.91050818e+02  3.22854876e+02
 -1.24163542e+03 -1.87291252e+02  9.87316024e+02  3.56533796e+02
 -1.35831346e+03 -7.58655306e+01  9.78828610e+02  3.74175648e+02
 -1.46845302e+03  4.53376956e+01  9.65629433e+02  3.74819644e+02
 -1.57152393e+03  1.69882689e+02  9.47782030e+02  3.58402416e+02
 -1.66703003e+03  2.91156607e+02  9.25372311e+02  3.25761367e+02
 -1.75451158e+03  4.02718754e+02  8.98508150e+02  2.78590442e+02
 -1.83354749e+03  4.98640748e+02  8.67318863e+02  2.19350667e+02
 -1.90375730e+03  5.73819613e+02  8.31954584e+02  1.51140177e+02
 -1.96480303e+03  6.24247300e+02  7.92585546e+02  7.75305915e+01
 -2.01639084e+03  6.47222363e+02  7.49401258e+02  2.37838562e+00
 -2.05827240e+03  6.41492632e+02  7.02609596e+02 -7.03787792e+01
 -2.09024610e+03  6.07321353e+02  6.52435799e+02 -1.36930017e+02
