               t             z_1            v_z1
  4.64200000e+02 -2.19057523e+02 -4.34491959e+02
  4.64300000e+02 -3.48440484e+02 -4.83523090e+02
  4.64400000e+02 -4.76146165e+02 -5.07838214e+02
  4.64500000e+02 -6.01559833e+02 -5.06154527e+02
  4.64600000e+02 -7.24077787e+02 -4.78562230e+02
  4.64700000e+02 -8.43110266e+02 -4.26519766e+02
  4.64800000e+02 -9.58084284e+02 -3.52776791e+02
  4.64900000e+02 -1.06844640e+03 -2.61228948e+02
  4.65000000e+02 -1.17366535e+03 -1.56712127e+02
  4.65100000e+02 -1.27323467e+03 -4.47470555e+01
  4.65200000e+02 -1.36667504e+03  6.87522693e+01
  4.65300000e+02 -1.45353669e+03  1.77790924e+02
  4.65400000e+02 -1.53340148e+03  2.76609673e+02
  4.65500000e+02 -1.60588497e+03  3.59989134e+02
  4.65600000e+02 -1.67063825e+03  4.23525433e+02
  4.65700000e+02 -1.72734963e+03  4.63862790e+02
  4.65800000e+02 -1.77574610e+03  4.78870744e+02
  4.65900000e+02 -1.81559470e+03  4.67756670e+02
  4.66000000e+02 -1.84670363e+03  4.31107638e+02
  4.66100000e+02 -1.86892312e+03  3.70859406e+02
  4.66200000e+02 -1.88214622e+03  2.90194181e+02
  4.66300000e+02 -1.88630928e+03  1.93372549e+02
  4.66400000e+02 -1.88139226e+03  8.55084643e+01
  4.66500000e+02 -1.86741883e+03 -2.77008501e+01
  4.66600000e+02 -1.84445625e+03 -1.40275788e+02
  4.66700000e+02 -1.81261505e+03 -2.46270171e+02
  4.66800000e+02 -1.77204852e+03 -3.40085283e+02
  4.66900000e+02 -1.72295192e+03 -4.16765565e+02
  4.67000000e+02 -1.66556158e+03 -4.72260331e+02
  4.67100000e+02 -1.60015378e+03 -5.03637701e+02
  4.67200000e+02 -1.52704335e+03 -5.09239440e+02
  4.67300000e+02 -1.44658223e+03 -4.88768536e+02
  4.67400000e+02 -1.35915774e+03 -4.43304880e+02
  4.67500000e+02 -1.26519070e+03 -3.75248233e+02
  4.67600000e+02 -1.16513344e+03 -2.88191483e+02
  4.67700000e+02 -1.05946761e+03 -1.86730888e+02
  4.67800000e+02 -9.48701848e+02 -7.62233269e+01
  4.67900000e+02 -8.33369342e+02  3.74966156e+01
  4.68000000e+02 -7.14025266e+02  1.48424798e+02
  4.68100000e+02 -5.91244104e+02  2.50704625e+02
  4.68200000e+02 -4.65616886e+02  3.38936350e+02
  4.68300000e+02 -3.37748338e+02  4.08462263e+02
  4.68400000e+02 -2.08253981e+02  4.55612673e+02
  4.68500000e+02 -7.77571558e+01  4.77899720e+02
  4.68600000e+02  5.31139664e+01  4.74148764e+02
  4.68700000e+02  1.83729415e+02  4.44560420e+02
  4.68800000e+02  3.13460450e+02  3.90699957e+02
  4.68900000e+02  4.41682587e+02  3.15414632e+02
  4.69000000e+02  5.67778608e+02  2.22683308e+02
  4.69100000e+02  6.91141527e+02  1.17406315e+02
  4.69200000e+02  8.11177514e+02  5.14664464e+00
  4.69300000e+02  9.27308756e+02 -1.08163859e+02
  4.69400000e+02  1.03897623e+03 -2.16537779e+02
  4.69500000e+02  1.14564242e+03 -3.14248345e+02
  4.69600000e+02  1.24679385e+03 -3.96131886e+02
  4.69700000e+02  1.34194362e+03 -4.57860544e+02
  4.69800000e+02  1.43063371e+03 -4.96170838e+02
  4.69900000e+02  1.51243720e+03 -5.09036024e+02
  4.70000000e+02  1.58696030e+03 -4.95773132e+02
  4.70100000e+02  1.65384429e+03 -4.57079030e+02
  4.70200000e+02  1.71276721e+03 -3.94993623e+02
  4.70300000e+02  1.76344542e+03 -3.12792110e+02
  4.70400000e+02  1.80563498e+03 -2.14812012e+02
  4.70500000e+02  1.83913280e+03 -1.06224083e+02
  4.70600000e+02  1.86377763e+03  7.24077275e+00
  4.70700000e+02  1.87945084e+03  1.19594174e+02
  4.70800000e+02  1.88607698e+03  2.24906531e+02
  4.70900000e+02  1.88362416e+03  3.17620212e+02
  4.71000000e+02  1.87210419e+03  3.92843056e+02
  4.71100000e+02  1.85157251e+03  4.46606749e+02
  4.71200000e+02  1.82212796e+03  4.76076400e+02
  4.71300000e+02  1.78391229e+03  4.79700261e+02
  4.71400000e+02  1.73710943e+03  4.57291680e+02
  4.71500000e+02  1.68194470e+03  4.10038947e+02
  4.71600000e+02  1.61868363e+03  3.40442544e+02
  4.71700000e+02  1.54763074e+03  2.52183073e+02
  4.71800000e+02  1.46912806e+03  1.49926870e+02
  4.71900000e+02  1.38355347e+03  3.90795574e+01
  4.72000000e+02  1.29131891e+03 -7.44994533e+01
  4.72100000e+02  1.19286836e+03 -1.84806417e+02
  4.72200000e+02  1.08867572e+03 -2.86010339e+02
  4.72300000e+02  9.79242556e+02 -3.72760930e+02
  4.72400000e+02  8.65095635e+02 -4.40471173e+02
  4.72500000e+02  7.46784424e+02 -4.85559587e+02
  4.72600000e+02  6.24878435e+02 -5.05639366e+02
  4.72700000e+02  4.99964484e+02 -4.99644445e+02
  4.72800000e+02  3.72643867e+02 -4.67885792e+02
  4.72900000e+02  2.43529464e+02 -4.12034987e+02
  4.73000000e+02  1.13242788e+02 -3.35035934e+02
  4.73100000e+02 -1.75890008e+01 -2.40949386e+02
  4.73200000e+02 -1.48336122e+02 -1.34738472e+02
  4.73300000e+02 -2.78369201e+02 -2.20065810e+01
  4.73400000e+02 -4.07062301e+02  9.12985771e+01
  4.73500000e+02 -5.33795934e+02  1.99199094e+02
  4.73600000e+02 -6.57960047e+02  2.96002575e+02
  4.73700000e+02 -7.78956954e+02  3.76602779e+02
  4.73800000e+02 -8.96204215e+02  4.36749291e+02
  4.73900000e+02 -1.00913744e+03  4.73272004e+02
  4.74000000e+02 -1.11721300e+03  4.84248539e+02
  4.74100000e+02 -1.21991067e+03  4.69105773e+02
  4.74200000e+02 -1.31673607e+03  4.28650099e+02
  4.74300000e+02 -1.40722314e+03  3.65024840e+02
  4.74400000e+02 -1.49093629e+03  2.81597043e+02
  4.74500000e+02 -1.56747256e+03  1.82779653e+02
  4.74600000e+02 -1.63646353e+03  7.37984447e+01
  4.74700000e+02 -1.69757709e+03 -3.95839730e+01
  4.74800000e+02 -1.75051906e+03 -1.51372504e+02
  4.74900000e+02 -1.79503461e+03 -2.55656188e+02
  4.75000000e+02 -1.83090944e+03 -3.46920384e+02
  4.75100000e+02 -1.85797086e+03 -4.20338017e+02
  4.75200000e+02 -1.87608862e+03 -4.72024514e+02
  4.75300000e+02 -1.88517549e+03 -4.99242962e+02
  4.75400000e+02 -1.88518774e+03 -5.00548653e+02
  4.75500000e+02 -1.87612531e+03 -4.75865381e+02
  4.75600000e+02 -1.85803183e+03 -4.26489468e+02
  4.75700000e+02 -1.83099437e+03 -3.55021296e+02
  4.75800000e+02 -1.79514311e+03 -2.65227968e+02
  4.75900000e+02 -1.75065061e+03 -1.61844355e+02
  4.76000000e+02 -1.69773105e+03 -5.03230259e+01
  4.76100000e+02 -1.63663916e+03  6.34537225e+01
  4.76200000e+02 -1.56766902e+03  1.73484533e+02
  4.76300000e+02 -1.49115263e+03  2.73965940e+02
  4.76400000e+02 -1.40745831e+03  3.59598874e+02
  4.76500000e+02 -1.31698895e+03  4.25868518e+02
  4.76600000e+02 -1.22018003e+03  4.69282757e+02
  4.76700000e+02 -1.11749756e+03  4.87556600e+02
  4.76800000e+02 -1.00943582e+03  4.79732859e+02
  4.76900000e+02 -8.96514984e+02  4.46232698e+02
  4.77000000e+02 -7.79278616e+02  3.88833385e+02
  4.77100000e+02 -6.58291053e+02  3.10574425e+02
  4.77200000e+02 -5.34134690e+02  2.15597027e+02
  4.77300000e+02 -4.07407177e+02  1.08925393e+02
  4.77400000e+02 -2.78718538e+02 -3.79863931e+00
  4.77500000e+02 -1.48688239e+02 -1.16613558e+02
  4.77600000e+02 -1.79422031e+01 -2.23553034e+02
  4.77700000e+02  1.12890201e+02 -3.18961021e+02
  4.77800000e+02  2.43179187e+02 -3.97790478e+02
  4.77900000e+02  3.72297588e+02 -4.55869918e+02
  4.78000000e+02  4.99623869e+02 -4.90123722e+02
  4.78100000e+02  6.24545123e+02 -4.98734570e+02
  4.78200000e+02  7.46460018e+02 -4.81239422e+02
  4.78300000e+02  8.64781698e+02 -4.38553966e+02
  4.78400000e+02  9.78940598e+02 -3.72924261e+02
  4.78500000e+02  1.08838720e+03 -2.87808108e+02
  4.78600000e+02  1.19259465e+03 -1.87692433e+02
  4.78700000e+02  1.29106134e+03 -7.78563087e+01
  4.78800000e+02  1.38331328e+03  3.59078484e+01
  4.78900000e+02  1.46890640e+03  1.47600200e+02
  4.79000000e+02  1.54742868e+03  2.51330360e+02
  4.79100000e+02  1.61850214e+03  3.41628486e+02
  4.79200000e+02  1.68178466e+03  4.13734158e+02
  4.79300000e+02  1.73697161e+03  4.63847796e+02
  4.79400000e+02  1.78379734e+03  4.89331326e+02
  4.79500000e+02  1.82203646e+03  4.88847500e+02
  4.79600000e+02  1.85150487e+03  4.62430522e+02
  4.79700000e+02  1.87206075e+03  4.11484235e+02
  4.79800000e+02  1.88360513e+03  3.38707975e+02
  4.79900000e+02  1.88608245e+03  2.47954007e+02
  4.80000000e+02  1.87948078e+03  1.44024068e+02
  4.80100000e+02  1.86383190e+03  3.24157672e+01
  4.80200000e+02  1.83921114e+03 -8.09677685e+01
  4.80300000e+02  1.80573701e+03 -1.90129659e+02
  4.80400000e+02  1.76357065e+03 -2.89295992e+02
  4.80500000e+02  1.71291503e+03 -3.73220765e+02
  4.80600000e+02  1.65401400e+03 -4.37462946e+02
  4.80700000e+02  1.58715108e+03 -4.78621021e+02
  4.80800000e+02  1.51264812e+03 -4.94512638e+02
  4.80900000e+02  1.43086378e+03 -4.84289868e+02
  4.81000000e+02  1.34219171e+03 -4.48483979e+02
  4.81100000e+02  1.24705878e+03 -3.88977380e+02
  4.81200000e+02  1.14592290e+03 -3.08904203e+02
  4.81300000e+02  1.03927093e+03 -2.12484772e+02
  4.81400000e+02  9.27616243e+02 -1.04802714e+02
  4.81500000e+02  8.11496313e+02  8.46352856e+00
  4.81600000e+02  6.91470103e+02  1.21340597e+02
  4.81700000e+02  5.68115380e+02  2.27875693e+02
  4.81800000e+02  4.42025935e+02  3.22450967e+02
  4.81900000e+02  3.13808720e+02  4.00080215e+02
  4.82000000e+02  1.84080932e+02  4.56672218e+02
  4.82100000e+02  5.34670385e+01  4.89246812e+02
  4.82200000e+02 -7.74042278e+01  4.96092276e+02
  4.82300000e+02 -2.07902895e+02  4.76855733e+02
  4.82400000e+02 -3.37400785e+02  4.32561784e+02
  4.82500000e+02 -4.65274537e+02  3.65558389e+02
  4.82600000e+02 -5.90908608e+02  2.79392857e+02
  4.82700000e+02 -7.13698237e+02  1.78624503e+02
  4.82800000e+02 -8.33052353e+02  6.85838418e+01
  4.82900000e+02 -9.48396426e+02 -4.49089325e+01
  4.83000000e+02 -1.05917523e+03 -1.55851338e+02
  4.83100000e+02 -1.16485550e+03 -2.58375621e+02
  4.83200000e+02 -1.26492854e+03 -3.47058649e+02
  4.83300000e+02 -1.35891262e+03 -4.17208335e+02
  4.83400000e+02 -1.44635534e+03 -4.65111436e+02
  4.83500000e+02 -1.52683577e+03 -4.88229668e+02
  4.83600000e+02 -1.59996651e+03 -4.85333758e+02
  4.83700000e+02 -1.66539553e+03 -4.56568363e+02
  4.83800000e+02 -1.72280787e+03 -4.03444432e+02
  4.83900000e+02 -1.77192718e+03 -3.28759404e+02
  4.84000000e+02 -1.81251701e+03 -2.36449462e+02
  4.84100000e+02 -1.84438196e+03 -1.31381647e+02
  4.84200000e+02 -1.86736867e+03 -1.90968117e+01
  4.84300000e+02 -1.88136646e+03  9.44830157e+01
  4.84400000e+02 -1.88630796e+03  2.03367393e+02
  4.84500000e+02 -1.88216940e+03  3.01813844e+02
  4.84600000e+02 -1.86897068e+03  3.84631136e+02
  4.84700000e+02 -1.84677534e+03  4.47453447e+02
  4.84800000e+02 -1.81569022e+03  4.86970941e+02
  4.84900000e+02 -1.77586496e+03  5.01104568e+02
  4.85000000e+02 -1.72749126e+03  4.89115862e+02
  4.85100000e+02 -1.67080198e+03  4.51645940e+02
  4.85200000e+02 -1.60607000e+03  3.90681637e+02
  4.85300000e+02 -1.53360692e+03  3.09450574e+02
  4.85400000e+02 -1.45376156e+03  2.12250686e+02
  4.85500000e+02 -1.36691826e+03  1.04223234e+02
  4.85600000e+02 -1.27349506e+03 -8.91872948e+00
  4.85700000e+02 -1.17394167e+03 -1.21192090e+02
  4.85800000e+02 -1.06873730e+03 -2.26659664e+02
  4.85900000e+02 -9.58388377e+02 -3.19743762e+02
  4.86000000e+02 -8.43426084e+02 -3.95520768e+02
  4.86100000e+02 -7.24403813e+02 -4.49981179e+02
  4.86200000e+02 -6.01894497e+02 -4.80241351e+02
  4.86300000e+02 -4.76487856e+02 -4.84695803e+02
  4.86400000e+02 -3.48787558e+02 -4.63102001e+02
  4.86500000e+02 -2.19408310e+02 -4.16593168e+02
  4.86600000e+02 -8.89729010e+01 -3.47618428e+02
  4.86700000e+02  4.18907940e+01 -2.59813463e+02
  4.86800000e+02  1.72552840e+02 -1.57808494e+02
  4.86900000e+02  3.02384273e+02 -4.69837364e+01
  4.87000000e+02  4.30760125e+02  6.68147418e+01
  4.87100000e+02  5.57062438e+02  1.77583780e+02
  4.87200000e+02  6.80683233e+02  2.79480170e+02
  4.87300000e+02  8.01027440e+02  3.67129260e+02
  4.87400000e+02  9.17515760e+02  4.35908805e+02
  4.87500000e+02  1.02958746e+03  4.82193084e+02
  4.87600000e+02  1.13670305e+03  5.03544388e+02
  4.87700000e+02  1.23834693e+03  4.98841756e+02
  4.87800000e+02  1.33402981e+03  4.68340178e+02
  4.87900000e+02  1.42329110e+03  4.13657121e+02
  4.88000000e+02  1.50570112e+03  3.37687107e+02
  4.88100000e+02  1.58086320e+03  2.44448831e+02
  4.88200000e+02  1.64841550e+03  1.38872922e+02
  4.88300000e+02  1.70803288e+03  2.65415315e+01
  4.88400000e+02  1.75942833e+03 -8.66064798e+01
  4.88500000e+02  1.80235447e+03 -1.94589200e+02
  4.88600000e+02  1.83660466e+03 -2.91697591e+02
  4.88700000e+02  1.86201403e+03 -3.72797007e+02
  4.88800000e+02  1.87846027e+03 -4.33598373e+02
  4.88900000e+02  1.88586421e+03 -4.70884705e+02
  4.89000000e+02  1.88419021e+03 -4.82681011e+02
  4.89100000e+02  1.87344633e+03 -4.68358593e+02
  4.89200000e+02  1.85368429e+03 -4.28668253e+02
  4.89300000e+02  1.82499921e+03 -3.65700635e+02
  4.89400000e+02  1.78752918e+03 -2.82775808e+02
  4.89500000e+02  1.74145457e+03 -1.84267921e+02
  4.89600000e+02  1.68699716e+03 -7.53741847e+01
  4.89700000e+02  1.62441909e+03  3.81596149e+01
  4.89800000e+02  1.55402159e+03  1.50342571e+02
  4.89900000e+02  1.47614354e+03  2.55255061e+02
  4.90000000e+02  1.39115981e+03  3.47361380e+02
  4.90100000e+02  1.29947949e+03  4.21802105e+02
  4.90200000e+02  1.20154390e+03  4.74650733e+02
  4.90300000e+02  1.09782447e+03  5.03121056e+02
  4.90400000e+02  9.88820466e+02  5.05714304e+02
  4.90500000e+02  8.75056602e+02  4.82298302e+02
  4.90600000e+02  7.57080499e+02  4.34114443e+02
  4.90700000e+02  6.35460056e+02  3.63712126e+02
  4.90800000e+02  5.10780715e+02  2.74814106e+02
  4.90900000e+02  3.83642642e+02  1.72119881e+02
  4.91000000e+02  2.54657837e+02  6.10574891e+01
  4.91100000e+02  1.24447193e+02 -5.25031654e+01
  4.91200000e+02 -6.36249958e+00 -1.62560329e+02
  4.91300000e+02 -1.37141565e+02 -2.63297371e+02
  4.91400000e+02 -2.67260475e+02 -3.49389985e+02
  4.91500000e+02 -3.96092880e+02 -4.16287384e+02
  4.91600000e+02 -5.23018622e+02 -4.60452642e+02
  4.91700000e+02 -6.47426722e+02 -4.79549490e+02
  4.91800000e+02 -7.68718319e+02 -4.72565706e+02
  4.91900000e+02 -8.86309556e+02 -4.39866567e+02
  4.92000000e+02 -9.99634386e+02 -3.83175556e+02
  4.92100000e+02 -1.10814730e+03 -3.05483338e+02
  4.92200000e+02 -1.21132595e+03 -2.10889806e+02
  4.92300000e+02 -1.30867367e+03 -1.04387552e+02
  4.92400000e+02 -1.39972187e+03  8.40181439e+00
  4.92500000e+02 -1.48403225e+03  1.21524564e+02
  4.92600000e+02 -1.56119899e+03  2.29009288e+02
  4.92700000e+02 -1.63085062e+03  3.25182269e+02
  4.92800000e+02 -1.69265186e+03  4.04967134e+02
  4.92900000e+02 -1.74630523e+03  4.64152951e+02
  4.93000000e+02 -1.79155245e+03  4.99616621e+02
  4.93100000e+02 -1.82817571e+03  5.09487825e+02
  4.93200000e+02 -1.85599874e+03  4.93247793e+02
  4.93300000e+02 -1.87488759e+03  4.51756702e+02
  4.93400000e+02 -1.88475133e+03  3.87208242e+02
  4.93500000e+02 -1.88554250e+03  3.03013760e+02
  4.93600000e+02 -1.87725727e+03  2.03622085e+02
  4.93700000e+02 -1.85993554e+03  9.42845717e+01
  4.93800000e+02 -1.83366068e+03 -1.92222474e+01
  4.93900000e+02 -1.79855918e+03 -1.30901744e+02
  4.94000000e+02 -1.75479999e+03 -2.34853898e+02
  4.94100000e+02 -1.70259377e+03 -3.25586901e+02
  4.94200000e+02 -1.64219181e+03 -3.98307199e+02
  4.94300000e+02 -1.57388488e+03 -4.49172653e+02
  4.94400000e+02 -1.49800177e+03 -4.75495460e+02
  4.94500000e+02 -1.41490777e+03 -4.75884102e+02
  4.94600000e+02 -1.32500287e+03 -4.50316832e+02
  4.94700000e+02 -1.22871982e+03 -4.00142824e+02
  4.94800000e+02 -1.12652213e+03 -3.28010914e+02
  4.94900000e+02 -1.01890171e+03 -2.37729700e+02
  4.95000000e+02 -9.06376641e+02 -1.34066397e+02
  4.95100000e+02 -7.89488565e+02 -2.24950578e+01
  4.95200000e+02 -6.68800148e+02  9.10925312e+01
  4.95300000e+02 -5.44892343e+02  2.00698020e+02
  4.95400000e+02 -4.18361604e+02  3.00533291e+02
  4.95500000e+02 -2.89817009e+02  3.85326149e+02
  4.95600000e+02 -1.59877328e+02  4.50598764e+02
  4.95700000e+02 -2.91680498e+01  4.92904165e+02
  4.95800000e+02  1.01681634e+02  5.10008278e+02
  4.95900000e+02  2.32041854e+02  5.01007922e+02
  4.96000000e+02  3.61285101e+02  4.66378499e+02
  4.96100000e+02  4.88789238e+02  4.07948887e+02
  4.96200000e+02  6.13940502e+02  3.28804849e+02
  4.96300000e+02  7.36136455e+02  2.33126054e+02
  4.96400000e+02  8.54788886e+02  1.25965336e+02
  4.96500000e+02  9.69326641e+02  1.29818337e+01
  4.96600000e+02  1.07919837e+03 -9.98578974e+01
  4.96700000e+02  1.18387519e+03 -2.06594996e+02
  4.96800000e+02  1.28285322e+03 -3.01593005e+02
  4.96900000e+02  1.37565601e+03 -3.79835559e+02
  4.97000000e+02  1.46183684e+03 -4.37191307e+02
  4.97100000e+02  1.54098086e+03 -4.70632110e+02
  4.97200000e+02  1.61270709e+03 -4.78392965e+02
  4.97300000e+02  1.67667028e+03 -4.60065213e+02
  4.97400000e+02  1.73256252e+03 -4.16618128e+02
  4.97500000e+02  1.78011477e+03 -3.50347714e+02
  4.97600000e+02  1.81909812e+03 -2.64755448e+02
  4.97700000e+02  1.84932493e+03 -1.64363348e+02
  4.97800000e+02  1.87064968e+03 -5.44751481e+01
  4.97900000e+02  1.88296974e+03  5.91038165e+01
  4.98000000e+02  1.88622579e+03  1.70373209e+02
  4.98100000e+02  1.88040216e+03  2.73454595e+02
  4.98200000e+02  1.86552688e+03  3.62901901e+02
  4.98300000e+02  1.84167156e+03  4.33989044e+02
  4.98400000e+02  1.80895104e+03  4.82959534e+02
  4.98500000e+02  1.76752281e+03  5.07224861e+02
  4.98600000e+02  1.71758630e+03  5.05501207e+02
  4.98700000e+02  1.65938188e+03  4.77877246e+02
  4.98800000e+02  1.59318974e+03  4.25809455e+02
  4.98900000e+02  1.51932851e+03  3.52045193e+02
  4.99000000e+02  1.43815371e+03  2.60477598e+02
  4.99100000e+02  1.35005612e+03  1.55939977e+02
  4.99200000e+02  1.25545979e+03  4.39505339e+01
  4.99300000e+02  1.15482008e+03 -6.95790640e+01
  4.99400000e+02  1.04862145e+03 -1.78655906e+02
  4.99500000e+02  9.37375092e+02 -2.77522345e+02
  4.99600000e+02  8.21616515e+02 -3.60960082e+02
  4.99700000e+02  7.01902943e+02 -4.24565757e+02
  4.99800000e+02  5.78810639e+02 -4.64983513e+02
  4.99900000e+02  4.52932128e+02 -4.80082223e+02
  5.00000000e+02  3.24873349e+02 -4.69068040e+02
  5.00100000e+02  1.95250735e+02 -4.32526323e+02
  5.00200000e+02  6.46882477e+01 -3.72390718e+02
  5.00300000e+02 -6.61856275e+01 -2.91841029e+02
  5.00400000e+02 -1.96740906e+02 -1.95135280e+02
  5.00500000e+02 -3.26349138e+02 -8.73848319e+01
  5.00600000e+02 -4.54386431e+02  2.57155753e+01
  5.00700000e+02 -5.80236455e+02  1.38188580e+02
  5.00800000e+02 -7.03293408e+02  2.44089888e+02
  5.00900000e+02 -8.22964935e+02  3.37822215e+02
  5.01000000e+02 -9.38674976e+02  4.14430899e+02
  5.01100000e+02 -1.04986654e+03  4.69865572e+02
  5.01200000e+02 -1.15600439e+03  5.01194077e+02
  5.01300000e+02 -1.25657760e+03  5.06757323e+02
  5.01400000e+02 -1.35110206e+03  4.86256904e+02
  5.01500000e+02 -1.43912276e+03  4.40770859e+02
  5.01600000e+02 -1.52021598e+03  3.72696734e+02
  5.01700000e+02 -1.59399137e+03  2.85624956e+02
  5.01800000e+02 -1.66009381e+03  1.84149206e+02
  5.01900000e+02 -1.71820510e+03  7.36238098e+01
  5.02000000e+02 -1.76804550e+03 -4.01190452e+01
  5.02100000e+02 -1.80937511e+03 -1.51077332e+02
  5.02200000e+02 -1.84199497e+03 -2.53396172e+02
  5.02300000e+02 -1.86574807e+03 -3.41677051e+02
  5.02400000e+02 -1.88052006e+03 -4.11262938e+02
  5.02500000e+02 -1.88623983e+03 -4.58484232e+02
  5.02600000e+02 -1.88287986e+03 -4.80852570e+02
  5.02700000e+02 -1.87045632e+03 -4.77192242e+02
  5.02800000e+02 -1.84902901e+03 -4.47702280e+02
  5.02900000e+02 -1.81870107e+03 -3.93945946e+02
  5.03000000e+02 -1.77961849e+03 -3.18768163e+02
  5.03100000e+02 -1.73196941e+03 -2.26145265e+02
  5.03200000e+02 -1.67598319e+03 -1.20974983e+02
  5.03300000e+02 -1.61192933e+03 -8.81778211e+00
  5.03400000e+02 -1.54011617e+03  1.04396815e+02
  5.03500000e+02 -1.46088939e+03  2.12683388e+02
  5.03600000e+02 -1.37463036e+03  3.10316733e+02
  5.03700000e+02 -1.28175430e+03  3.92134230e+02
  5.03800000e+02 -1.18270830e+03  4.53808502e+02
  5.03900000e+02 -1.07796912e+03  4.92075958e+02
  5.04000000e+02 -9.68040954e+02  5.04909157e+02
  5.04100000e+02 -8.53452948e+02  4.91623876e+02
  5.04200000e+02 -7.34756697e+02  4.52915251e+02
  5.04300000e+02 -6.12523566e+02  3.90821061e+02
  5.04400000e+02 -4.87341946e+02  3.08614099e+02
  5.04500000e+02 -3.59814419e+02  2.10629327e+02
  5.04600000e+02 -2.30554863e+02  1.02034925e+02
  5.04700000e+02 -1.00185491e+02 -1.14406588e+01
  5.04800000e+02  3.06661409e+01 -1.23811249e+02
  5.04900000e+02  1.61370156e+02 -2.29149098e+02
  5.05000000e+02  2.91297388e+02 -3.21897948e+02
  5.05100000e+02  4.19822408e+02 -3.97166480e+02
  5.05200000e+02  5.46326539e+02 -4.50986636e+02
  5.05300000e+02  6.70200831e+02 -4.80523190e+02
  5.05400000e+02  7.90848994e+02 -4.84223480e+02
  5.05500000e+02  9.07690266e+02 -4.61899406e+02
  5.05600000e+02  1.02016221e+03 -4.14737365e+02
  5.05700000e+02  1.12772343e+03 -3.45235583e+02
  5.05800000e+02  1.22985615e+03 -2.57072177e+02
  5.05900000e+02  1.32606874e+03 -1.54910892e+02
  5.06000000e+02  1.41589807e+03 -4.41547906e+01
  5.06100000e+02  1.49891172e+03  6.93391059e+01
  5.06200000e+02  1.57471010e+03  1.79569151e+02
  5.06300000e+02  1.64292833e+03  2.80706042e+02
  5.06400000e+02  1.70323805e+03  3.67400692e+02
  5.06500000e+02  1.75534892e+03  4.35066729e+02
  5.06600000e+02  1.79901012e+03  4.80122724e+02
  5.06700000e+02  1.83401146e+03  5.00181335e+02
  5.06800000e+02  1.86018447e+03  4.94175394e+02
  5.06900000e+02  1.87740315e+03  4.62414260e+02
  5.07000000e+02  1.88558463e+03  4.06567486e+02
  5.07100000e+02  1.88468951e+03  3.29576634e+02
  5.07200000e+02  1.87472211e+03  2.35499927e+02
  5.07300000e+02  1.85573040e+03  1.29297909e+02
  5.07400000e+02  1.82780581e+03  1.65714638e+01
  5.07500000e+02  1.79108276e+03 -9.67339888e+01
  5.07600000e+02  1.74573801e+03 -2.04642495e+02
  5.07700000e+02  1.69198985e+03 -3.01463178e+02
  5.07800000e+02  1.63009700e+03 -3.82090792e+02
  5.07900000e+02  1.56035739e+03 -4.42275349e+02
  5.08000000e+02  1.48310673e+03 -4.78846573e+02
  5.08100000e+02  1.39871687e+03 -4.89881332e+02
  5.08200000e+02  1.30759405e+03 -4.74805198e+02
  5.08300000e+02  1.21017689e+03 -4.34422790e+02
  5.08400000e+02  1.10693433e+03 -3.70875267e+02
  5.08500000e+02  9.98363347e+02 -2.87527243e+02
  5.08600000e+02  8.84986569e+02 -1.88789091e+02
  5.08700000e+02  7.67349753e+02 -7.98840048e+01
  5.08800000e+02  6.46019165e+02  3.34278557e+01
  5.08900000e+02  5.21578850e+02  1.45153584e+02
  5.09000000e+02  3.94627824e+02  2.49384036e+02
  5.09100000e+02  2.65777187e+02  3.40605914e+02
  5.09200000e+02  1.35647186e+02  4.13992947e+02
  5.09300000e+02  4.86422382e+00  4.65660782e+02
  5.09400000e+02 -1.25942153e+02  4.92872128e+02
  5.09500000e+02 -2.56142285e+02  4.94181328e+02
  5.09600000e+02 -3.85109432e+02  4.69510700e+02
  5.09700000e+02 -5.12222786e+02  4.20154644e+02
  5.09800000e+02 -6.36870465e+02  3.48711273e+02
  5.09900000e+02 -7.58452457e+02  2.58945200e+02
  5.10000000e+02 -8.76383504e+02  1.55588708e+02
  5.10100000e+02 -9.90095926e+02  4.40918251e+01
  5.10200000e+02 -1.09904235e+03 -6.96655180e+01
  5.10300000e+02 -1.20269833e+03 -1.79684026e+02
  5.10400000e+02 -1.30056492e+03 -2.80161884e+02
  5.10500000e+02 -1.39217101e+03 -3.65801172e+02
  5.10600000e+02 -1.47707564e+03 -4.32087667e+02
  5.10700000e+02 -1.55487011e+03 -4.75529252e+02
  5.10800000e+02 -1.62517994e+03 -4.93840346e+02
  5.10900000e+02 -1.68766668e+03 -4.86062610e+02
  5.11000000e+02 -1.74202953e+03 -4.52615555e+02
  5.11100000e+02 -1.78800683e+03 -3.95274388e+02
  5.11200000e+02 -1.82537724e+03 -3.17076246e+02
  5.11300000e+02 -1.85396087e+03 -2.22159793e+02
  5.11400000e+02 -1.87362014e+03 -1.15546639e+02
  5.11500000e+02 -1.88426041e+03 -2.87612791e+00
  5.11600000e+02 -1.88583046e+03  1.09892503e+02
  5.11700000e+02 -1.87832274e+03  2.16794853e+02
  5.11800000e+02 -1.86177338e+03  3.12176359e+02
  5.11900000e+02 -1.83626204e+03  3.90990937e+02
  5.12000000e+02 -1.80191154e+03  4.49067485e+02
  5.12100000e+02 -1.75888722e+03  4.83330170e+02
  5.12200000e+02 -1.70739619e+03  4.91960878e+02
