               t             z_1            v_z1
  1.31300000e+02 -1.88624737e+03 -3.48156409e+02
  1.31400000e+02 -1.88054389e+03 -4.15914479e+02
  1.31500000e+02 -1.86578809e+03 -4.60941223e+02
  1.31600000e+02 -1.84205099e+03 -4.80855308e+02
  1.31700000e+02 -1.80944686e+03 -4.74601785e+02
  1.31800000e+02 -1.76813263e+03 -4.42507801e+02
  1.31900000e+02 -1.71830719e+03 -3.86265319e+02
  1.32000000e+02 -1.66021037e+03 -3.08841756e+02
  1.32100000e+02 -1.59412184e+03 -2.14323260e+02
  1.32200000e+02 -1.52035973e+03 -1.07698906e+02
  1.32300000e+02 -1.43927910e+03  5.40280158e+00
  1.32400000e+02 -1.35127024e+03  1.19011189e+02
  1.32500000e+02 -1.25675681e+03  2.27128748e+02
  1.32600000e+02 -1.15619376e+03  3.24047890e+02
  1.32700000e+02 -1.05006517e+03  4.04652378e+02
  1.32800000e+02 -9.38881901e+02  4.64687538e+02
  1.32900000e+02 -8.23179163e+02  5.00984960e+02
  1.33000000e+02 -7.03513908e+02  5.11629834e+02
  1.33100000e+02 -5.80462166e+02  4.96062070e+02
  1.33200000e+02 -4.54616267e+02  4.55105880e+02
  1.33300000e+02 -3.26581993e+02  3.90926245e+02
  1.33400000e+02 -1.96975660e+02  3.06914569e+02
  1.33500000e+02 -6.64211499e+01  2.07509565e+02
  1.33600000e+02  6.44530898e+01  9.79628263e+01
  1.33700000e+02  1.95017073e+02 -1.59385291e+01
  1.33800000e+02  3.24642307e+02 -1.28177502e+02
  1.33900000e+02  4.52704818e+02 -2.32824992e+02
  1.34000000e+02  5.78588155e+02 -3.24352936e+02
  1.34100000e+02  7.01686356e+02 -3.97926262e+02
  1.34200000e+02  8.21406867e+02 -4.49658253e+02
  1.34300000e+02  9.37173391e+02 -4.76815809e+02
  1.34400000e+02  1.04842867e+03 -4.77963798e+02
  1.34500000e+02  1.15463715e+03 -4.53040842e+02
  1.34600000e+02  1.25528758e+03 -4.03362557e+02
  1.34700000e+02  1.34989546e+03 -3.31552073e+02
  1.34800000e+02  1.43800539e+03 -2.41401485e+02
  1.34900000e+02  1.51919322e+03 -1.37671584e+02
  1.35000000e+02  1.59306815e+03 -2.58404155e+01
  1.35100000e+02  1.65927457e+03  8.81860378e+01
  1.35200000e+02  1.71749377e+03  1.98385773e+02
  1.35300000e+02  1.76744552e+03  2.98938811e+02
  1.35400000e+02  1.80888937e+03  3.84534574e+02
  1.35500000e+02  1.84162580e+03  4.50652353e+02
  1.35600000e+02  1.86549724e+03  4.93800064e+02
  1.35700000e+02  1.88038879e+03  5.11698674e+02
  1.35800000e+02  1.88622876e+03  5.03402565e+02
  1.35900000e+02  1.88298903e+03  4.69349470e+02
  1.36000000e+02  1.87068520e+03  4.11337355e+02
  1.36100000e+02  1.84937650e+03  3.32429457e+02
  1.36200000e+02  1.81916551e+03  2.36792502e+02
  1.36300000e+02  1.78019764e+03  1.29476641e+02
  1.36400000e+02  1.73266048e+03  1.61487295e+01
  1.36500000e+02  1.67678285e+03 -9.72069581e+01
  1.36600000e+02  1.61283373e+03 -2.04604784e+02
  1.36700000e+02  1.54112096e+03 -3.00373868e+02
  1.36800000e+02  1.46198973e+03 -3.79457592e+02
  1.36900000e+02  1.37582096e+03 -4.37680652e+02
  1.37000000e+02  1.28302943e+03 -4.71969573e+02
  1.37100000e+02  1.18406181e+03 -4.80515029e+02
  1.37200000e+02  1.07939450e+03 -4.62867394e+02
  1.37300000e+02  9.69531342e+02 -4.19960489e+02
  1.37400000e+02  8.55001173e+02 -3.54062258e+02
  1.37500000e+02  7.36355305e+02 -2.68654988e+02
  1.37600000e+02  6.14164862e+02 -1.68251393e+02
  1.37700000e+02  4.89018028e+02 -5.81562772e+01
  1.37800000e+02  3.61517221e+02  5.58136304e+01
  1.37900000e+02  2.32276188e+02  1.67636884e+02
  1.38000000e+02  1.01917052e+02  2.71405337e+02
  1.38100000e+02 -2.89326789e+01  3.61636168e+02
  1.38200000e+02 -1.59643137e+02  4.33561456e+02
  1.38300000e+02 -2.89585125e+02  4.83379986e+02
  1.38400000e+02 -4.18133144e+02  5.08458006e+02
  1.38500000e+02 -5.44668405e+02  5.07468323e+02
  1.38600000e+02 -6.68581809e+02  4.80460392e+02
  1.38700000e+02 -7.89276877e+02  4.28857705e+02
  1.38800000e+02 -9.06172622e+02  3.55382609e+02
  1.38900000e+02 -1.01870635e+03  2.63912522e+02
  1.39000000e+02 -1.12633635e+03  1.59275154e+02
  1.39100000e+02 -1.22854453e+03  4.69935332e+01
  1.39200000e+02 -1.32483890e+03 -6.70056842e+01
  1.39300000e+02 -1.41475593e+03 -1.76705226e+02
  1.39400000e+02 -1.49786277e+03 -2.76314997e+02
  1.39500000e+02 -1.57375940e+03 -3.60577876e+02
  1.39600000e+02 -1.64208045e+03 -4.25047362e+02
  1.39700000e+02 -1.70249707e+03 -4.66322407e+02
  1.39800000e+02 -1.75471841e+03 -4.82227040e+02
  1.39900000e+02 -1.79849311e+03 -4.71925279e+02
  1.40000000e+02 -1.83361045e+03 -4.35965285e+02
  1.40100000e+02 -1.85990138e+03 -3.76250405e+02
  1.40200000e+02 -1.87723935e+03 -2.95938647e+02
  1.40300000e+02 -1.88554090e+03 -1.99275889e+02
  1.40400000e+02 -1.88476607e+03 -9.13716384e+01
  1.40500000e+02 -1.87491858e+03  2.20708247e+01
  1.40600000e+02 -1.85604584e+03  1.35055660e+02
  1.40700000e+02 -1.82823871e+03  2.41611132e+02
  1.40800000e+02 -1.79163102e+03  3.36104998e+02
  1.40900000e+02 -1.74639901e+03  4.13541971e+02
  1.41000000e+02 -1.69276039e+03  4.69827536e+02
  1.41100000e+02 -1.63097338e+03  5.01984195e+02
  1.41200000e+02 -1.56133539e+03  5.08308723e+02
  1.41300000e+02 -1.48418164e+03  4.88462114e+02
  1.41400000e+02 -1.39988352e+03  4.43487484e+02
  1.41500000e+02 -1.30884681e+03  3.75754981e+02
  1.41600000e+02 -1.21150975e+03  2.88836604e+02
  1.41700000e+02 -1.10834086e+03  1.87317549e+02
  1.41800000e+02 -9.99836786e+02  7.65540491e+01
  1.41900000e+02 -8.86519820e+02 -3.76095100e+01
  1.42000000e+02 -7.68935436e+02 -1.49149256e+02
  1.42100000e+02 -6.47649646e+02 -2.52179972e+02
  1.42200000e+02 -5.23246281e+02 -3.41265916e+02
  1.42300000e+02 -3.96324178e+02 -4.11707901e+02
  1.42400000e+02 -2.67494300e+02 -4.59791475e+02
  1.42500000e+02 -1.37376791e+02 -4.82983093e+02
  1.42600000e+02 -6.59799508e+00 -4.80063920e+02
  1.42700000e+02  1.24212561e+02 -4.51194198e+02
  1.42800000e+02  2.54425199e+02 -3.97904777e+02
  1.42900000e+02  3.83413115e+02 -3.23016269e+02
  1.43000000e+02  5.10555406e+02 -2.30490071e+02
  1.43100000e+02  6.35240048e+02 -1.25219146e+02
  1.43200000e+02  7.56866850e+02 -1.27696095e+01
  1.43300000e+02  8.74850341e+02  1.00913246e+02
  1.43400000e+02  9.88622585e+02  2.09818940e+02
  1.43500000e+02  1.09763592e+03  3.08189248e+02
  1.43600000e+02  1.20136559e+03  3.90822306e+02
  1.43700000e+02  1.29931228e+03  4.53347349e+02
  1.43800000e+02  1.39100450e+03  4.92455542e+02
  1.43900000e+02  1.47600088e+03  5.06074728e+02
  1.44000000e+02  1.55389227e+03  4.93478872e+02
  1.44100000e+02  1.62430372e+03  4.55326396e+02
  1.44200000e+02  1.68689630e+03  3.93625410e+02
  1.44300000e+02  1.74136872e+03  3.11627646e+02
  1.44400000e+02  1.78745874e+03  2.13656728e+02
  1.44500000e+02  1.82494452e+03  1.04879821e+02
  1.44600000e+02  1.85364561e+03 -8.96527135e+00
  1.44700000e+02  1.87342385e+03 -1.21873136e+02
  1.44800000e+02  1.88418404e+03 -2.27887922e+02
  1.44900000e+02  1.88587438e+03 -3.21417890e+02
  1.45000000e+02  1.87848673e+03 -3.97530733e+02
  1.45100000e+02  1.86205665e+03 -4.52214063e+02
  1.45200000e+02  1.83666324e+03 -4.82587324e+02
  1.45300000e+02  1.80242872e+03 -4.87053916e+02
  1.45400000e+02  1.75951790e+03 -4.65385519e+02
  1.45500000e+02  1.70813733e+03 -4.18734144e+02
  1.45600000e+02  1.64853435e+03 -3.49571289e+02
  1.45700000e+02  1.58099585e+03 -2.61557407e+02
  1.45800000e+02  1.50584695e+03 -1.59348577e+02
  1.45900000e+02  1.42344939e+03 -4.83506025e+01
  1.46000000e+02  1.33419981e+03  6.55664990e+01
  1.46100000e+02  1.23852783e+03  1.76378511e+02
  1.46200000e+02  1.13689397e+03  2.78225180e+02
  1.46300000e+02  1.02978748e+03  3.65719722e+02
  1.46400000e+02  9.17723924e+02  4.34233316e+02
  1.46500000e+02  8.01242742e+02  4.80139569e+02
  1.46600000e+02  6.80904638e+02  5.01006038e+02
  1.46700000e+02  5.57288881e+02  4.95722695e+02
  1.46800000e+02  4.30990515e+02  4.64560552e+02
  1.46900000e+02  3.02617502e+02  4.09157342e+02
  1.47000000e+02  1.72787786e+02  3.32431025e+02
  1.47100000e+02  4.21263255e+01  2.38425679e+02
  1.47200000e+02 -8.87379168e+01  1.32097910e+02
  1.47300000e+02 -2.19175003e+02  1.90550816e+01
  1.47400000e+02 -3.48557052e+02 -9.47408375e+01
  1.47500000e+02 -4.76261261e+02 -2.03288144e+02
  1.47600000e+02 -6.01672902e+02 -3.00862374e+02
  1.47700000e+02 -7.24188284e+02 -3.82318628e+02
  1.47800000e+02 -8.43217659e+02 -4.43363296e+02
  1.47900000e+02 -9.58188058e+02 -4.80780811e+02
  1.48000000e+02 -1.06854605e+03 -4.92603476e+02
  1.48100000e+02 -1.17376041e+03 -4.78215380e+02
  1.48200000e+02 -1.27332466e+03 -4.38384922e+02
  1.48300000e+02 -1.36675955e+03 -3.75224228e+02
  1.48400000e+02 -1.45361530e+03 -2.92077597e+02
  1.48500000e+02 -1.53347381e+03 -1.93344870e+02
  1.48600000e+02 -1.60595068e+03 -8.42490586e+01
  1.48700000e+02 -1.67069702e+03  2.94395075e+01
  1.48800000e+02 -1.72740117e+03  1.41707933e+02
  1.48900000e+02 -1.77579017e+03  2.46618325e+02
  1.49000000e+02 -1.81563110e+03  3.38621393e+02
  1.49100000e+02 -1.84673216e+03  4.12849529e+02
  1.49200000e+02 -1.86894366e+03  4.65373886e+02
  1.49300000e+02 -1.88215866e+03  4.93411870e+02
  1.49400000e+02 -1.88631357e+03  4.95474101e+02
  1.49500000e+02 -1.88138838e+03  4.71443070e+02
  1.49600000e+02 -1.86740679e+03  4.22579345e+02
  1.49700000e+02 -1.84443611e+03  3.51454988e+02
  1.49800000e+02 -1.81258691e+03  2.61817721e+02
  1.49900000e+02 -1.77201251e+03  1.58392989e+02
  1.50000000e+02 -1.72290822e+03  4.66343871e+01
  1.50100000e+02 -1.66551040e+03 -6.75643572e+01
  1.50200000e+02 -1.60009536e+03 -1.78180660e+02
  1.50300000e+02 -1.52697798e+03 -2.79381152e+02
  1.50400000e+02 -1.44651022e+03 -3.65829764e+02
  1.50500000e+02 -1.35907943e+03 -4.32969535e+02
  1.50600000e+02 -1.26510648e+03 -4.77263288e+02
  1.50700000e+02 -1.16504371e+03 -4.96380435e+02
  1.50800000e+02 -1.05937280e+03 -4.89320058e+02
  1.50900000e+02 -9.48602412e+02 -4.56463773e+02
  1.51000000e+02 -8.33265761e+02 -3.99555568e+02
  1.51100000e+02 -7.13918040e+02 -3.21609693e+02
  1.51200000e+02 -5.91133749e+02 -2.26751464e+02
  1.51300000e+02 -4.65503932e+02 -1.19999386e+02
  1.51400000e+02 -3.37633330e+02 -7.00010177e+00
  1.51500000e+02 -2.08137472e+02  1.06269828e+02
  1.51600000e+02 -7.76397069e+01  2.13819571e+02
  1.51700000e+02  5.32317899e+01  3.09960424e+02
  1.51800000e+02  1.83847046e+02  3.89606257e+02
  1.51900000e+02  3.13577322e+02  4.48542124e+02
  1.52000000e+02  4.41798138e+02  4.83646876e+02
  1.52100000e+02  5.67892281e+02  4.93057996e+02
  1.52200000e+02  6.91252775e+02  4.76269965e+02
  1.52300000e+02  8.11285802e+02  4.34160957e+02
  1.52400000e+02  9.27413562e+02  3.68946459e+02
  1.52500000e+02  1.03907705e+03  2.84062261e+02
  1.52600000e+02  1.14573877e+03  1.83982995e+02
  1.52700000e+02  1.24688526e+03  7.39858155e+01
  1.52800000e+02  1.34202966e+03 -4.01283104e+01
  1.52900000e+02  1.43071396e+03 -1.52340973e+02
  1.53000000e+02  1.51251127e+03 -2.56734176e+02
  1.53100000e+02  1.58702784e+03 -3.47802883e+02
  1.53200000e+02  1.65390497e+03 -4.20745762e+02
  1.53300000e+02  1.71282074e+03 -4.71718756e+02
  1.53400000e+02  1.76349155e+03 -4.98038103e+02
  1.53500000e+02  1.80567348e+03 -4.98322066e+02
  1.53600000e+02  1.83916348e+03 -4.72563913e+02
  1.53700000e+02  1.86380035e+03 -4.22132259e+02
  1.53800000e+02  1.87946549e+03 -3.49698788e+02
  1.53900000e+02  1.88608349e+03 -2.59097145e+02
  1.54000000e+02  1.88362250e+03 -1.55120464e+02
  1.54100000e+02  1.87209436e+03 -4.32682193e+01
  1.54200000e+02  1.85155456e+03  7.05442201e+01
  1.54300000e+02  1.82210198e+03  1.80298009e+02
  1.54400000e+02  1.78387840e+03  2.80188703e+02
  1.54500000e+02  1.73706780e+03  3.64932814e+02
  1.54600000e+02  1.68189552e+03  4.30046852e+02
  1.54700000e+02  1.61862715e+03  4.72084111e+02
  1.54800000e+02  1.54756722e+03  4.88816706e+02
  1.54900000e+02  1.46905781e+03  4.79353228e+02
  1.55000000e+02  1.38347684e+03  4.44185828e+02
  1.55100000e+02  1.29123625e+03  3.85164216e+02
  1.55200000e+02  1.19278008e+03  3.05397976e+02
  1.55300000e+02  1.08858224e+03  2.09092326e+02
  1.55400000e+02  9.79144328e+02  1.01326033e+02
  1.55500000e+02  8.64993130e+02 -1.22168227e+01
  1.55600000e+02  7.46678136e+02 -1.25547045e+02
  1.55700000e+02  6.24768877e+02 -2.32686631e+02
  1.55800000e+02  4.99852182e+02 -3.27984495e+02
  1.55900000e+02  3.72529362e+02 -4.06414917e+02
  1.56000000e+02  2.43413307e+02 -4.63842974e+02
  1.56100000e+02  1.13125539e+02 -4.97242911e+02
  1.56200000e+02 -1.77067786e+01 -5.04857947e+02
  1.56300000e+02 -1.48453861e+02 -4.86293047e+02
  1.56400000e+02 -2.78486335e+02 -4.42535788e+02
  1.56500000e+02 -4.07178265e+02 -3.75904190e+02
  1.56600000e+02 -5.33910172e+02 -2.89924299e+02
  1.56700000e+02 -6.58072007e+02 -1.89143950e+02
  1.56800000e+02 -7.79066098e+02 -7.88925829e+01
  1.56900000e+02 -8.96310017e+02  3.50002301e+01
  1.57000000e+02 -1.00923939e+03  1.46512668e+02
  1.57100000e+02 -1.11731061e+03  2.49748697e+02
  1.57200000e+02 -1.22000346e+03  3.39249463e+02
  1.57300000e+02 -1.31682361e+03  4.10281592e+02
  1.57400000e+02 -1.40730500e+03  4.59087179e+02
  1.57500000e+02 -1.49101208e+03  4.83082256e+02
  1.57600000e+02 -1.56754191e+03  4.80993257e+02
  1.57700000e+02 -1.63652610e+03  4.52924278e+02
  1.57800000e+02 -1.69763259e+03  4.00351581e+02
  1.57900000e+02 -1.75056722e+03  3.26045620e+02
  1.58000000e+02 -1.79507519e+03  2.33924723e+02
  1.58100000e+02 -1.83094226e+03  1.28848151e+02
  1.58200000e+02 -1.85799576e+03  1.63594546e+01
  1.58300000e+02 -1.87610547e+03 -9.76062945e+01
  1.58400000e+02 -1.88518421e+03 -2.07035963e+02
  1.58500000e+02 -1.88518830e+03 -3.06155931e+02
  1.58600000e+02 -1.87611770e+03 -3.89737013e+02
  1.58700000e+02 -1.85801607e+03 -4.53370635e+02
  1.58800000e+02 -1.83097056e+03 -4.93701662e+02
  1.58900000e+02 -1.79511135e+03 -5.08605593e+02
  1.59000000e+02 -1.75061106e+03 -4.97300762e+02
  1.59100000e+02 -1.69768390e+03 -4.60389616e+02
  1.59200000e+02 -1.63658463e+03 -3.99826894e+02
  1.59300000e+02 -1.56760738e+03 -3.18816388e+02
  1.59400000e+02 -1.49108418e+03 -2.21641735e+02
  1.59500000e+02 -1.40738338e+03 -1.13440177e+02
  1.59600000e+02 -1.31690789e+03  6.87542819e-02
  1.59700000e+02 -1.22009324e+03  1.12885313e+02
  1.59800000e+02 -1.11740545e+03  2.19046406e+02
  1.59900000e+02 -1.00933884e+03  3.12940530e+02
  1.60000000e+02 -8.96413592e+02  3.89604134e+02
  1.60100000e+02 -7.79173305e+02  4.44983761e+02
  1.60200000e+02 -6.58182331e+02  4.76150128e+02
  1.60300000e+02 -5.34023080e+02  4.81452829e+02
  1.60400000e+02 -4.07293216e+02  4.60607496e+02
  1.60500000e+02 -2.78602775e+02  4.14710817e+02
  1.60600000e+02 -1.48571231e+02  3.46182614e+02
  1.60700000e+02 -1.78245126e+01  2.58638036e+02
  1.60800000e+02  1.13008006e+02  1.56696635e+02
  1.60900000e+02  2.43296542e+02  4.57383818e+01
  1.61000000e+02  3.72413926e+02 -6.83804689e+01
  1.61100000e+02  4.99738630e+02 -1.79636669e+02
  1.61200000e+02  6.24657754e+02 -2.82158089e+02
  1.61300000e+02  7.46569979e+02 -3.70533845e+02
  1.61400000e+02  8.64888458e+02 -4.40100068e+02
  1.61500000e+02  9.79043644e+02 -4.87186218e+02
  1.61600000e+02  1.08848603e+03 -5.09308936e+02
  1.61700000e+02  1.19268880e+03 -5.05303195e+02
  1.61800000e+02  1.29115035e+03 -4.75383832e+02
  1.61900000e+02  1.38339673e+03 -4.21134191e+02
  1.62000000e+02  1.46898387e+03 -3.45422505e+02
  1.62100000e+02  1.54749981e+03 -2.52250404e+02
  1.62200000e+02  1.61856659e+03 -1.46541575e+02
  1.62300000e+02  1.68184211e+03 -3.38817233e+01
  1.62400000e+02  1.73702179e+03  7.97764371e+01
  1.62500000e+02  1.78384001e+03  1.88427565e+02
  1.62600000e+02  1.82207140e+03  2.86330858e+02
  1.62700000e+02  1.85153193e+03  3.68313247e+02
  1.62800000e+02  1.87207979e+03  4.30042604e+02
  1.62900000e+02  1.88361607e+03  4.68256534e+02
  1.63000000e+02  1.88608522e+03  4.80934677e+02
  1.63100000e+02  1.87947538e+03  4.67405404e+02
  1.63200000e+02  1.86381835e+03  4.28381290e+02
  1.63300000e+02  1.83918950e+03  3.65921473e+02
  1.63400000e+02  1.80570739e+03  2.83322904e+02
  1.63500000e+02  1.76353320e+03  1.84946220e+02
  1.63600000e+02  1.71286992e+03  7.59854389e+01
  1.63700000e+02  1.65396145e+03 -3.78063577e+01
  1.63800000e+02  1.58709134e+03 -1.50420866e+02
  1.63900000e+02  1.51258149e+03 -2.55911880e+02
  1.64000000e+02  1.43079057e+03 -3.48709339e+02
  1.64100000e+02  1.34211228e+03 -4.23913494e+02
  1.64200000e+02  1.24697350e+03 -4.77553688e+02
  1.64300000e+02  1.14583219e+03 -5.06798053e+02
  1.64400000e+02  1.03917522e+03 -5.10103073e+02
  1.64500000e+02  9.27516000e+02 -4.87295100e+02
  1.64600000e+02  8.11392017e+02 -4.39579521e+02
  1.64700000e+02  6.91362256e+02 -3.69477094e+02
  1.64800000e+02  5.68004501e+02 -2.80690813e+02
  1.64900000e+02  4.41912558e+02 -1.77910341e+02
  1.65000000e+02  3.13693391e+02 -6.65643255e+01
  1.65100000e+02  1.83964206e+02  4.74663099e+01
  1.65200000e+02  5.33494772e+01  1.58158959e+02
  1.65300000e+02 -7.75220584e+01  2.59667411e+02
  1.65400000e+02 -2.08020428e+02  3.46630609e+02
  1.65500000e+02 -3.37517454e+02  4.14455789e+02
  1.65600000e+02 -4.65389781e+02  4.59561037e+02
  1.65700000e+02 -5.91021872e+02  4.79564461e+02
  1.65800000e+02 -7.13808975e+02  4.73409988e+02
  1.65900000e+02 -8.33160034e+02  4.41423134e+02
  1.66000000e+02 -9.48500530e+02  3.85293811e+02
  1.66100000e+02 -1.05927525e+03  3.07987072e+02
  1.66200000e+02 -1.16495097e+03  2.13586512e+02
  1.66300000e+02 -1.26501899e+03  1.07078600e+02
  1.66400000e+02 -1.35899761e+03 -5.91068318e+00
  1.66500000e+02 -1.44643447e+03 -1.19412970e+02
  1.66600000e+02 -1.52690865e+03 -2.27432723e+02
  1.66700000e+02 -1.60003280e+03 -3.24263880e+02
  1.66800000e+02 -1.66545491e+03 -4.04791211e+02
  1.66900000e+02 -1.72286005e+03 -4.64760474e+02
  1.67000000e+02 -1.77197191e+03 -5.01003096e+02
  1.67100000e+02 -1.81255407e+03 -5.11603512e+02
  1.67200000e+02 -1.84441118e+03 -4.96000335e+02
  1.67300000e+02 -1.86738989e+03 -4.55015998e+02
  1.67400000e+02 -1.88137960e+03 -3.90813318e+02
  1.67500000e+02 -1.88631296e+03 -3.06781270e+02
  1.67600000e+02 -1.88216621e+03 -2.07355991e+02
  1.67700000e+02 -1.86895933e+03 -9.77865009e+01
  1.67800000e+02 -1.84675589e+03  1.61425299e+01
  1.67900000e+02 -1.81566276e+03  1.28416285e+02
  1.68000000e+02 -1.77582962e+03  2.33107470e+02
  1.68100000e+02 -1.72744821e+03  3.24689355e+02
  1.68200000e+02 -1.67075143e+03  3.98327658e+02
  1.68300000e+02 -1.60601219e+03  4.50135863e+02
  1.68400000e+02 -1.53354214e+03  4.77380479e+02
  1.68500000e+02 -1.45369010e+03  4.78625401e+02
  1.68600000e+02 -1.36684048e+03  4.53807755e+02
  1.68700000e+02 -1.27341133e+03  4.04241216e+02
  1.68800000e+02 -1.17385239e+03  3.32546623e+02
  1.68900000e+02 -1.06864290e+03  2.42513559e+02
  1.69000000e+02 -9.58289318e+02  1.38900210e+02
  1.69100000e+02 -8.43322840e+02  2.71820599e+01
  1.69200000e+02 -7.24296879e+02 -8.67372869e+01
  1.69300000e+02 -6.01784389e+02 -1.96837903e+02
  1.69400000e+02 -4.76375104e+02 -2.97301471e+02
  1.69500000e+02 -3.48672704e+02 -3.82818570e+02
  1.69600000e+02 -2.19291907e+02 -4.48869090e+02
  1.69700000e+02 -8.88555106e+01 -4.91960948e+02
  1.69800000e+02  4.20086076e+01 -5.09814521e+02
  1.69900000e+02  1.72670510e+02 -5.01483038e+02
  1.70000000e+02  3.02501232e+02 -4.67402580e+02
  1.70100000e+02  4.30875811e+02 -4.09369047e+02
  1.70200000e+02  5.57176294e+02 -3.30443308e+02
  1.70300000e+02  6.80794710e+02 -2.34789540e+02
  1.70400000e+02  8.01136002e+02 -1.27455305e+02
  1.70500000e+02  9.17620885e+02 -1.41049620e+01
  1.70600000e+02  1.02968864e+03  9.92794831e+01
  1.70700000e+02  1.13679980e+03  2.06714315e+02
  1.70800000e+02  1.23843878e+03  3.02530130e+02
  1.70900000e+02  1.33411632e+03  3.81671255e+02
  1.71000000e+02  1.42337186e+03  4.39962758e+02
  1.71100000e+02  1.50577574e+03  4.74330937e+02
  1.71200000e+02  1.58093131e+03  4.82965652e+02
  1.71300000e+02  1.64847679e+03  4.65415923e+02
  1.71400000e+02  1.70808703e+03  4.22613744e+02
  1.71500000e+02  1.75947510e+03  3.56824857e+02
  1.71600000e+02  1.80239363e+03  2.71529085e+02
  1.71700000e+02  1.83663602e+03  1.71236551e+02
  1.71800000e+02  1.86203744e+03  6.12494733e+01
  1.71900000e+02  1.87847561e+03 -5.26178629e+01
  1.72000000e+02  1.88587141e+03 -1.64346183e+02
  1.72100000e+02  1.88418924e+03 -2.68029125e+02
  1.72200000e+02  1.87343720e+03 -3.58185176e+02
  1.72300000e+02  1.85366703e+03 -4.30047171e+02
  1.72400000e+02  1.82497392e+03 -4.79814065e+02
  1.72500000e+02  1.78749597e+03 -5.04851679e+02
  1.72600000e+02  1.74141359e+03 -5.03831818e+02
  1.72700000e+02  1.68694862e+03 -4.76802417e+02
  1.72800000e+02  1.62436322e+03 -4.25185009e+02
  1.72900000e+02  1.55395867e+03 -3.51699640e+02
  1.73000000e+02  1.47607386e+03 -2.60221218e+02
  1.73100000e+02  1.39108371e+03 -1.55574862e+02
  1.73200000e+02  1.29939734e+03 -4.32810615e+01
  1.73300000e+02  1.20145609e+03  7.07358731e+01
  1.73400000e+02  1.09773142e+03  1.80460702e+02
  1.73500000e+02  9.88722627e+02  2.80104939e+02
  1.73600000e+02  8.74954445e+02  3.64412566e+02
  1.73700000e+02  7.56974516e+02  4.28937618e+02
  1.73800000e+02  6.35350758e+02  4.70278989e+02
  1.73900000e+02  5.10668627e+02  4.86260058e+02
  1.74000000e+02  3.83528304e+02  4.76043634e+02
  1.74100000e+02  2.54541800e+02  4.40176177e+02
  1.74200000e+02  1.24330015e+02  3.80558926e+02
  1.74300000e+02 -6.48025435e+00  3.00347487e+02
  1.74400000e+02 -1.37259330e+02  2.03785172e+02
  1.74500000e+02 -2.67377683e+02  9.59788864e+01
  1.74600000e+02 -3.96208967e+02 -1.73705843e+01
  1.74700000e+02 -5.23133029e+02 -1.30269659e+02
  1.74800000e+02 -6.47538898e+02 -2.36748503e+02
  1.74900000e+02 -7.68827725e+02 -3.31176324e+02
  1.75000000e+02 -8.86415665e+02 -4.08558747e+02
  1.75100000e+02 -9.99736687e+02 -4.64801594e+02
  1.75200000e+02 -1.10824530e+03 -4.96927106e+02
  1.75300000e+02 -1.21141918e+03 -5.03231211e+02
  1.75400000e+02 -1.30876168e+03 -4.83373518e+02
  1.75500000e+02 -1.39980423e+03 -4.38395297e+02
  1.75600000e+02 -1.48410857e+03 -3.70664478e+02
  1.75700000e+02 -1.56126890e+03 -2.83750594e+02
  1.75800000e+02 -1.63091378e+03 -1.82236258e+02
  1.75900000e+02 -1.69270798e+03 -7.14751343e+01
  1.76000000e+02 -1.74635403e+03  4.26908059e+01
  1.76100000e+02 -1.79159369e+03  1.54239823e+02
  1.76200000e+02 -1.82820921e+03  2.57288440e+02
  1.76300000e+02 -1.85602432e+03  3.46402167e+02
  1.76400000e+02 -1.87490513e+03  4.16882519e+02
  1.76500000e+02 -1.88476075e+03  4.65015154e+02
  1.76600000e+02 -1.88554375e+03  4.88266043e+02
  1.76700000e+02 -1.87725036e+03  4.85415293e+02
  1.76800000e+02 -1.85992048e+03  4.56621578e+02
  1.76900000e+02 -1.83363756e+03  4.03413746e+02
  1.77000000e+02 -1.79852810e+03  3.28610078e+02
  1.77100000e+02 -1.75476111e+03  2.36169438e+02
  1.77200000e+02 -1.70254727e+03  1.30982187e+02
  1.77300000e+02 -1.64213791e+03  1.86119022e+01
  1.77400000e+02 -1.57382384e+03 -9.49984575e+01
  1.77500000e+02 -1.49793390e+03 -2.03840426e+02
  1.77600000e+02 -1.41483338e+03 -3.02157357e+02
  1.77700000e+02 -1.32492232e+03 -3.84748459e+02
  1.77800000e+02 -1.22863351e+03 -4.47243464e+02
  1.77900000e+02 -1.12643045e+03 -4.86333440e+02
  1.78000000e+02 -1.01880513e+03 -4.99945545e+02
  1.78100000e+02 -9.06275609e+02 -4.87352501e+02
  1.78200000e+02 -7.89383572e+02 -4.49211002e+02
  1.78300000e+02 -6.68691698e+02 -3.87527030e+02
  1.78400000e+02 -5.44780960e+02 -3.05549909e+02
  1.78500000e+02 -4.18247824e+02 -2.07600697e+02
  1.78600000e+02 -2.89701378e+02 -9.88439666e+01
  1.78700000e+02 -1.59760404e+02  1.49849471e+01
  1.78800000e+02 -2.90503957e+01  1.27882858e+02
  1.78900000e+02  1.01799452e+02  2.33895778e+02
  1.79000000e+02  2.32159269e+02  3.27433366e+02
  1.79100000e+02  3.61401548e+02  4.03564175e+02
  1.79200000e+02  4.88904156e+02  4.58276101e+02
  1.79300000e+02  6.14053338e+02  4.88688267e+02
