               t             x_1             y_1             z_1            v_x1            v_y1            v_z1
  8.60000000e+01  1.36819551e+02  6.34879486e+01 -1.76148925e+03  6.63694866e+00  6.63694866e+00  6.63694866e+00
  8.70000000e+01  1.42697486e+02  4.88644665e+01 -1.47523451e+03  5.10822861e+00  5.10822861e+00  5.10822861e+00
  8.80000000e+01  1.47017397e+02  3.37074642e+01 -5.09641131e+02  3.52373504e+00  3.52373504e+00  3.52373504e+00
  8.90000000e+01  1.49732118e+02  1.81824315e+01  6.89376263e+02  1.90076805e+00  1.90076805e+00  1.90076805e+00
  9.00000000e+01  1.50812007e+02  2.45887652e+00  1.56899633e+03  2.57047795e-01  2.57047795e-01  2.57047795e-01
  9.10000000e+01  1.50245274e+02 -1.32915251e+01  1.72437488e+03 -1.38947897e+00 -1.38947897e+00 -1.38947897e+00
  9.20000000e+01  1.48038108e+02 -2.88968046e+01  1.08497258e+03 -3.02083486e+00 -3.02083486e+00 -3.02083486e+00
  9.30000000e+01  1.44214606e+02 -4.41865778e+01 -5.34294073e+01 -4.61920812e+00 -4.61920812e+00 -4.61920812e+00
  9.40000000e+01  1.38816515e+02 -5.89939051e+01 -1.16555287e+03 -6.16714712e+00 -6.16714712e+00 -6.16714712e+00
  9.50000000e+01  1.31902775e+02 -7.31571147e+01 -1.73899387e+03 -7.64775087e+00 -7.64775087e+00 -7.64775087e+00
  9.60000000e+01  1.23548870e+02 -8.65215674e+01 -1.51030850e+03 -9.04485361e+00 -9.04485361e+00 -9.04485361e+00
  9.70000000e+01  1.13846013e+02 -9.89413452e+01 -5.86039233e+02 -1.03432012e+01 -1.03432012e+01 -1.03432012e+01
  9.80000000e+01  1.02900144e+02 -1.10280844e+02  6.06916859e+02 -1.15286179e+01 -1.15286179e+01 -1.15286179e+01
  9.90000000e+01  9.08307718e+01 -1.20416256e+02  1.51847995e+03 -1.25881608e+01 -1.25881608e+01 -1.25881608e+01
  1.00000000e+02  7.77696760e+01 -1.29236917e+02  1.72903182e+03 -1.35102615e+01 -1.35102615e+01 -1.35102615e+01
