             x_1             y_1             x_2             y_2
 -9.15511783e+02 -3.37626876e+02 -7.47449277e+02 -1.46293850e+02
 -9.25558720e+02 -3.80123103e+02 -7.78087515e+02 -1.27654111e+02
 -9.47767934e+02 -4.19637796e+02 -8.05288268e+02 -1.02325612e+02
 -9.81142180e+02 -4.53444312e+02 -8.27613099e+02 -7.12530691e+01
 -1.02408750e+03 -4.79115804e+02 -8.43877331e+02 -3.56844735e+01
 -1.07449745e+03 -4.94653464e+02 -8.53212547e+02  2.89476941e+00
 -1.12986457e+03 -4.98592158e+02 -8.55112244e+02  4.28402538e+01
 -1.18741290e+03 -4.90077855e+02 -8.49458441e+02  8.24353576e+01
 -1.24424462e+03 -4.68912771e+02 -8.36527883e+02  1.19981830e+02
 -1.29749309e+03 -4.35565857e+02 -8.16977444e+02  1.53889414e+02
 -1.34447414e+03 -3.91148087e+02 -7.91809470e+02  1.82759773e+02
 -1.38282786e+03 -3.37353841e+02 -7.62318854e+02  2.05460293e+02
 -1.41064319e+03 -2.76371485e+02 -7.30024670e+02  2.21183847e+02
 -1.42655881e+03 -2.10767864e+02 -6.96589945e+02  2.29491380e+02
 -1.42983506e+03 -1.43352812e+02 -6.63733840e+02  2.30335058e+02
 -1.42039297e+03 -7.70308302e+01 -6.33140854e+02  2.24060755e+02
 -1.39881843e+03 -1.46477879e+01 -6.06371860e+02  2.11389772e+02
 -1.36633127e+03  4.11592444e+01 -5.84781658e+02  1.93380758e+02
 -1.32472083e+03  8.81009693e+01 -5.69447380e+02  1.71373983e+02
 -1.27625170e+03  1.24355443e+02 -5.61111414e+02  1.46921767e+02
 -1.22354694e+03  1.48634842e+02 -5.60139362e+02  1.21735830e+02
 -1.16945191e+03  1.60343945e+02 -5.66498318e+02  9.75063172e+01
 -1.11686413e+03  1.59563869e+02 -5.79778555e+02  7.58601101e+01
 -1.06859631e+03  1.46976081e+02 -5.99199033e+02  5.83464985e+01
 -1.02722831e+03  1.23905224e+02 -6.23648196e+02  4.62764241e+01
 -9.94968871e+02  9.22324555e+01 -6.51744700e+02  4.06698292e+01
 -9.73538263e+02  5.42973487e+01 -6.81911035e+02  4.22004263e+01
 -9.64067754e+02  1.28811014e+01 -7.12466565e+02  5.10532293e+01
 -9.67024530e+02 -2.91848225e+01 -7.41731620e+02  6.71591421e+01
 -9.82244309e+02 -6.91362882e+01 -7.68058927e+02  9.01665495e+01
 -1.00891537e+03 -1.04189931e+02 -7.89945280e+02  1.19227231e+02
 -1.04561298e+03 -1.31830827e+02 -8.06119364e+02  1.53181714e+02
 -1.09037566e+03 -1.49936809e+02 -8.15607930e+02  1.90611897e+02
 -1.14080892e+03 -1.56889867e+02 -8.17787028e+02  2.29915145e+02
 -1.19421185e+03 -1.51661506e+02 -8.12414880e+02  2.69388735e+02
 -1.24771980e+03 -1.33867083e+02 -7.99644618e+02  3.07319674e+02
 -1.29845571e+03 -1.03786158e+02 -7.80016192e+02  3.42075111e+02
 -1.34368202e+03 -6.23477921e+01 -7.54427872e+02  3.72188513e+02
 -1.38094531e+03 -1.10815361e+01 -7.24088823e+02  3.96437067e+02
 -1.40820584e+03  4.79632773e+01 -6.90455261e+02  4.13906225e+02
 -1.42394530e+03  1.12325694e+02 -6.55153564e+02  4.24037960e+02
 -1.42724699e+03  1.79263027e+02 -6.19894383e+02  4.26660218e+02
 -1.41784429e+03  2.45895592e+02 -5.86382307e+02  4.21996002e+02
 -1.39613474e+03  3.09358580e+02 -5.56225817e+02  4.10651699e+02
 -1.36315921e+03  3.66952491e+02 -5.30852232e+02  3.93585810e+02
 -1.32054894e+03  4.16264297e+02 -5.11430321e+02  3.72079630e+02
 -1.27044190e+03  4.55351516e+02 -4.98806131e+02  3.47612824e+02
 -1.21535694e+03  4.82825712e+02 -4.93471207e+02  3.21804266e+02
 -1.15806880e+03  4.97876415e+02 -4.95528691e+02  2.96375832e+02
 -1.10146268e+03  5.00354968e+02 -5.04686769e+02  2.73020315e+02
 -1.04838112e+03  4.90775928e+02 -5.20274831e+02  2.53318356e+02
 -1.00147386e+03  4.70289301e+02 -5.41278998e+02  2.38655445e+02
 -9.63057821e+02  4.40619633e+02 -5.66395733e+02  2.30148815e+02
 -9.34994773e+02  4.03974852e+02 -5.94100719e+02  2.28588404e+02
 -9.18592997e+02  3.62929648e+02 -6.22729413e+02  2.34395040e+02
 -9.14538142e+02  3.20289691e+02 -6.50565044e+02  2.47597909e+02
 -9.22856780e+02  2.78945018e+02 -6.75929553e+02  2.67831348e+02
 -9.42903597e+02  2.41851209e+02 -6.97283680e+02  2.94220236e+02
 -9.73375100e+02  2.11588724e+02 -7.13328668e+02  3.25710681e+02
 -1.01244595e+03  1.90243338e+02 -7.23007412e+02  3.61108852e+02
 -1.05784017e+03  1.79574381e+02 -7.25585552e+02  3.98865532e+02
 -1.10694059e+03  1.80770301e+02 -7.20701011e+02  4.37309354e+02
 -1.15692768e+03  1.94389925e+02 -7.08382612e+02  4.74730946e+02
 -1.20492858e+03  2.20333327e+02 -6.89048469e+02  5.09472721e+02
 -1.24816884e+03  2.57847150e+02 -6.63483910e+02  5.40016278e+02
 -1.28411904e+03  3.05564364e+02 -6.32800004e+02  5.65062523e+02
 -1.31062839e+03  3.61576399e+02 -5.98374907e+02  5.83600239e+02
 -1.32603834e+03  4.23533853e+02 -5.61781084e+02  5.94959491e+02
 -1.32927028e+03  4.88770391e+02 -5.24702262e+02  5.98847080e+02
 -1.31988257e+03  5.54442958e+02 -4.88844436e+02  5.95362542e+02
 -1.29809480e+03  6.17673969e+02 -4.55844944e+02  5.85000750e+02
 -1.26477596e+03  6.75739187e+02 -4.27186246e+02  5.68589775e+02
 -1.22139122e+03  7.26178412e+02 -4.04125021e+02  5.47280247e+02
 -1.16993382e+03  7.66903671e+02 -3.87616600e+02  5.22506226e+02
 -1.11281868e+03  7.96351299e+02 -3.78265675e+02  4.95867560e+02
 -1.05275356e+03  8.13550919e+02 -3.76295734e+02  4.69058895e+02
 -9.92595973e+02  8.18175968e+02 -3.81537398e+02  4.43780802e+02
 -9.35202268e+02  8.10560749e+02 -3.93437429e+02  4.21650064e+02
 -8.83276808e+02  7.91682677e+02 -4.11087988e+02  4.04114288e+02
 -8.39229168e+02  7.63110577e+02 -4.33274617e+02  3.92375440e+02
 -8.05046920e+02  7.26921768e+02 -4.58540412e+02  3.87326328e+02
 -7.82190694e+02  6.85592297e+02 -4.85262998e+02  3.89503421e+02
 -7.71517073e+02  6.41866123e+02 -5.11740246e+02  3.99058458e+02
 -7.73233382e+02  5.98610180e+02 -5.36280219e+02  4.15750377e+02
 -7.86886724e+02  5.58663008e+02 -5.57290612e+02  4.38957900e+02
 -8.11387821e+02  5.24685188e+02 -5.73362998e+02  4.67711916e+02
 -8.45068111e+02  4.99022048e+02 -5.83347717e+02  5.00743349e+02
 -8.86237077e+02  4.77746810e+02 -5.85945470e+02  5.42383091e+02
 -9.34200777e+02  4.62526830e+02 -5.78846759e+02  5.90674327e+02
 -9.86505838e+02  4.60550697e+02 -5.61646593e+02  6.37460644e+02
 -1.03999365e+03  4.72485493e+02 -5.34941338e+02  6.80479796e+02
 -1.09143692e+03  4.98256491e+02 -4.99827548e+02  7.17668179e+02
 -1.13771050e+03  5.37053511e+02 -4.57843762e+02  7.47267313e+02
 -1.17595654e+03  5.87373932e+02 -4.10889221e+02  7.67916422e+02
 -1.20373548e+03  6.47101999e+02 -3.61123558e+02  7.78724262e+02
 -1.21915505e+03  7.13620255e+02 -3.10852710e+02  7.79316427e+02
 -1.22097052e+03  7.83945292e+02 -2.62406857e+02  7.69857524e+02
 -1.20864377e+03  8.54979532e+02 -2.18024122e+02  7.50948186e+02
 -1.18235607e+03  9.23500799e+02 -1.79748087e+02  7.23767293e+02
 -1.14304068e+03  9.86322694e+02 -1.49277779e+02  6.90019436e+02
 -1.09232079e+03  1.04064021e+03 -1.27890808e+02  6.51667477e+02
 -1.03241669e+03  1.08409382e+03 -1.16383026e+02  6.10912876e+02
 -9.66028505e+02  1.11489312e+03 -1.15026659e+02  5.70080287e+02
 -8.96193549e+02  1.13191125e+03 -1.23555992e+02  5.31494894e+02
 -8.26125992e+02  1.13474427e+03 -1.41181457e+02  4.97359630e+02
 -7.59047142e+02  1.12373245e+03 -1.66631366e+02  4.69638826e+02
 -6.98015373e+02  1.09994222e+03 -1.98219116e+02  4.49954454e+02
 -6.45764651e+02  1.06510983e+03 -2.33932302e+02  4.39500447e+02
 -6.04560211e+02  1.02154955e+03 -2.71539027e+02  4.38979625e+02
 -5.76078984e+02  9.72031455e+02 -3.08705804e+02  4.48566553e+02
 -5.61321106e+02  9.19635035e+02 -3.43120819e+02  4.67898295e+02
 -5.60557165e+02  8.67586562e+02 -3.72616054e+02  4.96093542e+02
 -5.73313936e+02  8.19088662e+02 -3.95281853e+02  5.31799123e+02
 -5.98399311e+02  7.77151153e+02 -4.09567941e+02  5.73261418e+02
 -6.33965175e+02  7.44432114e+02 -4.14365477e+02  6.18418889e+02
 -6.77604992e+02  7.23097826e+02 -4.09065735e+02  6.65010577e+02
 -7.26480656e+02  7.14711511e+02 -3.93592593e+02  7.10692288e+02
 -7.77386052e+02  7.21209131e+02 -3.68492983e+02  7.52101999e+02
 -8.26750229e+02  7.42641985e+02 -3.35074257e+02  7.87192507e+02
 -8.71340908e+02  7.77210897e+02 -2.94820324e+02  8.15302597e+02
 -9.08258510e+02  8.23500060e+02 -2.49490059e+02  8.35053086e+02
 -9.35014267e+02  8.79342200e+02 -2.01099537e+02  8.45629218e+02
 -9.49678197e+02  9.42207702e+02 -1.51799116e+02  8.46548972e+02
 -9.50919126e+02  1.00929451e+03 -1.03821885e+02  8.37732167e+02
 -9.38103509e+02  1.07742596e+03 -5.93372969e+01  8.19754794e+02
 -9.11337751e+02  1.14337725e+03 -2.03278435e+01  7.93659854e+02
 -8.71461343e+02  1.20403391e+03  1.15143118e+01  7.60914044e+02
 -8.20002443e+02  1.25655536e+03  3.48765125e+01  7.23331188e+02
 -7.59097187e+02  1.29852473e+03  4.88948539e+01  6.82976617e+02
 -6.91376921e+02  1.32807636e+03  5.31997539e+01  6.42058130e+02
 -6.19829286e+02  1.34399431e+03  4.79354246e+01  6.02809405e+02
 -5.47640490e+02  1.34577655e+03  3.37522127e+01  5.67372029e+02
 -4.78027101e+02  1.33366137e+03  1.17722112e+01  5.37682387e+02
 -4.14066236e+02  1.30861482e+03 -1.64700395e+01  5.15369389e+02
 -3.58533122e+02  1.27227963e+03 -4.91086279e+01  5.01668430e+02
 -3.13754619e+02  1.22688842e+03 -8.40448337e+01  4.97356128e+02
 -2.81486453e+02  1.17514578e+03 -1.19057953e+02  5.02709290e+02
 -2.62820705e+02  1.12008543e+03 -1.51922477e+02  5.17490242e+02
 -2.58128544e+02  1.06491006e+03 -1.80525329e+02  5.40959280e+02
 -2.67041220e+02  1.01282238e+03 -2.02976973e+02  5.71913519e+02
 -2.88469060e+02  9.66856185e+02 -2.17711807e+02  6.08750164e+02
 -3.20656260e+02  9.29715975e+02 -2.23573704e+02  6.49551290e+02
 -3.61272940e+02  9.03633349e+02 -2.19877865e+02  6.92185858e+02
 -4.07540993e+02  8.90248804e+02 -2.06444291e+02  7.34422589e+02
 -4.56382232e+02  8.90525355e+02 -1.83605980e+02  7.74047506e+02
 -5.04580551e+02  9.04698053e+02 -1.52191857e+02  8.08980464e+02
 -5.48951327e+02  9.32261556e+02 -1.13483558e+02  8.37384992e+02
 -5.86509500e+02  9.71996038e+02 -6.91479662e+01  8.57766041e+02
 -6.14627443e+02  1.02203093e+03 -2.11490643e+01  8.69049599e+02
 -6.31174024e+02  1.07994428e+03  2.83559601e+01  8.70638812e+02
 -6.34627239e+02  1.14289154e+03  7.71306176e+01  8.62444629e+02
 -6.24154565e+02  1.20775592e+03  1.22977094e+02  8.44890336e+02
 -5.99656917e+02  1.27131283e+03  1.63852199e+02  8.18889358e+02
 -5.61773901e+02  1.33040005e+03  1.97975189e+02  7.85797137e+02
 -5.11850081e+02  1.38208462e+03  2.23921745e+02  7.47339618e+02
 -4.51864033e+02  1.42381773e+03  2.40699149e+02  7.05522122e+02
 -3.84323904e+02  1.45356926e+03  2.47798662e+02  6.62523456e+02
 -3.12135027e+02  1.46993499e+03  2.45222353e+02  6.20580851e+02
 -2.38446546e+02  1.47221075e+03  2.33482941e+02  5.81871809e+02
 -1.66485178e+02  1.46042959e+03  2.13576688e+02  5.48399106e+02
 -9.93848805e+01  1.43535998e+03  1.86930750e+02  5.21885021e+02
 -4.00214540e+01  1.39846528e+03  1.55327800e+02  5.03680365e+02
  9.13914279e+00  1.35182642e+03  1.20811967e+02  4.94693122e+02
  4.61703128e+01  1.29803212e+03  8.55814791e+01  4.95340391e+02
  6.97778595e+01  1.24004306e+03  5.18811588e+01  5.05525425e+02
  7.94436788e+01  1.18103240e+03  2.18084126e+01  5.24645894e+02
  7.53480490e+01  1.12420409e+03 -2.69258499e+00  5.51639765e+02
  5.83316237e+01  1.07265032e+03 -1.99051992e+01  5.85014742e+02
  2.99670690e+01  1.02918232e+03 -2.85471482e+01  6.22932948e+02
 -7.56813416e+00  9.96177244e+02 -2.77942007e+01  6.63312654e+02
 -5.15741981e+01  9.75448900e+02 -1.73563147e+01  7.03941948e+02
 -9.90680595e+01  9.68148175e+02  2.60337569e+00  7.42599323e+02
 -1.46905867e+02  9.74723930e+02  3.14420028e+01  7.77149338e+02
 -1.91866886e+02  9.94885389e+02  6.79886677e+01  8.05669309e+02
 -2.30894515e+02  1.02761565e+03  1.10677088e+02  8.26552703e+02
 -2.61246066e+02  1.07122653e+03  1.57616552e+02  8.38592845e+02
 -2.80636948e+02  1.12344790e+03  2.06690995e+02  8.41046514e+02
 -2.87361266e+02  1.18154764e+03  2.55670585e+02  8.33673069e+02
 -2.80381947e+02  1.24247611e+03  3.02329405e+02  8.16747082e+02
 -2.59385552e+02  1.30302717e+03  3.44562942e+02  7.91043810e+02
 -2.24798882e+02  1.36000756e+03  3.80499175e+02  7.57798278e+02
 -1.77766505e+02  1.41040547e+03  4.08597395e+02  7.18640075e+02
 -1.20090365e+02  1.45154964e+03  4.27729525e+02  6.75507311e+02
 -5.41346941e+01  1.48125045e+03  4.37239657e+02  6.30544280e+02
  1.72987849e+01  1.49791549e+03  4.36978658e+02  5.85988223e+02
  9.11187423e+01  1.50063374e+03  4.27312009e+02  5.44051189e+02
  1.64107414e+02  1.48922365e+03  4.09100486e+02  5.06803216e+02
  2.33090401e+02  1.46424275e+03  3.83654727e+02  4.76063008e+02
  2.95103940e+02  1.42695829e+03  3.52666282e+02  4.53301840e+02
  3.47547462e+02  1.37928071e+03  3.18122126e+02  4.39565440e+02
  3.88350799e+02  1.32366168e+03  2.82169755e+02  4.35419859e+02
  4.16043826e+02  1.26295901e+03  2.47043335e+02  4.40927248e+02
  4.29821911e+02  1.20029581e+03  2.14957797e+02  4.55632433e+02
  4.29632606e+02  1.13889349e+03  1.87947545e+02  4.78589118e+02
  4.16161024e+02  1.08189994e+03  1.67776292e+02  5.08411529e+02
  3.90792957e+02  1.03222320e+03  1.55844505e+02  5.43347722e+02
  3.55541502e+02  9.92377832e+02  1.53115504e+02  5.81372168e+02
  3.12940691e+02  9.64352159e+02  1.60064538e+02  6.20292767e+02
  2.65911745e+02  9.49503180e+02  1.76653482e+02  6.57866678e+02
  2.17609761e+02  9.48484782e+02  2.02331777e+02  6.91918959e+02
  1.71327117e+02  9.61207156e+02  2.35995357e+02  7.20463501e+02
  1.30168432e+02  9.86830988e+02  2.76196017e+02  7.41818524e+02
  9.68975792e+01  1.02384751e+03  3.21206803e+02  7.54659706e+02
  7.39387338e+01  1.07014443e+03  3.68966095e+02  7.58103919e+02
  6.31665743e+01  1.12311193e+03  4.17268157e+02  7.51761476e+02
  6.58099602e+01  1.17978090e+03  4.63876833e+02  7.35756350e+02
  8.23872524e+01  1.23697985e+03  5.06643324e+02  7.10719563e+02
  1.12678941e+02  1.29150243e+03  5.43619562e+02  6.77755860e+02
  1.55739196e+02  1.34027685e+03  5.73161034e+02  6.38385387e+02
  2.09945761e+02  1.38052806e+03  5.94013592e+02  5.94463424e+02
  2.73085561e+02  1.40992440e+03  6.05379651e+02  5.48082433e+02
  3.42471503e+02  1.42670070e+03  6.06960288e+02  5.01461563e+02
  4.15084287e+02  1.42975160e+03  5.98971039e+02  4.56829464e+02
  4.87731641e+02  1.41868994e+03  5.82130625e+02  4.16306581e+02
  5.57215741e+02  1.39386740e+03  5.57624076e+02  3.81793037e+02
  6.20505569e+02  1.35635606e+03  5.27036567e+02  3.54868191e+02
  6.74898119e+02  1.30789083e+03  4.92268473e+02  3.36708242e+02
  7.18154286e+02  1.25077782e+03  4.55441769e+02  3.28024145e+02
  7.48618196e+02  1.18777358e+03  4.18786778e+02  3.29023086e+02
  7.65308204e+02  1.12193945e+03  3.84520739e+02  3.39397691e+02
  7.67967532e+02  1.05647971e+03  3.54731810e+02  3.58342440e+02
  7.57077606e+02  9.94572378e+02  3.31268909e+02  3.84596276e+02
  7.33832524e+02  9.39201384e+02  3.15644072e+02  4.16509238e+02
  7.00075909e+02  8.92998994e+02  3.08952579e+02  4.52129639e+02
  6.58203478e+02  8.58106833e+02  3.11815080e+02  4.89307173e+02
  6.11036453e+02  8.36062810e+02  3.24344773e+02  5.25806504e+02
  5.61672527e+02  8.27719924e+02  3.46141371e+02  5.59425361e+02
  5.13322285e+02  8.33201226e+02  3.76312126e+02  5.88110900e+02
  4.69139919e+02  8.51893265e+02  4.13518603e+02  6.10068247e+02
  4.32060592e+02  8.82478012e+02  4.56043331e+02  6.23855831e+02
  4.04604704e+02  9.23004371e+02  5.01921131e+02  6.28459686e+02
  3.88804419e+02  9.70998700e+02  5.48983179e+02  6.23339597e+02
  3.86109477e+02  1.02358053e+03  5.94958317e+02  6.08472613e+02
  3.97245882e+02  1.07761837e+03  6.37657662e+02  5.84350670e+02
  4.22204341e+02  1.12989761e+03  6.75063335e+02  5.51952153e+02
  4.60241502e+02  1.17729045e+03  7.05434201e+02  5.12690127e+02
  5.09919290e+02  1.21692119e+03  7.27397656e+02  4.68337706e+02
  5.69180809e+02  1.24631816e+03  7.40022086e+02  4.20934417e+02
  6.35458812e+02  1.26354432e+03  7.42866141e+02  3.72678495e+02
  7.05810611e+02  1.26729971e+03  7.36002637e+02  3.25810704e+02
  7.77057057e+02  1.25699171e+03  7.20031054e+02  2.82494474e+02
  8.45992774e+02  1.23276837e+03  6.96003467e+02  2.44699684e+02
  9.09543119e+02  1.19550095e+03  6.65381218e+02  2.14108358e+02
  9.64888859e+02  1.14674345e+03  6.29995362e+02  1.92020335e+02
  1.00964413e+03  1.08865159e+03  5.91920814e+02  1.79283662e+02
