             x_1            v_x1             x_2            v_x2
 -6.22261038e+02  3.68787047e+02 -4.76900164e+02 -2.72625998e+02
 -5.89045151e+02  2.91746487e+02 -5.06610311e+02 -3.19341433e+02
 -5.64602280e+02  1.94107161e+02 -5.40278370e+02 -3.51430802e+02
 -5.50765106e+02  8.05743623e+01 -5.76323578e+02 -3.66670371e+02
 -5.48744362e+02 -4.11733720e+01 -6.13093655e+02 -3.65859370e+02
 -5.59117832e+02 -1.66211239e+02 -6.48899040e+02 -3.47456339e+02
 -5.81861834e+02 -2.87487489e+02 -6.82040051e+02 -3.12801332e+02
 -6.16272946e+02 -3.98519013e+02 -7.10976098e+02 -2.63721988e+02
 -6.61024696e+02 -4.93382760e+02 -7.34387428e+02 -2.02787995e+02
 -7.14238099e+02 -5.67000091e+02 -7.51244278e+02 -1.33203847e+02
 -7.73573358e+02 -6.15274027e+02 -7.60868711e+02 -5.87705805e+01
 -8.36483379e+02 -6.38173124e+02 -7.62840414e+02  1.91824665e+01
 -9.00132862e+02 -6.29990775e+02 -7.57234244e+02  9.21254910e+01
 -9.61520481e+02 -5.93127798e+02 -7.44643771e+02  1.58259917e+02
 -1.01786263e+03 -5.29518339e+02 -7.25924616e+02  2.14166074e+02
 -1.06663937e+03 -4.42477903e+02 -7.02250275e+02  2.56933979e+02
 -1.10572564e+03 -3.36554568e+02 -6.75051896e+02  2.84343329e+02
 -1.13350326e+03 -2.17292078e+02 -6.45942944e+02  2.94984057e+02
 -1.14894616e+03 -9.09378001e+01 -6.16634044e+02  2.88331531e+02
 -1.15167457e+03  3.58869863e+01 -5.88842646e+02  2.64774488e+02
 -1.14197502e+03  1.56536694e+02 -5.64202307e+02  2.25594586e+02
 -1.12078508e+03  2.64692353e+02 -5.44176408e+02  1.72898752e+02
 -1.08964390e+03  3.54695299e+02 -5.29980840e+02  1.09507942e+02
 -1.05061079e+03  4.21845982e+02 -5.22519776e+02  3.88081821e+01
 -1.00615648e+03  4.62652104e+02 -5.22337888e+02 -3.54282075e+01
 -9.59032585e+02  4.75012980e+02 -5.29591549e+02 -1.09241774e+02
 -9.12126244e+02  4.58330402e+02 -5.44040538e+02 -1.78694978e+02
 -8.68307647e+02  4.13540229e+02 -5.65060683e+02 -2.40080165e+02
 -8.30278414e+02  3.43063128e+02 -5.91676793e+02 -2.90115552e+02
 -8.00428876e+02  2.50676782e+02 -6.22614141e+02 -3.26118623e+02
 -7.80711833e+02  1.41315569e+02 -6.56365736e+02 -3.46147005e+02
 -7.72539601e+02  2.08070684e+01 -6.91271676e+02 -3.49098172e+02
 -7.76710176e+02 -1.04443995e+02 -7.25606007e+02 -3.34759405e+02
 -7.93367226e+02 -2.27813443e+02 -7.57665689e+02 -3.03799602e+02
 -8.21994486e+02 -3.42784806e+02 -7.85858505e+02 -2.57756648e+02
 -8.61433221e+02 -4.43081715e+02 -8.08796911e+02 -1.99167965e+02
 -9.09933780e+02 -5.23214323e+02 -8.25380901e+02 -1.31221573e+02
 -9.65258421e+02 -5.78953519e+02 -8.34845647e+02 -5.74034451e+01
 -1.02480856e+03 -6.07343314e+02 -8.36792771e+02  1.84756180e+01
 -1.08575970e+03 -6.06841174e+02 -8.31213660e+02  9.24654609e+01
 -1.14520846e+03 -5.77418845e+02 -8.18492008e+02  1.60704547e+02
 -1.20032512e+03 -5.20571405e+02 -7.99384302e+02  2.19631449e+02
 -1.24850279e+03 -4.39240698e+02 -7.74980103e+02  2.66175335e+02
 -1.28749498e+03 -3.37660774e+02 -7.46644591e+02  2.97918939e+02
 -1.31553414e+03 -2.21134566e+02 -7.15946491e+02  3.13226523e+02
 -1.33142499e+03 -9.57539571e+01 -6.84575227e+02  3.11330381e+02
 -1.33460760e+03  3.19218953e+01 -6.54251702e+02  2.92371437e+02
 -1.32518692e+03  1.55212931e+02 -6.26637401e+02  2.57391827e+02
 -1.30392724e+03  2.67670948e+02 -6.03246636e+02  2.08279895e+02
 -1.27221173e+03  3.63420103e+02 -5.85366559e+02  1.47670492e+02
 -1.23196945e+03  4.37467140e+02 -5.73989165e+02  7.88059053e+01
 -1.18557343e+03  4.85964898e+02 -5.69758872e+02  5.36481609e+00
 -1.13571535e+03  5.06414986e+02 -5.72938426e+02 -6.87314992e+01
 -1.08526353e+03  4.97798435e+02 -5.83394878e+02 -1.39524977e+02
 -1.03711175e+03  4.60626695e+02 -6.00606268e+02 -2.03227011e+02
 -9.94026971e+02  3.96913584e+02 -6.23688590e+02 -2.56417508e+02
 -9.58503351e+02  3.10081079e+02 -6.51442320e+02 -2.96237685e+02
 -9.32629146e+02  2.04789300e+02 -6.82417111e+02 -3.20551775e+02
 -9.17975118e+02  8.66787305e+01 -7.14989673e+02 -3.28048179e+02
 -9.15511783e+02 -3.79392177e+01 -7.47449277e+02 -3.18297203e+02
 -9.25558720e+02 -1.62413937e+02 -7.78087515e+02 -2.91775363e+02
 -9.47767934e+02 -2.80103068e+02 -8.05288268e+02 -2.49844032e+02
 -9.81142180e+02 -3.84720944e+02 -8.27613099e+02 -1.94679908e+02
 -1.02408750e+03 -4.70671449e+02 -8.43877331e+02 -1.29159178e+02
 -1.07449745e+03 -5.33346193e+02 -8.53212547e+02 -5.67030036e+01
 -1.12986457e+03 -5.69368075e+02 -8.55112244e+02  1.89033350e+01
 -1.18741290e+03 -5.76768195e+02 -8.49458441e+02  9.37088974e+01
 -1.24424462e+03 -5.55088980e+02 -8.36527883e+02  1.63804880e+02
 -1.29749309e+03 -5.05408198e+02 -8.16977444e+02  2.25530894e+02
 -1.34447414e+03 -4.30282118e+02 -7.91809470e+02  2.75668356e+02
 -1.38282786e+03 -3.33610595e+02 -7.62318854e+02  3.11610556e+02
 -1.41064319e+03 -2.20431176e+02 -7.30024670e+02  3.31500385e+02
 -1.42655881e+03 -9.66530914e+01 -6.96589945e+02  3.34328453e+02
 -1.42983506e+03  3.12547941e+01 -6.63733840e+02  3.19986424e+02
 -1.42039297e+03  1.56605586e+02 -6.33140854e+02  2.89272763e+02
 -1.39881843e+03  2.72847448e+02 -6.06371860e+02  2.43850632e+02
 -1.36633127e+03  3.73909456e+02 -5.84781658e+02  1.86160202e+02
 -1.32472083e+03  4.54521672e+02 -5.69447380e+02  1.19290326e+02
 -1.27625170e+03  5.10490430e+02 -5.61111414e+02  4.68184256e+01
 -1.22354694e+03  5.38849028e+02 -5.60139362e+02 -2.73076711e+01
 -1.16945191e+03  5.38232253e+02 -5.66498318e+02 -9.91960816e+01
 -1.11686413e+03  5.08833912e+02 -5.79778555e+02 -1.65101865e+02
 -1.06859631e+03  4.52224295e+02 -5.99199033e+02 -2.21452513e+02
 -1.02722831e+03  3.71457072e+02 -6.23648196e+02 -2.65226477e+02
 -9.94968871e+02  2.70867931e+02 -6.51744700e+02 -2.94072672e+02
 -9.73538263e+02  1.55848739e+02 -6.81911035e+02 -3.06437809e+02
 -9.64067754e+02  3.28201212e+01 -7.12466565e+02 -3.01905778e+02
 -9.67024530e+02 -9.16954808e+01 -7.41731620e+02 -2.80631800e+02
 -9.82244309e+02 -2.11341041e+02 -7.68058927e+02 -2.43411479e+02
 -1.00891537e+03 -3.19700911e+02 -7.89945280e+02 -1.92198568e+02
 -1.04561298e+03 -4.10978321e+02 -8.06119364e+02 -1.29663134e+02
 -1.09037566e+03 -4.80281430e+02 -8.15607930e+02 -5.90706404e+01
 -1.14080892e+03 -5.23880227e+02 -8.17787028e+02  1.58890429e+01
 -1.19421185e+03 -5.39402975e+02 -8.12414880e+02  9.12959580e+01
 -1.24771980e+03 -5.25961041e+02 -7.99644618e+02  1.63206649e+02
 -1.29845571e+03 -4.84195611e+02 -7.80016192e+02  2.27862200e+02
 -1.34368202e+03 -4.16243762e+02 -7.54427872e+02  2.81886690e+02
 -1.38094531e+03 -3.25625600e+02 -7.24088823e+02  3.22465481e+02
 -1.40820584e+03 -2.17058381e+02 -6.90455261e+02  3.47493889e+02
 -1.42394530e+03 -9.62074066e+01 -6.55153564e+02  3.55688364e+02
 -1.42724699e+03  3.06131252e+01 -6.19894383e+02  3.46654323e+02
 -1.41784429e+03  1.56773478e+02 -5.86382307e+02  3.20907095e+02
 -1.39613474e+03  2.75678154e+02 -5.56225817e+02  2.79845058e+02
 -1.36315921e+03  3.81112302e+02 -5.30852232e+02  2.25677694e+02
 -1.32054894e+03  4.67518532e+02 -5.11430321e+02  1.61360304e+02
 -1.27044190e+03  5.30426850e+02 -4.98806131e+02  9.03014790e+01
 -1.21535694e+03  5.66644963e+02 -4.93471207e+02  1.62288395e+01
 -1.15806880e+03  5.74308217e+02 -4.95528691e+02 -5.68891880e+01
 -1.10146268e+03  5.53077012e+02 -5.04686769e+02 -1.25151911e+02
 -1.04838112e+03  5.04139358e+02 -5.20274831e+02 -1.84917017e+02
 -1.00147386e+03  4.30146864e+02 -5.41278998e+02 -2.32991680e+02
 -9.63057821e+02  3.35074425e+02 -5.66395733e+02 -2.66800930e+02
 -9.34994773e+02  2.24010240e+02 -5.94100719e+02 -2.84523611e+02
 -9.18592997e+02  1.02887234e+02 -6.22729413e+02 -2.85188713e+02
 -9.14538142e+02 -2.18296131e+01 -6.50565044e+02 -2.68727348e+02
 -9.22856780e+02 -1.43480633e+02 -6.75929553e+02 -2.35980459e+02
 -9.42903597e+02 -2.55240588e+02 -6.97283680e+02 -1.88977030e+02
 -9.73375100e+02 -3.51163470e+02 -7.13328668e+02 -1.30142600e+02
 -1.01244595e+03 -4.26456446e+02 -7.23007412e+02 -6.22112518e+01
 -1.05784017e+03 -4.77063488e+02 -7.25585552e+02  1.12492749e+01
 -1.10694059e+03 -5.00244328e+02 -7.20701011e+02  8.63907433e+01
 -1.15692768e+03 -4.94709153e+02 -7.08382612e+02  1.59277625e+02
 -1.20492858e+03 -4.60685496e+02 -6.89048469e+02  2.26093713e+02
 -1.24816884e+03 -3.99905901e+02 -6.63483910e+02  2.83343341e+02
 -1.28411904e+03 -3.15516333e+02 -6.32800004e+02  3.28035913e+02
 -1.31062839e+03 -2.11910044e+02 -5.98374907e+02  3.57843846e+02
 -1.32603834e+03 -9.44956356e+01 -5.61781084e+02  3.71225585e+02
 -1.32927028e+03  3.05883012e+01 -5.24702262e+02  3.67507294e+02
 -1.31988257e+03  1.56796060e+02 -4.88844436e+02  3.46919756e+02
 -1.29809480e+03  2.77501487e+02 -4.55844944e+02  3.10605214e+02
 -1.26477596e+03  3.86434496e+02 -4.27186246e+02  2.60470471e+02
 -1.22139122e+03  4.77932521e+02 -4.04125021e+02  1.99165861e+02
 -1.16993382e+03  5.47187440e+02 -3.87616600e+02  1.29997402e+02
 -1.11281868e+03  5.90600250e+02 -3.78265675e+02  5.66514404e+01
 -1.05275356e+03  6.05938519e+02 -3.76295734e+02 -1.69674271e+01
 -9.92595973e+02  5.92452683e+02 -3.81537398e+02 -8.69409791e+01
 -9.35202268e+02  5.50915308e+02 -3.93437429e+02 -1.49543991e+02
 -8.83276808e+02  4.83580174e+02 -4.11087988e+02 -2.01440878e+02
 -8.39229168e+02  3.94063189e+02 -4.33274617e+02 -2.39861818e+02
 -8.05046920e+02  2.87151390e+02 -4.58540412e+02 -2.62749014e+02
 -7.82190694e+02  1.68550114e+02 -4.85262998e+02 -2.68865379e+02
 -7.71517073e+02  4.45817338e+01 -5.11740246e+02 -2.57859941e+02
 -7.73233382e+02 -7.81480430e+01 -5.36280219e+02 -2.30286590e+02
 -7.86886724e+02 -1.93098579e+02 -5.57290612e+02 -1.87575301e+02
 -8.11387821e+02 -2.94138608e+02 -5.73362998e+02 -1.31957757e+02
 -8.45068111e+02 -3.75862364e+02 -5.83347717e+02 -6.63571763e+01
 -8.86237077e+02 -4.47922873e+02 -5.85945470e+02  1.98138622e+01
 -9.34200777e+02 -5.06478080e+02 -5.78846759e+02  1.22050189e+02
 -9.86505838e+02 -5.34356860e+02 -5.61646593e+02  2.20955070e+02
 -1.03999365e+03 -5.30020093e+02 -5.34941338e+02  3.11318820e+02
 -1.09143692e+03 -4.93637562e+02 -4.99827548e+02  3.88389553e+02
 -1.13771050e+03 -4.27072985e+02 -4.57843762e+02  4.48118137e+02
 -1.17595654e+03 -3.33784937e+02 -4.10889221e+02  4.87371389e+02
 -1.20373548e+03 -2.18644193e+02 -3.61123558e+02  5.04097549e+02
 -1.21915505e+03 -8.76771209e+01 -3.10852710e+02  4.97435269e+02
 -1.22097052e+03  5.22467305e+01 -2.62406857e+02  4.67764957e+02
 -1.20864377e+03  1.94004431e+02 -2.18024122e+02  4.16461687e+02
 -1.18235607e+03  3.30177410e+02 -1.79748087e+02  3.46241012e+02
 -1.14304068e+03  4.53419809e+02 -1.49277779e+02  2.61038988e+02
 -1.09232079e+03  5.57273140e+02 -1.27890808e+02  1.65377586e+02
 -1.03241669e+03  6.36305034e+02 -1.16383026e+02  6.43282079e+01
 -9.66028505e+02  6.86394023e+02 -1.15026659e+02 -3.67540376e+01
 -8.96193549e+02  7.04946864e+02 -1.23555992e+02 -1.32512832e+02
 -8.26125992e+02  6.91035404e+02 -1.41181457e+02 -2.17873442e+02
 -7.59047142e+02  6.45445542e+02 -1.66631366e+02 -2.88310697e+02
 -6.98015373e+02  5.70635693e+02 -1.98219116e+02 -3.40087952e+02
 -6.45764651e+02  4.70606906e+02 -2.33932302e+02 -3.70454407e+02
 -6.04560211e+02  3.50691501e+02 -2.71539027e+02 -3.77790337e+02
 -5.76078984e+02  2.17271381e+02 -3.08705804e+02 -3.61692577e+02
 -5.61321106e+02  7.74409305e+01 -3.43120819e+02 -3.22995776e+02
 -5.60557165e+02 -6.13675055e+01 -3.72616054e+02 -2.63728473e+02
 -5.73313936e+02 -1.91775457e+02 -3.95281853e+02 -1.87006674e+02
 -5.98399311e+02 -3.06847041e+02 -4.09567941e+02 -9.68702492e+01
 -6.33965175e+02 -4.00455606e+02 -4.14365477e+02  1.93075062e+00
 -6.77604992e+02 -4.67608233e+02 -4.09065735e+02  1.04187889e+02
 -7.26480656e+02 -5.04702087e+02 -3.93592593e+02  2.04502081e+02
 -7.77386052e+02 -5.07164844e+02 -3.68492983e+02  2.95018872e+02
 -8.26750229e+02 -4.74879503e+02 -3.35074257e+02  3.71026602e+02
 -8.71340908e+02 -4.12101674e+02 -2.94820324e+02  4.31116340e+02
 -9.08258510e+02 -3.22090093e+02 -2.49490059e+02  4.72111567e+02
 -9.35014267e+02 -2.09847567e+02 -2.01099537e+02  4.92148984e+02
 -9.49678197e+02 -8.11959264e+01 -1.51799116e+02  4.90116087e+02
 -9.50919126e+02  5.74264303e+01 -1.03821885e+02  4.65814933e+02
 -9.38103509e+02  1.98702969e+02 -5.93372969e+01  4.20574189e+02
 -9.11337751e+02  3.35207609e+02 -2.03278435e+01  3.56796783e+02
 -8.71461343e+02  4.59768531e+02  1.15143118e+01  2.77861376e+02
 -8.20002443e+02  5.65844752e+02  3.48765125e+01  1.87946112e+02
 -7.59097187e+02  6.47871135e+02  4.88948539e+01  9.18083915e+01
 -6.91376921e+02  7.01552165e+02  5.31997539e+01 -5.46625488e+00
 -6.19829286e+02  7.24088754e+02  4.79354246e+01 -9.87327015e+01
 -5.47640490e+02  7.14326030e+02  3.37522127e+01 -1.83057932e+02
 -4.78027101e+02  6.72814303e+02  1.17722112e+01 -2.53981542e+02
 -4.14066236e+02  6.01779946e+02 -1.64700395e+01 -3.07751272e+02
 -3.58533122e+02  5.05007725e+02 -4.91086279e+01 -3.41521091e+02
 -3.13754619e+02  3.87640710e+02 -8.40448337e+01 -3.53501316e+02
 -2.81486453e+02  2.55908165e+02 -1.19057953e+02 -3.43052643e+02
 -2.62820705e+02  1.16795306e+02 -1.51922477e+02 -3.10718674e+02
 -2.58128544e+02 -2.23283338e+01 -1.80525329e+02 -2.58194482e+02
 -2.67041220e+02 -1.54099079e+02 -2.02976973e+02 -1.88236137e+02
 -2.88469060e+02 -2.71525517e+02 -2.17711807e+02 -1.04537637e+02
 -3.20656260e+02 -3.68335089e+02 -2.23573704e+02 -1.15584770e+01
 -3.61272940e+02 -4.39369335e+02 -2.19877865e+02  8.57758489e+01
 -4.07540993e+02 -4.80861555e+02 -2.06444291e+02  1.82339200e+02
 -4.56382232e+02 -4.90603121e+02 -1.83605980e+02  2.73042899e+02
 -5.04580551e+02 -4.68056278e+02 -1.52191857e+02  3.53100642e+02
 -5.48951327e+02 -4.14385779e+02 -1.13483558e+02  4.18284511e+02
 -5.86509500e+02 -3.32400975e+02 -6.91479662e+01  4.65151875e+02
 -6.14627443e+02 -2.26409736e+02 -2.11490643e+01  4.91229495e+02
 -6.31174024e+02 -1.01989782e+02  2.83559601e+01  4.95142997e+02
 -6.34627239e+02  3.43078828e+01  7.71306176e+01  4.76687463e+02
 -6.24154565e+02  1.75305288e+02  1.22977094e+02  4.36837919e+02
 -5.99656917e+02  3.13576195e+02  1.63852199e+02  3.77698235e+02
 -5.61773901e+02  4.41837982e+02  1.97975189e+02  3.02390328e+02
 -5.11850081e+02  5.53336101e+02  2.23921745e+02  2.14889447e+02
 -4.51864033e+02  6.42200726e+02  2.40699149e+02  1.19814301e+02
 -3.84323904e+02  7.03756714e+02  2.47798662e+02  2.21831725e+01
 -3.12135027e+02  7.34770484e+02  2.45222353e+02 -7.28510920e+01
 -2.38446546e+02  7.33620761e+02  2.33482941e+02 -1.60273192e+02
 -1.66485178e+02  7.00384143e+02  2.13576688e+02 -2.35470196e+02
 -9.93848805e+01  6.36830931e+02  1.86930750e+02 -2.94475048e+02
 -4.00214540e+01  5.46331254e+02  1.55327800e+02 -3.34175705e+02
  9.13914279e+00  4.33675633e+02  1.20811967e+02 -3.52478057e+02
  4.61703128e+01  3.04813274e+02  8.55814791e+01 -3.48407818e+02
  6.97778595e+01  1.66387318e+02  5.18811588e+01 -3.22011434e+02
  7.94436788e+01  2.72077895e+01  2.18084126e+01 -2.76177434e+02
  7.53480490e+01 -1.07628854e+02 -2.69258499e+00 -2.11068707e+02
  5.83316237e+01 -2.30069537e+02 -1.99051992e+01 -1.31053249e+02
  2.99670690e+01 -3.33591670e+02 -2.85471482e+01 -4.04116828e+01
 -7.56813416e+00 -4.12674761e+02 -2.77942007e+01  5.60159584e+01
 -5.15741981e+01 -4.62439276e+02 -1.73563147e+01  1.52433146e+02
 -9.90680595e+01 -4.82123755e+02  2.60337569e+00  2.45612413e+02
 -1.46905867e+02 -4.69288034e+02  3.14420028e+01  3.29228818e+02
 -1.91866886e+02 -4.24841475e+02  6.79886677e+01  3.99093344e+02
 -2.30894515e+02 -3.51142915e+02  1.10677088e+02  4.51522120e+02
 -2.61246066e+02 -2.52084090e+02  1.57616552e+02  4.83738979e+02
 -2.80636948e+02 -1.32894788e+02  2.06690995e+02  4.94032779e+02
 -2.87361266e+02  1.31862860e-01  2.55670585e+02  4.81849261e+02
 -2.80381947e+02  1.39971530e+02  3.02329405e+02  4.47820554e+02
 -2.59385552e+02  2.79239561e+02  3.44562942e+02  3.93731889e+02
 -2.24798882e+02  4.10580914e+02  3.80499175e+02  3.22427389e+02
 -1.77766505e+02  5.27058543e+02  4.08597395e+02  2.37659924e+02
 -1.20090365e+02  6.22519725e+02  4.27729525e+02  1.43892957e+02
 -5.41346941e+01  6.91920965e+02  4.37239657e+02  4.60648398e+01
  1.72987849e+01  7.31594330e+02  4.36978658e+02 -5.06719540e+01
  9.11187423e+01  7.39441082e+02  4.27312009e+02 -1.41222878e+02
  1.64107414e+02  7.15042322e+02  4.09100486e+02 -2.20820176e+02
  2.33090401e+02  6.59680390e+02  3.83654727e+02 -2.85273959e+02
  2.95103940e+02  5.76267022e+02  3.52666282e+02 -3.31189375e+02
  3.47547462e+02  4.69122402e+02  3.18122126e+02 -3.56078731e+02
  3.88350799e+02  3.44487429e+02  2.82169755e+02 -3.59233313e+02
  4.16043826e+02  2.08069370e+02  2.47043335e+02 -3.39636068e+02
  4.29821911e+02  6.74122688e+01  2.14957797e+02 -2.98687148e+02
  4.29632606e+02 -7.00505663e+01  1.87947545e+02 -2.38580876e+02
  4.16161024e+02 -1.97066084e+02  1.67776292e+02 -1.62512909e+02
  3.90792957e+02 -3.06935504e+02  1.55844505e+02 -7.45205035e+01
  3.55541502e+02 -3.93866600e+02  1.53115504e+02  2.07292032e+01
  3.12940691e+02 -4.53278773e+02  1.60064538e+02  1.18184859e+02
  2.65911745e+02 -4.82042844e+02  1.76653482e+02  2.12675555e+02
  2.17609761e+02 -4.78631020e+02  2.02331777e+02  2.99168629e+02
  1.71327117e+02 -4.41837819e+02  2.35995357e+02  3.71675707e+02
  1.30168432e+02 -3.76606874e+02  2.76196017e+02  4.29332111e+02
  9.68975792e+01 -2.84779286e+02  3.21206803e+02  4.67451977e+02
  7.39387338e+01 -1.71278213e+02  3.68966095e+02  4.84057570e+02
  6.31665743e+01 -4.21219892e+01  4.17268157e+02  4.78256861e+02
  6.58099602e+01  9.58482438e+01  4.63876833e+02  4.50336130e+02
  8.23872524e+01  2.35326231e+02  5.06643324e+02  4.01748461e+02
  1.12678941e+02  3.68925770e+02  5.43619562e+02  3.35037709e+02
  1.55739196e+02  4.89570582e+02  5.73161034e+02  2.53704369e+02
  2.09945761e+02  5.90867933e+02  5.94013592e+02  1.62020814e+02
  2.73085561e+02  6.67446170e+02  6.05379651e+02  6.48057412e+01
  3.42471503e+02  7.15238278e+02  6.06960288e+02 -3.28301801e+01
  4.15084287e+02  7.31696266e+02  5.98971039e+02 -1.25753811e+02
  4.87731641e+02  7.15923898e+02  5.82130625e+02 -2.09078802e+02
  5.57215741e+02  6.68706773e+02  5.57624076e+02 -2.78406407e+02
  6.20505569e+02  5.92580645e+02  5.27036567e+02 -3.30167600e+02
  6.74898119e+02  4.91541111e+02  4.92268473e+02 -3.61655181e+02
  7.18154286e+02  3.70829641e+02  4.55441769e+02 -3.71163799e+02
  7.48618196e+02  2.36818052e+02  4.18786778e+02 -3.58241310e+02
  7.65308204e+02  9.65597177e+01  3.84520739e+02 -3.23600374e+02
  7.67967532e+02 -4.25652350e+01  3.54731810e+02 -2.69098531e+02
  7.57077606e+02 -1.73237820e+02  3.31268909e+02 -1.97641960e+02
  7.33832524e+02 -2.88586322e+02  3.15644072e+02 -1.13032402e+02
  7.00075909e+02 -3.82549066e+02  3.08952579e+02 -1.97665143e+01
  6.58203478e+02 -4.50194463e+02  3.11815080e+02  7.72015269e+01
  6.11036453e+02 -4.87981346e+02  3.24344773e+02  1.72721566e+02
  5.61672527e+02 -4.93945736e+02  3.46141371e+02  2.61719220e+02
  5.13322285e+02 -4.67803730e+02  3.76312126e+02  3.39463051e+02
  4.69139919e+02 -4.10961977e+02  4.13518603e+02  4.01809941e+02
  4.32060592e+02 -3.26375170e+02  4.56043331e+02  4.45355695e+02
  4.04604704e+02 -2.19347085e+02  5.01921131e+02  4.68571929e+02
  3.88804419e+02 -9.42958387e+01  5.48983179e+02  4.68932167e+02
  3.86109477e+02  4.15994891e+01  5.94958317e+02  4.46925240e+02
  3.97245882e+02  1.81107079e+02  6.37657662e+02  4.03700406e+02
  4.22204341e+02  3.16817551e+02  6.75063335e+02  3.41513419e+02
  4.60241502e+02  4.41523724e+02  7.05434201e+02  2.63618964e+02
  5.09919290e+02  5.48599468e+02  7.27397656e+02  1.74100546e+02
  5.69180809e+02  6.32348910e+02  7.40022086e+02  7.76555857e+01
  6.35458812e+02  6.88305789e+02  7.42866141e+02 -2.06512112e+01
  7.05810611e+02  7.13460553e+02  7.36002637e+02 -1.15646543e+02
  7.77057057e+02  7.06114377e+02  7.20031054e+02 -2.02016801e+02
  8.45992774e+02  6.67443602e+02  6.96003467e+02 -2.76063425e+02
