             x_1             y_1             z_1             x_2             y_2             z_2
 -5.81861834e+02 -9.78999329e+02 -4.39146674e+02 -6.82040051e+02 -5.00457283e+02 -7.30181020e+02
 -6.16272946e+02 -1.01914538e+03 -2.93871047e+02 -7.10976098e+02 -4.73090338e+02 -7.74881951e+02
 -6.61024696e+02 -1.05218125e+03 -1.47180541e+02 -7.34387428e+02 -4.40535542e+02 -8.15853130e+02
 -7.14238099e+02 -1.07591225e+03  2.18557248e-01 -7.51244278e+02 -4.04175442e+02 -8.52897171e+02
 -7.73573358e+02 -1.08863126e+03  1.47616666e+02 -7.60868711e+02 -3.65590237e+02 -8.85835704e+02
 -8.36483379e+02 -1.08920124e+03  2.94304236e+02 -7.62840414e+02 -3.26482061e+02 -9.14510151e+02
 -9.00132862e+02 -1.07709266e+03  4.39575149e+02 -7.57234244e+02 -2.88607775e+02 -9.38782472e+02
 -9.61520481e+02 -1.05246448e+03  5.82730111e+02 -7.44643771e+02 -2.53633262e+02 -9.58535819e+02
 -1.01786263e+03 -1.01614119e+03  7.23080015e+02 -7.25924616e+02 -2.23060121e+02 -9.73675102e+02
 -1.06663937e+03 -9.69560469e+02  8.59949259e+02 -7.02250275e+02 -1.98155195e+02 -9.84127442e+02
 -1.10572564e+03 -9.14697102e+02  9.92678998e+02 -6.75051896e+02 -1.79883956e+02 -9.89842523e+02
 -1.13350326e+03 -8.53958654e+02  1.12063031e+03 -6.45942944e+02 -1.68859616e+02 -9.90792834e+02
 -1.14894616e+03 -7.90058355e+02  1.24318728e+03 -6.16634044e+02 -1.65310796e+02 -9.86973797e+02
 -1.15167457e+03 -7.25871850e+02  1.35975996e+03 -5.88842646e+02 -1.69069499e+02 -9.78403796e+02
 -1.14197502e+03 -6.64285378e+02  1.46978720e+03 -5.64202307e+02 -1.79580028e+02 -9.65124083e+02
 -1.12078508e+03 -6.08043396e+02  1.57273937e+03 -5.44176408e+02 -1.95928368e+02 -9.47198582e+02
 -1.08964390e+03 -5.59603688e+02  1.66812089e+03 -5.29980840e+02 -2.16890499e+02 -9.24713580e+02
 -1.05061079e+03 -5.21007635e+02  1.75547262e+03 -5.22519776e+02 -2.40997069e+02 -8.97777313e+02
 -1.00615648e+03 -4.93772469e+02  1.83437407e+03 -5.22337888e+02 -2.66611022e+02 -8.66519442e+02
 -9.59032585e+02 -4.78811222e+02  1.90444546e+03 -5.29591549e+02 -2.92014073e+02 -8.31090432e+02
 -9.12126244e+02 -4.76384585e+02  1.96534946e+03 -5.44040538e+02 -3.15497485e+02 -7.91660828e+02
 -8.68307647e+02 -4.86087157e+02  2.01679292e+03 -5.65060683e+02 -3.35452385e+02 -7.48420430e+02
 -8.30278414e+02 -5.06868789e+02  2.05852819e+03 -5.91676793e+02 -3.50454909e+02 -7.01577383e+02
 -8.00428876e+02 -5.37089929e+02  2.09035438e+03 -6.22614141e+02 -3.59341619e+02 -6.51357175e+02
 -7.80711833e+02 -5.74608219e+02  2.11211828e+03 -6.56365736e+02 -3.61271037e+02 -5.98001550e+02
 -7.72539601e+02 -6.16891768e+02  2.12371514e+03 -6.91271676e+02 -3.55768067e+02 -5.41767344e+02
 -7.76710176e+02 -6.61152890e+02  2.12508913e+03 -7.25606007e+02 -3.42749161e+02 -4.82925251e+02
 -7.93367226e+02 -7.04494922e+02  2.11623363e+03 -7.57665689e+02 -3.22527252e+02 -4.21758517e+02
 -8.21994486e+02 -7.44064145e+02  2.09719128e+03 -7.85858505e+02 -2.95796384e+02 -3.58561580e+02
 -8.61433221e+02 -7.77199982e+02  2.06805374e+03 -8.08796911e+02 -2.63595677e+02 -2.93638649e+02
 -9.09933780e+02 -8.01578181e+02  2.02896126e+03 -8.25380901e+02 -2.27251885e+02 -2.27302244e+02
 -9.65258421e+02 -8.15336080e+02  1.98010202e+03 -8.34845647e+02 -1.88306910e+02 -1.59871686e+02
 -1.02480856e+03 -8.17170362e+02  1.92171123e+03 -8.36792771e+02 -1.48437094e+02 -9.16715646e+01
 -1.08575970e+03 -8.06404848e+02  1.85406995e+03 -8.31213660e+02 -1.09365826e+02 -2.30301743e+01
 -1.14520846e+03 -7.83025767e+02  1.77750378e+03 -8.18492008e+02 -7.27730721e+01  4.57220664e+01
 -1.20032512e+03 -7.47682369e+02  1.69238131e+03 -7.99384302e+02 -4.02068646e+01  1.14254205e+02
 -1.24850279e+03 -7.01652628e+02  1.59911227e+03 -7.74980103e+02 -1.30016580e+01  1.82236348e+02
 -1.28749498e+03 -6.46775788e+02  1.49814563e+03 -7.46644591e+02  7.79208027e+00  2.49341249e+02
 -1.31553414e+03 -5.85355271e+02  1.38996743e+03 -7.15946491e+02  2.14632933e+01  3.15245882e+02
 -1.33142499e+03 -5.20037089e+02  1.27509841e+03 -6.84575227e+02  2.76778399e+01  3.79632998e+02
 -1.33460760e+03 -4.53670156e+02  1.15409151e+03 -6.54251702e+02  2.64960972e+01  4.42192647e+02
 -1.32518692e+03 -3.89155898e+02  1.02752925e+03 -6.26637401e+02  1.83697306e+01  5.02623668e+02
 -1.30392724e+03 -3.29295085e+02  8.96020888e+02 -6.03246636e+02  4.11780195e+00  5.60635125e+02
 -1.27221173e+03 -2.76639997e+02  7.60199592e+02 -5.85366559e+02 -1.51165164e+01  6.15947649e+02
 -1.23196945e+03 -2.33359727e+02  6.20719929e+02 -5.73989165e+02 -3.79263276e+01  6.68294214e+02
 -1.18557343e+03 -2.01125768e+02  4.78245499e+02 -5.69758872e+02 -6.27152781e+01  7.17430650e+02
 -1.13571535e+03 -1.81024007e+02  3.33460993e+02 -5.72938426e+02 -8.77817083e+01  7.63121566e+02
 -1.08526353e+03 -1.73497976e+02  1.87070917e+02 -5.83394878e+02 -1.11408037e+02  8.05139459e+02
 -1.03711175e+03 -1.78326642e+02  3.97802031e+01 -6.00606268e+02 -1.31950362e+02  8.43281811e+02
 -9.94026971e+02 -1.94636566e+02 -1.07702071e+02 -6.23688590e+02 -1.47924920e+02  8.77364950e+02
 -9.58503351e+02 -2.20943011e+02 -2.54665947e+02 -6.51442320e+02 -1.58091572e+02  9.07224783e+02
 -9.32629146e+02 -2.55223930e+02 -4.00403975e+02 -6.82417111e+02 -1.61523845e+02  9.32717562e+02
 -9.17975118e+02 -2.95031629e+02 -5.44214610e+02 -7.14989673e+02 -1.57653104e+02  9.53720563e+02
 -9.15511783e+02 -3.37626876e+02 -6.85405589e+02 -7.47449277e+02 -1.46293850e+02  9.70132681e+02
 -9.25558720e+02 -3.80123103e+02 -8.23297263e+02 -7.78087515e+02 -1.27654111e+02  9.81874908e+02
 -9.47767934e+02 -4.19637796e+02 -9.57225862e+02 -8.05288268e+02 -1.02325612e+02  9.88890720e+02
 -9.81142180e+02 -4.53444312e+02 -1.08654670e+03 -8.27613099e+02 -7.12530691e+01  9.91146343e+02
 -1.02408750e+03 -4.79115804e+02 -1.21063725e+03 -8.43877331e+02 -3.56844735e+01  9.88630918e+02
 -1.07449745e+03 -4.94653464e+02 -1.32890021e+03 -8.53212547e+02  2.89476941e+00  9.81356551e+02
 -1.12986457e+03 -4.98592158e+02 -1.44076627e+03 -8.55112244e+02  4.28402538e+01  9.69358260e+02
 -1.18741290e+03 -4.90077855e+02 -1.54569696e+03 -8.49458441e+02  8.24353576e+01  9.52693799e+02
 -1.24424462e+03 -4.68912771e+02 -1.64318717e+03 -8.36527883e+02  1.19981830e+02  9.31443384e+02
 -1.29749309e+03 -4.35565857e+02 -1.73276762e+03 -8.16977444e+02  1.53889414e+02  9.05709309e+02
 -1.34447414e+03 -3.91148087e+02 -1.81400709e+03 -7.91809470e+02  1.82759773e+02  8.75615449e+02
 -1.38282786e+03 -3.37353841e+02 -1.88651452e+03 -7.62318854e+02  2.05460293e+02  8.41306664e+02
 -1.41064319e+03 -2.76371485e+02 -1.94994089e+03 -7.30024670e+02  2.21183847e+02  8.02948107e+02
 -1.42655881e+03 -2.10767864e+02 -2.00398088e+03 -6.96589945e+02  2.29491380e+02  7.60724424e+02
 -1.42983506e+03 -1.43352812e+02 -2.04837436e+03 -6.63733840e+02  2.30335058e+02  7.14838864e+02
 -1.42039297e+03 -7.70308302e+01 -2.08290764e+03 -6.33140854e+02  2.24060755e+02  6.65512306e+02
 -1.39881843e+03 -1.46477879e+01 -2.10741448e+03 -6.06371860e+02  2.11389772e+02  6.12982193e+02
 -1.36633127e+03  4.11592444e+01 -2.12177691e+03 -5.84781658e+02  1.93380758e+02  5.57501388e+02
 -1.32472083e+03  8.81009693e+01 -2.12592581e+03 -5.69447380e+02  1.71373983e+02  4.99336956e+02
 -1.27625170e+03  1.24355443e+02 -2.11984119e+03 -5.61111414e+02  1.46921767e+02  4.38768883e+02
 -1.22354694e+03  1.48634842e+02 -2.10355235e+03 -5.60139362e+02  1.21735830e+02  3.76088725e+02
 -1.16945191e+03  1.60343945e+02 -2.07713769e+03 -5.66498318e+02  9.75063172e+01  3.11598203e+02
 -1.11686413e+03  1.59563869e+02 -2.04072438e+03 -5.79778555e+02  7.58601101e+01  2.45607754e+02
 -1.06859631e+03  1.46976081e+02 -1.99448769e+03 -5.99199033e+02  5.83464985e+01  1.78435036e+02
 -1.02722831e+03  1.23905224e+02 -1.93865019e+03 -6.23648196e+02  4.62764241e+01  1.10403396e+02
 -9.94968871e+02  9.22324555e+01 -1.87348066e+03 -6.51744700e+02  4.06698292e+01  4.18403184e+01
 -9.73538263e+02  5.42973487e+01 -1.79929281e+03 -6.81911035e+02  4.22004263e+01 -2.69241561e+01
 -9.64067754e+02  1.28811014e+01 -1.71644376e+03 -7.12466565e+02  5.10532293e+01 -9.55590162e+01
 -9.67024530e+02 -2.91848225e+01 -1.62533233e+03 -7.41731620e+02  6.71591421e+01 -1.63733874e+02
 -9.82244309e+02 -6.91362882e+01 -1.52639708e+03 -7.68058927e+02  9.01665495e+01 -2.31120555e+02
 -1.00891537e+03 -1.04189931e+02 -1.42011427e+03 -7.89945280e+02  1.19227231e+02 -2.97394678e+02
 -1.04561298e+03 -1.31830827e+02 -1.30699552e+03 -8.06119364e+02  1.53181714e+02 -3.62237216e+02
 -1.09037566e+03 -1.49936809e+02 -1.18758535e+03 -8.15607930e+02  1.90611897e+02 -4.25336028e+02
 -1.14080892e+03 -1.56889867e+02 -1.06245857e+03 -8.17787028e+02  2.29915145e+02 -4.86387361e+02
 -1.19421185e+03 -1.51661506e+02 -9.32217553e+02 -8.12414880e+02  2.69388735e+02 -5.45097301e+02
 -1.24771980e+03 -1.33867083e+02 -7.97489306e+02 -7.99644618e+02  3.07319674e+02 -6.01183151e+02
 -1.29845571e+03 -1.03786158e+02 -6.58922771e+02 -7.80016192e+02  3.42075111e+02 -6.54374536e+02
 -1.34368202e+03 -6.23477921e+01 -5.18022406e+02 -7.54427872e+02  3.72188513e+02 -7.03577963e+02
 -1.38094531e+03 -1.10815361e+01 -3.75465507e+02 -7.24088823e+02  3.96437067e+02 -7.48557536e+02
 -1.40820584e+03  4.79632773e+01 -2.31100612e+02 -6.90455261e+02  4.13906225e+02 -7.89934424e+02
 -1.42394530e+03  1.12325694e+02 -8.56230933e+01 -6.55153564e+02  4.24037960e+02 -8.27509003e+02
 -1.42724699e+03  1.79263027e+02  6.02666736e+01 -6.19894383e+02  4.26660218e+02 -8.61100310e+02
 -1.41784429e+03  2.45895592e+02  2.05866388e+02 -5.86382307e+02  4.21996002e+02 -8.90546611e+02
 -1.39613474e+03  3.09358580e+02  3.50475163e+02 -5.56225817e+02  4.10651699e+02 -9.15706144e+02
 -1.36315921e+03  3.66952491e+02  4.93396889e+02 -5.30852232e+02  3.93585810e+02 -9.36457791e+02
 -1.32054894e+03  4.16264297e+02  6.33943582e+02 -5.11430321e+02  3.72079630e+02 -9.52701652e+02
 -1.27044190e+03  4.55351516e+02  7.71438691e+02 -4.98806131e+02  3.47612824e+02 -9.64359533e+02
 -1.21535694e+03  4.82825712e+02  9.05220358e+02 -4.93471207e+02  3.21804266e+02 -9.71375312e+02
 -1.15806880e+03  4.97876415e+02  1.03464460e+03 -4.95528691e+02  2.96375832e+02 -9.73715216e+02
 -1.10146268e+03  5.00354968e+02  1.15908840e+03 -5.04686769e+02  2.73020315e+02 -9.71367981e+02
 -1.04838112e+03  4.90775928e+02  1.27795274e+03 -5.20274831e+02  2.53318356e+02 -9.64344903e+02
 -1.00147386e+03  4.70289301e+02  1.39066543e+03 -5.41278998e+02  2.38655445e+02 -9.52679789e+02
 -9.63057821e+02  4.40619633e+02  1.49668392e+03 -5.66395733e+02  2.30148815e+02 -9.36428790e+02
 -9.34994773e+02  4.03974852e+02  1.59549787e+03 -5.94100719e+02  2.28588404e+02 -9.15670134e+02
 -9.18592997e+02  3.62929648e+02  1.68663161e+03 -6.22729413e+02  2.34395040e+02 -8.90503744e+02
 -9.14538142e+02  3.20289691e+02  1.76964646e+03 -6.50565044e+02  2.47597909e+02 -8.61050763e+02
 -9.22856780e+02  2.78945018e+02  1.84414281e+03 -6.75929553e+02  2.67831348e+02 -8.27452968e+02
 -9.42903597e+02  2.41851209e+02  1.90976206e+03 -6.97283680e+02  2.94220236e+02 -7.89872089e+02
 -9.73375100e+02  2.11588724e+02  1.96618834e+03 -7.13328668e+02  3.25710681e+02 -7.48489026e+02
 -1.01244595e+03  1.90243338e+02  2.01315003e+03 -7.23007412e+02  3.61108852e+02 -7.03502985e+02
 -1.05784017e+03  1.79574381e+02  2.05042108e+03 -7.25585552e+02  3.98865532e+02 -6.55130513e+02
 -1.10694059e+03  1.80770301e+02  2.07782206e+03 -7.20701011e+02  4.37309354e+02 -6.03604461e+02
 -1.15692768e+03  1.94389925e+02  2.09522110e+03 -7.08382612e+02  4.74730946e+02 -5.49172857e+02
 -1.20492858e+03  2.20333327e+02  2.10253442e+03 -6.89048469e+02  5.09472721e+02 -4.92097719e+02
 -1.24816884e+03  2.57847150e+02  2.09972683e+03 -6.63483910e+02  5.40016278e+02 -4.32653787e+02
 -1.28411904e+03  3.05564364e+02  2.08681184e+03 -6.32800004e+02  5.65062523e+02 -3.71127205e+02
 -1.31062839e+03  3.61576399e+02  2.06385162e+03 -5.98374907e+02  5.83600239e+02 -3.07814143e+02
 -1.32603834e+03  4.23533853e+02  2.03095669e+03 -5.61781084e+02  5.94959491e+02 -2.43019370e+02
 -1.32927028e+03  4.88770391e+02  1.98828541e+03 -5.24702262e+02  5.98847080e+02 -1.77054787e+02
 -1.31988257e+03  5.54442958e+02  1.93604317e+03 -4.88844436e+02  5.95362542e+02 -1.10237926e+02
 -1.29809480e+03  6.17673969e+02  1.87448146e+03 -4.55844944e+02  5.85000750e+02 -4.28904245e+01
 -1.26477596e+03  6.75739187e+02  1.80389661e+03 -4.27186246e+02  5.68589775e+02  2.46635291e+01
 -1.22139122e+03  7.26178412e+02  1.72462839e+03 -4.04125021e+02  5.47280247e+02  9.20987502e+01
 -1.16993382e+03  7.66903671e+02  1.63705839e+03 -3.87616600e+02  5.22506226e+02  1.59090626e+02
 -1.11281868e+03  7.96351299e+02  1.54160813e+03 -3.78265675e+02  4.95867560e+02  2.25316676e+02
 -1.05275356e+03  8.13550919e+02  1.43873709e+03 -3.76295734e+02  4.69058895e+02  2.90458107e+02
 -9.92595973e+02  8.18175968e+02  1.32894046e+03 -3.81537398e+02  4.43780802e+02  3.54201344e+02
 -9.35202268e+02  8.10560749e+02  1.21274678e+03 -3.93437429e+02  4.21650064e+02  4.16239538e+02
 -8.83276808e+02  7.91682677e+02  1.09071537e+03 -4.11087988e+02  4.04114288e+02  4.76274045e+02
 -8.39229168e+02  7.63110577e+02  9.63433683e+02 -4.33274617e+02  3.92375440e+02  5.34015851e+02
 -8.05046920e+02  7.26921768e+02  8.31514480e+02 -4.58540412e+02  3.87326328e+02  5.89186937e+02
 -7.82190694e+02  6.85592297e+02  6.95593025e+02 -4.85262998e+02  3.89503421e+02  6.41521479e+02
 -7.71517073e+02  6.41866123e+02  5.56329432e+02 -5.11740246e+02  3.99058458e+02  6.90761724e+02
 -7.73233382e+02  5.98610180e+02  4.14392818e+02 -5.36280219e+02  4.15750377e+02  7.36671899e+02
 -7.86886724e+02  5.58663008e+02  2.70460325e+02 -5.57290612e+02  4.38957900e+02  7.79037099e+02
 -8.11387821e+02  5.24685188e+02  1.25225691e+02 -5.73362998e+02  4.67711916e+02  8.17652502e+02
 -8.45068111e+02  4.99022048e+02 -2.06118421e+01 -5.83347717e+02  5.00743349e+02  8.52332094e+02
 -8.86237077e+02  4.77746810e+02 -1.66350215e+02 -5.85945470e+02  5.42383091e+02  8.82908894e+02
 -9.34200777e+02  4.62526830e+02 -3.11287870e+02 -5.78846759e+02  5.90674327e+02  9.09235697e+02
 -9.86505838e+02  4.60550697e+02 -4.54727114e+02 -5.61646593e+02  6.37460644e+02  9.31185760e+02
 -1.03999365e+03  4.72485493e+02 -5.95977469e+02 -5.34941338e+02  6.80479796e+02  9.48653419e+02
 -1.09143692e+03  4.98256491e+02 -7.34358998e+02 -4.99827548e+02  7.17668179e+02  9.61554584e+02
 -1.13771050e+03  5.37053511e+02 -8.69205574e+02 -4.57843762e+02  7.47267313e+02  9.69827150e+02
 -1.17595654e+03  5.87373932e+02 -9.99868088e+02 -4.10889221e+02  7.67916422e+02  9.73431295e+02
 -1.20373548e+03  6.47101999e+02 -1.12571757e+03 -3.61123558e+02  7.78724262e+02  9.72349666e+02
 -1.21915505e+03  7.13620255e+02 -1.24614822e+03 -3.10852710e+02  7.79316427e+02  9.66587470e+02
 -1.22097052e+03  7.83945292e+02 -1.36058033e+03 -2.62406857e+02  7.69857524e+02  9.56172444e+02
 -1.20864377e+03  8.54979532e+02 -1.46846305e+03 -2.18024122e+02  7.50948186e+02  9.41154720e+02
 -1.18235607e+03  9.23500799e+02 -1.56927707e+03 -1.79748087e+02  7.23767293e+02  9.21606589e+02
 -1.14304068e+03  9.86322694e+02 -1.66253711e+03 -1.49277779e+02  6.90019436e+02  8.97622148e+02
 -1.09232079e+03  1.04064021e+03 -1.74779423e+03 -1.27890808e+02  6.51667477e+02  8.69316852e+02
 -1.03241669e+03  1.08409382e+03 -1.82463805e+03 -1.16383026e+02  6.10912876e+02  8.36826951e+02
 -9.66028505e+02  1.11489312e+03 -1.89269866e+03 -1.15026659e+02  5.70080287e+02  8.00308842e+02
 -8.96193549e+02  1.13191125e+03 -1.95164844e+03 -1.23555992e+02  5.31494894e+02  7.59938311e+02
 -8.26125992e+02  1.13474427e+03 -2.00120361e+03 -1.41181457e+02  4.97359630e+02  7.15909688e+02
 -7.59047142e+02  1.12373245e+03 -2.04112565e+03 -1.66631366e+02  4.69638826e+02  6.68434913e+02
 -6.98015373e+02  1.09994222e+03 -2.07122238e+03 -1.98219116e+02  4.49954454e+02  6.17742515e+02
 -6.45764651e+02  1.06510983e+03 -2.09134891e+03 -2.33932302e+02  4.39500447e+02  5.64076509e+02
 -6.04560211e+02  1.02154955e+03 -2.10140838e+03 -2.71539027e+02  4.38979625e+02  5.07695226e+02
 -5.76078984e+02  9.72031455e+02 -2.10135236e+03 -3.08705804e+02  4.48566553e+02  4.48870069e+02
 -5.61321106e+02  9.19635035e+02 -2.09118111e+03 -3.43120819e+02  4.67898295e+02  3.87884202e+02
 -5.60557165e+02  8.67586562e+02 -2.07094360e+03 -3.72616054e+02  4.96093542e+02  3.25031192e+02
 -5.73313936e+02  8.19088662e+02 -2.04073724e+03 -3.95281853e+02  5.31799123e+02  2.60613593e+02
 -5.98399311e+02  7.77151153e+02 -2.00070745e+03 -4.09567941e+02  5.73261418e+02  1.94941491e+02
 -6.33965175e+02  7.44432114e+02 -1.95104690e+03 -4.14365477e+02  6.18418889e+02  1.28331011e+02
 -6.77604992e+02  7.23097826e+02 -1.89199466e+03 -4.09065735e+02  6.65010577e+02  6.11027956e+01
 -7.26480656e+02  7.14711511e+02 -1.82383498e+03 -3.93592593e+02  7.10692288e+02 -6.41954073e+00
 -7.77386052e+02  7.21209131e+02 -1.74689595e+03 -3.68492983e+02  7.52101999e+02 -7.39109656e+01
 -8.26750229e+02  7.42641985e+02 -1.66154795e+03 -3.35074257e+02  7.87192507e+02 -1.41046595e+02
 -8.71340908e+02  7.77210897e+02 -1.56820181e+03 -2.94820324e+02  8.15302597e+02 -2.07503259e+02
 -9.08258510e+02  8.23500060e+02 -1.46730687e+03 -2.49490059e+02  8.35053086e+02 -2.72961052e+02
 -9.35014267e+02  8.79342200e+02 -1.35934881e+03 -2.01099537e+02  8.45629218e+02 -3.37104878e+02
 -9.49678197e+02  9.42207702e+02 -1.24484732e+03 -1.51799116e+02  8.46548972e+02 -3.99625961e+02
 -9.50919126e+02  1.00929451e+03 -1.12435358e+03 -1.03821885e+02  8.37732167e+02 -4.60223334e+02
 -9.38103509e+02  1.07742596e+03 -9.98447631e+02 -5.93372969e+01  8.19754794e+02 -5.18605277e+02
