             y_1            v_y1             y_2            v_y2
 -7.42533289e+02  3.66173293e+02 -5.16408851e+02 -2.70012244e+02
 -7.68450968e+02  2.89195887e+02 -5.30925212e+02 -3.16790833e+02
 -8.03142369e+02  1.91785238e+02 -5.39120306e+02 -3.49108879e+02
 -8.44355636e+02  7.91298803e+01 -5.40239108e+02 -3.65225889e+02
 -8.89489126e+02 -4.27759728e+01 -5.33897981e+02 -3.64256769e+02
 -9.35728859e+02 -1.67449013e+02 -5.20104975e+02 -3.46218565e+02
 -9.80197180e+02 -2.88259249e+02 -4.99259431e+02 -3.12029572e+02
 -1.02010479e+03 -3.98780170e+02 -4.72130934e+02 -2.63460830e+02
 -1.05289810e+03 -4.93128157e+02 -4.39818695e+02 -2.03042599e+02
 -1.07639415e+03 -5.66273218e+02 -4.03693538e+02 -1.33930720e+02
 -1.08889596e+03 -6.14304655e+02 -3.65325538e+02 -5.97399529e+01
 -1.08928216e+03 -6.34637593e+02 -3.26401134e+02  1.56469347e+01
 -1.07706633e+03 -6.26149509e+02 -2.88634099e+02  8.82842244e+01
 -1.05242267e+03 -5.89239514e+02 -2.53675070e+02  1.54371633e+02
 -1.01617691e+03 -5.25807281e+02 -2.23024402e+02  2.10455016e+02
 -9.69762688e+02 -4.39152711e+02 -1.97952976e+02  2.53608786e+02
 -9.15145949e+02 -3.33801664e+02 -1.79435109e+02  2.81590425e+02
 -8.54721129e+02 -2.15266929e+02 -1.68097141e+02  2.92958908e+02
 -7.91184758e+02 -8.97570779e+01 -1.64184392e+02  2.87150809e+02
 -7.27393101e+02  3.61514278e+01 -1.67548248e+02  2.64510047e+02
 -6.66211361e+02  1.55861561e+02 -1.77654045e+02  2.26269719e+02
 -6.10362411e+02  2.63104134e+02 -1.93609352e+02  1.74486971e+02
 -5.62283048e+02  3.52268897e+02 -2.14211139e+02  1.11934344e+02
 -5.23995351e+02  4.18700824e+02 -2.38009354e+02  4.19533399e+01
 -4.96999942e+02  4.58945955e+02 -2.63383549e+02 -3.17220589e+01
 -4.82196796e+02  4.70933808e+02 -2.88628500e+02 -1.05162602e+02
 -4.79837765e+02  4.54086715e+02 -3.12044305e+02 -1.74451291e+02
 -4.89513338e+02  4.09350326e+02 -3.32026203e+02 -2.35890261e+02
 -5.10174327e+02  3.39143653e+02 -3.47149371e+02 -2.86196077e+02
 -5.40187338e+02  2.47231307e+02 -3.56244210e+02 -3.22673148e+02
 -5.77421101e+02  1.38524662e+02 -3.58458155e+02 -3.43356099e+02
 -6.19359087e+02  1.88224632e+01 -3.53300748e+02 -3.47113567e+02
 -6.63232476e+02 -1.05495441e+02 -3.40669575e+02 -3.33707959e+02
 -7.06166455e+02 -2.27805044e+02 -3.20855719e+02 -3.03808001e+02
 -7.45332104e+02 -3.41588031e+02 -2.94528425e+02 -2.58953423e+02
 -7.78095864e+02 -4.40776039e+02 -2.62699796e+02 -2.01473641e+02
 -8.02158687e+02 -5.20071158e+02 -2.26671380e+02 -1.34364738e+02
 -8.15677519e+02 -5.75225736e+02 -1.87965471e+02 -6.11312285e+01
 -8.17362702e+02 -6.03266718e+02 -1.48244754e+02  1.43990224e+01
 -8.06546143e+02 -6.02652672e+02 -1.09224532e+02  8.82769594e+01
 -7.83216663e+02 -5.73355196e+02 -7.25821760e+01  1.56640898e+02
 -7.48020653e+02 -5.16860425e+02 -3.98685802e+01  2.15920470e+02
 -7.02227992e+02 -4.36090545e+02 -1.24262941e+01  2.63025181e+02
 -6.47665047e+02 -3.35249465e+02  8.68133937e+00  2.95507630e+02
 -5.86618278e+02 -2.19600799e+02  2.27263001e+01  3.11692756e+02
 -5.21713547e+02 -9.51898763e+01  2.93542976e+01  3.10766301e+02
 -4.55777498e+02  3.14755284e+01  2.86034391e+01  2.92817804e+02
 -3.91688341e+02  1.53768889e+02  2.09021737e+01  2.58835870e+02
 -3.32223904e+02  2.65294892e+02  7.04662142e+00  2.10655951e+02
 -2.79914997e+02  3.60227193e+02 -1.18415165e+01  1.50863402e+02
 -2.36911812e+02  4.33616116e+02 -3.43742422e+01  8.26569294e+01
 -2.04870436e+02  4.81650058e+02 -5.89706095e+01  9.67965625e+00
 -1.84865453e+02  5.01856782e+02 -8.39402629e+01 -6.41732953e+01
 -1.77333258e+02  4.93233981e+02 -1.07572755e+02 -1.34960523e+02
 -1.82049081e+02  4.56302195e+02 -1.28227923e+02 -1.98902511e+02
 -1.98138929e+02  3.93077317e+02 -1.44422557e+02 -2.52581240e+02
 -2.24125809e+02  3.06964111e+02 -1.54908774e+02 -2.93120716e+02
 -2.58007808e+02  2.02576386e+02 -1.58739968e+02 -3.18338862e+02
 -2.97363889e+02  8.54933130e+01 -1.55320843e+02 -3.26862762e+02
 -3.39481827e+02 -3.80352420e+01 -1.44438899e+02 -3.18201178e+02
 -3.81501519e+02 -1.61418804e+02 -1.26275695e+02 -2.92770496e+02
 -4.20566109e+02 -2.78074366e+02 -1.01397299e+02 -2.51872734e+02
 -4.53972938e+02 -3.81774070e+02 -7.07244428e+01 -1.97626782e+02
 -4.79316350e+02 -4.66974126e+02 -3.54839270e+01 -1.32856500e+02
 -4.94614816e+02 -5.29107614e+02  2.85612176e+00 -6.09415824e+01
 -4.98415653e+02 -5.64825677e+02  4.26637487e+01  1.43609374e+01
 -4.89871814e+02 -5.72174399e+02  8.22293170e+01  8.91151011e+01
 -4.68786699e+02 -5.50697997e+02  1.19855758e+02  1.59413897e+02
 -4.35624599e+02 -5.01462903e+02  1.53948155e+02  2.21585598e+02
 -3.91486251e+02 -4.27001438e+02  1.83097938e+02  2.72387677e+02
 -3.38050774e+02 -3.31178086e+02  2.06157226e+02  3.09178047e+02
 -2.77487052e+02 -2.18985388e+02  2.22299414e+02  3.30054597e+02
 -2.12339266e+02 -9.62802844e+01  2.31062782e+02  3.33955646e+02
 -1.45392590e+02  3.05252153e+01  2.32374836e+02  3.20716002e+02
 -7.95261718e+01  1.54802664e+02  2.26556097e+02  2.91075685e+02
 -1.75611409e+01  2.70057243e+02  2.14303125e+02  2.46640836e+02
  3.78883092e+01  3.70270774e+02  1.96651693e+02  1.89798884e+02
  8.45529167e+01  4.50219548e+02  1.74922036e+02  1.23592450e+02
  1.20628126e+02  5.05750203e+02  1.50649083e+02  5.15586522e+01
  1.44869322e+02  5.33999068e+02  1.25501350e+02 -2.24577108e+01
  1.56657485e+02  5.33543394e+02  1.01192777e+02 -9.45072227e+01
  1.56031816e+02  5.04476484e+02  7.93921633e+01 -1.60744437e+02
  1.43687586e+02  4.48402758e+02  6.16349933e+01 -2.17630975e+02
  1.20939350e+02  3.68352998e+02  4.92422982e+01 -2.62122403e+02
  8.96514382e+01  2.68624283e+02  4.32508465e+01 -2.91829025e+02
  5.21394280e+01  1.54553022e+02  4.43583470e+01 -3.05142092e+02
  1.10477713e+01  3.22331167e+01  5.28865594e+01 -3.01318773e+02
 -3.07899405e+01 -9.18058936e+01  6.87642601e+01 -2.80521387e+02
 -7.05007017e+01 -2.10943688e+02  9.15309631e+01 -2.43808831e+02
 -1.05323900e+02 -3.18818818e+02  1.20361199e+02 -1.93080661e+02
 -1.32757186e+02 -4.09664683e+02  1.54108073e+02 -1.30976772e+02
 -1.50688705e+02 -4.78614097e+02  1.91363793e+02 -6.07379735e+01
 -1.57508701e+02 -5.21956344e+02  2.30533980e+02  1.39651599e+01
 -1.52194610e+02 -5.37333164e+02  2.69921839e+02  8.92261473e+01
 -1.34365132e+02 -5.23863304e+02  3.07817723e+02  1.61108912e+02
 -1.04300441e+02 -4.82189066e+02  3.42589394e+02  2.25855655e+02
 -6.29274615e+01 -4.14442389e+02  3.72768182e+02  2.80085317e+02
 -1.17709816e+01 -3.24132256e+02  3.97126513e+02  3.20972136e+02
  4.71268036e+01 -2.15959377e+02  4.14742698e+02  3.46394885e+02
  1.11314078e+02 -9.55679355e+01  4.25049577e+02  3.55048893e+02
  1.78058822e+02  3.07525026e+01  4.27864424e+02  3.46514946e+02
  2.44493032e+02  1.56399154e+02  4.23398562e+02  3.21281419e+02
  3.07764114e+02  2.74804731e+02  4.12246164e+02  2.80718480e+02
  3.65185474e+02  3.79784276e+02  3.95352827e+02  2.27005720e+02
  4.14378331e+02  4.65861805e+02  3.73965597e+02  1.63017032e+02
  4.53397278e+02  5.28559503e+02  3.49567063e+02  9.21688253e+01
  4.80832955e+02  5.64634211e+02  3.23797022e+02  1.82395908e+01
  4.95886412e+02  5.72248694e+02  2.98365836e+02 -5.48296650e+01
  4.98411226e+02  5.51068661e+02  2.74964057e+02 -1.23143561e+02
  4.88921170e+02  5.02280417e+02  2.55173114e+02 -1.83058076e+02
  4.68563001e+02  4.28528190e+02  2.40381745e+02 -2.31373006e+02
  4.39055825e+02  3.33774477e+02  2.31712623e+02 -2.65500982e+02
  4.02600234e+02  2.23090753e+02  2.29963022e+02 -2.83604124e+02
  3.61762013e+02  1.02389623e+02  2.35562674e+02 -2.84691102e+02
  3.19336560e+02 -2.18874574e+01  2.48551040e+02 -2.68669503e+02
  2.78201179e+02 -1.43110386e+02  2.68575187e+02 -2.36350706e+02
  2.41163053e+02 -2.54810583e+02  2.94908393e+02 -1.89407036e+02
  2.10810912e+02 -3.51022629e+02  3.26488493e+02 -1.30283442e+02
  1.89378248e+02 -4.26599323e+02  3.61973942e+02 -6.20683746e+01
  1.78625284e+02 -4.77483538e+02  3.99814628e+02  1.16693250e+01
  1.79745946e+02 -5.00922493e+02  4.38333709e+02  8.70689080e+01
  1.93304737e+02 -4.95613142e+02  4.75816134e+02  1.60181614e+02
  2.19206858e+02 -4.61770999e+02  5.10599190e+02  2.27179216e+02
  2.56703148e+02 -4.01118760e+02  5.41160280e+02  2.84556200e+02
  3.04429585e+02 -3.16795323e+02  5.66197301e+02  3.29314902e+02
  3.60479255e+02 -2.13190018e+02  5.84697383e+02  3.59123819e+02
  4.22503003e+02 -9.57107894e+01  5.95990340e+02  3.72440739e+02
  4.87833430e+02  2.95014064e+01  5.99784041e+02  3.68594188e+02
  5.53625705e+02  1.55896928e+02  5.96179796e+02  3.47818888e+02
  6.17007744e+02  2.76863351e+02  5.85666974e+02  3.11243351e+02
  6.75231833e+02  3.86074689e+02  5.69097129e+02  2.60830278e+02
  7.25819674e+02  4.77825488e+02  5.47638985e+02  1.99272894e+02
  7.66693213e+02  5.47332138e+02  5.22716684e+02  1.29852704e+02
  7.96284320e+02  5.90985512e+02  4.95934539e+02  5.62661781e+01
  8.13617543e+02  6.06541566e+02  4.68992271e+02 -1.75704738e+01
  8.18361562e+02  5.93239842e+02  4.43595208e+02 -8.77281378e+01
  8.10846621e+02  5.51843627e+02  4.21364192e+02 -1.50472310e+02
  7.92047020e+02  4.84599628e+02  4.03749945e+02 -2.02460332e+02
  7.63529598e+02  3.95119304e+02  3.91956418e+02 -2.40917933e+02
  7.27370913e+02  2.88188125e+02  3.86877183e+02 -2.63785748e+02
  6.86047513e+02  1.69512823e+02  3.89048205e+02 -2.69828088e+02
  6.42305074e+02  4.54199891e+01  3.98619508e+02 -2.58698196e+02
  5.99013330e+02 -7.74780645e+01  4.15347227e+02 -2.30956568e+02
  5.59014451e+02 -1.92632533e+02  4.38606457e+02 -1.88041347e+02
  5.24972874e+02 -2.93903991e+02  4.67424229e+02 -1.32192374e+02
  4.99234525e+02 -3.75886647e+02  5.00530872e+02 -6.63328936e+01
  4.83702866e+02 -4.34193844e+02  5.36427035e+02  6.08483309e+00
  4.79738301e+02 -4.65689743e+02  5.73462856e+02  8.12618517e+01
  4.88086276e+02 -4.68654941e+02  6.09925064e+02  1.55253151e+02
  5.08837850e+02 -4.42877282e+02  6.44127440e+02  2.24176009e+02
  5.41424826e+02 -3.89663065e+02  6.74499843e+02  2.84415056e+02
  5.84649709e+02 -3.11768055e+02  6.99671115e+02  3.32813207e+02
  6.36748889e+02 -2.13251948e+02  7.18541465e+02  3.66838400e+02
  6.95485731e+02 -9.92639595e+01  7.30340530e+02  3.84717316e+02
  7.58268645e+02  2.42291144e+01  7.34668038e+02  3.85529034e+02
  8.22287900e+02  1.50758026e+02  7.31514915e+02  3.69253661e+02
  8.84663967e+02  2.73692736e+02  7.21263751e+02  3.36773382e+02
  9.42599535e+02  3.86592562e+02  7.04668557e+02  2.89825860e+02
  9.93527200e+02  4.83546336e+02  6.82814929e+02  2.30912461e+02
  1.03524500e+03  5.59484580e+02  6.57062685e+02  1.63166146e+02
  1.06603267e+03  6.10447244e+02  6.28974024e+02  9.01859987e+01
  1.08474241e+03  6.33792840e+02  6.00231003e+02  1.58471455e+01
  1.09085947e+03  6.28337941e+02  5.72546674e+02 -5.59039089e+01
  1.08452931e+03  5.94419675e+02  5.47574591e+02 -1.21257714e+02
  1.06654981e+03  5.33877910e+02  5.26821463e+02 -1.76743065e+02
  1.03832912e+03  4.49958076e+02  5.11567552e+02 -2.19410336e+02
  1.00181123e+03  3.47139754e+02  5.02799044e+02 -2.46987255e+02
  9.59373236e+02  2.30900083e+02  5.01155943e+02 -2.57998919e+02
  9.13699759e+02  1.07424487e+02  5.06898250e+02 -2.51845684e+02
  8.67641115e+02 -1.67200083e+01  5.19892215e+02 -2.28834837e+02
  8.24062719e+02 -1.34931611e+02  5.39617385e+02 -1.90164368e+02
  7.85693715e+02 -2.40922433e+02  5.65194070e+02 -1.37859697e+02
  7.54982785e+02 -3.29050582e+02  5.95429786e+02 -7.46667082e+01
  7.33968782e+02 -3.94618131e+02  6.28882221e+02 -3.90672484e+00
  7.24173010e+02 -4.34119242e+02  6.63935392e+02  7.06988982e+01
  7.26518828e+02 -4.45425320e+02  6.98884971e+02  1.45225313e+02
  7.41282844e+02 -4.27897436e+02  7.32028287e+02  2.15751465e+02
  7.68080264e+02 -3.82420074e+02  7.61754228e+02  2.78567174e+02
  8.05885172e+02 -3.11354416e+02  7.86628322e+02  3.30369082e+02
  8.53084671e+02 -2.18413642e+02  8.05468475e+02  3.68435116e+02
  9.07564027e+02 -1.08466827e+02  8.17407391e+02  3.90768244e+02
  9.66818312e+02  1.27182151e+01  8.21938362e+02  3.96201946e+02
  1.02808466e+03  1.38779546e+02  8.18942014e+02  3.84461817e+02
  1.08848816e+03  2.63097099e+02  8.08692596e+02  3.56180059e+02
  1.14519361e+03  3.79142307e+02  7.91843488e+02  3.12862084e+02
  1.19555528e+03  4.80822895e+02  7.69392672e+02  2.56807011e+02
  1.23725653e+03  5.62804632e+02  7.42630022e+02  1.90986232e+02
  1.26843218e+03  6.20793044e+02  7.13069161e+02  1.18886482e+02
  1.28776697e+03  6.51760220e+02  6.82367514e+02  4.43256904e+01
  1.29456496e+03  6.54104716e+02  6.52238760e+02 -2.87486641e+01
  1.28878626e+03  6.27736131e+02  6.24362318e+02 -9.64680319e+01
  1.27104912e+03  5.74079870e+02  6.00294637e+02 -1.55247108e+02
  1.24259722e+03  4.96001860e+02  5.81386993e+02 -2.01973185e+02
  1.20523396e+03  3.97657182e+02  5.68714104e+02 -2.34170549e+02
  1.16122718e+03  2.84270620e+02  5.63017373e+02 -2.50131226e+02
  1.11318935e+03  1.61860714e+02  5.64665717e+02 -2.49005192e+02
  1.06393959e+03  3.69218919e+01  5.73636079e+02 -2.30845260e+02
  1.01635469e+03 -8.39185256e+01  5.89514641e+02 -1.96604291e+02
  9.73217225e+02 -1.94250346e+02  6.11518670e+02 -1.48084870e+02
  9.37068493e+02 -2.88219051e+02  6.38537856e+02 -8.78441033e+01
  9.10074322e+02 -3.60835001e+02  6.69192942e+02 -1.90585651e+01
  8.93910638e+02 -4.08236954e+02  7.01908569e+02  5.46434681e+01
  8.89674927e+02 -4.27895997e+02  7.34996466e+02  1.29373641e+02
  8.97828248e+02 -4.18749102e+02  7.66744613e+02  2.01188880e+02
  9.18170861e+02 -3.81255274e+02  7.95507656e+02  2.66299638e+02
  9.49852749e+02 -3.17371305e+02  8.19793799e+02  3.21270038e+02
  9.91418489e+02 -2.30448430e+02  8.38343590e+02  3.63199330e+02
  1.04088409e+03 -1.25055332e+02  8.50196432e+02  3.89875092e+02
  1.09584177e+03 -6.73685695e+00  8.54741315e+02  3.99890073e+02
  1.15358708e+03  1.18278833e+02  8.51749082e+02  3.92716513e+02
  1.21126172e+03  2.43409189e+02  8.41384530e+02  3.68734018e+02
  1.26600448e+03  3.62064927e+02  8.24197708e+02  3.29209502e+02
  1.31510233e+03  4.67998027e+02  8.01094859e+02  2.76230283e+02
  1.35613367e+03  5.55631711e+02  7.73290564e+02  2.12593837e+02
  1.38709626e+03  6.20354975e+02  7.42243593e+02  1.41660052e+02
  1.40651285e+03  6.58766106e+02  7.09579859e+02  6.71737805e+01
  1.41350929e+03  6.68852334e+02  6.77006555e+02 -6.93294191e+00
  1.40786058e+03  6.50096132e+02  6.46221988e+02 -7.67485627e+01
  1.39000281e+03  6.03502542e+02  6.18825888e+02 -1.38588595e+02
  1.36101008e+03  5.31546094e+02  5.96234926e+02 -1.89190211e+02
  1.32253775e+03  4.38040105e+02  5.79607894e+02 -2.25884557e+02
  1.27673503e+03  3.27935287e+02  5.69784512e+02 -2.46737711e+02
  1.22613143e+03  2.07058271e+02  5.67241082e+02 -2.50652814e+02
  1.17350314e+03  8.18038838e+01  5.72065341e+02 -2.37428000e+02
  1.12172646e+03 -4.12025941e+01  5.83951831e+02 -2.07767050e+02
  1.07362582e+03 -1.55455333e+02  6.02218037e+02 -1.63242227e+02
  1.03182462e+03 -2.54911555e+02  6.25840442e+02 -1.06211231e+02
  9.98606678e+02 -3.34310673e+02  6.53508589e+02 -3.96926797e+01
  9.75795601e+02 -3.89452121e+02  6.83694298e+02  3.27933177e+01
  9.64658464e+02 -4.17417204e+02  7.14732384e+02  1.07411073e+02
  9.65838888e+02 -4.16723239e+02  7.44908609e+02  1.80211897e+02
  9.79323042e+02 -3.87401864e+02  7.72550226e+02  2.47342648e+02
  1.00444037e+03 -3.30997358e+02  7.96114329e+02  3.05249227e+02
  1.03989900e+03 -2.50485084e+02  8.14269354e+02  3.50864288e+02
  1.08385397e+03 -1.50114344e+02  8.25965408e+02  3.81769233e+02
  1.13400468e+03 -3.51839582e+01  8.30489728e+02  3.96321949e+02
  1.18771637e+03  8.82375925e+01  8.27504338e+02  3.93743531e+02
  1.24215929e+03  2.13632663e+02  8.17063903e+02  3.74159421e+02
  1.29445813e+03  3.34378668e+02  7.99612858e+02  3.38592782e+02
  1.34184389e+03  4.44097846e+02  7.75961942e+02  2.88910456e+02
  1.38180015e+03  5.36994091e+02  7.47245396e+02  2.27724377e+02
  1.41219589e+03  6.08159066e+02  7.14861065e+02  1.58253615e+02
  1.43139813e+03  6.53831432e+02  6.80396592e+02  8.41543731e+01
  1.43835813e+03  6.71595492e+02  6.45545576e+02  9.32688454e+00
  1.43266678e+03  6.60508773e+02  6.12018145e+02 -6.22905691e+01
  1.41457622e+03  6.21151799e+02  5.81450646e+02 -1.26929653e+02
  1.38498652e+03  5.55597429e+02  5.55319245e+02 -1.81190998e+02
  1.34539816e+03  4.67301377e+02  5.34861976e+02 -2.22223729e+02
  1.29783277e+03  3.60919703e+02  5.21013373e+02 -2.47876032e+02
  1.24472641e+03  2.42062908e+02  5.14355129e+02 -2.56808791e+02
  1.18880086e+03  1.16999616e+02  5.15085396e+02 -2.48566314e+02
  1.13291991e+03 -7.67448825e+00  5.23008333e+02 -2.23600391e+02
  1.07993815e+03 -1.25385009e+02  5.37544467e+02 -1.83246434e+02
  1.03255015e+03 -2.29926051e+02  5.57761319e+02 -1.29652942e+02
  9.93148249e+02 -3.15787980e+02  5.82422670e+02 -6.56680280e+01
  9.63696137e+02 -3.78448398e+02  6.10053864e+02  5.31100155e+00
  9.45625210e+02 -4.14610992e+02  6.39019715e+02  7.95170780e+01
  9.39758971e+02 -4.22379614e+02  6.67610888e+02  1.53012324e+02
  9.46269552e+02 -4.01358422e+02  6.94134189e+02  2.21896032e+02
  9.64668644e+02 -3.52672785e+02  7.17002013e+02  2.82510673e+02
  9.93833299e+02 -2.78909835e+02  7.34816213e+02  3.31635071e+02
  1.03206526e+03 -1.83981835e+02  7.46441956e+02  3.66654526e+02
  1.07718067e+03 -7.29195465e+01  7.51067686e+02  3.85698903e+02
  1.12662541e+03  4.83934653e+01  7.48248001e+02  3.87741406e+02
  1.17761006e+03  1.73531568e+02  7.37927198e+02  3.72652806e+02
  1.22725717e+03  2.95866428e+02  7.20442240e+02  3.41208264e+02
  1.27275332e+03  4.08917080e+02  6.96504975e+02  2.95046398e+02
  1.31149766e+03  5.06692214e+02  6.67164572e+02  2.36582738e+02
  1.34123936e+03  5.84006595e+02  6.33752126e+02  1.68882152e+02
  1.36019645e+03  6.36754925e+02  5.97810382e+02  9.54969861e+01
  1.36714998e+03  6.62128651e+02  5.61012285e+02  2.02794472e+01
  1.36150842e+03  6.58764296e+02  5.25072645e+02 -5.28218415e+01
  1.34333892e+03  6.26815476e+02  4.91657600e+02 -1.19970380e+02
  1.31336379e+03  5.67944776e+02  4.62296644e+02 -1.77644410e+02
  1.27292238e+03  4.85235951e+02  4.38301875e+02 -2.22822906e+02
  1.22390035e+03  3.83031057e+02  4.20698725e+02 -2.53145127e+02
  1.16863013e+03  2.66701130e+02  4.10171833e+02 -2.67035288e+02
  1.10976776e+03  1.42362527e+02  4.07028908e+02 -2.63785784e+02
  1.05015263e+03  1.65538933e+01  4.11184510e+02 -2.43594549e+02
  9.92657557e+02 -1.04109160e+02  4.22164592e+02 -2.07554606e+02
  9.40037096e+02 -2.13283451e+02  4.39131558e+02 -1.57596330e+02
  8.94782084e+02 -3.05233231e+02  4.60928538e+02 -9.63854931e+01
  8.58988126e+02 -3.75133105e+02  4.86140507e+02 -2.71824748e+01
  8.34244953e+02 -4.19322875e+02  5.13169053e+02  4.63299395e+01
  8.21552491e+02 -4.35500842e+02  5.40316823e+02  1.20241062e+02
  8.21268089e+02 -4.22845361e+02  5.65877195e+02  1.90618845e+02
  8.33087684e+02 -3.82058229e+02  5.88224441e+02  2.53717550e+02
  8.56061890e+02 -3.15327613e+02  6.05899622e+02  3.06175576e+02
  8.88646180e+02 -2.26212479e+02  6.17687663e+02  3.45193003e+02
  9.28782496e+02 -1.19454623e+02  6.22681562e+02  3.68679467e+02
  9.74007976e+02 -7.28230758e-01  6.20330320e+02  3.75364560e+02
  1.02158507e+03  1.23659800e+02  6.10468073e+02  3.64864929e+02
  1.06864616e+03  2.47102959e+02  5.93322882e+02  3.37704525e+02
  1.11234504e+03  3.63044041e+02  5.69504718e+02  2.95286929e+02
  1.15000729e+03  4.65321460e+02  5.39973284e+02  2.39821228e+02
  1.17927155e+03  5.48494671e+02  5.05987353e+02  1.74205344e+02
  1.19821425e+03  6.08131507e+02  4.69038328e+02  1.01872989e+02
  1.20545131e+03  6.41042260e+02  4.30771504e+02  2.66123175e+01
  1.20021121e+03  6.45448146e+02  3.92899206e+02 -4.76341352e+01
  1.18237579e+03  6.21075247e+02  3.57110391e+02 -1.16977672e+02
  1.15248657e+03  5.69168983e+02  3.24981479e+02 -1.77788806e+02
  1.11171617e+03  4.92428334e+02  2.97893135e+02 -2.26888942e+02
  1.06180640e+03  3.94863303e+02  2.76957382e+02 -2.61718249e+02
  1.00497635e+03  2.81583131e+02  2.62958906e+02 -2.80470846e+02
  9.43805202e+02  1.58526462e+02  2.56313654e+02 -2.82190174e+02
  8.81096101e+02  3.21477052e+01  2.57046897e+02 -2.66819509e+02
  8.19728115e+02 -9.09238432e+01  2.64791937e+02 -2.35204954e+02
  7.62504248e+02 -2.04234114e+02  2.78809504e+02 -1.89050744e+02
  7.12003450e+02 -3.01845123e+02  2.98026843e+02 -1.30829239e+02
