             y_1            v_y1             y_2            v_y2
 -7.01652628e+02 -4.39240698e+02 -1.30016580e+01  2.66175335e+02
 -6.46775788e+02 -3.37660774e+02  7.79208027e+00  2.97918939e+02
 -5.85355271e+02 -2.21134566e+02  2.14632933e+01  3.13226523e+02
 -5.20037089e+02 -9.57539571e+01  2.76778399e+01  3.11330381e+02
 -4.53670156e+02  3.19218953e+01  2.64960972e+01  2.92371437e+02
 -3.89155898e+02  1.55212931e+02  1.83697306e+01  2.57391827e+02
 -3.29295085e+02  2.67670948e+02  4.11780195e+00  2.08279895e+02
 -2.76639997e+02  3.63420103e+02 -1.51165164e+01  1.47670492e+02
 -2.33359727e+02  4.37467140e+02 -3.79263276e+01  7.88059053e+01
 -2.01125768e+02  4.85964898e+02 -6.27152781e+01  5.36481609e+00
 -1.81024007e+02  5.06414986e+02 -8.77817083e+01 -6.87314992e+01
 -1.73497976e+02  4.97798435e+02 -1.11408037e+02 -1.39524977e+02
 -1.78326642e+02  4.60626695e+02 -1.31950362e+02 -2.03227011e+02
 -1.94636566e+02  3.96913584e+02 -1.47924920e+02 -2.56417508e+02
 -2.20943011e+02  3.10081079e+02 -1.58091572e+02 -2.96237685e+02
 -2.55223930e+02  2.04789300e+02 -1.61523845e+02 -3.20551775e+02
 -2.95031629e+02  8.66787305e+01 -1.57653104e+02 -3.28048179e+02
 -3.37626876e+02 -3.79392177e+01 -1.46293850e+02 -3.18297203e+02
 -3.80123103e+02 -1.62413937e+02 -1.27654111e+02 -2.91775363e+02
 -4.19637796e+02 -2.80103068e+02 -1.02325612e+02 -2.49844032e+02
 -4.53444312e+02 -3.84720944e+02 -7.12530691e+01 -1.94679908e+02
 -4.79115804e+02 -4.70671449e+02 -3.56844735e+01 -1.29159178e+02
 -4.94653464e+02 -5.33346193e+02  2.89476941e+00 -5.67030036e+01
 -4.98592158e+02 -5.69368075e+02  4.28402538e+01  1.89033350e+01
 -4.90077855e+02 -5.76768195e+02  8.24353576e+01  9.37088974e+01
 -4.68912771e+02 -5.55088980e+02  1.19981830e+02  1.63804880e+02
 -4.35565857e+02 -5.05408198e+02  1.53889414e+02  2.25530894e+02
 -3.91148087e+02 -4.30282118e+02  1.82759773e+02  2.75668356e+02
 -3.37353841e+02 -3.33610595e+02  2.05460293e+02  3.11610556e+02
 -2.76371485e+02 -2.20431176e+02  2.21183847e+02  3.31500385e+02
 -2.10767864e+02 -9.66530914e+01  2.29491380e+02  3.34328453e+02
 -1.43352812e+02  3.12547941e+01  2.30335058e+02  3.19986424e+02
 -7.70308302e+01  1.56605586e+02  2.24060755e+02  2.89272763e+02
 -1.46477879e+01  2.72847448e+02  2.11389772e+02  2.43850632e+02
  4.11592444e+01  3.73909456e+02  1.93380758e+02  1.86160202e+02
  8.81009693e+01  4.54521672e+02  1.71373983e+02  1.19290326e+02
  1.24355443e+02  5.10490430e+02  1.46921767e+02  4.68184256e+01
  1.48634842e+02  5.38849028e+02  1.21735830e+02 -2.73076711e+01
  1.60343945e+02  5.38232253e+02  9.75063172e+01 -9.91960816e+01
  1.59563869e+02  5.08833912e+02  7.58601101e+01 -1.65101865e+02
  1.46976081e+02  4.52224295e+02  5.83464985e+01 -2.21452513e+02
  1.23905224e+02  3.71457072e+02  4.62764241e+01 -2.65226477e+02
  9.22324555e+01  2.70867931e+02  4.06698292e+01 -2.94072672e+02
  5.42973487e+01  1.55848739e+02  4.22004263e+01 -3.06437809e+02
  1.28811014e+01  3.28201212e+01  5.10532293e+01 -3.01905778e+02
 -2.91848225e+01 -9.16954808e+01  6.71591421e+01 -2.80631800e+02
 -6.91362882e+01 -2.11341041e+02  9.01665495e+01 -2.43411479e+02
 -1.04189931e+02 -3.19700911e+02  1.19227231e+02 -1.92198568e+02
 -1.31830827e+02 -4.10978321e+02  1.53181714e+02 -1.29663134e+02
 -1.49936809e+02 -4.80281430e+02  1.90611897e+02 -5.90706404e+01
 -1.56889867e+02 -5.23880227e+02  2.29915145e+02  1.58890429e+01
 -1.51661506e+02 -5.39402975e+02  2.69388735e+02  9.12959580e+01
 -1.33867083e+02 -5.25961041e+02  3.07319674e+02  1.63206649e+02
 -1.03786158e+02 -4.84195611e+02  3.42075111e+02  2.27862200e+02
 -6.23477921e+01 -4.16243762e+02  3.72188513e+02  2.81886690e+02
 -1.10815361e+01 -3.25625600e+02  3.96437067e+02  3.22465481e+02
  4.79632773e+01 -2.17058381e+02  4.13906225e+02  3.47493889e+02
  1.12325694e+02 -9.62074066e+01  4.24037960e+02  3.55688364e+02
  1.79263027e+02  3.06131252e+01  4.26660218e+02  3.46654323e+02
  2.45895592e+02  1.56773478e+02  4.21996002e+02  3.20907095e+02
  3.09358580e+02  2.75678154e+02  4.10651699e+02  2.79845058e+02
  3.66952491e+02  3.81112302e+02  3.93585810e+02  2.25677694e+02
  4.16264297e+02  4.67518532e+02  3.72079630e+02  1.61360304e+02
  4.55351516e+02  5.30426850e+02  3.47612824e+02  9.03014790e+01
  4.82825712e+02  5.66644963e+02  3.21804266e+02  1.62288395e+01
  4.97876415e+02  5.74308217e+02  2.96375832e+02 -5.68891880e+01
  5.00354968e+02  5.53077012e+02  2.73020315e+02 -1.25151911e+02
  4.90775928e+02  5.04139358e+02  2.53318356e+02 -1.84917017e+02
  4.70289301e+02  4.30146864e+02  2.38655445e+02 -2.32991680e+02
  4.40619633e+02  3.35074425e+02  2.30148815e+02 -2.66800930e+02
  4.03974852e+02  2.24010240e+02  2.28588404e+02 -2.84523611e+02
  3.62929648e+02  1.02887234e+02  2.34395040e+02 -2.85188713e+02
  3.20289691e+02 -2.18296131e+01  2.47597909e+02 -2.68727348e+02
  2.78945018e+02 -1.43480633e+02  2.67831348e+02 -2.35980459e+02
  2.41851209e+02 -2.55240588e+02  2.94220236e+02 -1.88977030e+02
  2.11588724e+02 -3.51163470e+02  3.25710681e+02 -1.30142600e+02
  1.90243338e+02 -4.26456446e+02  3.61108852e+02 -6.22112518e+01
  1.79574381e+02 -4.77063488e+02  3.98865532e+02  1.12492749e+01
  1.80770301e+02 -5.00244328e+02  4.37309354e+02  8.63907433e+01
  1.94389925e+02 -4.94709153e+02  4.74730946e+02  1.59277625e+02
  2.20333327e+02 -4.60685496e+02  5.09472721e+02  2.26093713e+02
  2.57847150e+02 -3.99905901e+02  5.40016278e+02  2.83343341e+02
  3.05564364e+02 -3.15516333e+02  5.65062523e+02  3.28035913e+02
  3.61576399e+02 -2.11910044e+02  5.83600239e+02  3.57843846e+02
  4.23533853e+02 -9.44956356e+01  5.94959491e+02  3.71225585e+02
  4.88770391e+02  3.05883012e+01  5.98847080e+02  3.67507294e+02
  5.54442958e+02  1.56796060e+02  5.95362542e+02  3.46919756e+02
  6.17673969e+02  2.77501487e+02  5.85000750e+02  3.10605214e+02
  6.75739187e+02  3.86434496e+02  5.68589775e+02  2.60470471e+02
  7.26178412e+02  4.77932521e+02  5.47280247e+02  1.99165861e+02
  7.66903671e+02  5.47187440e+02  5.22506226e+02  1.29997402e+02
  7.96351299e+02  5.90600250e+02  4.95867560e+02  5.66514404e+01
  8.13550919e+02  6.05938519e+02  4.69058895e+02 -1.69674271e+01
  8.18175968e+02  5.92452683e+02  4.43780802e+02 -8.69409791e+01
  8.10560749e+02  5.50915308e+02  4.21650064e+02 -1.49543991e+02
  7.91682677e+02  4.83580174e+02  4.04114288e+02 -2.01440878e+02
  7.63110577e+02  3.94063189e+02  3.92375440e+02 -2.39861818e+02
  7.26921768e+02  2.87151390e+02  3.87326328e+02 -2.62749014e+02
  6.85592297e+02  1.68550114e+02  3.89503421e+02 -2.68865379e+02
  6.41866123e+02  4.45817338e+01  3.99058458e+02 -2.57859941e+02
  5.98610180e+02 -7.81480430e+01  4.15750377e+02 -2.30286590e+02
  5.58663008e+02 -1.93098579e+02  4.38957900e+02 -1.87575301e+02
  5.24685188e+02 -2.94138608e+02  4.67711916e+02 -1.31957757e+02
  4.99022048e+02 -3.75862364e+02  5.00743349e+02 -6.63571763e+01
  4.77746810e+02 -4.47922873e+02  5.42383091e+02  1.98138622e+01
  4.62526830e+02 -5.06478080e+02  5.90674327e+02  1.22050189e+02
  4.60550697e+02 -5.34356860e+02  6.37460644e+02  2.20955070e+02
  4.72485493e+02 -5.30020093e+02  6.80479796e+02  3.11318820e+02
  4.98256491e+02 -4.93637562e+02  7.17668179e+02  3.88389553e+02
  5.37053511e+02 -4.27072985e+02  7.47267313e+02  4.48118137e+02
  5.87373932e+02 -3.33784937e+02  7.67916422e+02  4.87371389e+02
  6.47101999e+02 -2.18644193e+02  7.78724262e+02  5.04097549e+02
  7.13620255e+02 -8.76771209e+01  7.79316427e+02  4.97435269e+02
  7.83945292e+02  5.22467305e+01  7.69857524e+02  4.67764957e+02
  8.54979532e+02  1.94004431e+02  7.50948186e+02  4.16461687e+02
  9.23500799e+02  3.30177410e+02  7.23767293e+02  3.46241012e+02
  9.86322694e+02  4.53419809e+02  6.90019436e+02  2.61038988e+02
  1.04064021e+03  5.57273140e+02  6.51667477e+02  1.65377586e+02
  1.08409382e+03  6.36305034e+02  6.10912876e+02  6.43282079e+01
  1.11489312e+03  6.86394023e+02  5.70080287e+02 -3.67540376e+01
  1.13191125e+03  7.04946864e+02  5.31494894e+02 -1.32512832e+02
  1.13474427e+03  6.91035404e+02  4.97359630e+02 -2.17873442e+02
  1.12373245e+03  6.45445542e+02  4.69638826e+02 -2.88310697e+02
  1.09994222e+03  5.70635693e+02  4.49954454e+02 -3.40087952e+02
  1.06510983e+03  4.70606906e+02  4.39500447e+02 -3.70454407e+02
  1.02154955e+03  3.50691501e+02  4.38979625e+02 -3.77790337e+02
  9.72031455e+02  2.17271381e+02  4.48566553e+02 -3.61692577e+02
  9.19635035e+02  7.74409305e+01  4.67898295e+02 -3.22995776e+02
  8.67586562e+02 -6.13675055e+01  4.96093542e+02 -2.63728473e+02
  8.19088662e+02 -1.91775457e+02  5.31799123e+02 -1.87006674e+02
  7.77151153e+02 -3.06847041e+02  5.73261418e+02 -9.68702492e+01
  7.44432114e+02 -4.00455606e+02  6.18418889e+02  1.93075062e+00
  7.23097826e+02 -4.67608233e+02  6.65010577e+02  1.04187889e+02
  7.14711511e+02 -5.04702087e+02  7.10692288e+02  2.04502081e+02
  7.21209131e+02 -5.07164844e+02  7.52101999e+02  2.95018872e+02
  7.42641985e+02 -4.74879503e+02  7.87192507e+02  3.71026602e+02
  7.77210897e+02 -4.12101674e+02  8.15302597e+02  4.31116340e+02
  8.23500060e+02 -3.22090093e+02  8.35053086e+02  4.72111567e+02
  8.79342200e+02 -2.09847567e+02  8.45629218e+02  4.92148984e+02
  9.42207702e+02 -8.11959264e+01  8.46548972e+02  4.90116087e+02
  1.00929451e+03  5.74264303e+01  8.37732167e+02  4.65814933e+02
  1.07742596e+03  1.98702969e+02  8.19754794e+02  4.20574189e+02
  1.14337725e+03  3.35207609e+02  7.93659854e+02  3.56796783e+02
  1.20403391e+03  4.59768531e+02  7.60914044e+02  2.77861376e+02
  1.25655536e+03  5.65844752e+02  7.23331188e+02  1.87946112e+02
  1.29852473e+03  6.47871135e+02  6.82976617e+02  9.18083915e+01
  1.32807636e+03  7.01552165e+02  6.42058130e+02 -5.46625488e+00
  1.34399431e+03  7.24088754e+02  6.02809405e+02 -9.87327015e+01
  1.34577655e+03  7.14326030e+02  5.67372029e+02 -1.83057932e+02
  1.33366137e+03  6.72814303e+02  5.37682387e+02 -2.53981542e+02
  1.30861482e+03  6.01779946e+02  5.15369389e+02 -3.07751272e+02
  1.27227963e+03  5.05007725e+02  5.01668430e+02 -3.41521091e+02
  1.22688842e+03  3.87640710e+02  4.97356128e+02 -3.53501316e+02
  1.17514578e+03  2.55908165e+02  5.02709290e+02 -3.43052643e+02
  1.12008543e+03  1.16795306e+02  5.17490242e+02 -3.10718674e+02
  1.06491006e+03 -2.23283338e+01  5.40959280e+02 -2.58194482e+02
  1.01282238e+03 -1.54099079e+02  5.71913519e+02 -1.88236137e+02
  9.66856185e+02 -2.71525517e+02  6.08750164e+02 -1.04537637e+02
  9.29715975e+02 -3.68335089e+02  6.49551290e+02 -1.15584770e+01
  9.03633349e+02 -4.39369335e+02  6.92185858e+02  8.57758489e+01
  8.90248804e+02 -4.80861555e+02  7.34422589e+02  1.82339200e+02
  8.90525355e+02 -4.90603121e+02  7.74047506e+02  2.73042899e+02
  9.04698053e+02 -4.68056278e+02  8.08980464e+02  3.53100642e+02
  9.32261556e+02 -4.14385779e+02  8.37384992e+02  4.18284511e+02
  9.71996038e+02 -3.32400975e+02  8.57766041e+02  4.65151875e+02
  1.02203093e+03 -2.26409736e+02  8.69049599e+02  4.91229495e+02
  1.07994428e+03 -1.01989782e+02  8.70638812e+02  4.95142997e+02
  1.14289154e+03  3.43078828e+01  8.62444629e+02  4.76687463e+02
  1.20775592e+03  1.75305288e+02  8.44890336e+02  4.36837919e+02
  1.27131283e+03  3.13576195e+02  8.18889358e+02  3.77698235e+02
  1.33040005e+03  4.41837982e+02  7.85797137e+02  3.02390328e+02
  1.38208462e+03  5.53336101e+02  7.47339618e+02  2.14889447e+02
  1.42381773e+03  6.42200726e+02  7.05522122e+02  1.19814301e+02
  1.45356926e+03  7.03756714e+02  6.62523456e+02  2.21831725e+01
  1.46993499e+03  7.34770484e+02  6.20580851e+02 -7.28510920e+01
  1.47221075e+03  7.33620761e+02  5.81871809e+02 -1.60273192e+02
  1.46042959e+03  7.00384143e+02  5.48399106e+02 -2.35470196e+02
  1.43535998e+03  6.36830931e+02  5.21885021e+02 -2.94475048e+02
  1.39846528e+03  5.46331254e+02  5.03680365e+02 -3.34175705e+02
  1.35182642e+03  4.33675633e+02  4.94693122e+02 -3.52478057e+02
  1.29803212e+03  3.04813274e+02  4.95340391e+02 -3.48407818e+02
  1.24004306e+03  1.66387318e+02  5.05525425e+02 -3.22011434e+02
  1.18103240e+03  2.72077895e+01  5.24645894e+02 -2.76177434e+02
  1.12420409e+03 -1.07628854e+02  5.51639765e+02 -2.11068707e+02
  1.07265032e+03 -2.30069537e+02  5.85014742e+02 -1.31053249e+02
  1.02918232e+03 -3.33591670e+02  6.22932948e+02 -4.04116828e+01
  9.96177244e+02 -4.12674761e+02  6.63312654e+02  5.60159584e+01
  9.75448900e+02 -4.62439276e+02  7.03941948e+02  1.52433146e+02
  9.68148175e+02 -4.82123755e+02  7.42599323e+02  2.45612413e+02
  9.74723930e+02 -4.69288034e+02  7.77149338e+02  3.29228818e+02
  9.94885389e+02 -4.24841475e+02  8.05669309e+02  3.99093344e+02
  1.02761565e+03 -3.51142915e+02  8.26552703e+02  4.51522120e+02
  1.07122653e+03 -2.52084090e+02  8.38592845e+02  4.83738979e+02
  1.12344790e+03 -1.32894788e+02  8.41046514e+02  4.94032779e+02
  1.18154764e+03  1.31862860e-01  8.33673069e+02  4.81849261e+02
  1.24247611e+03  1.39971530e+02  8.16747082e+02  4.47820554e+02
  1.30302717e+03  2.79239561e+02  7.91043810e+02  3.93731889e+02
  1.36000756e+03  4.10580914e+02  7.57798278e+02  3.22427389e+02
  1.41040547e+03  5.27058543e+02  7.18640075e+02  2.37659924e+02
  1.45154964e+03  6.22519725e+02  6.75507311e+02  1.43892957e+02
  1.48125045e+03  6.91920965e+02  6.30544280e+02  4.60648398e+01
  1.49791549e+03  7.31594330e+02  5.85988223e+02 -5.06719540e+01
  1.50063374e+03  7.39441082e+02  5.44051189e+02 -1.41222878e+02
  1.48922365e+03  7.15042322e+02  5.06803216e+02 -2.20820176e+02
  1.46424275e+03  6.59680390e+02  4.76063008e+02 -2.85273959e+02
  1.42695829e+03  5.76267022e+02  4.53301840e+02 -3.31189375e+02
  1.37928071e+03  4.69122402e+02  4.39565440e+02 -3.56078731e+02
  1.32366168e+03  3.44487429e+02  4.35419859e+02 -3.59233313e+02
  1.26295901e+03  2.08069370e+02  4.40927248e+02 -3.39636068e+02
  1.20029581e+03  6.74122688e+01  4.55632433e+02 -2.98687148e+02
  1.13889349e+03 -7.00505663e+01  4.78589118e+02 -2.38580876e+02
  1.08189994e+03 -1.97066084e+02  5.08411529e+02 -1.62512909e+02
  1.03222320e+03 -3.06935504e+02  5.43347722e+02 -7.45205035e+01
  9.92377832e+02 -3.93866600e+02  5.81372168e+02  2.07292032e+01
  9.64352159e+02 -4.53278773e+02  6.20292767e+02  1.18184859e+02
  9.49503180e+02 -4.82042844e+02  6.57866678e+02  2.12675555e+02
  9.48484782e+02 -4.78631020e+02  6.91918959e+02  2.99168629e+02
  9.61207156e+02 -4.41837819e+02  7.20463501e+02  3.71675707e+02
  9.86830988e+02 -3.76606874e+02  7.41818524e+02  4.29332111e+02
  1.02384751e+03 -2.84779286e+02  7.54659706e+02  4.67451977e+02
  1.07014443e+03 -1.71278213e+02  7.58103919e+02  4.84057570e+02
  1.12311193e+03 -4.21219892e+01  7.51761476e+02  4.78256861e+02
  1.17978090e+03  9.58482438e+01  7.35756350e+02  4.50336130e+02
  1.23697985e+03  2.35326231e+02  7.10719563e+02  4.01748461e+02
  1.29150243e+03  3.68925770e+02  6.77755860e+02  3.35037709e+02
  1.34027685e+03  4.89570582e+02  6.38385387e+02  2.53704369e+02
  1.38052806e+03  5.90867933e+02  5.94463424e+02  1.62020814e+02
  1.40992440e+03  6.67446170e+02  5.48082433e+02  6.48057412e+01
  1.42670070e+03  7.15238278e+02  5.01461563e+02 -3.28301801e+01
  1.42975160e+03  7.31696266e+02  4.56829464e+02 -1.25753811e+02
  1.41868994e+03  7.15923898e+02  4.16306581e+02 -2.09078802e+02
  1.39386740e+03  6.68706773e+02  3.81793037e+02 -2.78406407e+02
  1.35635606e+03  5.92580645e+02  3.54868191e+02 -3.30167600e+02
  1.30789083e+03  4.91541111e+02  3.36708242e+02 -3.61655181e+02
  1.25077782e+03  3.70829641e+02  3.28024145e+02 -3.71163799e+02
  1.18777358e+03  2.36818052e+02  3.29023086e+02 -3.58241310e+02
  1.12193945e+03  9.65597177e+01  3.39397691e+02 -3.23600374e+02
  1.05647971e+03 -4.25652350e+01  3.58342440e+02 -2.69098531e+02
  9.94572378e+02 -1.73237820e+02  3.84596276e+02 -1.97641960e+02
  9.39201384e+02 -2.88586322e+02  4.16509238e+02 -1.13032402e+02
  8.92998994e+02 -3.82549066e+02  4.52129639e+02 -1.97665143e+01
  8.58106833e+02 -4.50194463e+02  4.89307173e+02  7.72015269e+01
  8.36062810e+02 -4.87981346e+02  5.25806504e+02  1.72721566e+02
  8.27719924e+02 -4.93945736e+02  5.59425361e+02  2.61719220e+02
  8.33201226e+02 -4.67803730e+02  5.88110900e+02  3.39463051e+02
  8.51893265e+02 -4.10961977e+02  6.10068247e+02  4.01809941e+02
  8.82478012e+02 -3.26375170e+02  6.23855831e+02  4.45355695e+02
  9.23004371e+02 -2.19347085e+02  6.28459686e+02  4.68571929e+02
  9.70998700e+02 -9.42958387e+01  6.23339597e+02  4.68932167e+02
  1.02358053e+03  4.15994891e+01  6.08472613e+02  4.46925240e+02
  1.07761837e+03  1.81107079e+02  5.84350670e+02  4.03700406e+02
  1.12989761e+03  3.16817551e+02  5.51952153e+02  3.41513419e+02
  1.17729045e+03  4.41523724e+02  5.12690127e+02  2.63618964e+02
  1.21692119e+03  5.48599468e+02  4.68337706e+02  1.74100546e+02
  1.24631816e+03  6.32348910e+02  4.20934417e+02  7.76555857e+01
  1.26354432e+03  6.88305789e+02  3.72678495e+02 -2.06512112e+01
  1.26729971e+03  7.13460553e+02  3.25810704e+02 -1.15646543e+02
  1.25699171e+03  7.06114377e+02  2.82494474e+02 -2.02016801e+02
  1.23276837e+03  6.67443602e+02  2.44699684e+02 -2.76063425e+02
  1.19550095e+03  5.98874999e+02  2.14108358e+02 -3.33335606e+02
  1.14674345e+03  5.04067563e+02  1.92020335e+02 -3.70922509e+02
  1.08865159e+03  3.87991459e+02  1.79283662e+02 -3.86879174e+02
  1.02386857e+03  2.56734340e+02  1.76250289e+02 -3.80398053e+02
  9.55385431e+02  1.17184005e+02  1.82757568e+02 -3.51855809e+02
  8.86383156e+02 -2.33346514e+01  1.98136895e+02 -3.02794146e+02
  8.20064682e+02 -1.57446281e+02  2.21249070e+02 -2.35838577e+02
  7.59485801e+02 -2.78114530e+02  2.50544491e+02 -1.54559832e+02
