             x_1             y_1             x_2             y_2
 -1.13640772e+03 -1.84865453e+02 -5.72246056e+02 -8.39402629e+01
 -1.08641404e+03 -1.77333258e+02 -5.82244369e+02 -1.07572755e+02
 -1.03870876e+03 -1.82049081e+02 -5.99009255e+02 -1.28227923e+02
 -9.96034059e+02 -1.98138929e+02 -6.21681502e+02 -1.44422557e+02
 -9.60859867e+02 -2.24125809e+02 -6.49085803e+02 -1.54908774e+02
 -9.35253421e+02 -2.58007808e+02 -6.79792836e+02 -1.58739968e+02
 -9.20770050e+02 -2.97363889e+02 -7.12194742e+02 -1.55320843e+02
 -9.18371017e+02 -3.39481827e+02 -7.44590043e+02 -1.44438899e+02
 -9.28372729e+02 -3.81501519e+02 -7.75273506e+02 -1.26275695e+02
 -9.50430005e+02 -4.20566109e+02 -8.02626198e+02 -1.01397299e+02
 -9.83554290e+02 -4.53972938e+02 -8.25200990e+02 -7.07244428e+01
 -1.02616585e+03 -4.79316350e+02 -8.41798985e+02 -3.54839270e+01
 -1.07617717e+03 -4.94614816e+02 -8.51532834e+02  2.85612176e+00
 -1.13110321e+03 -4.98415653e+02 -8.53873606e+02  4.26637487e+01
 -1.18819262e+03 -4.89871814e+02 -8.48678717e+02  8.22293170e+01
 -1.24457304e+03 -4.68786699e+02 -8.36199467e+02  1.19855758e+02
 -1.29740276e+03 -4.35624599e+02 -8.17067768e+02  1.53948155e+02
 -1.34402084e+03 -3.91486251e+02 -7.92262772e+02  1.83097938e+02
 -1.38208755e+03 -3.38050774e+02 -7.63059160e+02  2.06157226e+02
 -1.40970803e+03 -2.77487052e+02 -7.30959828e+02  2.22299414e+02
 -1.42553224e+03 -2.12339266e+02 -6.97616514e+02  2.31062782e+02
 -1.42882633e+03 -1.45392590e+02 -6.64742569e+02  2.32374836e+02
 -1.41951135e+03 -7.95261718e+01 -6.34022474e+02  2.26556097e+02
 -1.39816741e+03 -1.75611409e+01 -6.07022881e+02  2.14303125e+02
 -1.36600304e+03  3.78883092e+01 -5.85109880e+02  1.96651693e+02
 -1.32479135e+03  8.45529167e+01 -5.69376857e+02  1.74922036e+02
 -1.27677636e+03  1.20628126e+02 -5.60586754e+02  1.50649083e+02
 -1.22455451e+03  1.44869322e+02 -5.59131787e+02  1.25501350e+02
 -1.17093749e+03  1.56657485e+02 -5.65012735e+02  1.01192777e+02
 -1.11880377e+03  1.56031816e+02 -5.77838914e+02  7.93921633e+01
 -1.07094652e+03  1.43687586e+02 -5.96848815e+02  6.16349933e+01
 -1.02992617e+03  1.20939350e+02 -6.20950336e+02  4.92422982e+01
 -9.97935105e+02  8.96514382e+01 -6.48778466e+02  4.32508465e+01
 -9.76681906e+02  5.21394280e+01 -6.78767391e+02  4.43583470e+01
 -9.67301119e+02  1.10477713e+01 -7.09233200e+02  5.28865594e+01
 -9.70293320e+02 -3.07899405e+01 -7.38462830e+02  6.87642601e+01
 -9.85498688e+02 -7.05007017e+01 -7.64804549e+02  9.15309631e+01
 -1.01210544e+03 -1.05323900e+02 -7.86755204e+02  1.20361199e+02
 -1.04869272e+03 -1.32757186e+02 -8.03039619e+02  1.54108073e+02
 -1.09330563e+03 -1.50688705e+02 -8.12677957e+02  1.91363793e+02
 -1.14355847e+03 -1.57508701e+02 -8.15037475e+02  2.30533980e+02
 -1.19676077e+03 -1.52194610e+02 -8.09865960e+02  2.69921839e+02
 -1.25005936e+03 -1.34365132e+02 -7.97305061e+02  3.07817723e+02
 -1.30058908e+03 -1.04300441e+02 -7.77882820e+02  3.42589394e+02
 -1.34562409e+03 -6.29274615e+01 -7.52485800e+02  3.72768182e+02
 -1.38272186e+03 -1.17709816e+01 -7.22312276e+02  3.97126513e+02
 -1.40985214e+03  4.71268036e+01 -6.88808964e+02  4.14742698e+02
 -1.42550423e+03  1.11314078e+02 -6.53594632e+02  4.25049577e+02
 -1.42876676e+03  1.78058822e+02 -6.18374619e+02  4.27864424e+02
 -1.41937581e+03  2.44493032e+02 -5.84850791e+02  4.23398562e+02
 -1.39772888e+03  3.07764114e+02 -5.54631675e+02  4.12246164e+02
 -1.36486392e+03  3.65185474e+02 -5.29147520e+02  3.95352827e+02
 -1.32240448e+03  4.14378331e+02 -5.09574787e+02  3.73965597e+02
 -1.27247400e+03  4.53397278e+02 -4.96774026e+02  3.49567063e+02
 -1.21758369e+03  4.80832955e+02 -4.91244454e+02  3.23797022e+02
 -1.16049989e+03  4.95886412e+02 -4.93097604e+02  2.98365836e+02
 -1.10409799e+03  4.98411226e+02 -5.02051460e+02  2.74964057e+02
 -1.05121059e+03  4.88921170e+02 -5.17445367e+02  2.55173114e+02
 -1.00447791e+03  4.68563001e+02 -5.38274948e+02  2.40381745e+02
 -9.66208385e+02  4.39055825e+02 -5.63245168e+02  2.31712623e+02
 -9.38256736e+02  4.02600234e+02 -5.90838756e+02  2.29963022e+02
 -9.21926058e+02  3.61762013e+02 -6.19396353e+02  2.35562674e+02
 -9.17899010e+02  3.19336560e+02 -6.47204176e+02  2.48551040e+02
 -9.26201782e+02  2.78201179e+02 -6.72584551e+02  2.68575187e+02
 -9.46202734e+02  2.41163053e+02 -6.93984542e+02  2.94908393e+02
 -9.76645782e+02  2.10810912e+02 -7.10057986e+02  3.26488493e+02
 -1.01571675e+03  1.89378248e+02 -7.19736614e+02  3.61973942e+02
 -1.06113922e+03  1.78625284e+02 -7.22286496e+02  3.99814628e+02
 -1.11029478e+03  1.79745946e+02 -7.17346823e+02  4.38333709e+02
 -1.16036130e+03  1.93304737e+02 -7.04948990e+02  4.75816134e+02
 -1.20846209e+03  2.19206858e+02 -6.85514956e+02  5.10599190e+02
 -1.25181776e+03  2.56703148e+02 -6.59834993e+02  5.41160280e+02
 -1.28789308e+03  3.04429585e+02 -6.29025964e+02  5.66197301e+02
 -1.31453093e+03  3.60479255e+02 -5.94472370e+02  5.84697383e+02
 -1.33006618e+03  4.22503003e+02 -5.57753250e+02  5.95990340e+02
 -1.33341373e+03  4.87833430e+02 -5.20558817e+02  5.99784041e+02
 -1.32412580e+03  5.53625705e+02 -4.84601215e+02  5.96179796e+02
 -1.30241562e+03  6.17007744e+02 -4.51524124e+02  5.85666974e+02
 -1.26914623e+03  6.75231833e+02 -4.22815979e+02  5.69097129e+02
 -1.22578486e+03  7.25819674e+02 -3.99731385e+02  5.47638985e+02
 -1.17432553e+03  7.66693213e+02 -3.83224892e+02  5.22716684e+02
 -1.11718375e+03  7.96284320e+02 -3.73900607e+02  4.95934539e+02
 -1.05706898e+03  8.13617543e+02 -3.71980318e+02  4.68992271e+02
 -9.96841557e+02  8.18361562e+02 -3.77291815e+02  4.43595208e+02
 -9.39361687e+02  8.10846621e+02 -3.89278011e+02  4.21364192e+02
 -8.87338397e+02  7.92047020e+02 -4.07026398e+02  4.03749945e+02
 -8.43186513e+02  7.63529598e+02 -4.29317272e+02  3.91956418e+02
 -8.08899154e+02  7.27370913e+02 -4.54688179e+02  3.86877183e+02
 -7.85942508e+02  6.86047513e+02 -4.81511183e+02  3.89048205e+02
 -7.75178436e+02  6.42305074e+02 -5.08078883e+02  3.98619508e+02
 -7.76818993e+02  5.99013330e+02 -5.32694608e+02  4.15347227e+02
 -7.90415269e+02  5.59014451e+02 -5.53762067e+02  4.38606457e+02
 -8.14881137e+02  5.24972874e+02 -5.69869681e+02  4.67424229e+02
 -8.48550661e+02  4.99234525e+02 -5.79865167e+02  5.00530872e+02
 -8.89266117e+02  4.83702866e+02 -5.82916430e+02  5.36427035e+02
 -9.34491998e+02  4.79738301e+02 -5.78555537e+02  5.73462856e+02
 -9.81448963e+02  4.88086276e+02 -5.66703468e+02  6.09925064e+02
 -1.02726067e+03  5.08837850e+02 -5.47674316e+02  6.44127440e+02
 -1.06910573e+03  5.41424826e+02 -5.22158739e+02  6.74499843e+02
 -1.10436675e+03  5.84649709e+02 -4.91187513e+02  6.99671115e+02
 -1.13076863e+03  6.36748889e+02 -4.56077127e+02  7.18541465e+02
 -1.14649875e+03  6.95485731e+02 -4.18360290e+02  7.30340530e+02
 -1.15030274e+03  7.58268645e+02 -3.79705017e+02  7.34668038e+02
 -1.14155081e+03  8.22287900e+02 -3.41826569e+02  7.31514915e+02
 -1.12027099e+03  8.84663967e+02 -3.06396900e+02  7.21263751e+02
 -1.08714776e+03  9.42599535e+02 -2.74956392e+02  7.04668557e+02
 -1.04348592e+03  9.93527200e+02 -2.48832537e+02  6.82814929e+02
 -9.91141734e+02  1.03524500e+03 -2.29069862e+02  6.57062685e+02
 -9.32424915e+02  1.06603267e+03 -2.16374804e+02  6.28974024e+02
 -8.69976728e+02  1.08474241e+03 -2.11078436e+02  6.00231003e+02
 -8.06630519e+02  1.09085947e+03 -2.13119022e+02  5.72546674e+02
 -7.45262136e+02  1.08452931e+03 -2.22045313e+02  5.47574591e+02
 -6.88638091e+02  1.06654981e+03 -2.37040417e+02  5.26821463e+02
 -6.39269505e+02  1.03832912e+03 -2.56964983e+02  5.11567552e+02
 -5.99279539e+02  1.00181123e+03 -2.80417414e+02  5.02799044e+02
 -5.70291312e+02  9.59373236e+02 -3.05807925e+02  5.01155943e+02
 -5.53342239e+02  9.13699759e+02 -3.31442548e+02  5.06898250e+02
 -5.48829291e+02  8.67641115e+02 -3.55612634e+02  5.19892215e+02
 -5.56488087e+02  8.24062719e+02 -3.76685131e+02  5.39617385e+02
 -5.75406914e+02  7.85693715e+02 -3.93188875e+02  5.65194070e+02
 -6.04074932e+02  7.54982785e+02 -4.03892319e+02  5.95429786e+02
 -6.40462030e+02  7.33968782e+02 -4.07868623e+02  6.28882221e+02
 -6.82126092e+02  7.24173010e+02 -4.04544635e+02  6.63935392e+02
 -7.26342043e+02  7.26518828e+02 -3.93731206e+02  6.98884971e+02
 -7.70245820e+02  7.41282844e+02 -3.75633214e+02  7.32028287e+02
 -8.10985696e+02  7.68080264e+02 -3.50838790e+02  7.61754228e+02
 -8.45872946e+02  8.05885172e+02 -3.20288285e+02  7.86628322e+02
 -8.72523910e+02  8.53084671e+02 -2.85224659e+02  8.05468475e+02
 -8.88985941e+02  9.07564027e+02 -2.47127863e+02  8.17407391e+02
 -8.93840586e+02  9.66818312e+02 -2.07636727e+02  8.21938362e+02
 -8.86278567e+02  1.02808466e+03 -1.68462444e+02  8.18942014e+02
 -8.66142572e+02  1.08848816e+03 -1.31298235e+02  8.08692596e+02
 -8.33935629e+02  1.14519361e+03 -9.77299651e+01  7.91843488e+02
 -7.90794598e+02  1.19555528e+03 -6.91524327e+01  7.69392672e+02
 -7.38430187e+02  1.23725653e+03 -4.66957428e+01  7.42630022e+02
 -6.79036667e+02  1.26843218e+03 -3.11656658e+01  7.13069161e+02
 -6.15176044e+02  1.28776697e+03 -2.30011233e+01  6.82367514e+02
 -5.49642811e+02  1.29456496e+03 -2.22510498e+01  6.52238760e+02
 -4.85316426e+02  1.28878626e+03 -2.85718507e+01  6.24362318e+02
 -4.25009298e+02  1.27104912e+03 -4.12455914e+01  6.00294637e+02
 -3.71318318e+02  1.24259722e+03 -5.92179572e+01  5.81386993e+02
 -3.26487772e+02  1.20523396e+03 -8.11539779e+01  5.68714104e+02
 -2.92290877e+02  1.16122718e+03 -1.05508576e+02  5.63017373e+02
 -2.69936197e+02  1.11318935e+03 -1.30608209e+02  5.64665717e+02
 -2.60003880e+02  1.06393959e+03 -1.54739302e+02  5.73636079e+02
 -2.62415086e+02  1.01635469e+03 -1.76238786e+02  5.89514641e+02
 -2.76436219e+02  9.73217225e+02 -1.93581974e+02  6.11518670e+02
 -3.00717736e+02  9.37068493e+02 -2.05463132e+02  6.38537856e+02
 -3.33365489e+02  9.10074322e+02 -2.10864475e+02  6.69192942e+02
 -3.72040836e+02  8.93910638e+02 -2.09109969e+02  7.01908569e+02
 -4.14084212e+02  8.89674927e+02 -1.99901072e+02  7.34996466e+02
 -4.56655668e+02  8.97828248e+02 -1.83332544e+02  7.66744613e+02
 -4.96884922e+02  9.18170861e+02 -1.59887487e+02  7.95507656e+02
 -5.32023017e+02  9.49852749e+02 -1.30411869e+02  8.19793799e+02
 -5.59587576e+02  9.91418489e+02 -9.60698900e+01  8.38343590e+02
 -5.77493969e+02  1.04088409e+03 -5.82825377e+01  8.50196432e+02
 -5.84165482e+02  1.09584177e+03 -1.86525815e+01  8.54741315e+02
 -5.78616653e+02  1.15358708e+03  2.11200325e+01  8.51749082e+02
 -5.60505391e+02  1.21126172e+03  5.93279195e+01  8.41384530e+02
 -5.30151104e+02  1.26600448e+03  9.43463864e+01  8.24197708e+02
 -4.88517907e+02  1.31510233e+03  1.24719195e+02  8.01094859e+02
 -4.37163764e+02  1.35613367e+03  1.49235427e+02  7.73290564e+02
 -3.78158280e+02  1.38709626e+03  1.66993396e+02  7.42243593e+02
 -3.13973465e+02  1.40651285e+03  1.77448224e+02  7.09579859e+02
 -2.47353247e+02  1.41350929e+03  1.80440572e+02  6.77006555e+02
 -1.81168623e+02  1.40786058e+03  1.76205018e+02  6.46221988e+02
 -1.18266107e+02  1.39000281e+03  1.65357618e+02  6.18825888e+02
 -6.13174608e+01  1.36101008e+03  1.48863330e+02  5.96234926e+02
 -1.26786605e+01  1.32253775e+03  1.27985006e+02  5.79607894e+02
  2.57344578e+01  1.27673503e+03  1.04216652e+02  5.69784512e+02
  5.25473097e+01  1.22613143e+03  7.92044822e+01  5.67241082e+02
  6.69990864e+01  1.17350314e+03  5.46599319e+01  5.72065341e+02
  6.89828630e+01  1.12172646e+03  3.22692284e+01  5.83951831e+02
  5.90511725e+01  1.07362582e+03  1.36042915e+01  6.02218037e+02
  3.83867517e+01  1.03182462e+03  3.96728151e-02  6.25840442e+02
  8.74000251e+00  9.98606678e+02 -7.32008168e+00  6.53508589e+02
 -2.76635260e+01  9.75795601e+02 -7.69880889e+00  6.83694298e+02
 -6.82407506e+01  9.64658464e+02 -6.89762221e-01  7.14732384e+02
 -1.10187549e+02  9.65838888e+02  1.37228651e+01  7.44908609e+02
 -1.50626928e+02  9.79323042e+02  3.51630637e+01  7.72550226e+02
 -1.86761044e+02  1.00444037e+03  6.28828255e+01  7.96114329e+02
 -2.16019034e+02  1.03989900e+03  9.58016072e+01  8.14269354e+02
 -2.36192871e+02  1.08385397e+03  1.32563357e+02  8.25965408e+02
 -2.45554045e+02  1.13400468e+03  1.71608092e+02  8.30489728e+02
 -2.42944924e+02  1.18771637e+03  2.11254243e+02  8.27504338e+02
 -2.27839970e+02  1.24215929e+03  2.49787427e+02  8.17063903e+02
 -2.00373557e+02  1.29445813e+03  2.85550947e+02  7.99612858e+02
 -1.61332951e+02  1.34184389e+03  3.17033245e+02  7.75961942e+02
 -1.12116803e+02  1.38180015e+03  3.42947694e+02  7.47245396e+02
 -5.46613482e+01  1.41219589e+03  3.62300508e+02  7.14861065e+02
  8.66177853e+00  1.43139813e+03  3.74443184e+02  6.80396592e+02
  7.51707283e+01  1.43835813e+03  3.79106714e+02  6.45545576e+02
  1.42015004e+02  1.43266678e+03  3.76415747e+02  6.12018145e+02
  2.06325934e+02  1.41457622e+03  3.66881965e+02  5.81450646e+02
  2.65368106e+02  1.38498652e+03  3.51377022e+02  5.55319245e+02
  3.16683761e+02  1.34539816e+03  3.31086460e+02  5.34861976e+02
  3.58222522e+02  1.29783277e+03  3.07447066e+02  5.21013373e+02
  3.88449615e+02  1.24472641e+03  2.82070939e+02  5.14355129e+02
  4.06426847e+02  1.18880086e+03  2.56660314e+02  5.15085396e+02
  4.11862086e+02  1.13291991e+03  2.32917623e+02  5.23008333e+02
  4.05124614e+02  1.07993815e+03  2.12455537e+02  5.37544467e+02
  3.87225553e+02  1.03255015e+03  1.96711764e+02  5.57761319e+02
  3.59764390e+02  9.93148249e+02  1.86873072e+02  5.82422670e+02
  3.24844429e+02  9.63696137e+02  1.83812577e+02  6.10053864e+02
  2.84961636e+02  9.45625210e+02  1.88043594e+02  6.39019715e+02
  2.42872743e+02  9.39758971e+02  1.99692484e+02  6.67610888e+02
  2.01449589e+02  9.46269552e+02  2.18491949e+02  6.94134189e+02
  1.63527368e+02  9.64668644e+02  2.43795106e+02  7.17002013e+02
  1.31754830e+02  9.93833299e+02  2.74609620e+02  7.34816213e+02
  1.08454312e+02  1.03206526e+03  3.09650071e+02  7.46441956e+02
  9.54990218e+01  1.07718067e+03  3.47405807e+02  7.51067686e+02
  9.42140381e+01  1.12662541e+03  3.86220693e+02  7.48248001e+02
  1.05306256e+02  1.17761006e+03  4.24380538e+02  7.37927198e+02
  1.28826987e+02  1.22725717e+03  4.60203590e+02  7.20442240e+02
  1.64169178e+02  1.27275332e+03  4.92129325e+02  6.96504975e+02
  2.10099410e+02  1.31149766e+03  5.18800820e+02  6.67164572e+02
  2.64822964e+02  1.34123936e+03  5.39136389e+02  6.33752126e+02
  3.26078544e+02  1.36019645e+03  5.52386667e+02  5.97810382e+02
  3.91257637e+02  1.36714998e+03  5.58174155e+02  5.61012285e+02
  4.57542206e+02  1.36150842e+03  5.56513121e+02  5.25072645e+02
  5.22053459e+02  1.34333892e+03  5.47808808e+02  4.91657600e+02
  5.82003817e+02  1.31336379e+03  5.32836000e+02  4.62296644e+02
  6.34844072e+02  1.27292238e+03  5.12698064e+02  4.38301875e+02
  6.78397948e+02  1.22390035e+03  4.88768644e+02  4.20698725e+02
  7.10976974e+02  1.16863013e+03  4.62619080e+02  4.10171833e+02
  7.31469590e+02  1.10976776e+03  4.35935384e+02  4.07028908e+02
  7.39399783e+02  1.05015263e+03  4.10429160e+02  4.11184510e+02
  7.34952162e+02  9.92657557e+02  3.87747181e+02  4.22164592e+02
  7.18962138e+02  9.40037096e+02  3.69384377e+02  4.39131558e+02
  6.92871740e+02  8.94782084e+02  3.56604855e+02  4.60928538e+02
  6.58653386e+02  8.58988126e+02  3.50375103e+02  4.86140507e+02
  6.18705644e+02  8.34244953e+02  3.51312914e+02  5.13169053e+02
  5.75726498e+02  8.21552491e+02  3.59654728e+02  5.40316823e+02
  5.32570781e+02  8.21268089e+02  3.75243117e+02  5.65877195e+02
  4.92099346e+02  8.33087684e+02  3.97535065e+02  5.88224441e+02
  4.57027904e+02  8.56061890e+02  4.25630618e+02  6.05899622e+02
  4.29783536e+02  8.88646180e+02  4.58320386e+02  6.17687663e+02
  4.12376449e+02  9.28782496e+02  4.94149386e+02  6.22681562e+02
  4.06293746e+02  9.74007976e+02  5.31493852e+02  6.20330320e+02
  4.12420824e+02  1.02158507e+03  5.68646970e+02  6.10468073e+02
  4.30994558e+02  1.06864616e+03  6.03908986e+02  5.93322882e+02
  4.61590725e+02  1.11234504e+03  6.35676951e+02  5.69504718e+02
  5.03146352e+02  1.15000729e+03  6.62529351e+02  5.39973284e+02
  5.54015796e+02  1.17927155e+03  6.83301149e+02  5.05987353e+02
  6.12057599e+02  1.19821425e+03  6.97145296e+02  4.69038328e+02
  6.74747526e+02  1.20545131e+03  7.03577427e+02  4.30771504e+02
  7.39311821e+02  1.20021121e+03  7.02501427e+02  3.92899206e+02
  8.02873643e+02  1.18237579e+03  6.94214468e+02  3.57110391e+02
  8.62604944e+02  1.15248657e+03  6.79391297e+02  3.24981479e+02
  9.15875770e+02  1.11171617e+03  6.59048567e+02  2.97893135e+02
  9.60393103e+02  1.06180640e+03  6.34491118e+02  2.76957382e+02
