             x_1             y_1             z_1             x_2             y_2             z_2
  2.42480731e+02  9.39705432e+02 -2.12103806e+03  1.99711348e+02  6.67845796e+02  5.62457874e+02
  2.38259631e+02  9.39811472e+02 -2.12200048e+03  2.01282711e+02  6.70618070e+02  5.56780291e+02
  2.34048317e+02  9.40041665e+02 -2.12286071e+03  2.02925404e+02  6.73367797e+02  5.51075895e+02
  2.29849673e+02  9.40395745e+02 -2.12361871e+03  2.04638903e+02  6.76093331e+02  5.45344962e+02
  2.25666576e+02  9.40873383e+02 -2.12427445e+03  2.06422648e+02  6.78793039e+02  5.39587767e+02
  2.21501898e+02  9.41474180e+02 -2.12482789e+03  2.08276039e+02  6.81465302e+02  5.33804588e+02
  2.17358497e+02  9.42197674e+02 -2.12527901e+03  2.10198442e+02  6.84108515e+02  5.27995703e+02
  2.13239222e+02  9.43043334e+02 -2.12562778e+03  2.12189184e+02  6.86721088e+02  5.22161392e+02
  2.09146908e+02  9.44010566e+02 -2.12587419e+03  2.14247556e+02  6.89301448e+02  5.16301936e+02
  2.05084377e+02  9.45098710e+02 -2.12601823e+03  2.16372813e+02  6.91848036e+02  5.10417616e+02
  2.01054432e+02  9.46307042e+02 -2.12605989e+03  2.18564175e+02  6.94359313e+02  5.04508717e+02
  1.97059861e+02  9.47634772e+02 -2.12599916e+03  2.20820826e+02  6.96833757e+02  4.98575523e+02
  1.93103434e+02  9.49081047e+02 -2.12583606e+03  2.23141916e+02  6.99269866e+02  4.92618320e+02
  1.89187898e+02  9.50644951e+02 -2.12557058e+03  2.25526559e+02  7.01666158e+02  4.86637394e+02
  1.85315979e+02  9.52325504e+02 -2.12520275e+03  2.27973836e+02  7.04021171e+02  4.80633034e+02
  1.81490380e+02  9.54121662e+02 -2.12473257e+03  2.30482795e+02  7.06333465e+02  4.74605529e+02
  1.77713781e+02  9.56032323e+02 -2.12416008e+03  2.33052450e+02  7.08601623e+02  4.68555168e+02
  1.73988832e+02  9.58056321e+02 -2.12348529e+03  2.35681785e+02  7.10824250e+02  4.62482244e+02
  1.70318159e+02  9.60192427e+02 -2.12270825e+03  2.38369749e+02  7.12999974e+02  4.56387048e+02
  1.66704357e+02  9.62439357e+02 -2.12182899e+03  2.41115262e+02  7.15127450e+02  4.50269875e+02
  1.63149992e+02  9.64795764e+02 -2.12084754e+03  2.43917212e+02  7.17205357e+02  4.44131018e+02
  1.59657597e+02  9.67260242e+02 -2.11976397e+03  2.46774457e+02  7.19232399e+02  4.37970774e+02
  1.56229672e+02  9.69831329e+02 -2.11857832e+03  2.49685827e+02  7.21207308e+02  4.31789439e+02
  1.52868684e+02  9.72507505e+02 -2.11729064e+03  2.52650120e+02  7.23128842e+02  4.25587311e+02
  1.49577064e+02  9.75287192e+02 -2.11590101e+03  2.55666108e+02  7.24995788e+02  4.19364689e+02
  1.46357204e+02  9.78168760e+02 -2.11440948e+03  2.58732536e+02  7.26806962e+02  4.13121871e+02
  1.43211461e+02  9.81150521e+02 -2.11281613e+03  2.61848120e+02  7.28561207e+02  4.06859159e+02
  1.40142150e+02  9.84230733e+02 -2.11112103e+03  2.65011551e+02  7.30257399e+02  4.00576855e+02
  1.37151547e+02  9.87407605e+02 -2.10932428e+03  2.68221495e+02  7.31894443e+02  3.94275260e+02
  1.34241884e+02  9.90679289e+02 -2.10742594e+03  2.71476591e+02  7.33471273e+02  3.87954679e+02
  1.31415352e+02  9.94043889e+02 -2.10542612e+03  2.74775455e+02  7.34986857e+02  3.81615416e+02
  1.28674096e+02  9.97499460e+02 -2.10332492e+03  2.78116680e+02  7.36440196e+02  3.75257775e+02
  1.26020217e+02  1.00104400e+03 -2.10112242e+03  2.81498836e+02  7.37830320e+02  3.68882063e+02
  1.23455770e+02  1.00467548e+03 -2.09881875e+03  2.84920471e+02  7.39156296e+02  3.62488588e+02
  1.20982759e+02  1.00839180e+03 -2.09641400e+03  2.88380112e+02  7.40417223e+02  3.56077657e+02
  1.18603143e+02  1.01219082e+03 -2.09390830e+03  2.91876266e+02  7.41612233e+02  3.49649578e+02
  1.16318830e+02  1.01607036e+03 -2.09130176e+03  2.95407419e+02  7.42740494e+02  3.43204662e+02
  1.14131678e+02  1.02002821e+03 -2.08859452e+03  2.98972040e+02  7.43801210e+02  3.36743219e+02
  1.12043490e+02  1.02406209e+03 -2.08578670e+03  3.02568579e+02  7.44793619e+02  3.30265559e+02
  1.10056021e+02  1.02816970e+03 -2.08287843e+03  3.06195468e+02  7.45716994e+02  3.23771995e+02
  1.08170969e+02  1.03234869e+03 -2.07986986e+03  3.09851125e+02  7.46570647e+02  3.17262839e+02
  1.06389980e+02  1.03659668e+03 -2.07676114e+03  3.13533951e+02  7.47353924e+02  3.10738406e+02
  1.04714642e+02  1.04091124e+03 -2.07355240e+03  3.17242333e+02  7.48066210e+02  3.04199008e+02
  1.03146489e+02  1.04528992e+03 -2.07024382e+03  3.20974644e+02  7.48706925e+02  2.97644962e+02
  1.01686996e+02  1.04973021e+03 -2.06683553e+03  3.24729243e+02  7.49275530e+02  2.91076582e+02
  1.00337582e+02  1.05422961e+03 -2.06332772e+03  3.28504478e+02  7.49771520e+02  2.84494185e+02
  9.90996066e+01  1.05878553e+03 -2.05972055e+03  3.32298687e+02  7.50194431e+02  2.77898088e+02
  9.79743701e+01  1.06339541e+03 -2.05601418e+03  3.36110195e+02  7.50543836e+02  2.71288609e+02
  9.69631129e+01  1.06805661e+03 -2.05220881e+03  3.39937321e+02  7.50819348e+02  2.64666065e+02
  9.60670147e+01  1.07276650e+03 -2.04830462e+03  3.43778373e+02  7.51020617e+02  2.58030777e+02
  9.52871939e+01  1.07752239e+03 -2.04430178e+03  3.47631651e+02  7.51147333e+02  2.51383062e+02
  9.46247072e+01  1.08232159e+03 -2.04020050e+03  3.51495450e+02  7.51199226e+02  2.44723242e+02
  9.40805487e+01  1.08716139e+03 -2.03600097e+03  3.55368059e+02  7.51176064e+02  2.38051637e+02
  9.36556496e+01  1.09203902e+03 -2.03170340e+03  3.59247761e+02  7.51077655e+02  2.31368569e+02
  9.33508778e+01  1.09695174e+03 -2.02730799e+03  3.63132837e+02  7.50903846e+02  2.24674359e+02
  9.31670370e+01  1.10189676e+03 -2.02281495e+03  3.67021561e+02  7.50654525e+02  2.17969329e+02
  9.31048667e+01  1.10687127e+03 -2.01822450e+03  3.70912211e+02  7.50329619e+02  2.11253803e+02
  9.31650419e+01  1.11187246e+03 -2.01353686e+03  3.74803057e+02  7.49929094e+02  2.04528104e+02
  9.33481720e+01  1.11689749e+03 -2.00875226e+03  3.78692374e+02  7.49452956e+02  1.97792555e+02
  9.36548015e+01  1.12194351e+03 -2.00387092e+03  3.82578434e+02  7.48901253e+02  1.91047482e+02
  9.40854089e+01  1.12700768e+03 -1.99889309e+03  3.86459514e+02  7.48274069e+02  1.84293208e+02
  9.46404068e+01  1.13208712e+03 -1.99381900e+03  3.90333890e+02  7.47571530e+02  1.77530060e+02
  9.53201417e+01  1.13717895e+03 -1.98864889e+03  3.94199843e+02  7.46793802e+02  1.70758363e+02
  9.61248936e+01  1.14228030e+03 -1.98338302e+03  3.98055658e+02  7.45941089e+02  1.63978442e+02
  9.70548762e+01  1.14738826e+03 -1.97802164e+03  4.01899625e+02  7.45013635e+02  1.57190625e+02
  9.81102363e+01  1.15249995e+03 -1.97256500e+03  4.05730041e+02  7.44011724e+02  1.50395239e+02
  9.92910543e+01  1.15761246e+03 -1.96701337e+03  4.09545209e+02  7.42935679e+02  1.43592610e+02
  1.00597344e+02  1.16272291e+03 -1.96136702e+03  4.13343440e+02  7.41785861e+02  1.36783066e+02
  1.02029051e+02  1.16782839e+03 -1.95562622e+03  4.17123054e+02  7.40562670e+02  1.29966935e+02
  1.03586056e+02  1.17292601e+03 -1.94979124e+03  4.20882381e+02  7.39266545e+02  1.23144546e+02
  1.05268173e+02  1.17801287e+03 -1.94386237e+03  4.24619760e+02  7.37897964e+02  1.16316226e+02
  1.07075148e+02  1.18308609e+03 -1.93783989e+03  4.28333543e+02  7.36457442e+02  1.09482305e+02
  1.09006662e+02  1.18814279e+03 -1.93172409e+03  4.32022093e+02  7.34945532e+02  1.02643112e+02
  1.11062328e+02  1.19318010e+03 -1.92551527e+03  4.35683789e+02  7.33362825e+02  9.57989761e+01
  1.13241694e+02  1.19819515e+03 -1.91921372e+03  4.39317020e+02  7.31709949e+02  8.89502269e+01
  1.15544244e+02  1.20318509e+03 -1.91281976e+03  4.42920193e+02  7.29987569e+02  8.20971941e+01
  1.17969393e+02  1.20814708e+03 -1.90633368e+03  4.46491730e+02  7.28196385e+02  7.52402080e+01
  1.20516494e+02  1.21307830e+03 -1.89975579e+03  4.50030068e+02  7.26337135e+02  6.83795985e+01
  1.23184831e+02  1.21797593e+03 -1.89308642e+03  4.53533662e+02  7.24410594e+02  6.15156962e+01
  1.25973628e+02  1.22283720e+03 -1.88632589e+03  4.57000988e+02  7.22417568e+02  5.46488315e+01
  1.28882043e+02  1.22765931e+03 -1.87947453e+03  4.60430537e+02  7.20358902e+02  4.77793352e+01
  1.31909169e+02  1.23243953e+03 -1.87253265e+03  4.63820822e+02  7.18235473e+02  4.09075380e+01
  1.35054038e+02  1.23717511e+03 -1.86550060e+03  4.67170376e+02  7.16048195e+02  3.40337708e+01
  1.38315619e+02  1.24186335e+03 -1.85837872e+03  4.70477754e+02  7.13798011e+02  2.71583648e+01
  1.41692816e+02  1.24650157e+03 -1.85116734e+03  4.73741532e+02  7.11485901e+02  2.02816509e+01
  1.45184476e+02  1.25108710e+03 -1.84386682e+03  4.76960311e+02  7.09112875e+02  1.34039603e+01
  1.48789382e+02  1.25561732e+03 -1.83647750e+03  4.80132713e+02  7.06679977e+02  6.52562421e+00
  1.52506257e+02  1.26008963e+03 -1.82899975e+03  4.83257387e+02  7.04188281e+02 -3.53026098e-01
  1.56333766e+02  1.26450144e+03 -1.82143392e+03  4.86333004e+02  7.01638893e+02 -7.23165941e+00
  1.60270513e+02  1.26885022e+03 -1.81378038e+03  4.89358263e+02  6.99032947e+02 -1.41099445e+01
  1.64315046e+02  1.27313346e+03 -1.80603950e+03  4.92331890e+02  6.96371609e+02 -2.09875500e+01
  1.68465853e+02  1.27734870e+03 -1.79821164e+03  4.95252636e+02  6.93656073e+02 -2.78641450e+01
  1.72721369e+02  1.28149348e+03 -1.79029719e+03  4.98119282e+02  6.90887562e+02 -3.47393980e+01
  1.77079969e+02  1.28556540e+03 -1.78229652e+03  5.00930636e+02  6.88067327e+02 -4.16129782e+01
  1.81539976e+02  1.28956211e+03 -1.77421003e+03  5.03685535e+02  6.85196644e+02 -4.84845545e+01
  1.86099659e+02  1.29348128e+03 -1.76603810e+03  5.06382848e+02  6.82276817e+02 -5.53537959e+01
  1.90757233e+02  1.29732062e+03 -1.75778112e+03  5.09021471e+02  6.79309177e+02 -6.22203718e+01
  1.95510860e+02  1.30107790e+03 -1.74943950e+03  5.11600333e+02  6.76295077e+02 -6.90839513e+01
  2.00358652e+02  1.30475090e+03 -1.74101363e+03  5.14118394e+02  6.73235897e+02 -7.59442041e+01
  2.05298671e+02  1.30833748e+03 -1.73250392e+03  5.16574646e+02  6.70133040e+02 -8.28007997e+01
  2.10328930e+02  1.31183553e+03 -1.72391078e+03  5.18968114e+02  6.66987930e+02 -8.96534080e+01
  2.15447393e+02  1.31524298e+03 -1.71523462e+03  5.21297855e+02  6.63802015e+02 -9.65016989e+01
  2.20651977e+02  1.31855781e+03 -1.70647586e+03  5.23562961e+02  6.60576764e+02 -1.03345343e+02
  2.25940555e+02  1.32177806e+03 -1.69763493e+03  5.25762557e+02  6.57313666e+02 -1.10184010e+02
  2.31310952e+02  1.32490181e+03 -1.68871225e+03  5.27895802e+02  6.54014229e+02 -1.17017371e+02
  2.36760952e+02  1.32792718e+03 -1.67970824e+03  5.29961892e+02  6.50679983e+02 -1.23845097e+02
  2.42288295e+02  1.33085237e+03 -1.67062335e+03  5.31960056e+02  6.47312472e+02 -1.30666859e+02
  2.47890681e+02  1.33367561e+03 -1.66145801e+03  5.33889561e+02  6.43913261e+02 -1.37482329e+02
  2.53565769e+02  1.33639518e+03 -1.65221265e+03  5.35749708e+02  6.40483928e+02 -1.44291178e+02
  2.59311181e+02  1.33900944e+03 -1.64288774e+03  5.37539837e+02  6.37026070e+02 -1.51093079e+02
  2.65124498e+02  1.34151678e+03 -1.63348371e+03  5.39259323e+02  6.33541297e+02 -1.57887703e+02
  2.71003268e+02  1.34391565e+03 -1.62400101e+03  5.40907579e+02  6.30031233e+02 -1.64674725e+02
  2.76945003e+02  1.34620456e+03 -1.61444012e+03  5.42484055e+02  6.26497515e+02 -1.71453816e+02
  2.82947181e+02  1.34838210e+03 -1.60480147e+03  5.43988239e+02  6.22941793e+02 -1.78224651e+02
  2.89007247e+02  1.35044687e+03 -1.59508555e+03  5.45419659e+02  6.19365727e+02 -1.84986903e+02
  2.95122618e+02  1.35239758e+03 -1.58529281e+03  5.46777878e+02  6.15770989e+02 -1.91740247e+02
  3.01290678e+02  1.35423296e+03 -1.57542373e+03  5.48062500e+02  6.12159259e+02 -1.98484358e+02
  3.07508784e+02  1.35595183e+03 -1.56547879e+03  5.49273167e+02  6.08532227e+02 -2.05218911e+02
  3.13774268e+02  1.35755305e+03 -1.55545846e+03  5.50409561e+02  6.04891591e+02 -2.11943581e+02
  3.20084434e+02  1.35903555e+03 -1.54536323e+03  5.51471401e+02  6.01239054e+02 -2.18658044e+02
  3.26436563e+02  1.36039833e+03 -1.53519357e+03  5.52458447e+02  5.97576327e+02 -2.25361978e+02
  3.32827914e+02  1.36164044e+03 -1.52494999e+03  5.53370499e+02  5.93905125e+02 -2.32055060e+02
  3.39255726e+02  1.36276100e+03 -1.51463297e+03  5.54207394e+02  5.90227166e+02 -2.38736966e+02
  3.45717215e+02  1.36375919e+03 -1.50424302e+03  5.54969011e+02  5.86544175e+02 -2.45407376e+02
  3.52209582e+02  1.36463426e+03 -1.49378062e+03  5.55655268e+02  5.82857875e+02 -2.52065969e+02
  3.58730011e+02  1.36538552e+03 -1.48324629e+03  5.56266122e+02  5.79169994e+02 -2.58712422e+02
  3.65275669e+02  1.36601235e+03 -1.47264054e+03  5.56801572e+02  5.75482257e+02 -2.65346418e+02
  3.71843711e+02  1.36651418e+03 -1.46196387e+03  5.57261653e+02  5.71796391e+02 -2.71967635e+02
  3.78431280e+02  1.36689054e+03 -1.45121679e+03  5.57646444e+02  5.68114123e+02 -2.78575755e+02
  3.85035508e+02  1.36714098e+03 -1.44039983e+03  5.57956060e+02  5.64437173e+02 -2.85170460e+02
  3.91653518e+02  1.36726515e+03 -1.42951351e+03  5.58190658e+02  5.60767263e+02 -2.91751433e+02
  3.98282424e+02  1.36726276e+03 -1.41855835e+03  5.58350434e+02  5.57106107e+02 -2.98318356e+02
  4.04919337e+02  1.36713357e+03 -1.40753488e+03  5.58435622e+02  5.53455417e+02 -3.04870914e+02
  4.11561360e+02  1.36687743e+03 -1.39644362e+03  5.58446499e+02  5.49816897e+02 -3.11408790e+02
  4.18205597e+02  1.36649425e+03 -1.38528512e+03  5.58383376e+02  5.46192245e+02 -3.17931669e+02
  4.24849146e+02  1.36598398e+03 -1.37405991e+03  5.58246607e+02  5.42583152e+02 -3.24439239e+02
  4.31489110e+02  1.36534668e+03 -1.36276853e+03  5.58036584e+02  5.38991299e+02 -3.30931185e+02
  4.38122590e+02  1.36458246e+03 -1.35141152e+03  5.57753737e+02  5.35418359e+02 -3.37407194e+02
  4.44746691e+02  1.36369147e+03 -1.33998944e+03  5.57398535e+02  5.31865993e+02 -3.43866956e+02
  4.51358524e+02  1.36267396e+03 -1.32850282e+03  5.56971483e+02  5.28335851e+02 -3.50310158e+02
  4.57955204e+02  1.36153024e+03 -1.31695223e+03  5.56473127e+02  5.24829574e+02 -3.56736491e+02
  4.64533858e+02  1.36026068e+03 -1.30533823e+03  5.55904049e+02  5.21348785e+02 -3.63145645e+02
  4.71091617e+02  1.35886572e+03 -1.29366136e+03  5.55264869e+02  5.17895097e+02 -3.69537311e+02
  4.77625626e+02  1.35734585e+03 -1.28192220e+03  5.54556242e+02  5.14470106e+02 -3.75911182e+02
  4.84133042e+02  1.35570166e+03 -1.27012130e+03  5.53778862e+02  5.11075395e+02 -3.82266950e+02
  4.90611035e+02  1.35393377e+03 -1.25825924e+03  5.52933458e+02  5.07712527e+02 -3.88604310e+02
  4.97056792e+02  1.35204289e+03 -1.24633659e+03  5.52020796e+02  5.04383052e+02 -3.94922956e+02
  5.03467515e+02  1.35002978e+03 -1.23435391e+03  5.51041674e+02  5.01088498e+02 -4.01222585e+02
  5.09840426e+02  1.34789526e+03 -1.22231180e+03  5.49996930e+02  4.97830376e+02 -4.07502892e+02
  5.16172764e+02  1.34564024e+03 -1.21021083e+03  5.48887433e+02  4.94610177e+02 -4.13763576e+02
  5.22461793e+02  1.34326566e+03 -1.19805157e+03  5.47714087e+02  4.91429374e+02 -4.20004334e+02
  5.28704798e+02  1.34077254e+03 -1.18583463e+03  5.46477830e+02  4.88289414e+02 -4.26224867e+02
  5.34899086e+02  1.33816197e+03 -1.17356058e+03  5.45179633e+02  4.85191725e+02 -4.32424875e+02
  5.41041994e+02  1.33543509e+03 -1.16123001e+03  5.43820500e+02  4.82137713e+02 -4.38604058e+02
  5.47130883e+02  1.33259309e+03 -1.14884352e+03  5.42401465e+02  4.79128758e+02 -4.44762121e+02
  5.53163143e+02  1.32963725e+03 -1.13640172e+03  5.40923597e+02  4.76166218e+02 -4.50898765e+02
  5.59136193e+02  1.32656889e+03 -1.12390518e+03  5.39387993e+02  4.73251425e+02 -4.57013696e+02
  5.65047485e+02  1.32338939e+03 -1.11135453e+03  5.37795782e+02  4.70385685e+02 -4.63106619e+02
  5.70894503e+02  1.32010019e+03 -1.09875035e+03  5.36148122e+02  4.67570278e+02 -4.69177241e+02
  5.76674763e+02  1.31670278e+03 -1.08609327e+03  5.34446200e+02  4.64806458e+02 -4.75225269e+02
  5.82385818e+02  1.31319874e+03 -1.07338388e+03  5.32691232e+02  4.62095449e+02 -4.81250412e+02
  5.88025258e+02  1.30958965e+03 -1.06062280e+03  5.30884463e+02  4.59438450e+02 -4.87252380e+02
  5.93590708e+02  1.30587720e+03 -1.04781065e+03  5.29027163e+02  4.56836627e+02 -4.93230885e+02
  5.99079835e+02  1.30206310e+03 -1.03494804e+03  5.27120629e+02  4.54291119e+02 -4.99185637e+02
  6.04490344e+02  1.29814913e+03 -1.02203559e+03  5.25166186e+02  4.51803035e+02 -5.05116350e+02
  6.09819983e+02  1.29413711e+03 -1.00907392e+03  5.23165181e+02  4.49373453e+02 -5.11022739e+02
  6.15066542e+02  1.29002891e+03 -9.96063663e+02  5.21118989e+02  4.47003417e+02 -5.16904519e+02
  6.20227854e+02  1.28582648e+03 -9.83005437e+02  5.19029005e+02  4.44693943e+02 -5.22761408e+02
  6.25301799e+02  1.28153177e+03 -9.69899873e+02  5.16896649e+02  4.42446012e+02 -5.28593122e+02
  6.30286301e+02  1.27714683e+03 -9.56747604e+02  5.14723364e+02  4.40260573e+02 -5.34399381e+02
  6.35179332e+02  1.27267371e+03 -9.43549261e+02  5.12510613e+02  4.38138542e+02 -5.40179906e+02
  6.39978913e+02  1.26811455e+03 -9.30305481e+02  5.10259880e+02  4.36080799e+02 -5.45934418e+02
  6.44683113e+02  1.26347149e+03 -9.17016901e+02  5.07972670e+02  4.34088192e+02 -5.51662640e+02
  6.49290052e+02  1.25874676e+03 -9.03684161e+02  5.05650504e+02  4.32161532e+02 -5.57364296e+02
  6.53797902e+02  1.25394261e+03 -8.90307903e+02  5.03294925e+02  4.30301596e+02 -5.63039112e+02
  6.58204885e+02  1.24906131e+03 -8.76888772e+02  5.00907491e+02  4.28509126e+02 -5.68686814e+02
  6.62509279e+02  1.24410521e+03 -8.63427414e+02  4.98489778e+02  4.26784826e+02 -5.74307131e+02
  6.66709415e+02  1.23907667e+03 -8.49924476e+02  4.96043378e+02  4.25129365e+02 -5.79899791e+02
  6.70803679e+02  1.23397811e+03 -8.36380610e+02  4.93569896e+02  4.23543374e+02 -5.85464526e+02
  6.74790511e+02  1.22881197e+03 -8.22796467e+02  4.91070953e+02  4.22027448e+02 -5.91001067e+02
  6.78668412e+02  1.22358073e+03 -8.09172701e+02  4.88548182e+02  4.20582143e+02 -5.96509148e+02
  6.82435938e+02  1.21828691e+03 -7.95509969e+02  4.86003230e+02  4.19207979e+02 -6.01988504e+02
  6.86091702e+02  1.21293304e+03 -7.81808928e+02  4.83437755e+02  4.17905437e+02 -6.07438870e+02
  6.89634377e+02  1.20752172e+03 -7.68070239e+02  4.80853423e+02  4.16674959e+02 -6.12859984e+02
  6.93062698e+02  1.20205555e+03 -7.54294563e+02  4.78251914e+02  4.15516950e+02 -6.18251586e+02
  6.96375458e+02  1.19653716e+03 -7.40482563e+02  4.75634914e+02  4.14431775e+02 -6.23613415e+02
  6.99571510e+02  1.19096922e+03 -7.26634904e+02  4.73004117e+02  4.13419761e+02 -6.28945213e+02
  7.02649772e+02  1.18535441e+03 -7.12752253e+02  4.70361225e+02  4.12481194e+02 -6.34246725e+02
  7.05609222e+02  1.17969546e+03 -6.98835280e+02  4.67707947e+02  4.11616324e+02 -6.39517693e+02
  7.08448901e+02  1.17399509e+03 -6.84884653e+02  4.65045995e+02  4.10825358e+02 -6.44757865e+02
  7.11167912e+02  1.16825607e+03 -6.70901045e+02  4.62377088e+02  4.10108466e+02 -6.49966988e+02
  7.13765425e+02  1.16248117e+03 -6.56885129e+02  4.59702945e+02  4.09465778e+02 -6.55144811e+02
  7.16240672e+02  1.15667319e+03 -6.42837580e+02  4.57025290e+02  4.08897382e+02 -6.60291085e+02
  7.18592949e+02  1.15083493e+03 -6.28759075e+02  4.54345849e+02  4.08403330e+02 -6.65405562e+02
  7.20821618e+02  1.14496924e+03 -6.14650292e+02  4.51666347e+02  4.07983632e+02 -6.70487996e+02
  7.22926107e+02  1.13907895e+03 -6.00511909e+02  4.48988510e+02  4.07638258e+02 -6.75538142e+02
  7.24905908e+02  1.13316691e+03 -5.86344608e+02  4.46314061e+02  4.07367138e+02 -6.80555757e+02
  7.26760580e+02  1.12723599e+03 -5.72149071e+02  4.43644724e+02  4.07170165e+02 -6.85540599e+02
  7.28489746e+02  1.12128907e+03 -5.57925982e+02  4.40982217e+02  4.07047190e+02 -6.90492428e+02
  7.30093100e+02  1.11532902e+03 -5.43676026e+02  4.38328257e+02  4.06998024e+02 -6.95411006e+02
  7.31570397e+02  1.10935874e+03 -5.29399888e+02  4.35684553e+02  4.07022440e+02 -7.00296096e+02
  7.32921461e+02  1.10338113e+03 -5.15098256e+02  4.33052810e+02  4.07120171e+02 -7.05147462e+02
  7.34146184e+02  1.09739906e+03 -5.00771820e+02  4.30434728e+02  4.07290912e+02 -7.09964871e+02
  7.35244523e+02  1.09141546e+03 -4.86421268e+02  4.27831996e+02  4.07534316e+02 -7.14748092e+02
  7.36216502e+02  1.08543321e+03 -4.72047292e+02  4.25246297e+02  4.07849999e+02 -7.19496893e+02
  7.37062211e+02  1.07945521e+03 -4.57650585e+02  4.22679305e+02  4.08237540e+02 -7.24211046e+02
  7.37781809e+02  1.07348436e+03 -4.43231839e+02  4.20132681e+02  4.08696477e+02 -7.28890324e+02
  7.38375520e+02  1.06752354e+03 -4.28791748e+02  4.17608079e+02  4.09226311e+02 -7.33534501e+02
  7.38843634e+02  1.06157565e+03 -4.14331009e+02  4.15107137e+02  4.09826504e+02 -7.38143355e+02
  7.39186508e+02  1.05564355e+03 -3.99850317e+02  4.12631483e+02  4.10496481e+02 -7.42716663e+02
  7.39404566e+02  1.04973012e+03 -3.85350370e+02  4.10182730e+02  4.11235631e+02 -7.47254204e+02
  7.39498297e+02  1.04383821e+03 -3.70831866e+02  4.07762477e+02  4.12043304e+02 -7.51755761e+02
  7.39468255e+02  1.03797067e+03 -3.56295505e+02  4.05372308e+02  4.12918815e+02 -7.56221116e+02
  7.39315061e+02  1.03213033e+03 -3.41741986e+02  4.03013789e+02  4.13861440e+02 -7.60650055e+02
  7.39039400e+02  1.02632001e+03 -3.27172010e+02  4.00688471e+02  4.14870423e+02 -7.65042364e+02
  7.38642021e+02  1.02054250e+03 -3.12586278e+02  3.98397887e+02  4.15944969e+02 -7.69397832e+02
  7.38123739e+02  1.01480059e+03 -2.97985494e+02  3.96143549e+02  4.17084249e+02 -7.73716248e+02
  7.37485432e+02  1.00909705e+03 -2.83370360e+02  3.93926952e+02  4.18287401e+02 -7.77997406e+02
  7.36728040e+02  1.00343460e+03 -2.68741580e+02  3.91749569e+02  4.19553527e+02 -7.82241098e+02
  7.35852569e+02  9.97815973e+02 -2.54099858e+02  3.89612854e+02  4.20881695e+02 -7.86447121e+02
  7.34860085e+02  9.92243864e+02 -2.39445900e+02  3.87518237e+02  4.22270942e+02 -7.90615272e+02
  7.33751716e+02  9.86720940e+02 -2.24780412e+02  3.85467127e+02  4.23720269e+02 -7.94745350e+02
  7.32528651e+02  9.81249846e+02 -2.10104099e+02  3.83460908e+02  4.25228648e+02 -7.98837157e+02
  7.31192141e+02  9.75833195e+02 -1.95417668e+02  3.81500941e+02  4.26795018e+02 -8.02890494e+02
  7.29743495e+02  9.70473574e+02 -1.80721826e+02  3.79588562e+02  4.28418286e+02 -8.06905168e+02
  7.28184083e+02  9.65173537e+02 -1.66017282e+02  3.77725082e+02  4.30097329e+02 -8.10880984e+02
  7.26515332e+02  9.59935607e+02 -1.51304743e+02  3.75911785e+02  4.31830996e+02 -8.14817752e+02
  7.24738727e+02  9.54762272e+02 -1.36584918e+02  3.74149929e+02  4.33618105e+02 -8.18715282e+02
  7.22855812e+02  9.49655986e+02 -1.21858515e+02  3.72440743e+02  4.35457445e+02 -8.22573385e+02
  7.20868182e+02  9.44619167e+02 -1.07126245e+02  3.70785428e+02  4.37347777e+02 -8.26391877e+02
  7.18777494e+02  9.39654195e+02 -9.23888152e+01  3.69185159e+02  4.39287837e+02 -8.30170573e+02
  7.16585453e+02  9.34763411e+02 -7.76469366e+01  3.67641077e+02  4.41276331e+02 -8.33909292e+02
  7.14293822e+02  9.29949118e+02 -6.29013189e+01  3.66154296e+02  4.43311941e+02 -8.37607853e+02
  7.11904415e+02  9.25213574e+02 -4.81526721e+01  3.64725899e+02  4.45393323e+02 -8.41266078e+02
  7.09419096e+02  9.20559000e+02 -3.34017065e+01  3.63356937e+02  4.47519109e+02 -8.44883791e+02
  7.06839782e+02  9.15987567e+02 -1.86491324e+01  3.62048430e+02  4.49687907e+02 -8.48460818e+02
  7.04168439e+02  9.11501407e+02 -3.89566020e+00  3.60801364e+02  4.51898301e+02 -8.51996986e+02
  7.01407079e+02  9.07102603e+02  1.08579996e+01  3.59616694e+02  4.54148853e+02 -8.55492126e+02
  6.98557766e+02  9.02793191e+02  2.56111365e+01  3.58495341e+02  4.56438105e+02 -8.58946069e+02
  6.95622606e+02  8.98575161e+02  4.03630401e+01  3.57438191e+02  4.58764576e+02 -8.62358649e+02
  6.92603754e+02  8.94450451e+02  5.51129999e+01  3.56446098e+02  4.61126765e+02 -8.65729701e+02
  6.89503405e+02  8.90420953e+02  6.98603058e+01  3.55519880e+02  4.63523154e+02 -8.69059063e+02
  6.86323800e+02  8.86488503e+02  8.46042474e+01  3.54660318e+02  4.65952204e+02 -8.72346575e+02
  6.83067221e+02  8.82654888e+02  9.93441149e+01  3.53868161e+02  4.68412360e+02 -8.75592078e+02
  6.79735990e+02  8.78921841e+02  1.14079198e+02  3.53144118e+02  4.70902049e+02 -8.78795416e+02
  6.76332469e+02  8.75291042e+02  1.28808788e+02  3.52488865e+02  4.73419684e+02 -8.81956435e+02
