             z_1            v_z1             z_2            v_z2
  1.41855535e+03 -5.04060911e+02  2.98320077e+02 -2.46787442e+02
  1.40753187e+03 -5.12973462e+02  3.04872622e+02 -2.40457570e+02
  1.39644060e+03 -5.21679436e+02  3.11410486e+02 -2.34035592e+02
  1.38528209e+03 -5.30174202e+02  3.17933353e+02 -2.27524895e+02
  1.37405687e+03 -5.38453242e+02  3.24440909e+02 -2.20928916e+02
  1.36276547e+03 -5.46512149e+02  3.30932841e+02 -2.14251136e+02
  1.35140846e+03 -5.54346637e+02  3.37408837e+02 -2.07495080e+02
  1.33998637e+03 -5.61952535e+02  3.43868584e+02 -2.00664313e+02
  1.32849974e+03 -5.69325796e+02  3.50311771e+02 -1.93762440e+02
  1.31694915e+03 -5.76462495e+02  3.56738088e+02 -1.86793106e+02
  1.30533513e+03 -5.83358832e+02  3.63147226e+02 -1.79759989e+02
  1.29365826e+03 -5.90011136e+02  3.69538876e+02 -1.72666801e+02
  1.28191909e+03 -5.96415864e+02  3.75912730e+02 -1.65517289e+02
  1.27011819e+03 -6.02569604e+02  3.82268481e+02 -1.58315225e+02
  1.25825612e+03 -6.08469079e+02  3.88605823e+02 -1.51064413e+02
  1.24633346e+03 -6.14111144e+02  3.94924451e+02 -1.43768681e+02
  1.23435079e+03 -6.19492793e+02  4.01224061e+02 -1.36431880e+02
  1.22230867e+03 -6.24611157e+02  4.07504349e+02 -1.29057886e+02
  1.21020770e+03 -6.29463505e+02  4.13765013e+02 -1.21650591e+02
  1.19804844e+03 -6.34047251e+02  4.20005751e+02 -1.14213907e+02
  1.18583149e+03 -6.38359946e+02  4.26226262e+02 -1.06751760e+02
  1.17355744e+03 -6.42399289e+02  4.32426248e+02 -9.92680921e+01
  1.16122688e+03 -6.46163122e+02  4.38605409e+02 -9.17668541e+01
  1.14884039e+03 -6.49649434e+02  4.44763448e+02 -8.42520077e+01
  1.13639858e+03 -6.52856359e+02  4.50900069e+02 -7.67275213e+01
  1.12390205e+03 -6.55782181e+02  4.57014975e+02 -6.91973688e+01
  1.11135140e+03 -6.58425333e+02  4.63107872e+02 -6.16655270e+01
  1.09874723e+03 -6.60784396e+02  4.69178468e+02 -5.41359738e+01
  1.08609015e+03 -6.62858103e+02  4.75226469e+02 -4.66126860e+01
  1.07338077e+03 -6.64645338e+02  4.81251583e+02 -3.90996372e+01
  1.06061970e+03 -6.66145136e+02  4.87253522e+02 -3.16007958e+01
  1.04780756e+03 -6.67356684e+02  4.93231996e+02 -2.41201227e+01
  1.03494496e+03 -6.68279323e+02  4.99186717e+02 -1.66615696e+01
  1.02203252e+03 -6.68912545e+02  5.05117397e+02 -9.22907667e+00
  1.00907087e+03 -6.69255996e+02  5.11023752e+02 -1.82657064e+00
  9.96060620e+02 -6.69309476e+02  5.16905497e+02  5.54203729e+00
  9.83002411e+02 -6.69072936e+02  5.22762348e+02  1.28728534e+01
  9.69896865e+02 -6.68546483e+02  5.28594024e+02  2.01620035e+01
  9.56744615e+02 -6.67730375e+02  5.34400243e+02  2.74056347e+01
  9.43546294e+02 -6.66625023e+02  5.40180726e+02  3.45999175e+01
  9.30302537e+02 -6.65230991e+02  5.45935193e+02  4.17410475e+01
  9.17013983e+02 -6.63548994e+02  5.51663369e+02  4.88252472e+01
  9.03681272e+02 -6.61579898e+02  5.57364976e+02  5.58487680e+01
  8.90305046e+02 -6.59324721e+02  5.63039740e+02  6.28078914e+01
  8.76885950e+02 -6.56784628e+02  5.68687387e+02  6.96989308e+01
  8.63424630e+02 -6.53960934e+02  5.74307645e+02  7.65182328e+01
  8.49921735e+02 -6.50855100e+02  5.79900243e+02  8.32621782e+01
  8.36377916e+02 -6.47468730e+02  5.85464911e+02  8.99271832e+01
  8.22793825e+02 -6.43803574e+02  5.91001380e+02  9.65096994e+01
  8.09170118e+02 -6.39861518e+02  5.96509383e+02  1.03006214e+02
  7.95507451e+02 -6.35644586e+02  6.01988654e+02  1.09413249e+02
  7.81806485e+02 -6.31154933e+02  6.07438926e+02  1.15727360e+02
  7.68067880e+02 -6.26394836e+02  6.12859937e+02  1.21945128e+02
  7.54292301e+02 -6.21366688e+02  6.18251422e+02  1.28063159e+02
  7.40480416e+02 -6.16072980e+02  6.23613117e+02  1.34078068e+02
  7.26632893e+02 -6.10516279e+02  6.28944761e+02  1.39986460e+02
  7.12750410e+02 -6.04699191e+02  6.34246085e+02  1.45784895e+02
  6.98833650e+02 -5.98624298e+02  6.39516821e+02  1.51469829e+02
  6.84883315e+02 -5.92294033e+02  6.44756683e+02  1.57037495e+02
  6.70900155e+02 -5.85710450e+02  6.49965340e+02  1.62483672e+02
  6.56885191e+02 -5.78874698e+02  6.55142193e+02  1.67803163e+02
  6.42896042e+02 -5.71785725e+02  6.60230049e+02  1.72988507e+02
  6.28932411e+02 -5.64436409e+02  6.65229634e+02  1.78026106e+02
  6.14937785e+02 -5.56798387e+02  6.70197893e+02  1.82881066e+02
  6.00913357e+02 -5.48724268e+02  6.75134066e+02  1.87399404e+02
  5.86859904e+02 -5.37224257e+02  6.80037816e+02  1.88584683e+02
  5.72778138e+02 -5.31011313e+02  6.84908869e+02  1.95143170e+02
  5.58668756e+02 -5.22851952e+02  6.89746974e+02  1.99834646e+02
  5.44532447e+02 -5.14313869e+02  6.94551887e+02  2.04220024e+02
  5.30369898e+02 -5.05519891e+02  6.99323371e+02  2.08415314e+02
  5.16181794e+02 -4.96502312e+02  7.04061192e+02  2.12445959e+02
  5.01968823e+02 -4.87275651e+02  7.08765120e+02  2.16319593e+02
  4.87731669e+02 -4.77849088e+02  7.13434925e+02  2.20038485e+02
  4.73471021e+02 -4.68229797e+02  7.18070382e+02  2.23602875e+02
  4.59187566e+02 -4.58424096e+02  7.22671266e+02  2.27012125e+02
  4.44881994e+02 -4.48437914e+02  7.27237354e+02  2.30265194e+02
  4.30554993e+02 -4.38277010e+02  7.31768426e+02  2.33360854e+02
  4.16207254e+02 -4.27947077e+02  7.36264263e+02  2.36297805e+02
  4.01839468e+02 -4.17453799e+02  7.40724649e+02  2.39074734e+02
  3.87452329e+02 -4.06802886e+02  7.45149367e+02  2.41690348e+02
  3.73046528e+02 -3.96000086e+02  7.49538205e+02  2.44143400e+02
  3.58622761e+02 -3.85051201e+02  7.53890951e+02  2.46432697e+02
  3.44181721e+02 -3.73962090e+02  7.58207394e+02  2.48557114e+02
  3.29724105e+02 -3.62738669e+02  7.62487328e+02  2.50515598e+02
  3.15250609e+02 -3.51386916e+02  7.66730546e+02  2.52307175e+02
  3.00761930e+02 -3.39912868e+02  7.70936842e+02  2.53930948e+02
  2.86258765e+02 -3.28322621e+02  7.75106015e+02  2.55386105e+02
  2.71741814e+02 -3.16622327e+02  7.79237864e+02  2.56671918e+02
  2.57211776e+02 -3.04818193e+02  7.83332189e+02  2.57787744e+02
  2.42669350e+02 -2.92916477e+02  7.87388793e+02  2.58733029e+02
  2.28115238e+02 -2.80923487e+02  7.91407481e+02  2.59507306e+02
  2.13550138e+02 -2.68845579e+02  7.95388060e+02  2.60110197e+02
  1.98974754e+02 -2.56689148e+02  7.99330336e+02  2.60541413e+02
  1.84389788e+02 -2.44460634e+02  8.03234122e+02  2.60800755e+02
  1.69795941e+02 -2.32166511e+02  8.07099227e+02  2.60888114e+02
  1.55193916e+02 -2.19813289e+02  8.10925468e+02  2.60803471e+02
  1.40584417e+02 -2.07407505e+02  8.14712658e+02  2.60546900e+02
  1.25968147e+02 -1.94955728e+02  8.18460615e+02  2.60118561e+02
  1.11345811e+02 -1.82464547e+02  8.22169160e+02  2.59518709e+02
  9.67181113e+01 -1.69940573e+02  8.25838113e+02  2.58747687e+02
  8.20857538e+01 -1.57390433e+02  8.29467297e+02  2.57805930e+02
  6.74494428e+01 -1.44820769e+02  8.33056539e+02  2.56693961e+02
  5.28098831e+01 -1.32238231e+02  8.36605665e+02  2.55412395e+02
  3.81677796e+01 -1.19649477e+02  8.40114503e+02  2.53961937e+02
  2.35238377e+01 -1.07061167e+02  8.43582886e+02  2.52343380e+02
  8.87876237e+00 -9.44799619e+01  8.47010646e+02  2.50557606e+02
 -5.76674101e+00 -8.19125170e+01  8.50397618e+02  2.48605587e+02
 -2.04119672e+01 -6.93654809e+01  8.53743638e+02  2.46488382e+02
 -3.50562108e+01 -5.68454911e+01  8.57048547e+02  2.44207139e+02
 -4.96987668e+01 -4.43591705e+01  8.60312183e+02  2.41763089e+02
 -6.43389299e+01 -3.19131239e+01  8.63534391e+02  2.39157555e+02
 -7.89759951e+01 -1.95139347e+01  8.66715015e+02  2.36391940e+02
 -9.36092575e+01 -7.16816116e+00  8.69853903e+02  2.33467737e+02
 -1.08238012e+02  5.11766679e+00  8.72950902e+02  2.30386519e+02
 -1.22861556e+02  1.73370513e+01  8.76005863e+02  2.27149944e+02
 -1.37479182e+02  2.94835297e+01  8.79018640e+02  2.23759753e+02
 -1.52090189e+02  4.15506784e+01  8.81989088e+02  2.20217767e+02
 -1.66693872e+02  5.35321157e+01  8.84917062e+02  2.16525888e+02
 -1.81289528e+02  6.54215058e+01  8.87802424e+02  2.12686099e+02
 -1.95876455e+02  7.72125614e+01  8.90645032e+02  2.08700460e+02
 -2.10453949e+02  8.88990480e+01  8.93444751e+02  2.04571107e+02
 -2.25021308e+02  1.00474786e+02  8.96201446e+02  2.00300256e+02
 -2.39577832e+02  1.11933656e+02  8.98914983e+02  1.95890194e+02
 -2.54122819e+02  1.23269598e+02  9.01585233e+02  1.91343286e+02
 -2.68655569e+02  1.34476620e+02  9.04212066e+02  1.86661965e+02
 -2.83175381e+02  1.45548798e+02  9.06795357e+02  1.81848740e+02
 -2.97681558e+02  1.56480278e+02  9.09334980e+02  1.76906186e+02
 -3.12173399e+02  1.67265283e+02  9.11830814e+02  1.71836950e+02
 -3.26650208e+02  1.77898111e+02  9.14282737e+02  1.66643743e+02
 -3.41111287e+02  1.88373144e+02  9.16690633e+02  1.61329344e+02
 -3.55555939e+02  1.98684845e+02  9.19054385e+02  1.55896596e+02
 -3.69983470e+02  2.08827765e+02  9.21373880e+02  1.50348405e+02
 -3.84393184e+02  2.18796545e+02  9.23649005e+02  1.44687737e+02
 -3.98784387e+02  2.28585917e+02  9.25879651e+02  1.38917619e+02
 -4.13156387e+02  2.38190710e+02  9.28065710e+02  1.33041136e+02
 -4.27508491e+02  2.47605850e+02  9.30207078e+02  1.27061428e+02
 -4.41840008e+02  2.56826363e+02  9.32303652e+02  1.20981692e+02
 -4.56150248e+02  2.65847380e+02  9.34355329e+02  1.14805177e+02
 -4.70438522e+02  2.74664136e+02  9.36362012e+02  1.08535183e+02
 -4.84704142e+02  2.83271975e+02  9.38323604e+02  1.02175061e+02
 -4.98946420e+02  2.91666354e+02  9.40240010e+02  9.57282079e+01
 -5.13164672e+02  2.99842839e+02  9.42111138e+02  8.91980686e+01
 -5.27358211e+02  3.07797116e+02  9.43936898e+02  8.25881312e+01
 -5.41526356e+02  3.15524987e+02  9.45717203e+02  7.59019266e+01
 -5.55668423e+02  3.23022372e+02  9.47451965e+02  6.91430261e+01
 -5.69783731e+02  3.30285317e+02  9.49141102e+02  6.23150395e+01
 -5.83871601e+02  3.37309991e+02  9.50784533e+02  5.54216137e+01
 -5.97931355e+02  3.44092688e+02  9.52382178e+02  4.84664302e+01
 -6.11962314e+02  3.50629832e+02  9.53933960e+02  4.14532033e+01
 -6.25963804e+02  3.56917976e+02  9.55439805e+02  3.43856785e+01
 -6.39935151e+02  3.62953807e+02  9.56899640e+02  2.72676300e+01
 -6.53875681e+02  3.68734145e+02  9.58313395e+02  2.01028591e+01
 -6.67784723e+02  3.74255943e+02  9.59681001e+02  1.28951918e+01
 -6.81661607e+02  3.79516294e+02  9.61002393e+02  5.64847721e+00
 -6.95505666e+02  3.84512429e+02  9.62277507e+02 -1.63341458e+00
 -7.09316232e+02  3.89241719e+02  9.63506283e+02 -8.94659477e+00
 -7.23092640e+02  3.93701677e+02  9.64688659e+02 -1.62871577e+01
 -7.36834227e+02  3.97889956e+02  9.65824581e+02 -2.36511828e+01
 -7.50540332e+02  4.01804355e+02  9.66913992e+02 -3.10347369e+01
 -7.64210294e+02  4.05442820e+02  9.67956841e+02 -3.84338761e+01
 -7.77843454e+02  4.08803440e+02  9.68953077e+02 -4.58446480e+01
 -7.91439157e+02  4.11884451e+02  9.69902653e+02 -5.32630933e+01
 -8.04996748e+02  4.14684240e+02  9.70805522e+02 -6.06852484e+01
 -8.18515573e+02  4.17201339e+02  9.71661641e+02 -6.81071472e+01
 -8.31994982e+02  4.19434433e+02  9.72470969e+02 -7.55248229e+01
 -8.45434326e+02  4.21382354e+02  9.73233467e+02 -8.29343105e+01
 -8.58832957e+02  4.23044087e+02  9.73949098e+02 -9.03316481e+01
 -8.72190230e+02  4.24418765e+02  9.74617828e+02 -9.77128797e+01
 -8.85505502e+02  4.25505676e+02  9.75239624e+02 -1.05074056e+02
 -8.98778133e+02  4.26304256e+02  9.75814457e+02 -1.12411238e+02
 -9.12007481e+02  4.26814094e+02  9.76342299e+02 -1.19720497e+02
 -9.25192912e+02  4.27034930e+02  9.76823124e+02 -1.26997917e+02
 -9.38333789e+02  4.26966655e+02  9.77256909e+02 -1.34239596e+02
 -9.51429479e+02  4.26609309e+02  9.77643634e+02 -1.41441648e+02
 -9.64479353e+02  4.25963083e+02  9.77983280e+02 -1.48600206e+02
 -9.77482782e+02  4.25028317e+02  9.78275830e+02 -1.55711419e+02
 -9.90439139e+02  4.23805497e+02  9.78521271e+02 -1.62771456e+02
 -1.00334780e+03  4.22295254e+02  9.78719589e+02 -1.69776504e+02
 -1.01620815e+03  4.20498361e+02  9.78870777e+02 -1.76722770e+02
 -1.02901955e+03  4.18415730e+02  9.78974827e+02 -1.83606479e+02
 -1.04178141e+03  4.16048406e+02  9.79031733e+02 -1.90423868e+02
 -1.05449310e+03  4.13397559e+02  9.79041493e+02 -1.97171187e+02
 -1.06715400e+03  4.10464474e+02  9.79004107e+02 -2.03844684e+02
 -1.07976352e+03  4.07250533e+02  9.78919576e+02 -2.10440596e+02
 -1.09232104e+03  4.03757192e+02  9.78787904e+02 -2.16955123e+02
 -1.10482596e+03  3.99985933e+02  9.78609098e+02 -2.23384391e+02
 -1.11727768e+03  3.95938199e+02  9.78383166e+02 -2.29724379e+02
 -1.12967559e+03  3.91615255e+02  9.78110120e+02 -2.35970792e+02
 -1.14201910e+03  3.87017941e+02  9.77789971e+02 -2.42118812e+02
 -1.15430762e+03  3.82146124e+02  9.77422737e+02 -2.48162556e+02
 -1.16654055e+03  3.76997413e+02  9.77008433e+02 -2.54093791e+02
 -1.17871730e+03  3.71563565e+02  9.76547081e+02 -2.59898347e+02
 -1.19083729e+03  3.65817823e+02  9.76038703e+02 -2.65543453e+02
 -1.20289994e+03  3.59648520e+02  9.75483323e+02 -2.70911349e+02
 -1.21490466e+03  3.51988470e+02  9.74880967e+02 -2.74928676e+02
 -1.22685087e+03  3.60751245e+02  9.74231666e+02 -2.95502762e+02
 -1.23873801e+03  3.54660695e+02  9.73535449e+02 -3.01351141e+02
 -1.25056549e+03  3.47933545e+02  9.72792351e+02 -3.06684150e+02
 -1.26233275e+03  3.40872880e+02  9.72002407e+02 -3.11798427e+02
 -1.27403922e+03  3.33536576e+02  9.71165656e+02 -3.16745337e+02
 -1.28568434e+03  3.25945506e+02  9.70282138e+02 -3.21539186e+02
 -1.29726755e+03  3.18110699e+02  9.69351894e+02 -3.26184381e+02
 -1.30878828e+03  3.10039729e+02  9.68374971e+02 -3.30681823e+02
 -1.32024599e+03  3.01738748e+02  9.67351415e+02 -3.35030945e+02
 -1.33164012e+03  2.93213274e+02  9.66281275e+02 -3.39230502e+02
 -1.34297013e+03  2.84468539e+02  9.65164604e+02 -3.43278924e+02
 -1.35423546e+03  2.75509661e+02  9.64001453e+02 -3.47174490e+02
 -1.36543558e+03  2.66341729e+02  9.62791881e+02 -3.50915417e+02
 -1.37656994e+03  2.56969851e+02  9.61535945e+02 -3.54499914e+02
 -1.38763802e+03  2.47399188e+02  9.60233705e+02 -3.57926214e+02
 -1.39863927e+03  2.37634961e+02  9.58885224e+02 -3.61192593e+02
 -1.40957317e+03  2.27682470e+02  9.57490567e+02 -3.64297383e+02
 -1.42043919e+03  2.17547091e+02  9.56049801e+02 -3.67238983e+02
 -1.43123681e+03  2.07234283e+02  9.54562996e+02 -3.70015861e+02
 -1.44196550e+03  1.96749590e+02  9.53030224e+02 -3.72626563e+02
 -1.45262476e+03  1.86098636e+02  9.51451557e+02 -3.75069713e+02
 -1.46321407e+03  1.75287127e+02  9.49827072e+02 -3.77344020e+02
 -1.47373291e+03  1.64320852e+02  9.48156848e+02 -3.79448275e+02
 -1.48418078e+03  1.53205674e+02  9.46440964e+02 -3.81381356e+02
 -1.49455718e+03  1.41947535e+02  9.44679504e+02 -3.83142227e+02
 -1.50486161e+03  1.30552450e+02  9.42872552e+02 -3.84729945e+02
 -1.51509357e+03  1.19026503e+02  9.41020195e+02 -3.86143651e+02
 -1.52525257e+03  1.07375846e+02  9.39122522e+02 -3.87382582e+02
 -1.53533812e+03  9.56066974e+01  9.37179626e+02 -3.88446062e+02
 -1.54534974e+03  8.37253361e+01  9.35191598e+02 -3.89333509e+02
 -1.55528694e+03  7.17380998e+01  9.33158536e+02 -3.90044432e+02
 -1.56514924e+03  5.96513817e+01  9.31080536e+02 -3.90578436e+02
 -1.57493617e+03  4.74716271e+01  9.28957700e+02 -3.90935215e+02
 -1.58464726e+03  3.52053300e+01  9.26790129e+02 -3.91114558e+02
 -1.59428203e+03  2.28590301e+01  9.24577927e+02 -3.91116349e+02
 -1.60384004e+03  1.04393089e+01  9.22321202e+02 -3.90940564e+02
 -1.61332081e+03 -2.04721331e+00  9.20020061e+02 -3.90587272e+02
 -1.62272389e+03 -1.45938811e+01  9.17674616e+02 -3.90056639e+02
 -1.63204882e+03 -2.71940075e+01  9.15284980e+02 -3.89348921e+02
 -1.64129516e+03 -3.98408770e+01  9.12851268e+02 -3.88464471e+02
 -1.65046247e+03 -5.25277500e+01  9.10373596e+02 -3.87403732e+02
 -1.65955029e+03 -6.52478652e+01  9.07852084e+02 -3.86167245e+02
 -1.66855820e+03 -7.79944443e+01  9.05286854e+02 -3.84755638e+02
 -1.67748576e+03 -9.07606948e+01  9.02678030e+02 -3.83169638e+02
 -1.68633253e+03 -1.03539814e+02  9.00025736e+02 -3.81410059e+02
 -1.69509810e+03 -1.16324992e+02  8.97330100e+02 -3.79477810e+02
 -1.70378204e+03 -1.29109416e+02  8.94591253e+02 -3.77373891e+02
 -1.71238393e+03 -1.41886273e+02  8.91809326e+02 -3.75099392e+02
 -1.72090337e+03 -1.54648756e+02  8.88984453e+02 -3.72655495e+02
 -1.72933993e+03 -1.67390064e+02  8.86116771e+02 -3.70043470e+02
 -1.73769321e+03 -1.80103407e+02  8.83206416e+02 -3.67264676e+02
 -1.74596281e+03 -1.92782011e+02  8.80253531e+02 -3.64320563e+02
 -1.75414834e+03 -2.05419119e+02  8.77258255e+02 -3.61212666e+02
 -1.76224939e+03 -2.18007998e+02  8.74220735e+02 -3.57942607e+02
 -1.77026558e+03 -2.30541938e+02  8.71141116e+02 -3.54512096e+02
 -1.77819651e+03 -2.43014260e+02  8.68019546e+02 -3.50922925e+02
 -1.78604182e+03 -2.55418317e+02  8.64856176e+02 -3.47176973e+02
 -1.79380113e+03 -2.67747499e+02  8.61651159e+02 -3.43276200e+02
 -1.80147404e+03 -2.79995234e+02  8.58404647e+02 -3.39222650e+02
 -1.80906021e+03 -2.92154994e+02  8.55116799e+02 -3.35018446e+02
 -1.81655926e+03 -3.04220299e+02  8.51787771e+02 -3.30665791e+02
 -1.82397083e+03 -3.16184717e+02  8.48417726e+02 -3.26166969e+02
 -1.83129457e+03 -3.28041870e+02  8.45006823e+02 -3.21524340e+02
 -1.83853012e+03 -3.39785437e+02  8.41555229e+02 -3.16740338e+02
 -1.84567714e+03 -3.51409158e+02  8.38063109e+02 -3.11817477e+02
 -1.85273527e+03 -3.62906836e+02  8.34530631e+02 -3.06758341e+02
 -1.85970418e+03 -3.74272339e+02  8.30957966e+02 -3.01565586e+02
 -1.86658354e+03 -3.85499608e+02  8.27345286e+02 -2.96241940e+02
 -1.87337301e+03 -3.96582656e+02  8.23692763e+02 -2.90790202e+02
 -1.88007227e+03 -4.07515572e+02  8.20000575e+02 -2.85213236e+02
 -1.88668099e+03 -4.18292524e+02  8.16268900e+02 -2.79513974e+02
 -1.89319886e+03 -4.28907764e+02  8.12497916e+02 -2.73695412e+02
 -1.89962555e+03 -4.39355630e+02  8.08687806e+02 -2.67760611e+02
 -1.90596077e+03 -4.49630548e+02  8.04838753e+02 -2.61712692e+02
 -1.91220421e+03 -4.59727034e+02  8.00950942e+02 -2.55554837e+02
 -1.91835556e+03 -4.69639701e+02  7.97024560e+02 -2.49290284e+02
 -1.92441453e+03 -4.79363258e+02  7.93059797e+02 -2.42922332e+02
 -1.93038083e+03 -4.88892515e+02  7.89056844e+02 -2.36454331e+02
 -1.93625417e+03 -4.98222385e+02  7.85015893e+02 -2.29889686e+02
 -1.94203427e+03 -5.07347886e+02  7.80937139e+02 -2.23231852e+02
 -1.94772085e+03 -5.16264144e+02  7.76820778e+02 -2.16484335e+02
 -1.95331363e+03 -5.24966397e+02  7.72667009e+02 -2.09650688e+02
 -1.95881235e+03 -5.33449995e+02  7.68476031e+02 -2.02734509e+02
 -1.96421675e+03 -5.41710404e+02  7.64248047e+02 -1.95739442e+02
 -1.96952655e+03 -5.49743210e+02  7.59983259e+02 -1.88669170e+02
 -1.97474151e+03 -5.57544117e+02  7.55681874e+02 -1.81527419e+02
 -1.97986137e+03 -5.65108954e+02  7.51344099e+02 -1.74317950e+02
 -1.98488589e+03 -5.72433673e+02  7.46970142e+02 -1.67044563e+02
 -1.98981483e+03 -5.79514354e+02  7.42560214e+02 -1.59711091e+02
 -1.99464795e+03 -5.86347207e+02  7.38114527e+02 -1.52321399e+02
 -1.99938501e+03 -5.92928570e+02  7.33633296e+02 -1.44879381e+02
 -2.00402579e+03 -5.99254917e+02  7.29116736e+02 -1.37388962e+02
 -2.00857007e+03 -6.05322856e+02  7.24565065e+02 -1.29854091e+02
 -2.01301762e+03 -6.11129132e+02  7.19978502e+02 -1.22278741e+02
 -2.01736823e+03 -6.16670625e+02  7.15357267e+02 -1.14666908e+02
 -2.02162169e+03 -6.21944359e+02  7.10701584e+02 -1.07022608e+02
 -2.02577780e+03 -6.26947496e+02  7.06011677e+02 -9.93498739e+01
 -2.02983636e+03 -6.31677341e+02  7.01287771e+02 -9.16527568e+01
 -2.03379717e+03 -6.36131344e+02  6.96530094e+02 -8.39353205e+01
 -2.03766004e+03 -6.40307098e+02  6.91738875e+02 -7.62016417e+01
 -2.04142479e+03 -6.44202341e+02  6.86914345e+02 -6.84558076e+01
 -2.04509122e+03 -6.47814961e+02  6.82056735e+02 -6.07019142e+01
 -2.04865918e+03 -6.51142988e+02  6.77166281e+02 -5.29440651e+01
 -2.05212848e+03 -6.54184601e+02  6.72243217e+02 -4.51863695e+01
 -2.05549896e+03 -6.56938127e+02  6.67287781e+02 -3.74329419e+01
 -2.05877045e+03 -6.59402039e+02  6.62300211e+02 -2.96879006e+01
 -2.06194280e+03 -6.61574952e+02  6.57280748e+02 -2.19553682e+01
 -2.06501586e+03 -6.63455629e+02  6.52229632e+02 -1.42394718e+01
 -2.06798947e+03 -6.65042968e+02  6.47147108e+02 -6.54434497e+00
 -2.07086350e+03 -6.66336004e+02  6.42033420e+02  1.12586820e+00
 -2.07363780e+03 -6.67333897e+02  6.36888814e+02  8.76700673e+00
 -2.07631225e+03 -6.68035919e+02  6.31713538e+02  1.63748809e+01
