             x_1             y_1             x_2             y_2
 -5.72447486e+02 -1.17802751e+03 -3.61544363e+02 -4.64546988e+02
 -5.74084160e+02 -1.17224164e+03 -3.58961453e+02 -4.64578187e+02
 -5.75595230e+02 -1.16644609e+03 -3.56388812e+02 -4.64682643e+02
 -5.76980533e+02 -1.16064376e+03 -3.53828139e+02 -4.64860090e+02
 -5.78239973e+02 -1.15483754e+03 -3.51281127e+02 -4.65110224e+02
 -5.79373524e+02 -1.14903032e+03 -3.48749460e+02 -4.65432702e+02
 -5.80381220e+02 -1.14322498e+03 -3.46234817e+02 -4.65827143e+02
 -5.81263169e+02 -1.13742443e+03 -3.43738863e+02 -4.66293125e+02
 -5.82019539e+02 -1.13163153e+03 -3.41263256e+02 -4.66830190e+02
 -5.82650568e+02 -1.12584919e+03 -3.38809642e+02 -4.67437841e+02
 -5.83156561e+02 -1.12008026e+03 -3.36379656e+02 -4.68115543e+02
 -5.83537886e+02 -1.11432763e+03 -3.33974918e+02 -4.68862725e+02
 -5.83794979e+02 -1.10859413e+03 -3.31597038e+02 -4.69678777e+02
 -5.83928343e+02 -1.10288264e+03 -3.29247608e+02 -4.70563052e+02
 -5.83938543e+02 -1.09719597e+03 -3.26928207e+02 -4.71514868e+02
 -5.83826211e+02 -1.09153695e+03 -3.24640396e+02 -4.72533506e+02
 -5.83592044e+02 -1.08590839e+03 -3.22385720e+02 -4.73618211e+02
 -5.83236805e+02 -1.08031308e+03 -3.20165707e+02 -4.74768193e+02
 -5.82761317e+02 -1.07475378e+03 -3.17981864e+02 -4.75982626e+02
 -5.82166469e+02 -1.06923324e+03 -3.15835682e+02 -4.77260652e+02
 -5.81453214e+02 -1.06375420e+03 -3.13728629e+02 -4.78601377e+02
 -5.80622567e+02 -1.05831937e+03 -3.11662152e+02 -4.80003872e+02
 -5.79675603e+02 -1.05293142e+03 -3.09637678e+02 -4.81467178e+02
 -5.78613460e+02 -1.04759302e+03 -3.07656611e+02 -4.82990301e+02
 -5.77437339e+02 -1.04230679e+03 -3.05720330e+02 -4.84572217e+02
 -5.76148498e+02 -1.03707534e+03 -3.03830193e+02 -4.86211868e+02
 -5.74748256e+02 -1.03190123e+03 -3.01987531e+02 -4.87908167e+02
 -5.73237991e+02 -1.02678702e+03 -3.00193649e+02 -4.89659996e+02
 -5.71619139e+02 -1.02173520e+03 -2.98449829e+02 -4.91466207e+02
 -5.69893193e+02 -1.01674826e+03 -2.96757324e+02 -4.93325623e+02
 -5.68061703e+02 -1.01182863e+03 -2.95117358e+02 -4.95237038e+02
 -5.66126274e+02 -1.00697872e+03 -2.93531131e+02 -4.97199219e+02
 -5.64088568e+02 -1.00220089e+03 -2.91999811e+02 -4.99210905e+02
 -5.61950300e+02 -9.97497473e+02 -2.90524538e+02 -5.01270808e+02
 -5.59713236e+02 -9.92870755e+02 -2.89106421e+02 -5.03377616e+02
 -5.57379197e+02 -9.88322979e+02 -2.87746540e+02 -5.05529989e+02
 -5.54950054e+02 -9.83856350e+02 -2.86445943e+02 -5.07726564e+02
 -5.52427728e+02 -9.79473026e+02 -2.85205645e+02 -5.09965955e+02
 -5.49814191e+02 -9.75175123e+02 -2.84026632e+02 -5.12246752e+02
 -5.47111462e+02 -9.70964709e+02 -2.82909853e+02 -5.14567521e+02
 -5.44321605e+02 -9.66843805e+02 -2.81856228e+02 -5.16926811e+02
 -5.41446734e+02 -9.62814384e+02 -2.80866641e+02 -5.19323145e+02
 -5.38489004e+02 -9.58878372e+02 -2.79941942e+02 -5.21755030e+02
 -5.35450618e+02 -9.55037641e+02 -2.79082946e+02 -5.24220952e+02
 -5.32333817e+02 -9.51294015e+02 -2.78290433e+02 -5.26719378e+02
 -5.29140886e+02 -9.47649263e+02 -2.77565150e+02 -5.29248759e+02
 -5.25874151e+02 -9.44105104e+02 -2.76907803e+02 -5.31807528e+02
 -5.22535974e+02 -9.40663201e+02 -2.76319067e+02 -5.34394103e+02
 -5.19128758e+02 -9.37325163e+02 -2.75799577e+02 -5.37006887e+02
 -5.15654939e+02 -9.34092542e+02 -2.75349932e+02 -5.39644267e+02
 -5.12116991e+02 -9.30966834e+02 -2.74970694e+02 -5.42304618e+02
 -5.08517421e+02 -9.27949478e+02 -2.74662387e+02 -5.44986303e+02
 -5.04858767e+02 -9.25041855e+02 -2.74425497e+02 -5.47687673e+02
 -5.01143600e+02 -9.22245286e+02 -2.74260472e+02 -5.50407067e+02
 -4.97374519e+02 -9.19561035e+02 -2.74167723e+02 -5.53142816e+02
 -4.93554155e+02 -9.16990302e+02 -2.74147620e+02 -5.55893240e+02
 -4.89685160e+02 -9.14534229e+02 -2.74200496e+02 -5.58656652e+02
 -4.85770218e+02 -9.12193896e+02 -2.74326643e+02 -5.61431358e+02
 -4.81812033e+02 -9.09970320e+02 -2.74526317e+02 -5.64215658e+02
 -4.77813332e+02 -9.07864456e+02 -2.74799732e+02 -5.67007845e+02
 -4.73776865e+02 -9.05877195e+02 -2.75147064e+02 -5.69806208e+02
 -4.69705402e+02 -9.04009367e+02 -2.75568448e+02 -5.72609034e+02
 -4.65601729e+02 -9.02261736e+02 -2.76063982e+02 -5.75414606e+02
 -4.61468650e+02 -9.00635000e+02 -2.76633722e+02 -5.78221204e+02
 -4.57308986e+02 -8.99129796e+02 -2.77277686e+02 -5.81027110e+02
 -4.53125570e+02 -8.97746693e+02 -2.77995851e+02 -5.83830603e+02
 -4.48921248e+02 -8.96486195e+02 -2.78788155e+02 -5.86629966e+02
 -4.44698877e+02 -8.95348742e+02 -2.79654497e+02 -5.89423481e+02
 -4.40461324e+02 -8.94334706e+02 -2.80594734e+02 -5.92209436e+02
 -4.36211461e+02 -8.93444394e+02 -2.81608687e+02 -5.94986118e+02
 -4.31952171e+02 -8.92678046e+02 -2.82696135e+02 -5.97751824e+02
 -4.27686339e+02 -8.92035836e+02 -2.83856819e+02 -6.00504852e+02
 -4.23416853e+02 -8.91517872e+02 -2.85090439e+02 -6.03243510e+02
 -4.19146604e+02 -8.91124194e+02 -2.86396658e+02 -6.05966110e+02
 -4.14878484e+02 -8.90854776e+02 -2.87775098e+02 -6.08670976e+02
 -4.10615382e+02 -8.90709526e+02 -2.89225345e+02 -6.11356437e+02
 -4.06360184e+02 -8.90688286e+02 -2.90746944e+02 -6.14020834e+02
 -4.02115776e+02 -8.90790828e+02 -2.92339403e+02 -6.16662521e+02
 -3.97885033e+02 -8.91016863e+02 -2.94002190e+02 -6.19279860e+02
 -3.93670827e+02 -8.91366031e+02 -2.95734736e+02 -6.21871227e+02
 -3.89476019e+02 -8.91837908e+02 -2.97536436e+02 -6.24435013e+02
 -3.85303462e+02 -8.92432005e+02 -2.99406644e+02 -6.26969622e+02
 -3.81155997e+02 -8.93147765e+02 -3.01344679e+02 -6.29473473e+02
 -3.77036453e+02 -8.93984568e+02 -3.03349820e+02 -6.31945002e+02
 -3.72947645e+02 -8.94941729e+02 -3.05421312e+02 -6.34382662e+02
 -3.68892376e+02 -8.96018495e+02 -3.07558359e+02 -6.36784923e+02
 -3.64873431e+02 -8.97214052e+02 -3.09760128e+02 -6.39150274e+02
 -3.60893582e+02 -8.98527521e+02 -3.12025746e+02 -6.41477225e+02
 -3.56955589e+02 -8.99957959e+02 -3.14354298e+02 -6.43764305e+02
 -3.53062199e+02 -9.01504359e+02 -3.16744826e+02 -6.46010065e+02
 -3.49216157e+02 -9.03165652e+02 -3.19196315e+02 -6.48213079e+02
 -3.45420220e+02 -9.04940705e+02 -3.21707682e+02 -6.50371945e+02
 -3.41677198e+02 -9.06828320e+02 -3.24277730e+02 -6.52485288e+02
 -3.37990077e+02 -9.08827233e+02 -3.26905029e+02 -6.54551762e+02
 -3.34362533e+02 -9.10936104e+02 -3.29587395e+02 -6.56570061e+02
 -3.30804139e+02 -9.13153456e+02 -3.32316690e+02 -6.58538986e+02
 -3.27240232e+02 -9.15478217e+02 -3.35168948e+02 -6.60456898e+02
 -3.23662962e+02 -9.17911296e+02 -3.38153323e+02 -6.62320144e+02
 -3.20149784e+02 -9.20451858e+02 -3.41193609e+02 -6.64126790e+02
 -3.16705547e+02 -9.23098355e+02 -3.44286133e+02 -6.65875585e+02
 -3.13333299e+02 -9.25849154e+02 -3.47428965e+02 -6.67565336e+02
 -3.10035691e+02 -9.28702554e+02 -3.50620503e+02 -6.69194893e+02
 -3.06815216e+02 -9.31656797e+02 -3.53859238e+02 -6.70763140e+02
 -3.03674274e+02 -9.34710068e+02 -3.57143689e+02 -6.72268996e+02
 -3.00615194e+02 -9.37860496e+02 -3.60472374e+02 -6.73711416e+02
 -2.97640251e+02 -9.41106161e+02 -3.63843805e+02 -6.75089387e+02
 -2.94751663e+02 -9.44445086e+02 -3.67256478e+02 -6.76401930e+02
 -2.91951596e+02 -9.47875246e+02 -3.70708872e+02 -6.77648103e+02
 -2.89242168e+02 -9.51394568e+02 -3.74199450e+02 -6.78826998e+02
 -2.86625443e+02 -9.55000928e+02 -3.77726657e+02 -6.79937742e+02
 -2.84103435e+02 -9.58692156e+02 -3.81288920e+02 -6.80979500e+02
 -2.81678105e+02 -9.62466038e+02 -3.84884648e+02 -6.81951471e+02
 -2.79351364e+02 -9.66320313e+02 -3.88512233e+02 -6.82852893e+02
 -2.77125066e+02 -9.70252677e+02 -3.92170051e+02 -6.83683039e+02
 -2.75001014e+02 -9.74260785e+02 -3.95856463e+02 -6.84441223e+02
 -2.72980954e+02 -9.78342250e+02 -3.99569814e+02 -6.85126793e+02
 -2.71066577e+02 -9.82494646e+02 -4.03308435e+02 -6.85739137e+02
 -2.69259517e+02 -9.86715508e+02 -4.07070645e+02 -6.86277682e+02
 -2.67561350e+02 -9.91002335e+02 -4.10854748e+02 -6.86741894e+02
 -2.65973596e+02 -9.95352590e+02 -4.14659040e+02 -6.87131277e+02
 -2.64497714e+02 -9.99763701e+02 -4.18481801e+02 -6.87445375e+02
 -2.63135102e+02 -1.00423306e+03 -4.22321307e+02 -6.87683772e+02
 -2.61887101e+02 -1.00875804e+03 -4.26175820e+02 -6.87846092e+02
 -2.60754988e+02 -1.01333597e+03 -4.30043597e+02 -6.87931997e+02
 -2.59739979e+02 -1.01796415e+03 -4.33922887e+02 -6.87941193e+02
 -2.58843228e+02 -1.02263986e+03 -4.37811931e+02 -6.87873422e+02
 -2.58065826e+02 -1.02736036e+03 -4.41708968e+02 -6.87728471e+02
 -2.57408798e+02 -1.03212287e+03 -4.45612230e+02 -6.87506164e+02
 -2.56873108e+02 -1.03692459e+03 -4.49519946e+02 -6.87206368e+02
 -2.56459654e+02 -1.04176271e+03 -4.53430343e+02 -6.86828989e+02
 -2.56169268e+02 -1.04663440e+03 -4.57341645e+02 -6.86373976e+02
 -2.56002718e+02 -1.05153679e+03 -4.61252078e+02 -6.85841317e+02
 -2.55960705e+02 -1.05646701e+03 -4.65159865e+02 -6.85231041e+02
 -2.56043863e+02 -1.06142218e+03 -4.69063232e+02 -6.84543220e+02
 -2.56252761e+02 -1.06639939e+03 -4.72960407e+02 -6.83777963e+02
 -2.56587899e+02 -1.07139574e+03 -4.76849621e+02 -6.82935425e+02
 -2.57049712e+02 -1.07640829e+03 -4.80729109e+02 -6.82015796e+02
 -2.57638565e+02 -1.08143411e+03 -4.84597110e+02 -6.81019311e+02
 -2.58354757e+02 -1.08647026e+03 -4.88451870e+02 -6.79946243e+02
 -2.59198519e+02 -1.09151380e+03 -4.92291641e+02 -6.78796906e+02
 -2.60170014e+02 -1.09656176e+03 -4.96114684e+02 -6.77571655e+02
 -2.61269336e+02 -1.10161120e+03 -4.99919267e+02 -6.76270884e+02
 -2.62496511e+02 -1.10665916e+03 -5.03703668e+02 -6.74895027e+02
 -2.63851499e+02 -1.11170268e+03 -5.07466176e+02 -6.73444557e+02
 -2.65334189e+02 -1.11673880e+03 -5.11205091e+02 -6.71919986e+02
 -2.66944404e+02 -1.12176458e+03 -5.14918726e+02 -6.70321868e+02
 -2.68681897e+02 -1.12677707e+03 -5.18605405e+02 -6.68650792e+02
 -2.70546356e+02 -1.13177332e+03 -5.22263468e+02 -6.66907387e+02
 -2.72537399e+02 -1.13675041e+03 -5.25891270e+02 -6.65092321e+02
 -2.74654578e+02 -1.14170542e+03 -5.29487181e+02 -6.63206296e+02
 -2.76897376e+02 -1.14663542e+03 -5.33049587e+02 -6.61250057e+02
 -2.79265211e+02 -1.15153752e+03 -5.36576894e+02 -6.59224381e+02
 -2.81757433e+02 -1.15640884e+03 -5.40067523e+02 -6.57130084e+02
 -2.84373328e+02 -1.16124651e+03 -5.43519917e+02 -6.54968018e+02
 -2.87112112e+02 -1.16604767e+03 -5.46932538e+02 -6.52739069e+02
 -2.89972939e+02 -1.17080950e+03 -5.50303868e+02 -6.50444161e+02
 -2.92954897e+02 -1.17552917e+03 -5.53632412e+02 -6.48084249e+02
 -2.96057009e+02 -1.18020390e+03 -5.56916697e+02 -6.45660326e+02
 -2.99278234e+02 -1.18483092e+03 -5.60155272e+02 -6.43173416e+02
 -3.02617467e+02 -1.18940749e+03 -5.63346712e+02 -6.40624577e+02
 -3.06073543e+02 -1.19393088e+03 -5.66489616e+02 -6.38014899e+02
 -3.09645230e+02 -1.19839842e+03 -5.69582607e+02 -6.35345506e+02
 -3.13331239e+02 -1.20280743e+03 -5.72624337e+02 -6.32617551e+02
 -3.17130216e+02 -1.20715528e+03 -5.75613483e+02 -6.29832218e+02
 -3.21040750e+02 -1.21143939e+03 -5.78548749e+02 -6.26990722e+02
 -3.25061369e+02 -1.21565718e+03 -5.81428869e+02 -6.24094308e+02
 -3.29190542e+02 -1.21980613e+03 -5.84252606e+02 -6.21144248e+02
 -3.33426681e+02 -1.22388373e+03 -5.87018751e+02 -6.18141844e+02
 -3.37768139e+02 -1.22788753e+03 -5.89726127e+02 -6.15088425e+02
 -3.42213217e+02 -1.23181511e+03 -5.92373586e+02 -6.11985345e+02
 -3.46760155e+02 -1.23566410e+03 -5.94960014e+02 -6.08833987e+02
 -3.51407144e+02 -1.23943214e+03 -5.97484327e+02 -6.05635757e+02
 -3.56152319e+02 -1.24311696e+03 -5.99945475e+02 -6.02392086e+02
 -3.60993762e+02 -1.24671629e+03 -6.02342441e+02 -5.99104430e+02
 -3.65929505e+02 -1.25022793e+03 -6.04674240e+02 -5.95774266e+02
 -3.70957528e+02 -1.25364971e+03 -6.06939924e+02 -5.92403096e+02
 -3.76075765e+02 -1.25697953e+03 -6.09138578e+02 -5.88992440e+02
 -3.81282098e+02 -1.26021531e+03 -6.11269323e+02 -5.85543842e+02
 -3.86574364e+02 -1.26335503e+03 -6.13331316e+02 -5.82058864e+02
 -3.91950354e+02 -1.26639674e+03 -6.15323750e+02 -5.78539086e+02
 -3.97407813e+02 -1.26933851e+03 -6.17245855e+02 -5.74986110e+02
 -4.02944445e+02 -1.27217848e+03 -6.19096896e+02 -5.71401550e+02
 -4.08557909e+02 -1.27491484e+03 -6.20876177e+02 -5.67787041e+02
 -4.14245823e+02 -1.27754583e+03 -6.22583042e+02 -5.64144232e+02
 -4.20005769e+02 -1.28006977e+03 -6.24216868e+02 -5.60474785e+02
 -4.25835284e+02 -1.28248499e+03 -6.25777076e+02 -5.56780379e+02
 -4.31731874e+02 -1.28478992e+03 -6.27263122e+02 -5.53062703e+02
 -4.37693006e+02 -1.28698302e+03 -6.28674502e+02 -5.49323460e+02
 -4.43716111e+02 -1.28906283e+03 -6.30010753e+02 -5.45564364e+02
 -4.49798590e+02 -1.29102793e+03 -6.31271449e+02 -5.41787137e+02
