             z_1            v_z1             z_2            v_z2
  1.67062072e+03 -2.29635512e+02  1.30668824e+02 -3.66345925e+02
  1.66145535e+03 -2.41935305e+02  1.37484292e+02 -3.63248599e+02
  1.65220998e+03 -2.54172593e+02  1.44293139e+02 -3.59994471e+02
  1.64288504e+03 -2.66340874e+02  1.51095038e+02 -3.56585249e+02
  1.63348098e+03 -2.78433683e+02  1.57889660e+02 -3.53022724e+02
  1.62399827e+03 -2.90444594e+02  1.64676679e+02 -3.49308769e+02
  1.61443735e+03 -3.02367223e+02  1.71455768e+02 -3.45445337e+02
  1.60479868e+03 -3.14195236e+02  1.78226601e+02 -3.41434460e+02
  1.59508274e+03 -3.25922346e+02  1.84988851e+02 -3.37278248e+02
  1.58528998e+03 -3.37542322e+02  1.91742192e+02 -3.32978888e+02
  1.57542088e+03 -3.49048987e+02  1.98486300e+02 -3.28538644e+02
  1.56547591e+03 -3.60436227e+02  2.05220850e+02 -3.23959853e+02
  1.55545556e+03 -3.71697989e+02  2.11945517e+02 -3.19244927e+02
  1.54536031e+03 -3.82828288e+02  2.18659978e+02 -3.14396349e+02
  1.53519063e+03 -3.93821208e+02  2.25363908e+02 -3.09416675e+02
  1.52494703e+03 -4.04670905e+02  2.32056987e+02 -3.04308527e+02
  1.51462999e+03 -4.15371612e+02  2.38738890e+02 -2.99074597e+02
  1.50424001e+03 -4.25917642e+02  2.45409297e+02 -2.93717645e+02
  1.49377760e+03 -4.36303387e+02  2.52067886e+02 -2.88240494e+02
  1.48324325e+03 -4.46523326e+02  2.58714336e+02 -2.82646032e+02
  1.47263747e+03 -4.56572027e+02  2.65348327e+02 -2.76937209e+02
  1.46196078e+03 -4.66444145e+02  2.71969541e+02 -2.71117035e+02
  1.45121369e+03 -4.76134432e+02  2.78577657e+02 -2.65188580e+02
  1.44039671e+03 -4.85637736e+02  2.85172359e+02 -2.59154971e+02
  1.42951036e+03 -4.94949003e+02  2.91753328e+02 -2.53019390e+02
  1.41855518e+03 -5.04063280e+02  2.98320247e+02 -2.46785073e+02
  1.40753169e+03 -5.12975721e+02  3.04872800e+02 -2.40455311e+02
  1.39644041e+03 -5.21681585e+02  3.11410671e+02 -2.34033442e+02
  1.38528189e+03 -5.30176241e+02  3.17933547e+02 -2.27522856e+02
  1.37405666e+03 -5.38455171e+02  3.24441112e+02 -2.20926987e+02
  1.36276526e+03 -5.46513970e+02  3.30933053e+02 -2.14249316e+02
  1.35140824e+03 -5.54348349e+02  3.37409058e+02 -2.07493368e+02
  1.33998613e+03 -5.61954141e+02  3.43868815e+02 -2.00662707e+02
  1.32849950e+03 -5.69327298e+02  3.50312012e+02 -1.93760939e+02
  1.31694890e+03 -5.76463894e+02  3.56738340e+02 -1.86791707e+02
  1.30533487e+03 -5.83360132e+02  3.63147489e+02 -1.79758689e+02
  1.29365799e+03 -5.90012340e+02  3.69539150e+02 -1.72665598e+02
  1.28191880e+03 -5.96416976e+02  3.75913016e+02 -1.65516177e+02
  1.27011789e+03 -6.02570628e+02  3.82268779e+02 -1.58314201e+02
  1.25825581e+03 -6.08470020e+02  3.88606133e+02 -1.51063472e+02
  1.24633314e+03 -6.14112008e+02  3.94924774e+02 -1.43767817e+02
  1.23435045e+03 -6.19493586e+02  4.01224397e+02 -1.36431088e+02
  1.22230832e+03 -6.24611885e+02  4.07504699e+02 -1.29057157e+02
  1.21020733e+03 -6.29464177e+02  4.13765377e+02 -1.21649919e+02
  1.19804806e+03 -6.34047874e+02  4.20006130e+02 -1.14213283e+02
  1.18583110e+03 -6.38360530e+02  4.26226657e+02 -1.06751176e+02
  1.17355703e+03 -6.42399844e+02  4.32426658e+02 -9.92675367e+01
  1.16122645e+03 -6.46163659e+02  4.38605836e+02 -9.17663167e+01
  1.14883995e+03 -6.49649965e+02  4.44763892e+02 -8.42514761e+01
  1.13639812e+03 -6.52856898e+02  4.50900530e+02 -7.67269822e+01
  1.12390157e+03 -6.55782742e+02  4.57015455e+02 -6.91968077e+01
  1.11135090e+03 -6.58425932e+02  4.63108372e+02 -6.16649280e+01
  1.09874671e+03 -6.60785050e+02  4.69178987e+02 -5.41353195e+01
  1.08608961e+03 -6.62858832e+02  4.75227009e+02 -4.66119574e+01
  1.07338021e+03 -6.64646162e+02  4.81252145e+02 -3.90988133e+01
  1.06061912e+03 -6.66146078e+02  4.87254107e+02 -3.15998536e+01
  1.04780695e+03 -6.67357770e+02  4.93232604e+02 -2.41190370e+01
  1.03494432e+03 -6.68280580e+02  4.99187349e+02 -1.66603127e+01
  1.02203186e+03 -6.68914003e+02  5.05118056e+02 -9.22761796e+00
  1.00907018e+03 -6.69257690e+02  5.11024438e+02 -1.82487624e+00
  9.96059907e+02 -6.69311443e+02  5.16906211e+02  5.54400490e+00
  9.83001667e+02 -6.69075218e+02  5.22763092e+02  1.28751359e+01
  9.69896090e+02 -6.68549127e+02  5.28594799e+02  2.01646472e+01
  9.56743807e+02 -6.67733432e+02  5.34401051e+02  2.74086916e+01
  9.43545451e+02 -6.66628551e+02  5.40181568e+02  3.46034457e+01
  9.30301658e+02 -6.65235056e+02  5.45936073e+02  4.17451125e+01
  9.17013065e+02 -6.63553670e+02  5.51664287e+02  4.88299233e+01
  9.03680313e+02 -6.61585269e+02  5.57365936e+02  5.58541394e+01
  8.90304043e+02 -6.59330884e+02  5.63040744e+02  6.28140542e+01
  8.76884899e+02 -6.56791693e+02  5.68688438e+02  6.97059956e+01
  8.63423529e+02 -6.53969029e+02  5.74308747e+02  7.65263274e+01
  8.49920579e+02 -6.50864373e+02  5.79901399e+02  8.32714513e+01
  8.36376701e+02 -6.47479356e+02  5.85466126e+02  8.99378090e+01
  8.22792547e+02 -6.43815758e+02  5.91002658e+02  9.65218843e+01
  8.09168770e+02 -6.39875508e+02  5.96510731e+02  1.03020204e+02
  7.95506026e+02 -6.35660678e+02  6.01990078e+02  1.09429342e+02
  7.81804975e+02 -6.31173490e+02  6.07440436e+02  1.15745917e+02
  7.68066275e+02 -6.26416307e+02  6.12861542e+02  1.21966599e+02
  7.54290588e+02 -6.21391637e+02  6.18253135e+02  1.28088108e+02
  7.40478577e+02 -6.16102129e+02  6.23614956e+02  1.34107218e+02
  7.26630909e+02 -6.10550573e+02  6.28946746e+02  1.40020754e+02
  7.12748248e+02 -6.04739897e+02  6.34248248e+02  1.45825601e+02
  6.98831265e+02 -5.98673168e+02  6.39519207e+02  1.51518699e+02
  6.84880628e+02 -5.92353587e+02  6.44759370e+02  1.57097049e+02
  6.70897011e+02 -5.85784490e+02  6.49968484e+02  1.62557711e+02
  6.56881086e+02 -5.78969345e+02  6.55146298e+02  1.67897810e+02
  6.42833528e+02 -5.71911751e+02  6.60292563e+02  1.73114533e+02
  6.28755014e+02 -5.64615435e+02  6.65407031e+02  1.78205133e+02
  6.14646222e+02 -5.57084251e+02  6.70489456e+02  1.83166930e+02
  6.00507831e+02 -5.49322176e+02  6.75539592e+02  1.87997312e+02
  5.86340522e+02 -5.41333312e+02  6.80557198e+02  1.92693738e+02
  5.72144977e+02 -5.33121880e+02  6.85542030e+02  1.97253738e+02
  5.57921880e+02 -5.24692218e+02  6.90493850e+02  2.01674911e+02
  5.43671915e+02 -5.16048781e+02  6.95412418e+02  2.05954935e+02
  5.29395770e+02 -5.07196136e+02  7.00297498e+02  2.10091559e+02
  5.15094131e+02 -4.98138963e+02  7.05148855e+02  2.14082610e+02
  5.00767688e+02 -4.88882049e+02  7.09966255e+02  2.17925991e+02
  4.86417129e+02 -4.79430287e+02  7.14749465e+02  2.21619684e+02
  4.72043147e+02 -4.69788673e+02  7.19498256e+02  2.25161751e+02
  4.57646433e+02 -4.59962305e+02  7.24212399e+02  2.28550334e+02
  4.43227680e+02 -4.49956376e+02  7.28891667e+02  2.31783656e+02
  4.28787584e+02 -4.39776179e+02  7.33535835e+02  2.34860022e+02
  4.14326839e+02 -4.29427095e+02  7.38144678e+02  2.37777823e+02
  3.99846142e+02 -4.18914596e+02  7.42717975e+02  2.40535530e+02
  3.85346189e+02 -4.08244241e+02  7.47255507e+02  2.43131703e+02
  3.70827680e+02 -3.97421672e+02  7.51757053e+02  2.45564986e+02
  3.56291314e+02 -3.86452612e+02  7.56222398e+02  2.47834107e+02
  3.41737789e+02 -3.75342863e+02  7.60651326e+02  2.49937886e+02
  3.27167809e+02 -3.64098299e+02  7.65043624e+02  2.51875228e+02
  3.12582073e+02 -3.52724866e+02  7.69399081e+02  2.53645125e+02
  2.97981284e+02 -3.41228581e+02  7.73717487e+02  2.55246661e+02
  2.83366146e+02 -3.29615523e+02  7.77998634e+02  2.56679006e+02
  2.68737362e+02 -3.17891834e+02  7.82242316e+02  2.57941424e+02
  2.54095637e+02 -3.06063714e+02  7.86448328e+02  2.59033265e+02
  2.39441676e+02 -2.94137420e+02  7.90616468e+02  2.59953972e+02
  2.24776184e+02 -2.82119259e+02  7.94746535e+02  2.60703078e+02
  2.10099868e+02 -2.70015588e+02  7.98838330e+02  2.61280206e+02
  1.95413434e+02 -2.57832809e+02  8.02891657e+02  2.61685073e+02
  1.80717590e+02 -2.45577365e+02  8.06906319e+02  2.61917486e+02
  1.66013044e+02 -2.33255739e+02  8.10882125e+02  2.61977342e+02
  1.51300502e+02 -2.20874449e+02  8.14818881e+02  2.61864632e+02
  1.36580675e+02 -2.08440042e+02  8.18716399e+02  2.61579436e+02
  1.21854271e+02 -1.95959096e+02  8.22574491e+02  2.61121929e+02
  1.07121999e+02 -1.83438213e+02  8.26392972e+02  2.60492375e+02
  9.23845678e+01 -1.70884015e+02  8.30171656e+02  2.59691130e+02
  7.76426880e+01 -1.58303143e+02  8.33910363e+02  2.58718639e+02
  6.28970693e+01 -1.45702250e+02  8.37608913e+02  2.57575442e+02
  4.81484217e+01 -1.33088003e+02  8.41267126e+02  2.56262167e+02
  3.33974556e+01 -1.20467072e+02  8.44884827e+02  2.54779532e+02
  1.86448811e+01 -1.07846133e+02  8.48461843e+02  2.53128346e+02
  3.89140874e+00 -9.52318620e+01  8.51998000e+02  2.51309506e+02
 -1.08622510e+01 -8.26309303e+01  8.55493128e+02  2.49324000e+02
 -2.56153876e+01 -7.00500024e+01  8.58947059e+02  2.47172904e+02
 -4.03672908e+01 -5.74957325e+01  8.62359626e+02  2.44857380e+02
 -5.51172500e+01 -4.49747601e+01  8.65730666e+02  2.42378679e+02
 -6.98645549e+01 -3.24937073e+01  8.69060016e+02  2.39738138e+02
 -8.46084955e+01 -2.00591747e+01  8.72347516e+02  2.36937181e+02
 -9.93483617e+01 -7.67773845e+00  8.75593007e+02  2.33977314e+02
 -1.14083444e+02  4.64405378e+00  8.78796333e+02  2.30860132e+02
 -1.28813032e+02  1.68996859e+01  8.81957339e+02  2.27587309e+02
 -1.43536417e+02  2.90826772e+01  8.85075875e+02  2.24160605e+02
 -1.58252890e+02  4.11865852e+01  8.88151788e+02  2.20581860e+02
 -1.72961742e+02  5.32050097e+01  8.91184932e+02  2.16852994e+02
 -1.87662265e+02  6.51315960e+01  8.94175160e+02  2.12976009e+02
 -2.02353751e+02  7.69600379e+01  8.97122328e+02  2.08952983e+02
 -2.17035492e+02  8.86840816e+01  9.00026295e+02  2.04786074e+02
 -2.31706782e+02  1.00297529e+02  9.02886920e+02  2.00477513e+02
 -2.46366914e+02  1.11794239e+02  9.05704065e+02  1.96029611e+02
 -2.61015182e+02  1.23168135e+02  9.08477596e+02  1.91444748e+02
 -2.75650880e+02  1.34413205e+02  9.11207378e+02  1.86725380e+02
 -2.90273305e+02  1.45523504e+02  9.13893280e+02  1.81874034e+02
 -3.04881750e+02  1.56493160e+02  9.16535173e+02  1.76893305e+02
 -3.19475514e+02  1.67316374e+02  9.19132929e+02  1.71785858e+02
 -3.34053894e+02  1.77987428e+02  9.21686423e+02  1.66554426e+02
 -3.48616186e+02  1.88500680e+02  9.24195533e+02  1.61201808e+02
 -3.63161691e+02  1.98850577e+02  9.26660137e+02  1.55730864e+02
 -3.77689707e+02  2.09031648e+02  9.29080117e+02  1.50144521e+02
 -3.92199536e+02  2.19038516e+02  9.31455357e+02  1.44445766e+02
 -4.06690477e+02  2.28865893e+02  9.33785741e+02  1.38637643e+02
 -4.21161835e+02  2.38508587e+02  9.36071158e+02  1.32723258e+02
 -4.35612910e+02  2.47961506e+02  9.38311498e+02  1.26705771e+02
 -4.50043009e+02  2.57219657e+02  9.40506652e+02  1.20588398e+02
 -4.64451435e+02  2.66278151e+02  9.42656516e+02  1.14374406e+02
 -4.78837495e+02  2.75132203e+02  9.44760985e+02  1.08067115e+02
 -4.93200496e+02  2.83777140e+02  9.46819958e+02  1.01669896e+02
 -5.07539747e+02  2.92208398e+02  9.48833337e+02  9.51861633e+01
 -5.21854556e+02  3.00421527e+02  9.50801023e+02  8.86193814e+01
 -5.36144235e+02  3.08412191e+02  9.52722923e+02  8.19730567e+01
 -5.50408096e+02  3.16176175e+02  9.54598943e+02  7.52507385e+01
 -5.64645452e+02  3.23709382e+02  9.56428994e+02  6.84560163e+01
 -5.78855616e+02  3.31007839e+02  9.58212987e+02  6.15925181e+01
 -5.93037905e+02  3.38067696e+02  9.59950837e+02  5.46639083e+01
 -6.07191636e+02  3.44885232e+02  9.61642459e+02  4.76738860e+01
 -6.21316127e+02  3.51456852e+02  9.63287772e+02  4.06261829e+01
 -6.35410697e+02  3.57779094e+02  9.64886698e+02  3.35245613e+01
 -6.49474669e+02  3.63848625e+02  9.66439158e+02  2.63728122e+01
 -6.63507365e+02  3.69662251e+02  9.67945079e+02  1.91747531e+01
 -6.77508110e+02  3.75216908e+02  9.69404388e+02  1.19342262e+01
 -6.91476228e+02  3.80509675e+02  9.70817014e+02  4.65509618e+00
 -7.05411048e+02  3.85537766e+02  9.72182889e+02 -2.65875160e+00
 -7.19311897e+02  3.90298538e+02  9.73501948e+02 -1.00034135e+01
 -7.33178108e+02  3.94789488e+02  9.74774127e+02 -1.73749694e+01
 -7.47009012e+02  3.99008258e+02  9.75999365e+02 -2.47694849e+01
 -7.60803943e+02  4.02952632e+02  9.77177603e+02 -3.21830134e+01
 -7.74562237e+02  4.06620542e+02  9.78308784e+02 -3.96115983e+01
 -7.88283231e+02  4.10010066e+02  9.79392854e+02 -4.70512746e+01
 -8.01966264e+02  4.13119430e+02  9.80429760e+02 -5.44980719e+01
 -8.15610679e+02  4.15947007e+02  9.81419453e+02 -6.19480155e+01
 -8.29215816e+02  4.18491321e+02  9.82361884e+02 -6.93971294e+01
 -8.42781022e+02  4.20751048e+02  9.83257009e+02 -7.68414377e+01
 -8.56305643e+02  4.22725011e+02  9.84104785e+02 -8.42769672e+01
 -8.69789028e+02  4.24412188e+02  9.84905170e+02 -9.16997492e+01
 -8.83230528e+02  4.25811707e+02  9.85658126e+02 -9.91058218e+01
 -8.96629495e+02  4.26922852e+02  9.86363616e+02 -1.06491232e+02
 -9.09985283e+02  4.27745055e+02  9.87021608e+02 -1.13852037e+02
 -9.23297251e+02  4.28277906e+02  9.87632068e+02 -1.21184309e+02
 -9.36564756e+02  4.28521147e+02  9.88194969e+02 -1.28484133e+02
 -9.49787161e+02  4.28474671e+02  9.88710281e+02 -1.35747612e+02
 -9.62963827e+02  4.28138530e+02  9.89177982e+02 -1.42970869e+02
 -9.76094121e+02  4.27512925e+02  9.89598048e+02 -1.50150048e+02
 -9.89177410e+02  4.26598213e+02  9.89970459e+02 -1.57281315e+02
 -1.00221306e+03  4.25394904e+02  9.90295197e+02 -1.64360862e+02
 -1.01520046e+03  4.23903661e+02  9.90572246e+02 -1.71384911e+02
 -1.02813896e+03  4.22125300e+02  9.90801593e+02 -1.78349709e+02
 -1.04102795e+03  4.20060789e+02  9.90983228e+02 -1.85251537e+02
 -1.05386682e+03  4.17711248e+02  9.91117141e+02 -1.92086711e+02
 -1.06665493e+03  4.15077950e+02  9.91203325e+02 -1.98851578e+02
 -1.07939167e+03  4.12162315e+02  9.91241778e+02 -2.05542525e+02
 -1.09207644e+03  4.08965916e+02  9.91232496e+02 -2.12155979e+02
 -1.10470862e+03  4.05490474e+02  9.91175480e+02 -2.18688405e+02
 -1.11728760e+03  4.01737857e+02  9.91070734e+02 -2.25136314e+02
 -1.12981277e+03  3.97710081e+02  9.90918262e+02 -2.31496261e+02
 -1.14228354e+03  3.93409309e+02  9.90718071e+02 -2.37764846e+02
 -1.15469930e+03  3.88837848e+02  9.90470171e+02 -2.43938719e+02
 -1.16705945e+03  3.83998149e+02  9.90174574e+02 -2.50014580e+02
 -1.17936341e+03  3.78892803e+02  9.89831295e+02 -2.55989182e+02
 -1.19161057e+03  3.73524546e+02  9.89440349e+02 -2.61859328e+02
 -1.20380034e+03  3.67896250e+02  9.89001756e+02 -2.67621880e+02
 -1.21593215e+03  3.62010928e+02  9.88515536e+02 -2.73273757e+02
 -1.22800540e+03  3.55871728e+02  9.87981714e+02 -2.78811934e+02
 -1.24001952e+03  3.49481931e+02  9.87400315e+02 -2.84233449e+02
 -1.25197392e+03  3.42844954e+02  9.86771366e+02 -2.89535400e+02
 -1.26386804e+03  3.35964344e+02  9.86094899e+02 -2.94714949e+02
 -1.27570129e+03  3.28843777e+02  9.85370945e+02 -2.99769324e+02
 -1.28747310e+03  3.21487056e+02  9.84599540e+02 -3.04695817e+02
 -1.29918292e+03  3.13898111e+02  9.83780720e+02 -3.09491791e+02
 -1.31083018e+03  3.06080993e+02  9.82914526e+02 -3.14154674e+02
 -1.32241431e+03  2.98039875e+02  9.82000999e+02 -3.18681969e+02
 -1.33393476e+03  2.89779051e+02  9.81040182e+02 -3.23071248e+02
 -1.34539097e+03  2.81302929e+02  9.80032122e+02 -3.27320157e+02
 -1.35678239e+03  2.72616031e+02  9.78976869e+02 -3.31426416e+02
 -1.36810848e+03  2.63722994e+02  9.77874471e+02 -3.35387822e+02
 -1.37936868e+03  2.54628560e+02  9.76724984e+02 -3.39202248e+02
 -1.39056246e+03  2.45337582e+02  9.75528461e+02 -3.42867644e+02
 -1.40168927e+03  2.35855015e+02  9.74284961e+02 -3.46382041e+02
 -1.41274859e+03  2.26185916e+02  9.72994543e+02 -3.49743547e+02
 -1.42373987e+03  2.16335442e+02  9.71657270e+02 -3.52950355e+02
 -1.43466259e+03  2.06308845e+02  9.70273205e+02 -3.56000737e+02
 -1.44551623e+03  1.96111472e+02  9.68842417e+02 -3.58893049e+02
 -1.45630025e+03  1.85748758e+02  9.67364972e+02 -3.61625731e+02
 -1.46701415e+03  1.75226230e+02  9.65840944e+02 -3.64197307e+02
 -1.47765740e+03  1.64549495e+02  9.64270405e+02 -3.66606388e+02
 -1.48822949e+03  1.53724246e+02  9.62653430e+02 -3.68851670e+02
 -1.49872991e+03  1.42756252e+02  9.60990098e+02 -3.70931934e+02
 -1.50915817e+03  1.31651360e+02  9.59280488e+02 -3.72846052e+02
 -1.51951374e+03  1.20415488e+02  9.57524684e+02 -3.74592982e+02
 -1.52979615e+03  1.09054623e+02  9.55722769e+02 -3.76171772e+02
 -1.54000488e+03  9.75748212e+01  9.53874830e+02 -3.77581557e+02
 -1.55013945e+03  8.59821996e+01  9.51980957e+02 -3.78821564e+02
 -1.56019938e+03  7.42829358e+01  9.50041240e+02 -3.79891108e+02
 -1.57018417e+03  6.24832641e+01  9.48055773e+02 -3.80789597e+02
 -1.58009335e+03  5.05894719e+01  9.46024651e+02 -3.81516526e+02
 -1.58992644e+03  3.86078969e+01  9.43947973e+02 -3.82071485e+02
 -1.59968297e+03  2.65449233e+01  9.41825838e+02 -3.82454152e+02
 -1.60936246e+03  1.44069783e+01  9.39658349e+02 -3.82664297e+02
 -1.61896444e+03  2.20052943e+00  9.37445609e+02 -3.82701784e+02
 -1.62848847e+03 -1.00679198e+01  9.35187727e+02 -3.82566566e+02
 -1.63793408e+03 -2.23918326e+01  9.32884809e+02 -3.82258687e+02
 -1.64730081e+03 -3.47646431e+01  9.30536967e+02 -3.81778286e+02
 -1.65658821e+03 -4.71797589e+01  9.28144315e+02 -3.81125589e+02
 -1.66579584e+03 -5.96305656e+01  9.25706967e+02 -3.80300917e+02
 -1.67492325e+03 -7.21104294e+01  9.23225040e+02 -3.79304680e+02
 -1.68397000e+03 -8.46127012e+01  9.20698655e+02 -3.78137381e+02
 -1.69293566e+03 -9.71307201e+01  9.18127933e+02 -3.76799612e+02
 -1.70181979e+03 -1.09657816e+02  9.15512997e+02 -3.75292056e+02
 -1.71062198e+03 -1.22187316e+02  9.12853975e+02 -3.73615486e+02
 -1.71934178e+03 -1.34712543e+02  9.10150993e+02 -3.71770764e+02
 -1.72797879e+03 -1.47226824e+02  9.07404181e+02 -3.69758842e+02
 -1.73653259e+03 -1.59723491e+02  9.04613673e+02 -3.67580761e+02
 -1.74500276e+03 -1.72195885e+02  9.01779603e+02 -3.65237649e+02
 -1.75338890e+03 -1.84637362e+02  8.98902106e+02 -3.62730722e+02
 -1.76169060e+03 -1.97041291e+02  8.95981322e+02 -3.60061283e+02
 -1.76990747e+03 -2.09401063e+02  8.93017391e+02 -3.57230722e+02
 -1.77803911e+03 -2.21710093e+02  8.90010456e+02 -3.54240513e+02
 -1.78608512e+03 -2.33961820e+02  8.86960662e+02 -3.51092214e+02
 -1.79404512e+03 -2.46149716e+02  8.83868155e+02 -3.47787470e+02
 -1.80191873e+03 -2.58267285e+02  8.80733085e+02 -3.44328005e+02
 -1.80970557e+03 -2.70308070e+02  8.77555603e+02 -3.40715629e+02
 -1.81740526e+03 -2.82265654e+02  8.74335861e+02 -3.36952230e+02
 -1.82501743e+03 -2.94133663e+02  8.71074014e+02 -3.33039777e+02
 -1.83254171e+03 -3.05905771e+02  8.67770221e+02 -3.28980319e+02
 -1.83997775e+03 -3.17575704e+02  8.64424638e+02 -3.24775981e+02
 -1.84732518e+03 -3.29137241e+02  8.61037429e+02 -3.20428968e+02
 -1.85458365e+03 -3.40584219e+02  8.57608756e+02 -3.15941557e+02
 -1.86175281e+03 -3.51910534e+02  8.54138784e+02 -3.11316101e+02
 -1.86883232e+03 -3.63110149e+02  8.50627680e+02 -3.06555027e+02
 -1.87582183e+03 -3.74177091e+02  8.47075613e+02 -3.01660834e+02
 -1.88272101e+03 -3.85105459e+02  8.43482755e+02 -2.96636089e+02
 -1.88952953e+03 -3.95889427e+02  8.39849278e+02 -2.91483431e+02
 -1.89624705e+03 -4.06523241e+02  8.36175357e+02 -2.86205567e+02
 -1.90287326e+03 -4.17001231e+02  8.32461169e+02 -2.80805267e+02
 -1.90940783e+03 -4.27317808e+02  8.28706894e+02 -2.75285369e+02
 -1.91585046e+03 -4.37467468e+02  8.24912711e+02 -2.69648774e+02
 -1.92220082e+03 -4.47444796e+02  8.21078804e+02 -2.63898444e+02
 -1.92845862e+03 -4.57244468e+02  8.17205357e+02 -2.58037402e+02
 -1.93462356e+03 -4.66861256e+02  8.13292557e+02 -2.52068729e+02
 -1.94069533e+03 -4.76290025e+02  8.09340592e+02 -2.45995565e+02
 -1.94667364e+03 -4.85525745e+02  8.05349653e+02 -2.39821102e+02
 -1.95255821e+03 -4.94563483e+02  8.01319931e+02 -2.33548588e+02
 -1.95834875e+03 -5.03398414e+02  7.97251621e+02 -2.27181324e+02
 -1.96404499e+03 -5.12025821e+02  7.93144919e+02 -2.20722658e+02
 -1.96964665e+03 -5.20441096e+02  7.89000021e+02 -2.14175989e+02
 -1.97515345e+03 -5.28639742e+02  7.84817129e+02 -2.07544762e+02
 -1.98056514e+03 -5.36617379e+02  7.80596444e+02 -2.00832467e+02
 -1.98588146e+03 -5.44369744e+02  7.76338168e+02 -1.94042636e+02
 -1.99110214e+03 -5.51892692e+02  7.72042507e+02 -1.87178844e+02
 -1.99622694e+03 -5.59182201e+02  7.67709667e+02 -1.80244703e+02
 -2.00125561e+03 -5.66234373e+02  7.63339858e+02 -1.73243864e+02
 -2.00618791e+03 -5.73045434e+02  7.58933289e+02 -1.66180012e+02
 -2.01102360e+03 -5.79611739e+02  7.54490173e+02 -1.59056866e+02
 -2.01576244e+03 -5.85929774e+02  7.50010724e+02 -1.51878177e+02
 -2.02040421e+03 -5.91996154e+02  7.45495158e+02 -1.44647725e+02
 -2.02494869e+03 -5.97807630e+02  7.40943691e+02 -1.37369317e+02
 -2.02939566e+03 -6.03361087e+02  7.36356544e+02 -1.30046786e+02
 -2.03374490e+03 -6.08653545e+02  7.31733937e+02 -1.22683988e+02
 -2.03799620e+03 -6.13682166e+02  7.27076092e+02 -1.15284800e+02
 -2.04214936e+03 -6.18444250e+02  7.22383235e+02 -1.07853120e+02
 -2.04620418e+03 -6.22937238e+02  7.17655590e+02 -1.00392860e+02
 -2.05016046e+03 -6.27158713e+02  7.12893387e+02 -9.29079509e+01
 -2.05401802e+03 -6.31106405e+02  7.08096853e+02 -8.54023339e+01
 -2.05777666e+03 -6.34778187e+02  7.03266220e+02 -7.78799624e+01
 -2.06143621e+03 -6.38172077e+02  6.98401721e+02 -7.03447981e+01
 -2.06499649e+03 -6.41286243e+02  6.93503589e+02 -6.28008097e+01
 -2.06845732e+03 -6.44119000e+02  6.88572061e+02 -5.52519706e+01
 -2.07181855e+03 -6.46668813e+02  6.83607375e+02 -4.77022567e+01
 -2.07508001e+03 -6.48934295e+02  6.78609768e+02 -4.01556442e+01
 -2.07824154e+03 -6.50914213e+02  6.73579483e+02 -3.26161078e+01
 -2.08130299e+03 -6.52607482e+02  6.68516761e+02 -2.50876183e+01
 -2.08426421e+03 -6.54013173e+02  6.63421846e+02 -1.75741406e+01
 -2.08712506e+03 -6.55130504e+02  6.58294983e+02 -1.00796318e+01
 -2.08988541e+03 -6.55958852e+02  6.53136419e+02 -2.60803860e+00
