               t             z_1            v_z1
               0  1.88632393e+03  0.00000000e+00
  1.00000000e-02  1.88627851e+03 -1.14318365e+01
  2.00000000e-02  1.88614226e+03 -2.28576000e+01
  3.00000000e-02  1.88591518e+03 -3.42712205e+01
  4.00000000e-02  1.88559728e+03 -4.56666346e+01
  5.00000000e-02  1.88518857e+03 -5.70377886e+01
  6.00000000e-02  1.88468909e+03 -6.83786416e+01
  7.00000000e-02  1.88409884e+03 -7.96831687e+01
  8.00000000e-02  1.88341786e+03 -9.09453643e+01
  9.00000000e-02  1.88264619e+03 -1.02159246e+02
  1.00000000e-01  1.88178386e+03 -1.13318855e+02
  1.10000000e-01  1.88083090e+03 -1.24418263e+02
  1.20000000e-01  1.87978738e+03 -1.35451574e+02
  1.30000000e-01  1.87865333e+03 -1.46412927e+02
  1.40000000e-01  1.87742881e+03 -1.57296496e+02
  1.50000000e-01  1.87611388e+03 -1.68096501e+02
  1.60000000e-01  1.87470861e+03 -1.78807203e+02
  1.70000000e-01  1.87321306e+03 -1.89422912e+02
  1.80000000e-01  1.87162730e+03 -1.99937987e+02
  1.90000000e-01  1.86995141e+03 -2.10346842e+02
  2.00000000e-01  1.86818548e+03 -2.20643947e+02
  2.10000000e-01  1.86632958e+03 -2.30823830e+02
  2.20000000e-01  1.86438380e+03 -2.40881082e+02
  2.30000000e-01  1.86234825e+03 -2.50810360e+02
  2.40000000e-01  1.86022301e+03 -2.60606387e+02
  2.50000000e-01  1.85800819e+03 -2.70263958e+02
  2.60000000e-01  1.85570389e+03 -2.79777942e+02
  2.70000000e-01  1.85331023e+03 -2.89143282e+02
  2.80000000e-01  1.85082733e+03 -2.98355001e+02
  2.90000000e-01  1.84825530e+03 -3.07408205e+02
  3.00000000e-01  1.84559426e+03 -3.16298083e+02
  3.10000000e-01  1.84284434e+03 -3.25019908e+02
  3.20000000e-01  1.84000569e+03 -3.33569047e+02
  3.30000000e-01  1.83707842e+03 -3.41940954e+02
  3.40000000e-01  1.83406269e+03 -3.50131181e+02
  3.50000000e-01  1.83095864e+03 -3.58135374e+02
  3.60000000e-01  1.82776641e+03 -3.65949278e+02
  3.70000000e-01  1.82448617e+03 -3.73568739e+02
  3.80000000e-01  1.82111807e+03 -3.80989706e+02
  3.90000000e-01  1.81766227e+03 -3.88208235e+02
  4.00000000e-01  1.81411894e+03 -3.95220486e+02
  4.10000000e-01  1.81048825e+03 -4.02022732e+02
  4.20000000e-01  1.80677038e+03 -4.08611355e+02
  4.30000000e-01  1.80296549e+03 -4.14982852e+02
  4.40000000e-01  1.79907379e+03 -4.21133834e+02
  4.50000000e-01  1.79509544e+03 -4.27061028e+02
  4.60000000e-01  1.79103066e+03 -4.32761283e+02
